uni,book,cost,arm,D,k,reset,CAGR,Sharpe,MaxDD,Vol,H1,H2,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,TO,gross,cut_days,episodes,y2020,y2022,m_H1,m_H2,m_OOS,m_DD,m_CAGR,p4b,f4b,p4a
universe.json(56),V1,5,control,,1.0,-,0.07741235087876408,0.7819915695575373,-0.13711151337554284,0.10203186957418144,0.7593111108123943,0.8057892196945552,0.6692082162521141,0.09126495117443989,0.8667483737661267,-0.13711151337554262,23.59063621957033,0.7495206975788611,0.0,0,0.09719720908457563,0.03658531320026048,-0.19730757984943403,-0.030757127740090096,-0.017670295686137094,0.06519222182849999,-0.029386618848840987,False,"H1,H2,OOS,CAGR",False
universe.json(56),V1,5,D4%/k0.00/high,0.04,0.0,high,-0.0020711607212712257,-0.2398867097705062,-0.04098379123915541,0.008492614999774193,-0.3392515524130556,,-0.356719579659769,0.0,,0.0,0.1333431438611119,0.012844212375077076,0.9828751689950428,1,0.0,0.0,-1.295870243074884,,,0.1613199439648874,-0.10887013044887629,False,"H1,H2,OOS,CAGR",False
universe.json(56),V1,5,D4%/k0.25/high,0.04,0.25,high,0.010563323406525882,0.28690924288660513,-0.08751430010986527,0.03933405856052675,0.15608975636961947,0.396369639038008,0.06443008666626454,0.017953664325553564,0.448993530180452,-0.0875143001098655,6.978310820445813,0.21893063533453083,0.9441189725101397,7,-0.01624729300449579,0.024760234839697137,-0.8005289342922088,-0.4401767083966373,-0.43542513927181176,0.11478943509417755,-0.09623564632107919,False,"H1,H2,OOS,CAGR",False
universe.json(56),V1,5,D4%/k0.50/high,0.04,0.5,high,0.027794150723976285,0.45509134518752375,-0.12010992520452402,0.06487901179909236,0.39087128359744805,0.5119058193597467,0.2938312898654893,0.03761748553532396,0.5738567023115111,-0.12010992520452413,13.996946836255509,0.4350808526054374,0.839567372690401,15,-0.003263446499153444,-0.005497385906735985,-0.5657474070643803,-0.3246405280748986,-0.3105619671407527,0.08219380999951881,-0.07900481900362878,False,"H1,H2,OOS,CAGR",False
universe.json(56),V1,5,D4%/k0.75/high,0.04,0.75,high,0.05253031430421706,0.642867015507626,-0.12854253116693626,0.08532009367077417,0.5984074745628299,0.6844008604828845,0.5172608775355324,0.0640316875250444,0.7367961972510989,-0.12854253116693581,19.28507514939793,0.6043371908799874,0.775574583145561,20,0.052248798802805974,0.020461402013893126,-0.3582112160989984,-0.15214548695176078,-0.14762247220116487,0.07376120403710656,-0.054268655423388004,False,"H1,H2,OOS,CAGR",False
universe.json(56),V1,5,D6%/k0.00/high,0.06,0.0,high,0.0045617026629696245,0.1731605300082837,-0.07874729846164708,0.02866477146369833,0.24487294454586137,,0.25747845065731884,0.0,,0.0,1.5436047614752897,0.056139361978391776,0.925191527715187,1,0.0,0.0,-0.711745746115967,,,0.12355643674239575,-0.10223726706463544,False,"H1,H2,OOS,CAGR",False
universe.json(56),V1,5,D6%/k0.25/high,0.06,0.25,high,0.025267709492593493,0.49253970571990024,-0.08018754463351296,0.05358671490034935,0.41938745401869326,0.5569794394534856,0.3705455263034743,0.03168521884972564,0.5841347936807566,-0.07587118029890949,9.333676426912108,0.29004322511011793,0.8177106804867057,5,0.02671575598908471,-0.04491859050212499,-0.5372312366431351,-0.2795669079811597,-0.30028387577150717,0.12211619057052986,-0.08153126023501157,False,"H1,H2,OOS,CAGR",False
universe.json(56),V1,5,D6%/k0.50/high,0.06,0.5,high,0.03605771767190702,0.5373691716170313,-0.12010992520452435,0.07056698897021836,0.5031866127112844,0.5700480677226372,0.4325962482323737,0.04223348006533456,0.6249853381209045,-0.1201099252045238,14.894461637160667,0.46345623364657146,0.7638575935105903,9,0.007639656650667126,-0.01762541807092244,-0.45343207795054397,-0.2664982797120081,-0.25943333133135926,0.08219380999951847,-0.07074125205569805,False,"H1,H2,OOS,CAGR",False
universe.json(56),V1,5,D6%/k0.75/high,0.06,0.75,high,0.05896673397964114,0.6806906372782214,-0.12854253116693604,0.09016139184056433,0.6840770670026963,0.6791254511672384,0.6098096660298832,0.06598814270497289,0.7361269184508978,-0.12854253116693626,20.448228151368696,0.6409522047237183,0.5802163136547994,12,0.052248798802805974,-0.002808041818778473,-0.27254162365913204,-0.15742089626740685,-0.14829175100136593,0.07376120403710679,-0.04783223574796393,False,"H1,H2,OOS,CAGR",False
universe.json(56),V1,5,D8%/k0.00/high,0.08,0.0,high,0.004434177638954484,0.15773359665166284,-0.08529867859903006,0.031124352882401805,0.22305486666848914,,0.23453672533241146,0.0,,0.0,1.6128443537303119,0.05783575876511241,0.9229382604776927,1,0.0,0.0,-0.7335638239933392,,,0.11700505660501276,-0.10236479208865058,False,"H1,H2,OOS,CAGR",False
