ceil,n,fail_H1,fail_H2,fail_OOS,fail_DD,fail_CAGR,only_CAGR
0.75,57,0.0,2.0,2.0,0.0,57.0,55.0
0.8,49,0.0,2.0,1.0,0.0,49.0,47.0
0.85,33,0.0,2.0,1.0,0.0,33.0,31.0
0.9,27,0.0,3.0,0.0,0.0,27.0,24.0
0.95,18,0.0,2.0,0.0,0.0,18.0,16.0
1.0,15,0.0,0.0,0.0,0.0,15.0,15.0
1.05,11,0.0,0.0,0.0,0.0,11.0,11.0
1.1,11,0.0,0.0,0.0,0.0,11.0,11.0
1.15,8,0.0,0.0,0.0,0.0,8.0,8.0
1.2,7,0.0,0.0,0.0,0.0,7.0,7.0
1.25,4,0.0,0.0,0.0,0.0,4.0,4.0
1.3,1,0.0,0.0,0.0,0.0,1.0,1.0
1.3333,0,0.0,0.0,0.0,0.0,0.0,0.0
