panel,chooser,band,c,G,note,is_Sharpe,oos_CAGR,oos_Sharpe,oos_MaxDD,oos_4a,oos_4b,full_CAGR,full_Sharpe,full_MaxDD,full_4a,full_4b,d_sharpe_vs_base,d_sharpe_vs_spy,d_cagr_vs_spy
U56,C_SHARPE,BAND010,0.1,1.0,argmax IS Sharpe,1.1459988193705315,0.121440386476652,1.1940003173604503,-0.16295337966879642,False,True,0.11719587244277263,1.172574806347033,-0.16295337966879686,False,True,-0.08288208009837517,0.32016017030573674,-0.031134147107757082
U56,C_MID,BAND010,0.1,0.95,"IS-feasible interval midpoint, band by IS Sharpe at midpoint (interval 0.95-1.00)",1.1459207266544031,0.11529007292410309,1.1941433643148776,-0.15512617932903972,False,True,0.1112685896846044,1.1726196982961445,-0.15512617932903972,False,True,-0.08273903314394793,0.320303217260164,-0.037284460660305996
U56,C_MIDW,NOGATE,-1.0,0.7,"IS-feasible interval midpoint, band by WIDEST interval (width 3 rungs)",1.1098994529639443,0.12753733346415563,1.12688133874902,-0.21145692048177123,False,False,0.1230457792125581,1.1189196446281815,-0.21145692048177123,False,False,-0.1500010587098055,0.2530411916943064,-0.025037200120253456
U56,C_LO,NOGATE,-1.0,0.65,lowest feasible rung of the widest interval,1.109538649735163,0.11834611986820853,1.1269133350047356,-0.19748679400432456,False,True,0.1141778456318665,1.1187842199725113,-0.19748679400432467,False,True,-0.14996906245408992,0.253073187950022,-0.034228413716200556
U56,C_ANCHOR,BAND003,0.03,0.75,"the LIVE book, choosing nothing",1.1045450932922083,0.0945517936976279,1.2768823974588255,-0.12054956914840875,False,False,0.08618487105855244,1.20113235219264,-0.12054956914840886,False,False,0.0,0.4030422504041119,-0.058022739886781194
U56,ORACLE_OOS,BAND003,0.03,0.05,"argmax OOS Sharpe, NOT reachable",1.1025838916074218,0.006202940724174821,1.2780566868656307,-0.008262819052371362,False,False,0.005677180123575987,1.20090096691259,-0.008262819052371473,False,False,0.0011742894068051957,0.4042165398109171,-0.14637159286023427
B136,C_SHARPE,NOGATE,-1.0,1.0,argmax IS Sharpe,1.1483987254282337,0.1826875549224829,1.085652539514379,-0.3272153855796245,False,False,0.18744282641167986,1.1137910484527578,-0.3272153855796247,False,False,-0.016259964905359192,0.21180139577836365,0.03011574108299575
B136,C_MID,BAND010,0.1,0.95,"IS-feasible interval midpoint, band by IS Sharpe at midpoint (interval 0.90-1.00)",1.1470939435922267,0.10464762161523744,1.0878253695164162,-0.18282297013548432,False,False,0.10945898834199408,1.1149234998670727,-0.18282297013548432,False,True,-0.01408713490332203,0.21397422578040082,-0.047924192224249706
B136,C_MIDW,BAND010,0.1,0.95,"IS-feasible interval midpoint, band by WIDEST interval (width 3 rungs)",1.1470939435922267,0.10464762161523744,1.0878253695164162,-0.18282297013548432,False,False,0.10945898834199408,1.1149234998670727,-0.18282297013548432,False,True,-0.01408713490332203,0.21397422578040082,-0.047924192224249706
B136,C_LO,BAND010,0.1,0.9,lowest feasible rung of the widest interval,1.1468823615660189,0.09911739562050137,1.088105661809438,-0.1736354503958384,False,False,0.10365259238618774,1.1149783935586222,-0.1736354503958384,False,False,-0.013806842610300185,0.21425451807342266,-0.05345441821898578
B136,C_ANCHOR,BAND003,0.03,0.75,"the LIVE book, choosing nothing",1.09244515350567,0.07847283605551292,1.1019125044197382,-0.12241069123223425,False,False,0.07958992027840184,1.0973256635620148,-0.12241069123223436,False,False,0.0,0.22806136068372285,-0.07409897778397423
B136,ORACLE_OOS,BAND000,0.0,0.05,"argmax OOS Sharpe, NOT reachable",1.0528134015700596,0.005134409932732398,1.1127152175630224,-0.008680129721634011,True,False,0.005109517467135838,1.0847506724807783,-0.00868012972163379,False,False,0.010802713143284182,0.23886407382700703,-0.14743740390675475
SMALL,C_SHARPE,NOGATE,-1.0,1.0,argmax IS Sharpe,0.9828110757754968,0.11476647820445995,0.5945393550457071,-0.44381431847238584,False,False,0.1300438825046335,0.7034765580446054,-0.44381431847238595,False,False,0.04867709110961227,-0.2793007920090065,-0.037808055379949135
SMALL,C_MID,NOGATE,-1.0,1.0,EMPTY_FALLBACK -> C_SHARPE (no band has an IS-feasible rung),0.9828110757754968,0.11476647820445995,0.5945393550457071,-0.44381431847238584,False,False,0.1300438825046335,0.7034765580446054,-0.44381431847238595,False,False,0.04867709110961227,-0.2793007920090065,-0.037808055379949135
SMALL,C_MIDW,NOGATE,-1.0,1.0,EMPTY_FALLBACK -> C_SHARPE,0.9828110757754968,0.11476647820445995,0.5945393550457071,-0.44381431847238584,False,False,0.1300438825046335,0.7034765580446054,-0.44381431847238595,False,False,0.04867709110961227,-0.2793007920090065,-0.037808055379949135
SMALL,C_LO,NOGATE,-1.0,1.0,EMPTY_FALLBACK -> C_SHARPE,0.9828110757754968,0.11476647820445995,0.5945393550457071,-0.44381431847238584,False,False,0.1300438825046335,0.7034765580446054,-0.44381431847238595,False,False,0.04867709110961227,-0.2793007920090065,-0.037808055379949135
SMALL,C_ANCHOR,BAND003,0.03,0.75,"the LIVE book, choosing nothing",0.875483675279886,0.03635375722473366,0.5458622639360948,-0.14158634613008736,False,False,0.04263549964259328,0.659690258671795,-0.1415863461300867,False,False,0.0,-0.32797788311861875,-0.11622077635967543
SMALL,ORACLE_OOS,NOGATE,-1.0,0.05,"argmax OOS Sharpe, NOT reachable",0.9797688531149357,0.006679993714616028,0.5987268231312581,-0.026786705055057425,False,False,0.007113110067655359,0.7059538315714958,-0.02678670505505698,True,False,0.05286455919516331,-0.27511332392345544,-0.14589453986979306
