char,hbucket,k,n,residual,hist_resid_yrs,prem_B,prem_S,gap,sd_gap,sd_pair,t,within_floor,ratio_to_GAP,gap_IS,gap_OOS
breadth,0.0,12,12,0.002210499125735168,0.0,-0.142669221526828,-0.4286808837642322,0.28601166223740415,0.09480459720462439,0.08112501480941864,12.21292179030575,False,2.924454624104337,0.3404216603736729,0.24851710023342688
breadth,0.0,24,12,0.0018801661103163188,0.0,0.015097665530966814,-0.34298803364100344,0.3580856991719703,0.08744563972756221,0.06701208313711748,18.510769861029456,False,3.6614079669935613,0.5182489708129484,0.2812636095407434
breadth,0.0,34,12,0.00257662674034805,0.0,0.023005082679093333,-0.33853626824064814,0.3615413509197416,0.04047433030529047,0.03486590552032444,35.920936484213485,False,3.6967418294452106,0.5019614834947713,0.2923906525191197
breadth,90.0,12,12,0.002251141601999962,0.001064719750551409,-0.13155518856826307,-0.4214415403156848,0.2898863517474217,0.10116455118333992,0.0844083912788217,11.896871437550903,False,2.964073126251756,0.3395973892238371,0.25378138512142717
breadth,90.0,24,12,0.00155631233024404,0.004239866149516658,0.006191196492912717,-0.33700215917962656,0.3431933556725393,0.08452767584661335,0.06934711484518621,17.143563367327527,False,3.5091345160791336,0.4826552800581278,0.28306733961626795
breadth,90.0,34,12,0.0020554113323195213,0.0037377031579254685,0.010272245570966934,-0.32468610857778907,0.33495835414875597,0.05546872627431506,0.04133001013895361,28.074751777449396,False,3.424932046510797,0.45030107932158964,0.28078038069511285
breadth,365.0,12,12,0.002210198070355459,0.021940832002433314,-0.13389960017210853,-0.4272496355971904,0.2933500354250818,0.11285902052863127,0.09350329516514311,10.868005557686145,False,2.9994891147758875,0.34176749936897105,0.26065021376438097
breadth,365.0,24,12,0.0013441271896674027,0.019744847516921737,0.0020712372507478848,-0.3778306929781358,0.37990193022888374,0.08678432174632475,0.06687618861290387,19.67843738400335,False,3.8844778142012655,0.5229740802575679,0.3165201290763467
breadth,365.0,34,12,0.0013589163908291346,0.018004053092832113,0.01439830298230183,-0.34237818476083315,0.356776487743135,0.05414320546811641,0.040744410364960224,30.33324071605756,False,3.6480213470668197,0.4671714022558686,0.3034985313590018
breadth,inf,12,12,0.007543680125046377,1.1648034071032005,-0.1404164480120143,-0.34577546554298394,0.20535901753096966,0.10005420963644732,0.10822231574377296,6.573362429209218,False,2.099785455326888,0.32802393655567463,0.14035492496846697
breadth,inf,24,12,0.0034035251161827484,1.13947828732223,0.0010002528090644208,-0.3184314756340209,0.31943172844308537,0.07690093509962045,0.0727390635354239,15.212513230762863,False,3.2661730924650856,0.49154170938519925,0.2391111917701255
breadth,inf,34,12,0.0033894636615751836,0.9748896136140969,-0.01484569829356912,-0.23925211138950417,0.22440641309593504,0.05906068159057491,0.05280234267430462,14.722199407853,False,2.29454410118543,0.4098282432963842,0.14250103047390994
cvol,0.0,12,12,0.001260708099839719,0.0,-0.10523179579234125,-0.23589657973839903,0.13066478394605774,0.1524993369685136,0.08993228210675572,5.03307687190518,False,1.3360407356447621,0.14177297048765117,0.12550980412027368
cvol,0.0,24,12,0.0013660647916460451,0.0,-0.05316479752851256,-0.26972060817128457,0.21655581064277205,0.0623020542624881,0.042048989366852266,17.84041292574945,False,2.214272092461882,0.10144476613604964,0.27194647888936824
cvol,0.0,34,12,0.0018202721706707253,0.0,-0.015199491894519844,-0.28981376544751414,0.27461427355299434,0.03317718774951179,0.020938806346689806,45.43199515789005,False,2.8079169074948296,0.19177618951669761,0.31478468027495865
cvol,90.0,12,12,0.0013310485444106661,0.002509696554871136,-0.12390550493915543,-0.24222007738483983,0.11831457244568432,0.1284333279687441,0.07800540878124851,5.254170292893221,False,1.20976045445485,0.10543411025688042,0.12545922632437487
cvol,90.0,24,12,0.0012678529848273075,0.004734200319415886,-0.0664492942534204,-0.26786224785925317,0.20141295360583278,0.06004969844646211,0.04363389767050916,15.990204294016014,False,2.059437153433873,0.06539889806466592,0.26679443167889744
cvol,90.0,34,12,0.0015500427414762014,0.0052475473420040926,-0.041945843170136186,-0.2901513801977434,0.24820553702760725,0.04569359166139322,0.02980039491074175,28.852275423824807,False,2.5378889266626508,0.16236424206519176,0.28946311811504616
cvol,365.0,12,12,0.0015082333268104698,0.03507871321012986,-0.1194951069870579,-0.23655472992414742,0.1170596229370895,0.11290245392786276,0.07615150975391194,5.3249952652837225,False,1.1969286598884408,0.10314878720905625,0.1260009870759556
cvol,365.0,24,12,0.0017903436536306494,0.02284394250513359,-0.05968380537646361,-0.2578971663123013,0.19821336093583772,0.05189527169610711,0.04140390172755488,16.583732332229825,False,2.026721481961531,0.06963162824252798,0.2612424018386546
cvol,365.0,34,12,0.002198645073835719,0.022949631598019327,-0.039327180472648236,-0.28713097610618377,0.24780379563353558,0.05949008771022461,0.036875745208968136,23.278648982600913,False,2.5337811414471942,0.16259410665318644,0.29166322595302013
cvol,inf,12,12,0.001070144046797436,0.6272340101908885,-0.11425015617712854,-0.2652592906130801,0.15100913443595157,0.08850027566645093,0.0667892609687347,7.832261937214907,False,1.5440606793042082,0.1107673887565101,0.16898434298991494
cvol,inf,24,12,0.0011199309778814476,0.3944976804319736,-0.05429318954724799,-0.25222085308966896,0.197927663542421,0.054511475829064106,0.03737256771580925,18.346118044966556,False,2.023800240720051,0.05105814285070991,0.2724624552959433
cvol,inf,34,12,0.001575770045726436,0.3674692327307378,-0.024554985439062062,-0.258972028890421,0.23441704345135891,0.06867474029302507,0.042462701779582515,19.123711511595985,False,2.396902284778721,0.15687275647015791,0.27143441662781026
