book,memo_CAGR,here_CAGR,memo_Sharpe,here_Sharpe,memo_MaxDD,here_MaxDD,dC,dS
u56-v2band-gross100,0.1155,0.11350856194237036,1.2067,1.2082851096815983,-0.157,-0.15430642476202527,0.001991438057629649,0.0015851096815981958
u56-band008-gross100,0.1137,0.11223036888885884,1.1439,1.154119096233642,-0.1905,-0.185784952446726,0.0014696311111411509,0.010219096233642144
u56-top20-band-m20,0.1287,0.12690743813800887,1.112,1.1039751667522348,-0.1722,-0.17888182131700792,0.0017925618619911432,0.008024833247765262
u56-marsrespread-gross075,0.1155,0.11337620439657381,1.0914,1.0889618955812308,,-0.18481907669584707,0.0021237956034261957,0.002438104418769127
u56-quantile50-respread-M,0.1547,0.15228313074726452,1.2359,1.2351199100218748,-0.198,-0.19459044342880283,0.0024168692527354874,0.0007800899781251758
b136-r620-gross065-W,0.1499,0.14985888137427117,1.1264,1.1264311898720902,-0.1943,-0.19432719349775018,4.111862572883651e-05,3.118987209016488e-05
b136-qroll-q012-w1008-d050-g100,0.143,0.14199217457265245,1.1121,1.1132286045057622,-0.1731,-0.17217225717976337,0.0010078254273475362,0.001128604505762132
u56-k8-qroll-q017-w1008-d100-g100,0.1416,0.1386159614262823,1.2226,1.2245056138701607,-0.1479,-0.14375432319052994,0.0029840385737177066,0.0019056138701607495
