vocab,block,mean,lo,hi,p_neg
STRICT,cell,-0.00204591456318183,-0.0049513203929649465,0.0008387781030606629,0.9165
STRICT,instance,-0.0014717451842759946,-0.013420703695217995,0.013614045828578272,0.633
STRICT,file,-0.001606289159767197,-0.014165221927589722,0.01521037162932311,0.634
BROAD,cell,0.1533024391678614,0.14890779994499276,0.15793354500019408,0.0
BROAD,instance,0.15134480236043965,0.06066365855677431,0.2593993666449693,0.0
BROAD,file,0.15404998731101016,0.08404125814759074,0.26286423025146893,0.0
