panel,book,cadence,cost,arm,pick,ties_within_band,IS_Sharpe_pick,IS_Sharpe_dflt,IS_spread,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,d_OOS_CAGR,d_OOS_Sharpe,d_OOS_MaxDD,pick_4b,dflt_4b,pick_4b_oos,dflt_4b_oos,pick_4a,dflt_4a,v2_OOS_CAGR,v2_OOS_Sharpe,v2_OOS_MaxDD
broad,EWall_b3dg,M,0.0,FIN,1.0,3,1.1072071021857341,1.104526606639201,0.01681789298832359,0.11188478740305885,1.099176310508468,-0.20473553494203622,0.028280995552993016,0.0005114179035692334,-0.0480787424118736,False,False,False,False,False,False,0.08074281555114382,1.1313567037098642,-0.12211674782076976
broad,EWall_b3dg,M,0.0,RAW,1.5,2,1.1125237070847507,1.104526606639201,0.013414843720458425,0.168947754223169,1.1001419832891288,-0.29513804624506024,0.08534396237310315,0.0014770906842300757,-0.1384812537148976,False,False,False,False,False,False,0.08074281555114382,1.1313567037098642,-0.12211674782076976
broad,EWall_b3dg,M,10.0,FIN,1.0,3,1.0904028119717557,1.0876457364809646,0.01684634881758007,0.10974494092365084,1.0802317302043447,-0.20501142132896122,0.02771069904044987,0.0006124195780146113,-0.04813657379468639,False,False,False,False,False,False,0.0784728360555127,1.1016867720596069,-0.12241069123223403
broad,EWall_b3dg,M,10.0,RAW,1.5,2,1.0956922029392142,1.0876457364809646,0.013779179964998223,0.16556853778843994,1.0812530260951283,-0.29551663618044055,0.08353429590523898,0.0016337154687982025,-0.13864178864616572,False,False,False,False,False,False,0.0784728360555127,1.1016867720596069,-0.12241069123223403
broad,EWall_b3dg,M,25.0,FIN,1.0,3,1.0651319903492789,1.0622596174724803,0.016888037986900972,0.10654212596718837,1.0517391081666978,-0.2054252509093487,0.0268583683425323,0.0007645186230884615,-0.04822332086890635,False,False,False,False,False,False,0.07507655272231117,1.057138821217919,-0.12285153570594698
broad,EWall_b3dg,M,25.0,RAW,1.5,2,1.0703803247287271,1.0622596174724803,0.014327731985344094,0.160516203132125,1.052843904210219,-0.2960845210835117,0.08083244550746893,0.0018693146666095561,-0.13888259104306933,False,False,False,False,False,False,0.07507655272231117,1.057138821217919,-0.12285153570594698
broad,EWall_b3dg,M,50.0,FIN,1.0,3,1.0228548344362192,1.019789271628315,0.01695475553594794,0.1012225991788569,1.004065774541405,-0.20611496687666087,0.025446093393796332,0.0010193995465652694,-0.04836789932593932,False,False,False,False,False,False,0.06943916638398329,0.9827932668211912,-0.12358608812190786
broad,EWall_b3dg,M,50.0,RAW,1.5,2,1.0280342244783633,1.019789271628315,0.01524690818079355,0.1521394482536247,1.0053098379361545,-0.297030995921963,0.07636294246856412,0.0022634629413147422,-0.13928392837124148,False,False,False,False,False,False,0.06943916638398329,0.9827932668211912,-0.12358608812190786
broad,EWall_b3dg,W,0.0,FIN,1.0,4,1.1187929952950035,1.1179358815955824,0.021705500514060727,0.10781635410691504,1.1301111094183593,-0.16120589976447586,0.027073538555771215,-0.0012455942915048368,-0.0390891519437061,True,False,True,False,False,False,0.08074281555114382,1.1313567037098642,-0.12211674782076976
broad,EWall_b3dg,W,0.0,RAW,1.5,6,1.120510317530521,1.1179358815955824,0.004286166097141608,0.16200130486991715,1.127527150240761,-0.23692484671060998,0.08125848931877333,-0.0038295534691032973,-0.11480809888984023,False,False,False,False,False,False,0.08074281555114382,1.1313567037098642,-0.12211674782076976
broad,EWall_b3dg,W,10.0,FIN,1.0,4,1.0932093743791003,1.092172960863223,0.021807115350314987,0.10473004292318344,1.1006130604666327,-0.16158091944280495,0.026257206867670746,-0.0010737115929742025,-0.03917022821057092,True,False,False,False,False,False,0.0784728360555127,1.1016867720596069,-0.12241069123223403
broad,EWall_b3dg,W,10.0,RAW,1.5,5,1.094823930126583,1.092172960863223,0.005106733479405712,0.1571289622550105,1.0979774310418273,-0.23746586354817178,0.0786561261994978,-0.0037093410177795327,-0.11505517231593776,False,False,False,False,False,False,0.0784728360555127,1.1016867720596069,-0.12241069123223403
broad,EWall_b3dg,W,25.0,FIN,1.0,4,1.0548015858676636,1.053495815841588,0.021959567388079027,0.10011623648394741,1.056323334346681,-0.16214332877286775,0.025039683761636233,-0.0008154868712380026,-0.039291793066920766,False,False,False,False,False,False,0.07507655272231117,1.057138821217919,-0.12285153570594698
broad,EWall_b3dg,W,25.0,RAW,1.5,5,1.056261246541246,1.053495815841588,0.006339410476890128,0.14985764010167202,1.0536089082670022,-0.23827712377118593,0.07478108737936084,-0.003529912950916758,-0.11542558806523895,False,False,False,False,False,False,0.07507655272231117,1.057138821217919,-0.12285153570594698
broad,EWall_b3dg,W,50.0,FIN,1.0,3,0.9907134756501951,0.988957858988056,0.02221358497028647,0.092468137029039,0.9824090445101564,-0.16308035717709757,0.023028970645055713,-0.00038422231103474314,-0.03949426905518971,False,False,False,False,False,False,0.06943916638398329,0.9827932668211912,-0.12358608812190786
broad,EWall_b3dg,W,50.0,RAW,1.5,4,0.9919131410898699,0.988957858988056,0.008397962753878274,0.13783729461740624,0.9795601341361669,-0.23962851745682467,0.06839812823342295,-0.0032331326850242315,-0.11604242933491682,False,False,False,False,False,False,0.06943916638398329,0.9827932668211912,-0.12358608812190786
broad,RULESV2,M,0.0,FIN,1.0,3,1.1072071021857341,1.104526606639201,0.01681789298832359,0.11188478740305885,1.099176310508468,-0.20473553494203622,0.028280995552993016,0.0005114179035692334,-0.0480787424118736,False,False,False,False,False,False,0.08074281555114382,1.1313567037098642,-0.12211674782076976
broad,RULESV2,M,0.0,RAW,1.5,2,1.1125237070847507,1.104526606639201,0.013414843720458425,0.168947754223169,1.1001419832891288,-0.29513804624506024,0.08534396237310315,0.0014770906842300757,-0.1384812537148976,False,False,False,False,False,False,0.08074281555114382,1.1313567037098642,-0.12211674782076976
broad,RULESV2,M,10.0,FIN,1.0,3,1.0904028119717557,1.0876457364809646,0.01684634881758007,0.10974494092365084,1.0802317302043447,-0.20501142132896122,0.02771069904044987,0.0006124195780146113,-0.04813657379468639,False,False,False,False,False,False,0.0784728360555127,1.1016867720596069,-0.12241069123223403
broad,RULESV2,M,10.0,RAW,1.5,2,1.0956922029392142,1.0876457364809646,0.013779179964998223,0.16556853778843994,1.0812530260951283,-0.29551663618044055,0.08353429590523898,0.0016337154687982025,-0.13864178864616572,False,False,False,False,False,False,0.0784728360555127,1.1016867720596069,-0.12241069123223403
broad,RULESV2,M,25.0,FIN,1.0,3,1.0651319903492789,1.0622596174724803,0.016888037986900972,0.10654212596718837,1.0517391081666978,-0.2054252509093487,0.0268583683425323,0.0007645186230884615,-0.04822332086890635,False,False,False,False,False,False,0.07507655272231117,1.057138821217919,-0.12285153570594698
broad,RULESV2,M,25.0,RAW,1.5,2,1.0703803247287271,1.0622596174724803,0.014327731985344094,0.160516203132125,1.052843904210219,-0.2960845210835117,0.08083244550746893,0.0018693146666095561,-0.13888259104306933,False,False,False,False,False,False,0.07507655272231117,1.057138821217919,-0.12285153570594698
broad,RULESV2,M,50.0,FIN,1.0,3,1.0228548344362192,1.019789271628315,0.01695475553594794,0.1012225991788569,1.004065774541405,-0.20611496687666087,0.025446093393796332,0.0010193995465652694,-0.04836789932593932,False,False,False,False,False,False,0.06943916638398329,0.9827932668211912,-0.12358608812190786
