panel,target,depth,bps,kind,offset,on_share,switches,Sharpe,MaxDD,dSharpe,dMaxDD
U56,0.05,0.5,10,real,0,0.04923076923076923,12,1.0648900207930048,-0.18207063572861182,-0.04263408532312729,0.0
U56,0.05,0.5,25,real,0,0.04923076923076923,12,0.9397507871131343,-0.18334972497388935,-0.044761474520385924,-2.220446049250313e-16
U56,0.05,0.5,10,null,188,0.04923076923076923,12,1.107632556319718,-0.18207063572861182,0.00010845020358596358,0.0
U56,0.05,0.5,25,null,188,0.04923076923076923,12,0.9827910131606059,-0.18334972497388913,-0.0017212484729143274,0.0
U56,0.05,0.5,10,null,199,0.04923076923076923,12,1.0910075327976678,-0.18207063572861204,-0.016516573318464234,-2.220446049250313e-16
U56,0.05,0.5,25,null,199,0.04923076923076923,12,0.9666686391705195,-0.18334972497388935,-0.017843622463000752,-2.220446049250313e-16
U56,0.05,0.5,10,null,254,0.04923076923076923,12,1.0947119450965332,-0.1820706357286117,-0.012812161019598811,1.1102230246251565e-16
U56,0.05,0.5,25,null,254,0.04923076923076923,12,0.968138534829655,-0.18334972497388913,-0.016373726803865285,0.0
U56,0.05,0.5,10,null,281,0.04923076923076923,12,1.1211229303539174,-0.18207063572861182,0.013598824237785356,0.0
U56,0.05,0.5,25,null,281,0.04923076923076923,12,0.9955732529953482,-0.18334972497388924,0.011060991361827921,-1.1102230246251565e-16
U56,0.05,0.5,10,null,286,0.04923076923076923,12,1.1559849311805979,-0.18207063572861182,0.04846082506446581,0.0
U56,0.05,0.5,25,null,286,0.04923076923076923,12,1.0301693349967114,-0.18334972497388913,0.045657073363191136,0.0
U56,0.05,0.5,10,null,323,0.04923076923076923,12,1.0863495070507618,-0.1820706357286116,-0.021174599065370225,2.220446049250313e-16
U56,0.05,0.5,25,null,323,0.04923076923076923,12,0.9604655585311963,-0.1833497249738889,-0.02404670310232393,2.220446049250313e-16
U56,0.05,0.5,10,null,350,0.04923076923076923,12,1.1772265341547967,-0.12661885275050777,0.06970242803866467,0.05545178297810405
U56,0.05,0.5,25,null,350,0.04923076923076923,12,1.050797109532898,-0.13191864053593605,0.06628484789937783,0.05143108443795308
U56,0.05,0.5,10,null,397,0.04923076923076923,12,1.0823009360515206,-0.1820706357286116,-0.0252231700646115,2.220446049250313e-16
U56,0.05,0.5,25,null,397,0.04923076923076923,12,0.957095446270089,-0.18334972497388935,-0.027416815363431213,-2.220446049250313e-16
U56,0.05,0.5,10,null,453,0.04923076923076923,12,1.1083265330888257,-0.18207063572861182,0.0008024269726936151,0.0
U56,0.05,0.5,25,null,453,0.04923076923076923,12,0.9830236936847806,-0.18334972497388935,-0.0014885679487396386,-2.220446049250313e-16
U56,0.05,0.5,10,null,502,0.04923076923076923,12,1.136365951081472,-0.13559323766070963,0.028841844965340036,0.04647739806790219
U56,0.05,0.5,25,null,502,0.04923076923076923,12,1.0107674085718903,-0.13721858400951337,0.026255146938370055,0.04613114096437576
U56,0.05,0.5,10,null,515,0.04923076923076923,12,1.066210153216185,-0.1820706357286117,-0.041313952899947104,1.1102230246251565e-16
