arm,point,target_g,panel,bps,nearest_m,nearest_g,g_err,pass4b,fail4b,in_interval,iv_lo,iv_hi,dist_to_hi,CAGR,Sharpe,MaxDD,H1,H2,OOS_Sharpe,m_DD,m_CAGR,m_H1,m_H2,m_OOS,TO,pass4a
band3-dg,incumbent g=0.75,0.75,u56,5.0,1.3,0.6924148072351936,0.05758519276480645,True,,True,0.6498452002765803,0.6924148072351936,0.05758519276480645,0.11422249630093173,1.2179154753616999,-0.15513380255553177,1.2389429418516598,1.2025747087940786,1.2966445144564498,0.047169609144857794,0.007626181394965514,0.2823229092479683,0.3685587711516366,0.4146337472741656,2.2950269193743527,False
band3-dg,incumbent g=0.75,0.75,u56,10.0,1.3,0.6924148072351936,0.05758519276480645,True,,True,0.6551666731484714,0.6924148072351936,0.05758519276480645,0.11294500689994003,1.2054687949454643,-0.1552904221439716,1.226416187455732,1.190162911200649,1.2844415452112408,0.04701298955641797,0.00634869199397381,0.26979615485204056,0.3561469735582071,0.40243077802895655,2.2950269193743527,False
band3-dg,incumbent g=0.75,0.75,u56,25.0,1.3,0.6924148072351936,0.05758519276480645,True,,True,0.6817728704759399,0.6924148072351936,0.05758519276480645,0.10912102098817877,1.1680984587502143,-0.15576020560342374,1.1888038379160764,1.1528986255549973,1.24780168953489,0.04654320609696583,0.0025247060822125578,0.23218380531238492,0.31888268791255536,0.3657909223526058,2.2950269193743527,True
band3-dg,incumbent g=0.75,0.75,broad,5.0,1.3,0.6916089115879073,0.05839108841209273,False,CAGR,False,,,,0.10598666071336726,1.1195540469184428,-0.1575137410368329,1.242736233116952,0.9983520522741772,1.1322643939530888,0.04478197880752513,-0.0006116757886489993,0.28609783518127696,0.16431936043834205,0.25024047035585717,2.600513839562206,True
band3-dg,incumbent g=0.75,0.75,broad,10.0,1.3,0.6916089115879073,0.05839108841209273,False,CAGR,False,,,,0.10455001901996974,1.1057093956970032,-0.15769727522509625,1.230001098533513,0.9834169250700825,1.1175280635971454,0.044598444619261796,-0.0020483174820465216,0.27336270059783796,0.14938423323424732,0.23550413999991382,2.600513839562206,True
band3-dg,incumbent g=0.75,0.75,broad,25.0,1.3,0.6916089115879073,0.05839108841209273,False,CAGR,False,,,,0.1002509542845853,1.0641451678979008,-0.15824778604089762,1.1917668934232812,0.9385803378480113,1.0732846443346835,0.04404793380346042,-0.006347382217430961,0.23512849548760617,0.10454764601217614,0.19126072073745193,2.600513839562206,True
band3-dg,incumbent g=0.75,0.75,small,5.0,1.3,0.4902632241746071,0.2597367758253929,False,"H1,H2,CAGR,OOS",False,,,,0.05064385367824764,0.591048869616309,-0.18536518845438177,0.5898324924268575,0.5944784272719866,0.5859975114494671,0.0169382232460078,-0.04826513465657924,-0.30082798004124844,-0.26322804684096124,-0.2960132557328171,3.631335347674591,False
band3-dg,incumbent g=0.75,0.75,small,10.0,1.3,0.4902632241746071,0.2597367758253929,False,"H1,H2,CAGR,OOS",False,,,,0.04873813189855558,0.5709829403876109,-0.1876999024419297,0.5692596178838552,0.5747684382939331,0.5657654345499322,0.014603509258459879,-0.0501708564362713,-0.32140085458425083,-0.2829380358190148,-0.316245332632352,3.631335347674591,False
band3-dg,incumbent g=0.75,0.75,small,25.0,1.3,0.4902632241746071,0.2597367758253929,False,"H1,H2,CAGR,OOS",False,,,,0.043041240998108465,0.5107681640035396,-0.19466453768690228,0.5075512578819544,0.5156015991623456,0.5050381744349585,0.0076388740134872846,-0.05586774733671841,-0.38310921458615155,-0.34210487495060227,-0.37697259274732575,3.631335347674591,True
band3-dg,alternative g=0.85,0.85,u56,5.0,1.3,0.6924148072351936,0.15758519276480643,True,,True,0.6498452002765803,0.6924148072351936,0.15758519276480643,0.11422249630093173,1.2179154753616999,-0.15513380255553177,1.2389429418516598,1.2025747087940786,1.2966445144564498,0.047169609144857794,0.007626181394965514,0.2823229092479683,0.3685587711516366,0.4146337472741656,2.2950269193743527,False
band3-dg,alternative g=0.85,0.85,u56,10.0,1.3,0.6924148072351936,0.15758519276480643,True,,True,0.6551666731484714,0.6924148072351936,0.15758519276480643,0.11294500689994003,1.2054687949454643,-0.1552904221439716,1.226416187455732,1.190162911200649,1.2844415452112408,0.04701298955641797,0.00634869199397381,0.26979615485204056,0.3561469735582071,0.40243077802895655,2.2950269193743527,False
band3-dg,alternative g=0.85,0.85,u56,25.0,1.3,0.6924148072351936,0.15758519276480643,True,,True,0.6817728704759399,0.6924148072351936,0.15758519276480643,0.10912102098817877,1.1680984587502143,-0.15576020560342374,1.1888038379160764,1.1528986255549973,1.24780168953489,0.04654320609696583,0.0025247060822125578,0.23218380531238492,0.31888268791255536,0.3657909223526058,2.2950269193743527,True
band3-dg,alternative g=0.85,0.85,broad,5.0,1.3,0.6916089115879073,0.1583910884120927,False,CAGR,False,,,,0.10598666071336726,1.1195540469184428,-0.1575137410368329,1.242736233116952,0.9983520522741772,1.1322643939530888,0.04478197880752513,-0.0006116757886489993,0.28609783518127696,0.16431936043834205,0.25024047035585717,2.600513839562206,True
band3-dg,alternative g=0.85,0.85,broad,10.0,1.3,0.6916089115879073,0.1583910884120927,False,CAGR,False,,,,0.10455001901996974,1.1057093956970032,-0.15769727522509625,1.230001098533513,0.9834169250700825,1.1175280635971454,0.044598444619261796,-0.0020483174820465216,0.27336270059783796,0.14938423323424732,0.23550413999991382,2.600513839562206,True
band3-dg,alternative g=0.85,0.85,broad,25.0,1.3,0.6916089115879073,0.1583910884120927,False,CAGR,False,,,,0.1002509542845853,1.0641451678979008,-0.15824778604089762,1.1917668934232812,0.9385803378480113,1.0732846443346835,0.04404793380346042,-0.006347382217430961,0.23512849548760617,0.10454764601217614,0.19126072073745193,2.600513839562206,True
band3-dg,alternative g=0.85,0.85,small,5.0,1.3,0.4902632241746071,0.3597367758253929,False,"H1,H2,CAGR,OOS",False,,,,0.05064385367824764,0.591048869616309,-0.18536518845438177,0.5898324924268575,0.5944784272719866,0.5859975114494671,0.0169382232460078,-0.04826513465657924,-0.30082798004124844,-0.26322804684096124,-0.2960132557328171,3.631335347674591,False
band3-dg,alternative g=0.85,0.85,small,10.0,1.3,0.4902632241746071,0.3597367758253929,False,"H1,H2,CAGR,OOS",False,,,,0.04873813189855558,0.5709829403876109,-0.1876999024419297,0.5692596178838552,0.5747684382939331,0.5657654345499322,0.014603509258459879,-0.0501708564362713,-0.32140085458425083,-0.2829380358190148,-0.316245332632352,3.631335347674591,False
band3-dg,alternative g=0.85,0.85,small,25.0,1.3,0.4902632241746071,0.3597367758253929,False,"H1,H2,CAGR,OOS",False,,,,0.043041240998108465,0.5107681640035396,-0.19466453768690228,0.5075512578819544,0.5156015991623456,0.5050381744349585,0.0076388740134872846,-0.05586774733671841,-0.38310921458615155,-0.34210487495060227,-0.37697259274732575,3.631335347674591,True
band3-rw,incumbent g=0.75,0.75,u56,5.0,1.0,0.7502480559891367,0.00024805598913668625,True,,True,0.6453064293400198,0.8626549490768078,-0.11265494907680784,0.12492374556431174,1.1818464531066324,-0.1765615350255113,1.2320241228751432,1.1490479675007552,1.222447453397835,0.02574187667487826,0.018327430658345523,0.27540409027145174,0.31503202985831325,0.3404366862155507,4.315175079344066,False
band3-rw,incumbent g=0.75,0.75,u56,10.0,1.0,0.7502480559891367,0.00024805598913668625,True,,True,0.6602998165080584,0.8626549490768078,-0.11265494907680784,0.12249777558680797,1.1609204001925355,-0.1771479023734388,1.2103699142360638,1.1285808233951855,1.2025269424250273,0.025155509326950765,0.01590146068084175,0.25374988163237233,0.29456488575274353,0.3205161752427431,4.315175079344066,False
band3-rw,incumbent g=0.75,0.75,u56,25.0,1.0,0.7502480559891367,0.00024805598913668625,True,,True,0.6977807519457528,0.8551621156919277,-0.10516211569192768,0.11524963851688974,1.098061470048422,-0.17890569358009412,1.145293903412654,1.0671200571106445,1.1426969456337832,0.023397718120295452,0.008653323610923525,0.18867387080896247,0.23310411946820253,0.260686178451499,4.315175079344066,False
band3-rw,incumbent g=0.75,0.75,broad,5.0,1.0,0.750212727056559,0.00021272705655894786,True,,True,0.6677546081155058,0.825162139709576,-0.07516213970957597,0.12003022750741454,1.0911792062289933,-0.18456243904925573,1.1939282104270779,1.001788271800082,1.098046269943201,0.017733280795102307,0.01343189100539828,0.2372898124914028,0.16775557996424673,0.2160223463459694,4.804176471053953,True
band3-rw,incumbent g=0.75,0.75,broad,10.0,1.0,0.750212727056559,0.00021272705655894786,True,,True,0.682748088158625,0.8176677230524625,-0.06766772305246249,0.11734120862469899,1.06900647415774,-0.18528570357900864,1.1722149107973217,0.9791459258042249,1.0759636446032401,0.017010016265349398,0.010742872122682726,0.21557651286164659,0.1451132339683897,0.19393972100600854,4.804176471053953,True
band3-rw,incumbent g=0.75,0.75,broad,25.0,1.0,0.750212727056559,0.00021272705655894786,True,,True,0.7352214284110036,0.8101731908566022,-0.06017319085660222,0.10931100688100681,1.0024182826213686,-0.18745349090203722,1.1069926740602496,0.9111599598058312,1.0096448187449245,0.014842228942320818,0.0027126703789905476,0.15035427612457453,0.07712726796999603,0.12762089514769293,4.804176471053953,True
band3-rw,incumbent g=0.75,0.75,small,5.0,1.0,0.7501087536175585,0.0001087536175584658,False,"H1,H2,DD,CAGR,OOS",False,,,,0.07727803148720502,0.5818291046769276,-0.37222338837214775,0.5831308211255004,0.5930290463040836,0.6013925425972277,-0.16991997667175818,-0.021630956847621854,-0.30752965134260557,-0.2646774278088643,-0.2806182245850565,7.7423004986433455,False
band3-rw,incumbent g=0.75,0.75,small,10.0,1.0,0.7501087536175585,0.0001087536175584658,False,"H1,H2,DD,CAGR,OOS",False,,,,0.07311381628361135,0.5553394893681117,-0.3767526362914838,0.5560361846857764,0.5664139357040542,0.5750092709182847,-0.17444922459109424,-0.025795172051215523,-0.33462428778232955,-0.2912925384088937,-0.30700149626399953,7.7423004986433455,False
band3-rw,incumbent g=0.75,0.75,small,25.0,1.0,0.7501087536175585,0.0001087536175584658,False,"H1,H2,DD,CAGR,OOS",False,,,,0.0607147700845625,0.47585664105223885,-0.3901491315949661,0.474778117005885,0.4865343312243252,0.4958261821428166,-0.18784571989457655,-0.03819421825026438,-0.41588235546222097,-0.37117214288862266,-0.3861845850394676,7.7423004986433455,True
band3-rw,alternative g=0.85,0.85,u56,5.0,1.13,0.847669146843482,0.0023308531565179313,True,,True,0.6453064293400198,0.8626549490768078,-0.012654949076807864,0.14138801475892215,1.1817614023511394,-0.19795270635168916,1.2321639377934288,1.1488233124592853,1.2222167348499993,0.004350705348700412,0.03479169985295594,0.27554390518973737,0.3148073748168433,0.34020596766771505,4.8524505411106835,False
band3-rw,alternative g=0.85,0.85,u56,10.0,1.13,0.847669146843482,0.0023308531565179313,True,,True,0.6602998165080584,0.8626549490768078,-0.012654949076807864,0.13862013206771473,1.1609412165529096,-0.19859986241460148,1.210607699006836,1.1284687491672116,1.2024046706681466,0.003703549285788088,0.03202381716174851,0.2539876664031445,0.29445281152476965,0.3203939034858624,4.8524505411106835,False
band3-rw,alternative g=0.85,0.85,u56,25.0,1.13,0.847669146843482,0.0023308531565179313,True,,True,0.6977807519457528,0.8551621156919277,-0.0051621156919277045,0.1303546667145814,1.0984008511741052,-0.20053969893991253,1.1458264132449771,1.0673467511454942,1.1429010682786185,0.001763712760477043,0.023758351808615186,0.1892063806412857,0.23333081350305218,0.26089030109633427,4.8524505411106835,False
band3-rw,alternative g=0.85,0.85,broad,5.0,1.13,0.8476447003559446,0.002355299644055342,False,DD,False,0.6677546081155058,0.825162139709576,0.024837860290424008,0.13572962670580213,1.091220717156074,-0.2068794906422492,1.1944082941568714,1.0015293302702517,1.0977229537972029,-0.004583770797891157,0.029131290203785867,0.23776989622119638,0.16749663843441653,0.21569903019997128,5.3996833249928935,False
band3-rw,alternative g=0.85,0.85,broad,10.0,1.13,0.8476447003559446,0.002355299644055342,False,DD,False,0.682748088158625,0.8176677230524625,0.032332276947537486,0.13266499777667873,1.069176155362291,-0.20767859083966422,1.172814902697883,0.979022493051494,1.0757716905386407,-0.005382870995306183,0.026066661274662464,0.21617650476220784,0.14498980121565885,0.19374776694140916,5.3996833249928935,True
band3-rw,alternative g=0.85,0.85,broad,25.0,1.13,0.8476447003559446,0.002355299644055342,False,DD,False,0.7352214284110036,0.8101731908566022,0.03982680914339776,0.12351829976249906,1.0029733919693415,-0.21007338427714062,1.107953172262296,0.9114440487219879,1.0098480425464436,-0.007777664432782577,0.016919963260482798,0.15131477432662088,0.07741135688615275,0.12782411894921197,5.3996833249928935,True
band3-rw,alternative g=0.85,0.85,small,5.0,1.13,0.8475711920657555,0.0024288079342444924,False,"H1,H2,DD,CAGR,OOS",False,,,,0.08607742184454126,0.5818541667906149,-0.4117278940972693,0.5836363611943731,0.5927423874380929,0.601145586718683,-0.20942448239687972,-0.01283156649028562,-0.30702411127373286,-0.26496408667485494,-0.2808651804636012,8.701958263683311,False
band3-rw,alternative g=0.85,0.85,small,10.0,1.13,0.8475711920657555,0.0024288079342444924,False,"H1,H2,DD,CAGR,OOS",False,,,,0.08135947354602546,0.5555237540131899,-0.4165134267379098,0.5566967488270338,0.5662910796851559,0.5749222251639485,-0.21421001503752024,-0.017549514788801415,-0.3339637236410722,-0.29141539442779196,-0.3070885420183357,8.701958263683311,False
band3-rw,alternative g=0.85,0.85,small,25.0,1.13,0.8475711920657555,0.0024288079342444924,False,"H1,H2,DD,CAGR,OOS",False,,,,0.06732476062241122,0.47651898244529417,-0.4306423556534724,0.47590332651018347,0.48690385265155633,0.4962197502281308,-0.22833894395308285,-0.03158422771241566,-0.4147571459579225,-0.37080262146139154,-0.3857910169541534,8.701958263683311,False
vol60-dg,incumbent g=0.75,0.75,u56,5.0,1.04,0.7485908925362537,0.0014091074637463397,True,,True,0.6622844479539349,0.8708304981911701,-0.12083049819117009,0.12136187675417198,1.140203675093624,-0.1752181716446528,1.1626007883276057,1.1204636900514422,1.1929879031235424,0.02708524005573676,0.014765561848205766,0.20598075572391428,0.2864477524090002,0.3109771359412582,1.4418207459160104,False
vol60-dg,incumbent g=0.75,0.75,u56,10.0,1.04,0.7485908925362537,0.0014091074637463397,True,,True,0.6694772895500911,0.8708304981911701,-0.12083049819117009,0.12055388333601713,1.133340944954659,-0.17526634478508785,1.156210368225763,1.1131520534100234,1.1857464134632119,0.027037066915301722,0.013957568430050915,0.1995903356220715,0.27913611576758146,0.30373564628092764,1.4418207459160104,False
vol60-dg,incumbent g=0.75,0.75,u56,25.0,1.04,0.7485908925362537,0.0014091074637463397,True,,True,0.6766700141101485,0.8636408134829594,-0.1136408134829594,0.1181332689893253,1.1127442264371346,-0.17541085456247674,1.1370352294677872,1.091204569290205,1.164008643173577,0.02689255713791283,0.011536954083359086,0.1804151968640958,0.25718863164776307,0.2819978759912928,1.4418207459160104,False
vol60-dg,incumbent g=0.75,0.75,broad,5.0,1.04,0.7522236398181934,0.0022236398181934014,True,,True,0.6221261344467613,0.7811293611795536,-0.03112936117955356,0.1293858487995081,1.1444003527182016,-0.1940065663542867,1.2610402089890902,1.033621482246551,1.1290229809527825,0.008289153490071338,0.022787512297491833,0.30440181105341513,0.19958879041071587,0.24699905735555094,1.4084930039293515,False
vol60-dg,incumbent g=0.75,0.75,broad,10.0,1.04,0.7522236398181934,0.0022236398181934014,True,,True,0.6293547292031558,0.7811293611795536,-0.03112936117955356,0.12859087229812372,1.138083050288136,-0.19405073644841142,1.2552589487672172,1.0267896972288326,1.1222347360470815,0.00824498339594662,0.02199253579610745,0.29862055083154215,0.19275700539299745,0.24021081244984988,1.4084930039293515,True
vol60-dg,incumbent g=0.75,0.75,broad,25.0,1.04,0.7522236398181934,0.0022236398181934014,True,,True,0.6365832096192224,0.7811293611795536,-0.03112936117955356,0.1262091695180112,1.1191232502957997,-0.19418323812705474,1.2379107167695367,1.006283969754376,1.1018587329127667,0.008112481717303305,0.019610833015994936,0.2812723188338616,0.17225127791854078,0.21983480931553512,1.4084930039293515,True
vol60-dg,incumbent g=0.75,0.75,small,5.0,1.28,0.7508518319007061,0.0008518319007061459,False,"H1,H2,DD,CAGR,OOS",False,,,,0.05340778814526437,0.45228264345579483,-0.2669728315845805,0.6559083023005295,0.2703905445073541,0.32381402051248503,-0.06466941988419095,-0.04550120018956251,-0.23475217016757643,-0.5873159296055938,-0.5581967466697992,4.963517453508357,False
vol60-dg,incumbent g=0.75,0.75,small,10.0,1.28,0.7508518319007061,0.0008518319007061459,False,"H1,H2,DD,CAGR,OOS",False,,,,0.05079598950212749,0.43391925343261145,-0.2697061781336001,0.6394765850172738,0.2502329273970697,0.30381522041909276,-0.06740276643321053,-0.048112998832699386,-0.2511838874508322,-0.6074735467158782,-0.5781955467631914,4.963517453508357,False
vol60-dg,incumbent g=0.75,0.75,small,25.0,1.28,0.7508518319007061,0.0008518319007061459,False,"H1,H2,DD,CAGR,OOS",False,,,,0.04299852335655929,0.3788280365377399,-0.27784602805470016,0.5901821887087536,0.18975909942616007,0.2438187599215603,-0.07554261635431059,-0.055910464978267585,-0.30047828375935237,-0.6679473746867878,-0.6381920072607239,4.963517453508357,False
vol60-dg,alternative g=0.85,0.85,u56,5.0,1.18,0.8492611184061527,0.0007388815938472737,True,,True,0.6622844479539349,0.8708304981911701,-0.02083049819117011,0.13788330614117084,1.1402372103704297,-0.19751201503116222,1.1630033058259388,1.1201830363747192,1.1926566337691737,0.0047913966692273435,0.03128699123520462,0.20638327322224737,0.2861670987322772,0.31064586658688953,1.628247906498161,False
vol60-dg,alternative g=0.85,0.85,u56,10.0,1.18,0.8492611184061527,0.0007388815938472737,True,,True,0.6694772895500911,0.8708304981911701,-0.02083049819117011,0.13695744527887288,1.1334095346235957,-0.1975634562950257,1.156651819212959,1.1129030493831853,1.1854453394752107,0.0047399554053638715,0.030361130372906664,0.20003178660926746,0.2788871117407433,0.3034345722929265,1.628247906498161,False
vol60-dg,alternative g=0.85,0.85,u56,25.0,1.18,0.8492611184061527,0.0007388815938472737,True,,True,0.6766700141101485,0.8636408134829594,-0.013640813482959424,0.13418421661208169,1.1129180058704837,-0.197717768628754,1.1375934825863843,1.0910505764026146,1.1637982155083713,0.004585643071635559,0.02758790170611547,0.18097344998269282,0.25703463876017263,0.28178744832608704,1.628247906498161,False
vol60-dg,alternative g=0.85,0.85,broad,5.0,1.18,0.8533862419470555,0.0033862419470555016,False,DD,False,0.6221261344467613,0.7811293611795536,0.06887063882044642,0.1470059976816278,1.144200147063183,-0.21857788746080564,1.261540163203037,1.0328704782235953,1.1281790959896576,-0.0162821676164476,0.040407661179611545,0.3049017652673619,0.19883778638776017,0.246155172392426,1.5892428256214641,False
vol60-dg,alternative g=0.85,0.85,broad,10.0,1.18,0.8533862419470555,0.0033862419470555016,False,DD,False,0.6293547292031558,0.7811293611795536,0.06887063882044642,0.14609504925581618,1.1379217357342413,-0.21862458120762174,1.2558004800235483,1.026075530335322,1.1214266046215624,-0.016328861363263697,0.039496712753799915,0.2991620820878732,0.19204283849948678,0.23940268102433082,1.5892428256214641,False
vol60-dg,alternative g=0.85,0.85,broad,25.0,1.18,0.8533862419470555,0.0033862419470555016,False,DD,False,0.6365832096192224,0.7811293611795536,0.06887063882044642,0.14336637376871209,1.1190786430460757,-0.21876465243300125,1.238577012691984,1.0056803754605859,1.1011579207357423,-0.01646893258864321,0.03676803726669582,0.2819386147563089,0.1716476836247507,0.21913399713851067,1.5892428256214641,True
vol60-dg,alternative g=0.85,0.85,small,5.0,1.3,0.7625817629536784,0.08741823704632157,False,"H1,H2,DD,CAGR,OOS",False,,,,0.05410827478448965,0.4522505657242068,-0.27082328333466676,0.6559206780020834,0.27032083591205175,0.323757586913443,-0.0685198716342772,-0.044800713550337226,-0.23473979446602256,-0.5873856382008962,-0.5582531802688413,5.040445051115396,False
