corpus,transform,rung,target,n,slope,intercept,R2,spearman,y_mean,y_sd,loo_rmse_fit,loo_rmse_mean,beats_mean,rmse_ratio
pooled45,level,10,y_IS,45,0.00018367522088385876,0.002465690215672898,0.006800013316276221,0.20020940473279106,0.006009435304343303,0.01566552449694619,0.01621587476859924,0.015842541691883507,False,1.0235652260840824
pooled45,level,10,y_OOS,45,0.004158694119140817,-0.08241982879525059,0.08317371240641203,0.21665816495048504,-0.0021839004589701894,0.10141756659740994,0.10111942067366764,0.1025635641769957,True,0.9859195269302861
pooled45,level,20,y_IS,45,0.0014107173162661282,-0.00861361256406223,0.06042095458554597,0.22929590588828708,0.018604117388643187,0.040364117052780465,0.04105325147603498,0.040820223248152196,False,1.0057086465810383
pooled45,level,20,y_OOS,45,0.001553572636004191,0.013211113820031019,0.01029423038604238,0.07078075508342539,0.04318502849529249,0.10769210654878593,0.11111292102459944,0.10890900513535244,False,1.0202363054047547
pooled45,level,25,y_IS,45,0.0021549306497537007,-0.01608117612529917,0.07793647044078345,0.2299431773233987,0.025495063008877328,0.054289042519874015,0.05486173253132529,0.05490249750024025,True,0.9992575024676287
pooled45,level,25,y_OOS,45,0.002120037137556661,0.021079950595091435,0.017191191817713558,0.08047758201283356,0.06198297038111803,0.11372075294348567,0.11720416941811974,0.11500577399057156,False,1.01911552221481
pooled45,level,30,y_IS,45,0.0028967415790187782,-0.02351409567444908,0.08837840713443057,0.23431225951040202,0.03237430176096817,0.06853081852697585,0.06899945507733841,0.06930520263807079,True,0.9955883894845664
pooled45,level,30,y_OOS,45,0.0023018562186480906,0.05239202291647344,0.01800928145719105,0.04581493527914027,0.09680297628517821,0.1206366450570942,0.12446504088655981,0.1219998142582798,False,1.020206806405959
pooled45,log,10,y_IS,45,0.0038026481371713143,-0.005001036890509524,0.007735005159560049,0.20020940473279106,0.006009435304343303,0.01566552449694619,0.016202040611289267,0.015842541691883507,False,1.0226919976855695
pooled45,log,10,y_OOS,45,0.08777372969247786,-0.25633053074290085,0.09832884516380558,0.21665816495048504,-0.0021839004589701894,0.10141756659740994,0.10065158259351761,0.1025635641769957,True,0.9813580817045462
pooled45,log,20,y_IS,45,0.02607038571747496,-0.05688202981636034,0.054762366098151105,0.22929590588828708,0.018604117388643187,0.040364117052780465,0.04097347617309739,0.040820223248152196,False,1.0037543382360639
pooled45,log,20,y_OOS,45,0.03180468235293748,-0.04890463062674166,0.011449659862406425,0.07078075508342539,0.04318502849529249,0.10769210654878593,0.1110857285366606,0.10890900513535244,False,1.0199866246009952
pooled45,log,25,y_IS,45,0.039384890633718694,-0.08854289884747701,0.06908967153668943,0.2299431773233987,0.025495063008877328,0.054289042519874015,0.05478927655590937,0.05490249750024025,True,0.9979377815311521
pooled45,log,25,y_OOS,45,0.043129241641754995,-0.06289666579654771,0.018881756620813595,0.08047758201283356,0.06198297038111803,0.11372075294348567,0.11698884382545713,0.11500577399057156,False,1.0172432197625847
pooled45,log,30,y_IS,45,0.05265620584078041,-0.12009042002831483,0.07750067623985113,0.23431225951040202,0.03237430176096817,0.06853081852697585,0.06893569166308337,0.06930520263807079,True,0.9946683515678167
pooled45,log,30,y_OOS,45,0.041886126574121066,-0.024477251429371724,0.01582559708768605,0.04581493527914027,0.09680297628517821,0.1206366450570942,0.12433485359524664,0.1219998142582798,False,1.0191396958361219
pooled45,rank,10,y_IS,45,0.00010446783595494048,0.0036066750773796714,0.007554989015125413,0.20020940473279106,0.006009435304343303,0.01566552449694619,0.01622755849548716,0.015842541691883507,False,1.024302716766774
pooled45,rank,10,y_OOS,45,0.002340117118269453,-0.056006594179167604,0.09044974269581685,0.21665816495048504,-0.0021839004589701894,0.10141756659740994,0.10113926924330432,0.1025635641769957,True,0.9861130515001073
pooled45,rank,20,y_IS,45,0.0007074630927232893,0.002332466256007533,0.0521885443073794,0.22929590588828708,0.018604117388643187,0.040364117052780465,0.04101268372807898,0.040820223248152196,False,1.0047148316352115
pooled45,rank,20,y_OOS,45,0.0009622870431086164,0.02105242650379431,0.013564383268097835,0.07078075508342539,0.04318502849529249,0.10769210654878593,0.11095017625077457,0.10890900513535244,False,1.0187419866051053
pooled45,rank,25,y_IS,45,0.0010675522933607123,0.0009413602615809466,0.06569199812606086,0.2299431773233987,0.025495063008877328,0.054289042519874015,0.05484747342740842,0.05490249750024025,True,0.9989977856138224
pooled45,rank,25,y_OOS,45,0.0012374291407316724,0.033522100144289566,0.020114986522009493,0.08047758201283356,0.06198297038111803,0.11372075294348567,0.116909446504397,0.11500577399057156,False,1.0165528429379684
pooled45,rank,30,y_IS,45,0.0014264899927636833,-0.0004349680725965477,0.07360785142038584,0.23431225951040202,0.03237430176096817,0.06853081852697585,0.06901380867870989,0.06930520263807079,True,0.9957954966110895
pooled45,rank,30,y_OOS,45,0.0011370491755023665,0.07065084524862378,0.015092407197688895,0.04581493527914027,0.09680297628517821,0.1206366450570942,0.12434492365649674,0.1219998142582798,False,1.0192222374474458
