panel,book,cadence,g_from,g_to,pred,actual,rel
B136,BAND03,D,0.25,0.5,1.897957764323954,1.8539374447935064,0.0237442313137759
B136,BAND03,D,0.25,0.75,2.846936646485931,2.732067860965774,0.042044631160644386
B136,BAND03,D,0.25,1.0,3.795915528647908,3.6044596396988413,0.05311639138372026
B136,BAND03,D,0.5,0.25,0.9269687223967532,0.948978882161977,-0.023193519032878696
B136,BAND03,D,0.5,0.75,2.7809061671902597,2.732067860965774,0.017875949174711137
B136,BAND03,D,0.5,1.0,3.707874889587013,3.6044596396988413,0.028690916316325366
B136,BAND03,D,0.75,0.25,0.9106892869885913,0.948978882161977,-0.040348205732622655
B136,BAND03,D,0.75,0.5,1.8213785739771826,1.8539374447935064,-0.017562011548857948
B136,BAND03,D,0.75,1.0,3.6427571479543652,3.6044596396988413,0.010625034563772617
B136,BAND03,D,1.0,0.25,0.9011149099247103,0.948978882161977,-0.05043734179650272
B136,BAND03,D,1.0,0.5,1.8022298198494207,1.8539374447935064,-0.02789070639319491
B136,BAND03,D,1.0,0.75,2.703344729774131,2.732067860965774,-0.010513330068415483
B136,BAND03,M,0.25,0.5,0.9415777760487356,0.9332631065177592,0.008909244855934029
B136,BAND03,M,0.25,0.75,1.4123666640731034,1.3913444365713235,0.015109290661042163
B136,BAND03,M,0.25,1.0,1.8831555520974712,1.84926871673456,0.018324451744767822
B136,BAND03,M,0.5,0.25,0.4666315532588796,0.4707888880243678,-0.008830571135470366
B136,BAND03,M,0.5,0.75,1.3998946597766388,1.3913444365713235,0.0061452958595829
B136,BAND03,M,0.5,1.0,1.8665262130355185,1.84926871673456,0.009332065234646691
B136,BAND03,M,0.75,0.25,0.4637814788571078,0.4707888880243678,-0.014884397965861274
B136,BAND03,M,0.75,0.5,0.9275629577142156,0.9332631065177592,-0.0061077618559383096
B136,BAND03,M,0.75,1.0,1.8551259154284312,1.84926871673456,0.003167305346631233
B136,BAND03,M,1.0,0.25,0.46231717918364,0.4707888880243678,-0.017994708575809204
B136,BAND03,M,1.0,0.5,0.92463435836728,0.9332631065177592,-0.009245782984688256
B136,BAND03,M,1.0,0.75,1.38695153755092,1.3913444365713235,-0.00315730519699986
B136,BAND03,Q,0.25,0.5,0.6089287937296541,0.6034369090292148,0.009101008934429444
B136,BAND03,Q,0.25,0.75,0.9133931905944812,0.8998451443149827,0.015055975314299364
B136,BAND03,Q,0.25,1.0,1.2178575874593083,1.196736608936274,0.017648811246618212
B136,BAND03,Q,0.5,0.25,0.3017184545146074,0.30446439686482707,-0.00901892759381917
B136,BAND03,Q,0.5,0.75,0.9051553635438221,0.8998451443149827,0.005901258969266188
B136,BAND03,Q,0.5,1.0,1.2068738180584295,1.196736608936274,0.008470710302048712
B136,BAND03,Q,0.75,0.25,0.2999483814383276,0.30446439686482707,-0.014832655223410152
B136,BAND03,Q,0.75,0.5,0.5998967628766552,0.6034369090292148,-0.0058666384166902175
B136,BAND03,Q,0.75,1.0,1.1997935257533103,1.196736608936274,0.0025543772908838136
B136,BAND03,Q,1.0,0.25,0.2991841522340685,0.30446439686482707,-0.01734273263189723
B136,BAND03,Q,1.0,0.5,0.598368304468137,0.6034369090292148,-0.008399560062098077
B136,BAND03,Q,1.0,0.75,0.8975524567022055,0.8998451443149827,-0.0025478690719863417
B136,BAND03,W,0.25,0.5,1.3732491758267256,1.3543369078473364,0.013964226973220084
B136,BAND03,W,0.25,0.75,2.0598737637400886,2.0109291095246453,0.024339323541352043
B136,BAND03,W,0.25,1.0,2.746498351653451,2.666067752269463,0.030168250343796554
B136,BAND03,W,0.5,0.25,0.6771684539236682,0.6866245879133628,-0.01377191285624002
B136,BAND03,W,0.5,0.75,2.0315053617710044,2.0109291095246453,0.010232211642320355
B136,BAND03,W,0.5,1.0,2.708673815694673,2.666067752269463,0.01598086297279644
B136,BAND03,W,0.75,0.25,0.6703097031748818,0.6866245879133628,-0.0237609969489464
B136,BAND03,W,0.75,0.5,1.3406194063497636,1.3543369078473364,-0.010128573930231477
B136,BAND03,W,0.75,1.0,2.6812388126995272,2.666067752269463,0.005690425690476175
B136,BAND03,W,1.0,0.25,0.6665169380673658,0.6866245879133628,-0.029284779776243774
B136,BAND03,W,1.0,0.5,1.3330338761347316,1.3543369078473364,-0.01572949211468
B136,BAND03,W,1.0,0.75,1.9995508142020975,2.0109291095246453,-0.005658227964703055
B136,EWELIG,D,0.25,0.5,12.465379670847847,12.334200612975962,0.010635391946996586
B136,EWELIG,D,0.25,0.75,18.69806950627177,18.312792930009508,0.021038657387476123
B136,EWELIG,D,0.25,1.0,24.930759341695694,24.178085777075573,0.03113040343887641
B136,EWELIG,D,0.5,0.25,6.167100306487981,6.2326898354239235,-0.010523470711338745
B136,EWELIG,D,0.5,0.75,18.501300919463944,18.312792930009508,0.010293786981314224
B136,EWELIG,D,0.5,1.0,24.668401225951925,24.178085777075573,0.020279332838716524
B136,EWELIG,D,0.75,0.25,6.1042643100031695,6.2326898354239235,-0.020605152640652658
B136,EWELIG,D,0.75,0.5,12.208528620006339,12.334200612975962,-0.010188904568117052
B136,EWELIG,D,0.75,1.0,24.417057240012678,24.178085777075573,0.009883804083600678
B136,EWELIG,D,1.0,0.25,6.044521444268893,6.2326898354239235,-0.03019055915241642
B136,EWELIG,D,1.0,0.5,12.089042888537787,12.334200612975962,-0.019876255635104756
B136,EWELIG,D,1.0,0.75,18.133564332806678,18.312792930009508,-0.009787070595284497
B136,EWELIG,M,0.25,0.5,2.5655322784613475,2.5373898524544143,0.011091092675298286
B136,EWELIG,M,0.25,0.75,3.848298417692021,3.766140051466548,0.021815005576725888
B136,EWELIG,M,0.25,1.0,5.131064556922695,4.97148713568891,0.03209852844397876
B136,EWELIG,M,0.5,0.25,1.2686949262272071,1.2827661392306737,-0.010969429713747814
B136,EWELIG,M,0.5,0.75,3.8060847786816216,3.766140051466548,0.010606277692599031
B136,EWELIG,M,0.5,1.0,5.074779704908829,4.97148713568891,0.02077699617855
B136,EWELIG,M,0.75,0.25,1.255380017155516,1.2827661392306737,-0.021349271108436207
B136,EWELIG,M,0.75,0.5,2.510760034311032,2.5373898524544143,-0.010494965177551663
B136,EWELIG,M,0.75,1.0,5.021520068622064,4.97148713568891,0.01006397714961027
B136,EWELIG,M,1.0,0.25,1.2428717839222274,1.2827661392306737,-0.031100255992391967
B136,EWELIG,M,1.0,0.5,2.485743567844455,2.5373898524544143,-0.020354099138530923
B136,EWELIG,M,1.0,0.75,3.728615351766682,3.766140051466548,-0.009963702673577823
B136,EWELIG,Q,0.25,0.5,1.3435990325172844,1.3268462458316421,0.0126260195846144
B136,EWELIG,Q,0.25,0.75,2.0153985487759267,1.9682261170733295,0.02396697782505841
B136,EWELIG,Q,0.25,1.0,2.687198065034569,2.5990984875492034,0.033896205898853005
B136,EWELIG,Q,0.5,0.25,0.6634231229158211,0.6717995162586422,-0.012468590911572264
B136,EWELIG,Q,0.5,0.75,1.9902693687474633,1.9682261170733295,0.01119955247159865
B136,EWELIG,Q,0.5,1.0,2.6536924916632842,2.5990984875492034,0.021004977062473618
B136,EWELIG,Q,0.75,0.25,0.6560753723577765,0.6717995162586422,-0.023406006584279715
B136,EWELIG,Q,0.75,0.5,1.312150744715553,1.3268462458316421,-0.011075511697196228
B136,EWELIG,Q,0.75,1.0,2.624301489431106,2.5990984875492034,0.009696824496122636
B136,EWELIG,Q,1.0,0.25,0.6497746218873008,0.6717995162586422,-0.032784921450973226
B136,EWELIG,Q,1.0,0.5,1.2995492437746017,1.3268462458316421,-0.02057284492667888
B136,EWELIG,Q,1.0,0.75,1.9493238656619025,1.9682261170733295,-0.009603699111326636
B136,EWELIG,W,0.25,0.5,5.6260182160603405,5.566515016682992,0.01068948870146147
B136,EWELIG,W,0.25,0.75,8.43902732409051,8.264038337378773,0.021174754952460795
B136,EWELIG,W,0.25,1.0,11.252036432120681,10.909586687911386,0.031389799999367085
B136,EWELIG,W,0.5,0.25,2.783257508341496,2.8130091080301702,-0.010576432050555362
B136,EWELIG,W,0.5,0.75,8.349772525024488,8.264038337378773,0.010374369544963624
B136,EWELIG,W,0.5,1.0,11.133030033365984,10.909586687911386,0.02048137586203791
B136,EWELIG,W,0.75,0.25,2.7546794457929242,2.8130091080301702,-0.020735681968016006
B136,EWELIG,W,0.75,0.5,5.5093588915858485,5.566515016682992,-0.01026784710466866
B136,EWELIG,W,0.75,1.0,11.018717783171697,10.909586687911386,0.010003229121524404
B136,EWELIG,W,1.0,0.25,2.7273966719778464,2.8130091080301702,-0.03043446813162809
B136,EWELIG,W,1.0,0.5,5.454793343955693,5.566515016682992,-0.020070308333394626
B136,EWELIG,W,1.0,0.75,8.18219001593354,8.264038337378773,-0.00990415558396296
B136,TOP10,D,0.25,0.5,29.055103506479664,28.934482618236974,0.004168759118114096
B136,TOP10,D,0.25,0.75,43.582655259719495,43.29477261268803,0.0066493627211499096
B136,TOP10,D,0.25,1.0,58.11020701295933,57.707215874245335,0.006983375174296924
B136,TOP10,D,0.5,0.25,14.467241309118487,14.527551753239832,-0.004151452711768533
B136,TOP10,D,0.5,0.75,43.40172392735546,43.29477261268803,0.0024703054944810177
B136,TOP10,D,0.5,1.0,57.86896523647395,57.707215874245335,0.002802931310723622
B136,TOP10,D,0.75,0.25,14.43159087089601,14.527551753239832,-0.006605440749672287
B136,TOP10,D,0.75,0.5,28.86318174179202,28.934482618236974,-0.0024642181229124205
B136,TOP10,D,0.75,1.0,57.72636348358404,57.707215874245335,0.00033180615367811583
B136,TOP10,D,1.0,0.25,14.426803968561334,14.527551753239832,-0.006934945845643248
B136,TOP10,D,1.0,0.5,28.853607937122668,28.934482618236974,-0.002795096846256784
