book,arm,frac_pos_full,frac_pos_IS,frac_pos_OOS,N,block,stateful
TOP20,vol60-rw,1.0,0.2,1.0,10,2,False
TOPALL,abs12-dg,1.0,1.0,1.0,10,2,False
TOPALL,abs12-rw,1.0,0.7,1.0,10,2,False
TOPALL,band3-dg,1.0,1.0,1.0,10,2,False
TOPALL,band3-rw,1.0,1.0,1.0,10,2,False
TOPALL,ddctl-8/.5/high,1.0,1.0,1.0,10,2,True
TOPALL,ddctl-8/.5/recover,1.0,1.0,1.0,10,2,True
TOPALL,ebud-0.10,0.3,1.0,0.0,10,2,True
TOPALL,ebud-0.20,0.2,0.2,0.0,10,2,True
TOPALL,g200-dg,1.0,1.0,1.0,10,2,False
TOPALL,g200-rw,1.0,1.0,1.0,10,2,False
TOPALL,stop15,0.5,0.5,0.5,10,2,True
TOPALL,stop25,0.0,0.3,0.0,10,2,True
TOPALL,v1gate-dg,1.0,1.0,1.0,10,2,False
TOPALL,v1gate-rw,1.0,1.0,1.0,10,2,False
TOPALL,vol60-dg,1.0,1.0,1.0,10,2,False
TOPALL,vol60-rw,1.0,0.9,1.0,10,2,False
TOP20,abs12-dg,0.9,0.6,1.0,10,3,False
TOP20,abs12-rw,0.2,0.4,0.2,10,3,False
TOP20,band3-dg,1.0,0.8,1.0,10,3,False
TOP20,band3-rw,1.0,0.5,1.0,10,3,False
TOP20,ddctl-8/.5/high,1.0,1.0,1.0,10,3,True
TOP20,ddctl-8/.5/recover,1.0,1.0,1.0,10,3,True
TOP20,ebud-0.10,1.0,0.9,1.0,10,3,True
TOP20,ebud-0.20,0.3,0.5,0.0,10,3,True
TOP20,g200-dg,1.0,0.9,1.0,10,3,False
TOP20,g200-rw,1.0,0.7,1.0,10,3,False
TOP20,stop15,0.2,0.1,0.2,10,3,True
TOP20,stop25,0.0,0.4,0.0,10,3,True
TOP20,v1gate-dg,1.0,0.7,1.0,10,3,False
TOP20,v1gate-rw,1.0,0.3,1.0,10,3,False
TOP20,vol60-dg,1.0,0.2,1.0,10,3,False
TOP20,vol60-rw,1.0,0.2,1.0,10,3,False
TOPALL,abs12-dg,1.0,1.0,1.0,10,3,False
TOPALL,abs12-rw,0.9,0.7,0.9,10,3,False
TOPALL,band3-dg,1.0,1.0,1.0,10,3,False
TOPALL,band3-rw,1.0,1.0,1.0,10,3,False
TOPALL,ddctl-8/.5/high,1.0,1.0,1.0,10,3,True
TOPALL,ddctl-8/.5/recover,1.0,1.0,1.0,10,3,True
TOPALL,ebud-0.10,0.4,1.0,0.0,10,3,True
TOPALL,ebud-0.20,0.4,0.6,0.0,10,3,True
TOPALL,g200-dg,1.0,1.0,1.0,10,3,False
TOPALL,g200-rw,1.0,1.0,1.0,10,3,False
TOPALL,stop15,0.7,0.6,0.7,10,3,True
TOPALL,stop25,0.0,0.4,0.0,10,3,True
TOPALL,v1gate-dg,1.0,1.0,1.0,10,3,False
TOPALL,v1gate-rw,1.0,1.0,1.0,10,3,False
TOPALL,vol60-dg,1.0,0.9,1.0,10,3,False
TOPALL,vol60-rw,1.0,0.7,1.0,10,3,False
TOP20,abs12-dg,1.0,0.3,1.0,10,4,False
TOP20,abs12-rw,0.1,0.3,0.1,10,4,False
TOP20,band3-dg,1.0,0.9,1.0,10,4,False
TOP20,band3-rw,1.0,0.8,1.0,10,4,False
TOP20,ddctl-8/.5/high,1.0,1.0,1.0,10,4,True
TOP20,ddctl-8/.5/recover,1.0,1.0,1.0,10,4,True
TOP20,ebud-0.10,0.9,1.0,0.9,10,4,True
TOP20,ebud-0.20,0.6,0.7,0.0,10,4,True
TOP20,g200-dg,1.0,1.0,1.0,10,4,False
TOP20,g200-rw,1.0,0.9,1.0,10,4,False
TOP20,stop15,0.1,0.3,0.1,10,4,True
TOP20,stop25,0.0,0.7,0.0,10,4,True
TOP20,v1gate-dg,1.0,0.9,1.0,10,4,False
TOP20,v1gate-rw,1.0,0.4,1.0,10,4,False
TOP20,vol60-dg,1.0,0.1,1.0,10,4,False
TOP20,vol60-rw,1.0,0.1,1.0,10,4,False
TOPALL,abs12-dg,1.0,1.0,1.0,10,4,False
TOPALL,abs12-rw,1.0,0.9,1.0,10,4,False
TOPALL,band3-dg,1.0,1.0,1.0,10,4,False
TOPALL,band3-rw,1.0,1.0,1.0,10,4,False
TOPALL,ddctl-8/.5/high,1.0,1.0,1.0,10,4,True
TOPALL,ddctl-8/.5/recover,1.0,1.0,1.0,10,4,True
TOPALL,ebud-0.10,0.5,1.0,0.0,10,4,True
TOPALL,ebud-0.20,0.5,0.3,0.0,10,4,True
TOPALL,g200-dg,1.0,1.0,1.0,10,4,False
TOPALL,g200-rw,1.0,1.0,1.0,10,4,False
TOPALL,stop15,0.5,0.5,0.5,10,4,True
TOPALL,stop25,0.0,0.1,0.0,10,4,True
TOPALL,v1gate-dg,1.0,1.0,1.0,10,4,False
TOPALL,v1gate-rw,1.0,1.0,1.0,10,4,False
TOPALL,vol60-dg,1.0,1.0,1.0,10,4,False
TOPALL,vol60-rw,1.0,0.8,1.0,10,4,False
TOP20,abs12-dg,1.0,0.1,1.0,10,5,False
TOP20,abs12-rw,0.2,0.1,0.2,10,5,False
TOP20,band3-dg,1.0,0.9,1.0,10,5,False
TOP20,band3-rw,1.0,0.6,1.0,10,5,False
TOP20,ddctl-8/.5/high,1.0,1.0,1.0,10,5,True
TOP20,ddctl-8/.5/recover,1.0,1.0,1.0,10,5,True
TOP20,ebud-0.10,1.0,1.0,1.0,10,5,True
TOP20,ebud-0.20,0.4,0.7,0.0,10,5,True
TOP20,g200-dg,1.0,1.0,1.0,10,5,False
TOP20,g200-rw,1.0,1.0,1.0,10,5,False
TOP20,stop15,0.0,0.4,0.0,10,5,True
TOP20,stop25,0.0,0.5,0.0,10,5,True
TOP20,v1gate-dg,1.0,0.8,1.0,10,5,False
TOP20,v1gate-rw,1.0,0.1,1.0,10,5,False
TOP20,vol60-dg,1.0,0.0,1.0,10,5,False
TOP20,vol60-rw,1.0,0.0,1.0,10,5,False
TOPALL,abs12-dg,1.0,1.0,1.0,10,5,False
TOPALL,abs12-rw,1.0,0.6,1.0,10,5,False
TOPALL,band3-dg,1.0,1.0,1.0,10,5,False
TOPALL,band3-rw,1.0,1.0,1.0,10,5,False
TOPALL,ddctl-8/.5/high,1.0,1.0,1.0,10,5,True
TOPALL,ddctl-8/.5/recover,1.0,1.0,1.0,10,5,True
TOPALL,ebud-0.10,0.4,0.9,0.0,10,5,True
TOPALL,ebud-0.20,0.4,0.5,0.0,10,5,True
TOPALL,g200-dg,1.0,1.0,1.0,10,5,False
TOPALL,g200-rw,1.0,1.0,1.0,10,5,False
TOPALL,stop15,0.2,0.6,0.2,10,5,True
TOPALL,stop25,0.0,0.1,0.0,10,5,True
TOPALL,v1gate-dg,1.0,1.0,1.0,10,5,False
TOPALL,v1gate-rw,1.0,1.0,1.0,10,5,False
TOPALL,vol60-dg,1.0,0.9,1.0,10,5,False
TOPALL,vol60-rw,1.0,0.8,1.0,10,5,False
TOP20,abs12-dg,1.0,0.5,1.0,10,6,False
TOP20,abs12-rw,0.1,0.5,0.1,10,6,False
TOP20,band3-dg,1.0,1.0,1.0,10,6,False
TOP20,band3-rw,1.0,0.9,1.0,10,6,False
TOP20,ddctl-8/.5/high,1.0,1.0,1.0,10,6,True
TOP20,ddctl-8/.5/recover,1.0,1.0,1.0,10,6,True
TOP20,ebud-0.10,1.0,1.0,1.0,10,6,True
TOP20,ebud-0.20,0.5,0.3,0.1,10,6,True
TOP20,g200-dg,1.0,1.0,1.0,10,6,False
TOP20,g200-rw,1.0,1.0,1.0,10,6,False
TOP20,stop15,0.1,0.3,0.1,10,6,True
TOP20,stop25,0.0,0.5,0.0,10,6,True
TOP20,v1gate-dg,1.0,0.8,1.0,10,6,False
TOP20,v1gate-rw,1.0,0.2,1.0,10,6,False
TOP20,vol60-dg,1.0,0.2,1.0,10,6,False
TOP20,vol60-rw,1.0,0.0,1.0,10,6,False
TOPALL,abs12-dg,1.0,1.0,1.0,10,6,False
TOPALL,abs12-rw,1.0,0.8,1.0,10,6,False
TOPALL,band3-dg,1.0,1.0,1.0,10,6,False
TOPALL,band3-rw,1.0,1.0,1.0,10,6,False
TOPALL,ddctl-8/.5/high,1.0,1.0,1.0,10,6,True
TOPALL,ddctl-8/.5/recover,1.0,1.0,1.0,10,6,True
TOPALL,ebud-0.10,0.5,0.9,0.0,10,6,True
TOPALL,ebud-0.20,0.4,0.8,0.0,10,6,True
TOPALL,g200-dg,1.0,1.0,1.0,10,6,False
TOPALL,g200-rw,1.0,1.0,1.0,10,6,False
TOPALL,stop15,0.4,0.6,0.4,10,6,True
TOPALL,stop25,0.0,0.1,0.0,10,6,True
TOPALL,v1gate-dg,1.0,1.0,1.0,10,6,False
TOPALL,v1gate-rw,1.0,1.0,1.0,10,6,False
TOPALL,vol60-dg,1.0,1.0,1.0,10,6,False
TOPALL,vol60-rw,1.0,0.8,1.0,10,6,False
TOP20,abs12-dg,1.0,0.4,1.0,10,7,False
TOP20,abs12-rw,0.2,0.1,0.2,10,7,False
TOP20,band3-dg,1.0,0.7,1.0,10,7,False
TOP20,band3-rw,1.0,0.6,1.0,10,7,False
TOP20,ddctl-8/.5/high,1.0,1.0,1.0,10,7,True
TOP20,ddctl-8/.5/recover,1.0,1.0,1.0,10,7,True
TOP20,ebud-0.10,1.0,0.9,1.0,10,7,True
TOP20,ebud-0.20,0.5,0.5,0.0,10,7,True
TOP20,g200-dg,1.0,0.9,1.0,10,7,False
TOP20,g200-rw,1.0,0.6,1.0,10,7,False
TOP20,stop15,0.1,0.2,0.1,10,7,True
TOP20,stop25,0.0,0.4,0.0,10,7,True
TOP20,v1gate-dg,1.0,0.5,1.0,10,7,False
TOP20,v1gate-rw,1.0,0.2,1.0,10,7,False
TOP20,vol60-dg,1.0,0.3,1.0,10,7,False
TOP20,vol60-rw,1.0,0.2,1.0,10,7,False
TOPALL,abs12-dg,1.0,1.0,1.0,10,7,False
TOPALL,abs12-rw,0.9,0.8,0.9,10,7,False
TOPALL,band3-dg,1.0,1.0,1.0,10,7,False
TOPALL,band3-rw,1.0,1.0,1.0,10,7,False
TOPALL,ddctl-8/.5/high,1.0,1.0,1.0,10,7,True
TOPALL,ddctl-8/.5/recover,1.0,1.0,1.0,10,7,True
TOPALL,ebud-0.10,0.5,1.0,0.0,10,7,True
TOPALL,ebud-0.20,0.6,0.5,0.0,10,7,True
TOPALL,g200-dg,1.0,1.0,1.0,10,7,False
TOPALL,g200-rw,1.0,1.0,1.0,10,7,False
TOPALL,stop15,0.3,0.7,0.3,10,7,True
TOPALL,stop25,0.0,0.2,0.0,10,7,True
TOPALL,v1gate-dg,1.0,1.0,1.0,10,7,False
TOPALL,v1gate-rw,1.0,1.0,1.0,10,7,False
TOPALL,vol60-dg,1.0,1.0,1.0,10,7,False
TOPALL,vol60-rw,1.0,0.9,1.0,10,7,False
TOP20,abs12-dg,1.0,0.4,1.0,10,8,False
TOP20,abs12-rw,0.1,0.3,0.1,10,8,False
TOP20,band3-dg,1.0,1.0,1.0,10,8,False
TOP20,band3-rw,1.0,0.9,1.0,10,8,False
TOP20,ddctl-8/.5/high,1.0,1.0,1.0,10,8,True
TOP20,ddctl-8/.5/recover,1.0,1.0,1.0,10,8,True
TOP20,ebud-0.10,0.9,0.8,0.9,10,8,True
TOP20,ebud-0.20,0.5,0.2,0.2,10,8,True
TOP20,g200-dg,1.0,1.0,1.0,10,8,False
TOP20,g200-rw,1.0,0.9,1.0,10,8,False
TOP20,stop15,0.2,0.3,0.2,10,8,True
TOP20,stop25,0.0,0.7,0.0,10,8,True
TOP20,v1gate-dg,1.0,0.9,1.0,10,8,False
TOP20,v1gate-rw,1.0,0.4,1.0,10,8,False
TOP20,vol60-dg,1.0,0.3,1.0,10,8,False
TOP20,vol60-rw,1.0,0.1,1.0,10,8,False
TOPALL,abs12-dg,1.0,1.0,1.0,10,8,False
TOPALL,abs12-rw,1.0,0.3,1.0,10,8,False
TOPALL,band3-dg,1.0,1.0,1.0,10,8,False
TOPALL,band3-rw,1.0,1.0,1.0,10,8,False
TOPALL,ddctl-8/.5/high,1.0,1.0,1.0,10,8,True
TOPALL,ddctl-8/.5/recover,1.0,1.0,1.0,10,8,True
TOPALL,ebud-0.10,0.3,0.9,0.0,10,8,True
TOPALL,ebud-0.20,0.8,0.5,0.0,10,8,True
TOPALL,g200-dg,1.0,1.0,1.0,10,8,False
TOPALL,g200-rw,1.0,0.9,1.0,10,8,False
TOPALL,stop15,0.6,0.4,0.6,10,8,True
TOPALL,stop25,0.0,0.1,0.0,10,8,True
TOPALL,v1gate-dg,1.0,1.0,1.0,10,8,False
TOPALL,v1gate-rw,1.0,0.9,1.0,10,8,False
TOPALL,vol60-dg,1.0,0.9,1.0,10,8,False
TOPALL,vol60-rw,1.0,0.7,1.0,10,8,False
TOP20,abs12-dg,1.0,0.4,1.0,10,9,False
TOP20,abs12-rw,0.0,0.2,0.0,10,9,False
TOP20,band3-dg,1.0,0.9,1.0,10,9,False
TOP20,band3-rw,1.0,0.7,1.0,10,9,False
TOP20,ddctl-8/.5/high,1.0,1.0,1.0,10,9,True
TOP20,ddctl-8/.5/recover,1.0,1.0,1.0,10,9,True
TOP20,ebud-0.10,0.8,0.8,0.8,10,9,True
TOP20,ebud-0.20,0.3,0.6,0.0,10,9,True
TOP20,g200-dg,1.0,0.9,1.0,10,9,False
TOP20,g200-rw,1.0,0.8,1.0,10,9,False
TOP20,stop15,0.1,0.4,0.1,10,9,True
TOP20,stop25,0.0,0.6,0.0,10,9,True
TOP20,v1gate-dg,1.0,0.5,1.0,10,9,False
TOP20,v1gate-rw,1.0,0.3,1.0,10,9,False
TOP20,vol60-dg,1.0,0.1,1.0,10,9,False
TOP20,vol60-rw,1.0,0.0,1.0,10,9,False
TOPALL,abs12-dg,1.0,1.0,1.0,10,9,False
TOPALL,abs12-rw,0.9,0.4,0.9,10,9,False
TOPALL,band3-dg,1.0,1.0,1.0,10,9,False
TOPALL,band3-rw,1.0,1.0,1.0,10,9,False
TOPALL,ddctl-8/.5/high,1.0,1.0,1.0,10,9,True
TOPALL,ddctl-8/.5/recover,1.0,1.0,1.0,10,9,True
TOPALL,ebud-0.10,0.6,1.0,0.0,10,9,True
TOPALL,ebud-0.20,0.2,0.6,0.0,10,9,True
TOPALL,g200-dg,1.0,1.0,1.0,10,9,False
TOPALL,g200-rw,1.0,1.0,1.0,10,9,False
TOPALL,stop15,0.1,0.6,0.1,10,9,True
TOPALL,stop25,0.0,0.2,0.0,10,9,True
TOPALL,v1gate-dg,1.0,1.0,1.0,10,9,False
TOPALL,v1gate-rw,1.0,1.0,1.0,10,9,False
TOPALL,vol60-dg,1.0,1.0,1.0,10,9,False
TOPALL,vol60-rw,1.0,0.8,1.0,10,9,False
TOP20,abs12-dg,1.0,0.4,1.0,10,10,False
TOP20,abs12-rw,0.2,0.2,0.2,10,10,False
TOP20,band3-dg,1.0,1.0,1.0,10,10,False
TOP20,band3-rw,1.0,0.5,1.0,10,10,False
TOP20,ddctl-8/.5/high,1.0,1.0,1.0,10,10,True
TOP20,ddctl-8/.5/recover,1.0,1.0,1.0,10,10,True
TOP20,ebud-0.10,1.0,0.8,1.0,10,10,True
TOP20,ebud-0.20,0.3,0.2,0.0,10,10,True
TOP20,g200-dg,1.0,0.9,1.0,10,10,False
TOP20,g200-rw,1.0,0.7,1.0,10,10,False
TOP20,stop15,0.2,0.1,0.2,10,10,True
TOP20,stop25,0.0,0.4,0.0,10,10,True
TOP20,v1gate-dg,1.0,0.8,1.0,10,10,False
TOP20,v1gate-rw,1.0,0.2,1.0,10,10,False
TOP20,vol60-dg,1.0,0.1,1.0,10,10,False
TOP20,vol60-rw,1.0,0.2,1.0,10,10,False
TOPALL,abs12-dg,1.0,1.0,1.0,10,10,False
TOPALL,abs12-rw,1.0,0.6,1.0,10,10,False
TOPALL,band3-dg,1.0,1.0,1.0,10,10,False
TOPALL,band3-rw,1.0,1.0,1.0,10,10,False
TOPALL,ddctl-8/.5/high,1.0,1.0,1.0,10,10,True
TOPALL,ddctl-8/.5/recover,1.0,1.0,1.0,10,10,True
TOPALL,ebud-0.10,0.5,1.0,0.0,10,10,True
TOPALL,ebud-0.20,0.3,0.3,0.0,10,10,True
TOPALL,g200-dg,1.0,1.0,1.0,10,10,False
TOPALL,g200-rw,1.0,1.0,1.0,10,10,False
TOPALL,stop15,0.6,0.5,0.6,10,10,True
TOPALL,stop25,0.0,0.1,0.0,10,10,True
TOPALL,v1gate-dg,1.0,1.0,1.0,10,10,False
TOPALL,v1gate-rw,1.0,1.0,1.0,10,10,False
TOPALL,vol60-dg,1.0,1.0,1.0,10,10,False
TOPALL,vol60-rw,1.0,1.0,1.0,10,10,False
TOP20,abs12-dg,1.0,0.4,1.0,10,11,False
TOP20,abs12-rw,0.4,0.5,0.3,10,11,False
TOP20,band3-dg,1.0,1.0,1.0,10,11,False
TOP20,band3-rw,1.0,0.3,1.0,10,11,False
TOP20,ddctl-8/.5/high,1.0,1.0,1.0,10,11,True
TOP20,ddctl-8/.5/recover,1.0,1.0,1.0,10,11,True
TOP20,ebud-0.10,1.0,1.0,1.0,10,11,True
TOP20,ebud-0.20,0.4,0.5,0.0,10,11,True
TOP20,g200-dg,1.0,0.9,1.0,10,11,False
TOP20,g200-rw,1.0,0.5,1.0,10,11,False
TOP20,stop15,0.0,0.3,0.0,10,11,True
TOP20,stop25,0.0,0.2,0.0,10,11,True
TOP20,v1gate-dg,1.0,0.4,1.0,10,11,False
TOP20,v1gate-rw,1.0,0.2,1.0,10,11,False
TOP20,vol60-dg,1.0,0.2,1.0,10,11,False
TOP20,vol60-rw,1.0,0.0,1.0,10,11,False
TOPALL,abs12-dg,1.0,1.0,1.0,10,11,False
TOPALL,abs12-rw,0.8,0.8,0.8,10,11,False
TOPALL,band3-dg,1.0,1.0,1.0,10,11,False
TOPALL,band3-rw,1.0,1.0,1.0,10,11,False
TOPALL,ddctl-8/.5/high,1.0,1.0,1.0,10,11,True
TOPALL,ddctl-8/.5/recover,1.0,1.0,1.0,10,11,True
TOPALL,ebud-0.10,0.4,1.0,0.0,10,11,True
TOPALL,ebud-0.20,0.3,0.4,0.0,10,11,True
TOPALL,g200-dg,1.0,1.0,1.0,10,11,False
TOPALL,g200-rw,1.0,1.0,1.0,10,11,False
TOPALL,stop15,0.2,0.6,0.2,10,11,True
TOPALL,stop25,0.0,0.1,0.0,10,11,True
TOPALL,v1gate-dg,1.0,1.0,1.0,10,11,False
TOPALL,v1gate-rw,1.0,0.9,1.0,10,11,False
TOPALL,vol60-dg,1.0,1.0,1.0,10,11,False
TOPALL,vol60-rw,1.0,0.7,1.0,10,11,False
TOP20,abs12-dg,0.9,0.6,1.0,10,12,False
TOP20,abs12-rw,0.4,0.3,0.4,10,12,False
TOP20,band3-dg,1.0,1.0,1.0,10,12,False
TOP20,band3-rw,1.0,0.7,1.0,10,12,False
TOP20,ddctl-8/.5/high,1.0,1.0,1.0,10,12,True
TOP20,ddctl-8/.5/recover,1.0,1.0,1.0,10,12,True
TOP20,ebud-0.10,0.9,0.9,0.9,10,12,True
TOP20,ebud-0.20,0.4,0.5,0.1,10,12,True
TOP20,g200-dg,1.0,0.9,1.0,10,12,False
TOP20,g200-rw,1.0,0.9,1.0,10,12,False
TOP20,stop15,0.0,0.0,0.0,10,12,True
TOP20,stop25,0.0,0.2,0.0,10,12,True
TOP20,v1gate-dg,1.0,0.5,1.0,10,12,False
TOP20,v1gate-rw,1.0,0.3,1.0,10,12,False
TOP20,vol60-dg,1.0,0.2,1.0,10,12,False
TOP20,vol60-rw,1.0,0.2,1.0,10,12,False
TOPALL,abs12-dg,1.0,1.0,1.0,10,12,False
TOPALL,abs12-rw,1.0,0.7,1.0,10,12,False
TOPALL,band3-dg,1.0,1.0,1.0,10,12,False
TOPALL,band3-rw,1.0,1.0,1.0,10,12,False
TOPALL,ddctl-8/.5/high,1.0,1.0,1.0,10,12,True
TOPALL,ddctl-8/.5/recover,1.0,1.0,1.0,10,12,True
TOPALL,ebud-0.10,0.2,1.0,0.0,10,12,True
TOPALL,ebud-0.20,0.2,0.5,0.0,10,12,True
TOPALL,g200-dg,1.0,1.0,1.0,10,12,False
TOPALL,g200-rw,1.0,1.0,1.0,10,12,False
TOPALL,stop15,0.4,0.6,0.4,10,12,True
TOPALL,stop25,0.0,0.2,0.0,10,12,True
TOPALL,v1gate-dg,1.0,1.0,1.0,10,12,False
TOPALL,v1gate-rw,1.0,1.0,1.0,10,12,False
TOPALL,vol60-dg,1.0,1.0,1.0,10,12,False
TOPALL,vol60-rw,1.0,0.8,1.0,10,12,False
TOP20,abs12-dg,1.0,0.2,0.9,10,13,False
TOP20,abs12-rw,0.1,0.3,0.1,10,13,False
TOP20,band3-dg,1.0,0.8,1.0,10,13,False
TOP20,band3-rw,1.0,0.7,1.0,10,13,False
TOP20,ddctl-8/.5/high,1.0,1.0,1.0,10,13,True
TOP20,ddctl-8/.5/recover,1.0,1.0,1.0,10,13,True
TOP20,ebud-0.10,1.0,1.0,1.0,10,13,True
TOP20,ebud-0.20,0.5,0.3,0.0,10,13,True
TOP20,g200-dg,1.0,0.8,1.0,10,13,False
TOP20,g200-rw,1.0,0.8,1.0,10,13,False
TOP20,stop15,0.1,0.2,0.1,10,13,True
TOP20,stop25,0.0,0.6,0.0,10,13,True
TOP20,v1gate-dg,1.0,0.8,1.0,10,13,False
TOP20,v1gate-rw,1.0,0.6,1.0,10,13,False
TOP20,vol60-dg,1.0,0.7,1.0,10,13,False
TOP20,vol60-rw,1.0,0.6,1.0,10,13,False
TOPALL,abs12-dg,1.0,1.0,1.0,10,13,False
TOPALL,abs12-rw,0.9,0.7,0.9,10,13,False
TOPALL,band3-dg,1.0,1.0,1.0,10,13,False
TOPALL,band3-rw,1.0,1.0,1.0,10,13,False
TOPALL,ddctl-8/.5/high,1.0,1.0,1.0,10,13,True
TOPALL,ddctl-8/.5/recover,1.0,1.0,1.0,10,13,True
TOPALL,ebud-0.10,0.3,0.7,0.0,10,13,True
TOPALL,ebud-0.20,0.4,0.7,0.0,10,13,True
TOPALL,g200-dg,1.0,1.0,1.0,10,13,False
TOPALL,g200-rw,1.0,1.0,1.0,10,13,False
TOPALL,stop15,0.4,0.5,0.4,10,13,True
TOPALL,stop25,0.0,0.3,0.0,10,13,True
TOPALL,v1gate-dg,1.0,1.0,1.0,10,13,False
TOPALL,v1gate-rw,1.0,0.9,1.0,10,13,False
TOPALL,vol60-dg,1.0,0.9,1.0,10,13,False
TOPALL,vol60-rw,1.0,0.8,1.0,10,13,False
TOP20,abs12-dg,1.0,0.4,1.0,10,14,False
TOP20,abs12-rw,0.0,0.3,0.0,10,14,False
TOP20,band3-dg,1.0,1.0,1.0,10,14,False
