arm,gap,A_stamp,A_key,B_key,B_stamp,interaction
MA-RS,0.45998543125492397,0.8019191799797172,-0.3419337487247932,0.2840871717063767,0.1758982595485473,0.0
MA-DG,0.31137866848352624,0.5744148305614881,-0.2630361620779619,0.12498112894681251,0.18639753953671373,0.0
