p1,split,outcome,support,group,form,n,coef,tstat,IS_R2,IS_MAE,OOS_MAE,cross,degenerate,MAE_ZERO,MAE_GLOBAL,MAE_FAMILY,MAE_PANEL,ratio_vs_ZERO,ratio_vs_GLOBAL,ratio_vs_FAMILY,ratio_vs_PANEL,IS_LIVE
BASE8,S2016,RESID,UNBOUNDED,CONSTANT,ZERO,162,,,,0.1576105913901467,0.2706185444061741,0.9135802469135802,False,0.2706185444061741,0.24904010585355357,0.20321987039760087,0.2629474050028816,1.0,1.0866464398521802,1.3316539562627776,1.0291736646087397,False
BASE8,S2016,RESID,UNBOUNDED,CONSTANT,GLOBAL,162,,,,0.17355214963184243,0.24904010585355357,0.43209876543209874,False,0.2706185444061741,0.24904010585355357,0.20321987039760087,0.2629474050028816,0.9202625282019357,1.0,1.2254712364804936,0.9471099585516898,False
BASE8,S2016,RESID,UNBOUNDED,CONSTANT,FAMILY,162,,,,0.14992276619290243,0.20321987039760087,0.5617283950617284,False,0.2706185444061741,0.24904010585355357,0.20321987039760087,0.2629474050028816,0.7509458409198525,0.8160126245573595,1.0,0.7728536830221763,False
BASE8,S2016,RESID,UNBOUNDED,CONSTANT,PANEL,162,,,,0.17301776501553093,0.2629474050028816,0.5,False,0.2706185444061741,0.24904010585355357,0.20321987039760087,0.2629474050028816,0.9716533121552128,1.0558436124240411,1.2939059772473207,1.0,False
BASE8,S2016,RESID,UNBOUNDED,INCUMBENT,CSD,162,-1.6976189058264648,-6.87124539984456,0.22785144972942795,0.13180788291613169,0.1839500639498902,0.6790123456790124,False,0.2706185444061741,0.24904010585355357,0.20321987039760087,0.2629474050028816,0.6797393148113223,0.7386363064672837,0.905177547795847,0.6995698016030023,True
BASE8,S2016,RESID,UNBOUNDED,TURNOVER,TO,162,-0.012735791926949855,-0.6382217151472603,0.0025393288786177415,0.17470559828712273,0.2507775826640797,0.4382716049382716,False,0.2706185444061741,0.24904010585355357,0.20321987039760087,0.2629474050028816,0.9266829189934784,1.0069766947960896,1.2340209752788045,0.953717655670842,False
BASE8,S2016,RESID,UNBOUNDED,TURNOVER,TORS,162,-0.01687962097551755,-4.1702848226150815,0.0980390690159042,0.16179035125600377,0.24897341768196757,0.47530864197530864,False,0.2706185444061741,0.24904010585355357,0.20321987039760087,0.2629474050028816,0.9200160995185934,0.9997322191485687,1.2251430787493842,0.9468563406405897,True
BASE8,S2016,RESID,UNBOUNDED,TURNOVER,DTO,162,0.019306680898974603,4.407922996482199,0.10828628662426787,0.15797338125321095,0.24604911002314833,0.46296296296296297,False,0.2706185444061741,0.24904010585355357,0.20321987039760087,0.2629474050028816,0.9092100859645846,0.9879899029911107,1.2107532080487593,0.9357350760713988,True
BASE8,S2016,RESID,UNBOUNDED,TURNOVER,LOGTO,162,-0.019866527392627807,-0.7577687893885237,0.003576000937628221,0.17498237315772217,0.25059908158919175,0.4444444444444444,False,0.2706185444061741,0.24904010585355357,0.20321987039760087,0.2629474050028816,0.9260233149915442,1.0062599384556756,1.233142611000062,0.9530388086029807,False
BASE8,S2016,RESID,UNBOUNDED,TURNOVER,TORATIO,162,0.26737939080183765,4.068452933923847,0.0937530035346048,0.15937164293971412,0.24277353665291798,0.5061728395061729,False,0.2706185444061741,0.24904010585355357,0.20321987039760087,0.2629474050028816,0.8971060619132469,0.9748371083478393,1.1946348365340955,0.9232779332819712,True
