panel,cadence,gross,mech,phase,canonical,kind,seed,cost,turn_yr,drag_bp,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,IS_CAGR,IS_Sharpe,IS_MaxDD,L_H1,L_H2,L_OOS,L_DD,L_CAGR,pass4b,nfail
U56,D,0.5,CAND20,0,0,BOOK,-1,0.0,18.105346432243582,0.0,0.09378483719678843,1.1816286219701728,-0.12254308875003839,1.1770464033768853,1.1914228539528988,0.10527213195906837,1.260074814123546,-0.1225430887500385,0.07999114531184981,1.079300601104665,-0.08201618229813534,True,True,True,True,False,False,1
U56,D,0.5,CAND20,0,0,BOOK,-1,10.0,18.105346432243582,181.05346432243581,0.07416362144798949,0.9506690339697679,-0.12580155344687638,0.9302094186937558,0.9730181206623589,0.08556959694487531,1.0405170315627872,-0.1258015534468765,0.060469318179797726,0.832189751715685,-0.08873790636235379,False,True,True,True,False,False,2
U56,D,0.5,CAND20,0,0,BOOK,-1,25.0,18.105346432243582,452.63366080608955,0.04538558201611842,0.6043325543338068,-0.1351405377633118,0.5598042335725594,0.6456773698670515,0.056668062183027335,0.7114142857562319,-0.13514053776331147,0.031842134230211316,0.46139454517509787,-0.11254979890982553,False,False,False,True,False,False,4
U56,D,0.5,CAND20,0,0,BOOK,-1,50.0,18.105346432243582,905.2673216121791,-0.0008854363766254147,0.028165288073458028,-0.21817323460022964,-0.0570467399731341,0.10152800301558149,0.010187627071673866,0.16424646363569373,-0.18765237936406298,-0.01417327770102983,-0.15604455319842186,-0.18843977120833932,False,False,False,False,False,False,5
U56,D,0.5,CAND20,-1,1,BOOK,-1,0.0,18.105346432243582,0.0,0.09378483719678843,1.1816286219701728,-0.12254308875003839,1.1770464033768853,1.1914228539528988,0.10527213195906837,1.260074814123546,-0.1225430887500385,0.07999114531184981,1.079300601104665,-0.08201618229813534,True,True,True,True,False,False,1
U56,D,0.5,CAND20,-1,1,BOOK,-1,10.0,18.105346432243582,181.05346432243581,0.07416362144798949,0.9506690339697679,-0.12580155344687638,0.9302094186937558,0.9730181206623589,0.08556959694487531,1.0405170315627872,-0.1258015534468765,0.060469318179797726,0.832189751715685,-0.08873790636235379,False,True,True,True,False,False,2
U56,D,0.5,CAND20,-1,1,BOOK,-1,25.0,18.105346432243582,452.63366080608955,0.04538558201611842,0.6043325543338068,-0.1351405377633118,0.5598042335725594,0.6456773698670515,0.056668062183027335,0.7114142857562319,-0.13514053776331147,0.031842134230211316,0.46139454517509787,-0.11254979890982553,False,False,False,True,False,False,4
U56,D,0.5,CAND20,-1,1,BOOK,-1,50.0,18.105346432243582,905.2673216121791,-0.0008854363766254147,0.028165288073458028,-0.21817323460022964,-0.0570467399731341,0.10152800301558149,0.010187627071673866,0.16424646363569373,-0.18765237936406298,-0.01417327770102983,-0.15604455319842186,-0.18843977120833932,False,False,False,False,False,False,5
U56,D,0.5,R3_55,0,0,BOOK,-1,0.0,18.81703270113501,0.0,0.09392686405429385,1.1863873026468812,-0.12082471051965427,1.1946567703609305,1.1853988686390298,0.10414435160110624,1.2491977210524559,-0.12082471051965438,0.08164229031042036,1.1051411656832317,-0.08220727947819084,True,True,True,True,False,False,1
U56,D,0.5,R3_55,0,0,BOOK,-1,10.0,18.81703270113501,188.17032701135008,0.07354063858082704,0.945916745524641,-0.12402857807707135,0.9430709548005463,0.9532471236678133,0.08329457213808555,1.0165618925874702,-0.12402857807707135,0.0618101264315547,0.8532376017713507,-0.0941140047423088,False,True,True,True,False,False,2
U56,D,0.5,R3_55,0,0,BOOK,-1,25.0,18.81703270113501,470.4258175283752,0.04366703546320827,0.5851115175113207,-0.1359654900001852,0.5654331617965704,0.6050324360035221,0.0527511915821155,0.6675619607206761,-0.13596549000018576,0.03273745084189583,0.47519733925073976,-0.11230484181805889,False,False,False,True,False,False,4
U56,D,0.5,R3_55,0,0,BOOK,-1,50.0,18.81703270113501,940.8516350567504,-0.004297589576617522,-0.015675892810165626,-0.2294656578567572,-0.06374895486013973,0.025464774937723967,0.0037355672812702245,0.08653236006896013,-0.18589757585365974,-0.013969419856214027,-0.15445116123743652,-0.18282035521579665,False,False,False,False,False,False,5
U56,D,0.5,R3_55,-1,1,BOOK,-1,0.0,18.81703270113501,0.0,0.09392686405429385,1.1863873026468812,-0.12082471051965427,1.1946567703609305,1.1853988686390298,0.10414435160110624,1.2491977210524559,-0.12082471051965438,0.08164229031042036,1.1051411656832317,-0.08220727947819084,True,True,True,True,False,False,1
U56,D,0.5,R3_55,-1,1,BOOK,-1,10.0,18.81703270113501,188.17032701135008,0.07354063858082704,0.945916745524641,-0.12402857807707135,0.9430709548005463,0.9532471236678133,0.08329457213808555,1.0165618925874702,-0.12402857807707135,0.0618101264315547,0.8532376017713507,-0.0941140047423088,False,True,True,True,False,False,2
U56,D,0.5,R3_55,-1,1,BOOK,-1,25.0,18.81703270113501,470.4258175283752,0.04366703546320827,0.5851115175113207,-0.1359654900001852,0.5654331617965704,0.6050324360035221,0.0527511915821155,0.6675619607206761,-0.13596549000018576,0.03273745084189583,0.47519733925073976,-0.11230484181805889,False,False,False,True,False,False,4
U56,D,0.5,R3_55,-1,1,BOOK,-1,50.0,18.81703270113501,940.8516350567504,-0.004297589576617522,-0.015675892810165626,-0.2294656578567572,-0.06374895486013973,0.025464774937723967,0.0037355672812702245,0.08653236006896013,-0.18589757585365974,-0.013969419856214027,-0.15445116123743652,-0.18282035521579665,False,False,False,False,False,False,5
U56,D,0.5,R3_84,0,0,BOOK,-1,0.0,17.254544079866243,0.0,0.09318366934508848,1.1712975177377531,-0.12858006460361093,1.209805964083544,1.1437020770739084,0.10274251319209737,1.2289110913776289,-0.12858006460361082,0.08168346954703987,1.0970509152875625,-0.0889787108831156,True,True,True,True,False,False,1
U56,D,0.5,R3_84,0,0,BOOK,-1,10.0,17.254544079866243,172.5454407986624,0.07448708983455776,0.9518947776151774,-0.13193415235945294,0.9747381299518441,0.936763739171854,0.08414388684938379,1.0220330902275039,-0.13193415235945305,0.06287214449221867,0.8600664372417237,-0.09929889427130156,True,True,True,True,False,False,1
U56,D,0.5,R3_84,0,0,BOOK,-1,25.0,17.254544079866243,431.3636019966561,0.047036098796469306,0.6228342565934141,-0.13694331297539164,0.6221667125779842,0.6264071572969978,0.056828423407580875,0.711779285506446,-0.13694331297539175,0.03526286005783841,0.5045888101347459,-0.12844891487875953,False,False,False,True,False,False,4
U56,D,0.5,R3_84,0,0,BOOK,-1,50.0,17.254544079866243,862.7272039933122,0.0028239213900438376,0.07525612456225408,-0.20365369696341484,0.0354652094123474,0.10995081722918072,0.012813182549527014,0.19552391648466488,-0.2017269329340754,-0.009178079982561593,-0.08702286897434018,-0.20365369696341484,False,False,False,False,False,False,5
U56,D,0.5,R3_84,-1,1,BOOK,-1,0.0,17.254544079866243,0.0,0.09318366934508848,1.1712975177377531,-0.12858006460361093,1.209805964083544,1.1437020770739084,0.10274251319209737,1.2289110913776289,-0.12858006460361082,0.08168346954703987,1.0970509152875625,-0.0889787108831156,True,True,True,True,False,False,1
U56,D,0.5,R3_84,-1,1,BOOK,-1,10.0,17.254544079866243,172.5454407986624,0.07448708983455776,0.9518947776151774,-0.13193415235945294,0.9747381299518441,0.936763739171854,0.08414388684938379,1.0220330902275039,-0.13193415235945305,0.06287214449221867,0.8600664372417237,-0.09929889427130156,True,True,True,True,False,False,1
U56,D,0.5,R3_84,-1,1,BOOK,-1,25.0,17.254544079866243,431.3636019966561,0.047036098796469306,0.6228342565934141,-0.13694331297539164,0.6221667125779842,0.6264071572969978,0.056828423407580875,0.711779285506446,-0.13694331297539175,0.03526286005783841,0.5045888101347459,-0.12844891487875953,False,False,False,True,False,False,4
U56,D,0.5,R3_84,-1,1,BOOK,-1,50.0,17.254544079866243,862.7272039933122,0.0028239213900438376,0.07525612456225408,-0.20365369696341484,0.0354652094123474,0.10995081722918072,0.012813182549527014,0.19552391648466488,-0.2017269329340754,-0.009178079982561593,-0.08702286897434018,-0.20365369696341484,False,False,False,False,False,False,5
U56,D,0.5,NOR3,0,0,BOOK,-1,0.0,17.73258121315342,0.0,0.08642691970712546,1.0890146445625872,-0.12861876763849733,1.133516659129645,1.0576777661319239,0.09597824830138935,1.1427861645806774,-0.12861876763849756,0.07493636000050419,1.01972091499622,-0.09707100601862284,True,True,True,True,False,False,1
U56,D,0.5,NOR3,0,0,BOOK,-1,10.0,17.73258121315342,177.3258121315342,0.06733587621521564,0.8644263066450087,-0.13215665563791612,0.8926862618830964,0.8455819080325186,0.07706441542049114,0.9333571381633374,-0.13215665563791623,0.05563627698897444,0.7733149511158073,-0.10604132801733512,False,True,True,True,False,False,2
U56,D,0.5,NOR3,0,0,BOOK,-1,25.0,17.73258121315342,443.3145303288355,0.03932226952084528,0.5275220689150317,-0.1465243158218532,0.5312153694808719,0.5275456895322217,0.04929965934519842,0.6192843380866714,-0.1465243158218511,0.027329783284584686,0.40350178968437606,-0.12432060788587962,False,False,False,True,False,False,4
U56,D,0.5,NOR3,0,0,BOOK,-1,50.0,17.73258121315342,886.629060657671,-0.005753473263345521,-0.03322530092198941,-0.2650925232730401,-0.07089879274593001,-0.001495906882414742,0.004595570330403698,0.0967373384734038,-0.21751055578895317,-0.018181649726188187,-0.2124231452198347,-0.21972140008128793,False,False,False,False,False,False,5
