panel,T_trade,chooser,pick_f,is_Sharpe,is_legs,oos_CAGR,oos_Sharpe,oos_MaxDD,spy_oos_CAGR,spy_oos_Sharpe,spy_oos_MaxDD,live_oos_CAGR,live_oos_Sharpe,live_oos_MaxDD,keep4b_full,keep4b_oos,keep4b,keep4a,keep4a_oos,bind
U56,W,C_ISSHARPE,0.15,1.1913521665672349,3,0.15941527734885286,1.2359157262590412,-0.19159109800731344,0.1525745335844091,0.8736611364726746,-0.33717289200673783,0.09455179369762767,1.276620821629499,-0.12054956914840886,True,True,True,False,False,none
U56,W,C_ISCALMAR,0.15,1.1913521665672349,3,0.15941527734885286,1.2359157262590412,-0.19159109800731344,0.1525745335844091,0.8736611364726746,-0.33717289200673783,0.09455179369762767,1.276620821629499,-0.12054956914840886,True,True,True,False,False,none
U56,W,C_ISLEGS,0.15,1.1913521665672349,3,0.15941527734885286,1.2359157262590412,-0.19159109800731344,0.1525745335844091,0.8736611364726746,-0.33717289200673783,0.09455179369762767,1.276620821629499,-0.12054956914840886,True,True,True,False,False,none
U56,W,C_ISDD,0.5,1.1082263488542727,3,0.1161538838624292,1.1745873729648484,-0.17588262453720127,0.1525745335844091,0.8736611364726746,-0.33717289200673783,0.09455179369762767,1.276620821629499,-0.12054956914840886,False,True,False,False,False,L5_CAGR
U56,M,C_ISSHARPE,0.1,1.1904842189401659,3,0.16547467039708486,1.292833538927014,-0.19117017508138012,0.1525745335844091,0.8736611364726746,-0.33717289200673783,0.09455179369762767,1.276620821629499,-0.12054956914840886,True,True,True,False,False,none
U56,M,C_ISCALMAR,0.5,1.0923251535155512,3,0.10878076843344209,1.1314853914923464,-0.1580072738395375,0.1525745335844091,0.8736611364726746,-0.33717289200673783,0.09455179369762767,1.276620821629499,-0.12054956914840886,False,True,False,False,False,L5_CAGR
U56,M,C_ISLEGS,0.1,1.1904842189401659,3,0.16547467039708486,1.292833538927014,-0.19117017508138012,0.1525745335844091,0.8736611364726746,-0.33717289200673783,0.09455179369762767,1.276620821629499,-0.12054956914840886,True,True,True,False,False,none
U56,M,C_ISDD,0.5,1.0923251535155512,3,0.10878076843344209,1.1314853914923464,-0.1580072738395375,0.1525745335844091,0.8736611364726746,-0.33717289200673783,0.09455179369762767,1.276620821629499,-0.12054956914840886,False,True,False,False,False,L5_CAGR
B136,W,C_ISSHARPE,0.15,1.2660261856125352,3,0.1571561217267694,1.241638865853647,-0.17896782744256878,0.15257181383948715,0.8736721309012504,-0.3371595330739301,0.0784728360555127,1.1016867720596069,-0.12241069123223403,True,True,True,False,False,none
B136,W,C_ISCALMAR,0.5,1.2269048881556766,4,0.11999141553981585,1.157939282205692,-0.15630023654784886,0.15257181383948715,0.8736721309012504,-0.3371595330739301,0.0784728360555127,1.1016867720596069,-0.12241069123223403,True,True,True,False,False,none
B136,W,C_ISLEGS,0.5,1.2269048881556766,4,0.11999141553981585,1.157939282205692,-0.15630023654784886,0.15257181383948715,0.8736721309012504,-0.3371595330739301,0.0784728360555127,1.1016867720596069,-0.12241069123223403,True,True,True,False,False,none
B136,W,C_ISDD,0.5,1.2269048881556766,4,0.11999141553981585,1.157939282205692,-0.15630023654784886,0.15257181383948715,0.8736721309012504,-0.3371595330739301,0.0784728360555127,1.1016867720596069,-0.12241069123223403,True,True,True,False,False,none
B136,M,C_ISSHARPE,0.15,1.2600465434611963,3,0.1584222431340152,1.2563357468355307,-0.17739872878914453,0.15257181383948715,0.8736721309012504,-0.3371595330739301,0.0784728360555127,1.1016867720596069,-0.12241069123223403,True,True,True,False,False,none
B136,M,C_ISCALMAR,0.5,1.2125900712680369,4,0.0970475638177224,1.1578017542373613,-0.15725388176606614,0.15257181383948715,0.8736721309012504,-0.3371595330739301,0.0784728360555127,1.1016867720596069,-0.12241069123223403,True,False,False,False,False,none
B136,M,C_ISLEGS,0.5,1.2125900712680369,4,0.0970475638177224,1.1578017542373613,-0.15725388176606614,0.15257181383948715,0.8736721309012504,-0.3371595330739301,0.0784728360555127,1.1016867720596069,-0.12241069123223403,True,False,False,False,False,none
B136,M,C_ISDD,0.5,1.2125900712680369,4,0.0970475638177224,1.1578017542373613,-0.15725388176606614,0.15257181383948715,0.8736721309012504,-0.3371595330739301,0.0784728360555127,1.1016867720596069,-0.12241069123223403,True,False,False,False,False,none
