panel,book,family,gross,CAGR,Sharpe,MaxDD,H1,H2,OOS_Sharpe,DD_ratio,CAGR_ratio,Calmar_ratio,n_fail,leg_H1,leg_H2,leg_OOS,leg_DD,leg_CAGR,fails,sole
U56,BAND0.00,BAND,0.5,0.05332669936004719,1.1710062307068638,-0.07986181794198399,1.1966765230163845,1.150626732508573,1.2569920866804178,0.23685740056922203,0.3528924792299947,1.4898942502193897,1,True,True,True,True,False,CAGR,CAGR
U56,BAND0.00,BAND,0.75,0.08024223638696437,1.1709948512142576,-0.11849960334222964,1.197292405064945,1.150086616200109,1.2565197509894517,0.3514509028145864,0.5310075830189182,1.5109011778497545,1,True,True,True,True,False,CAGR,CAGR
U56,BAND0.00,BAND,1.0,0.1072826389477688,1.1708574914355319,-0.15627883436350165,1.1977879054617133,1.1494177241027559,1.2559129478853748,0.4634980698563276,0.7099489916111136,1.531719413267847,0,True,True,True,True,True,PASS,
U56,BAND0.03,BAND,0.5,0.05626815114476402,1.2070352015432195,-0.0786657294129115,1.2395302991020507,1.1813044231628598,1.2840258864827323,0.233309992970104,0.37235770444177496,1.5959783792436542,1,True,True,True,True,False,CAGR,CAGR
U56,BAND0.03,BAND,0.75,0.08473605232348302,1.207001132005559,-0.11686570684742059,1.240187834481115,1.1807056442784338,1.2834779596459553,0.3466050266933995,0.5607456666819294,1.6178232382589037,1,True,True,True,True,False,CAGR,CAGR
U56,BAND0.03,BAND,1.0,0.1133811587071405,1.206833777303351,-0.15430636922718532,1.240717601143724,1.1799720640159546,1.2827895128014002,0.45764805320330454,0.7503062944883695,1.639483199451206,0,True,True,True,True,True,PASS,
U56,BAND0.08,BAND,0.5,0.0557377366928995,1.1537385161663158,-0.09514863474911384,1.2487765783061398,1.0754505190918746,1.175813222554139,0.28219565839031263,0.3688476565073602,1.3070635409889857,1,True,True,True,True,False,CAGR,CAGR
U56,BAND0.08,BAND,0.75,0.0838712531762067,1.1534435252759003,-0.14103194783095196,1.2493229275248763,1.0746150097537688,1.174954979098732,0.41827823885401966,0.5550228089243578,1.3269225060452223,1,True,True,True,True,False,CAGR,CAGR
U56,BAND0.08,BAND,1.0,0.11213145163556071,1.1530025256217609,-0.18578485191163996,1.249735598975182,1.073638589975659,1.1739426890676983,0.55100820671145,0.7420362865543803,1.3466882661930428,0,True,True,True,True,True,PASS,
U56,TOPN10,TOPN,0.5,0.08730449124006645,0.9385149612929512,-0.118872633539434,0.9355574788894003,0.9467413785092356,0.9904764448697809,0.35255725081818223,0.577742457930986,1.6387195458048724,2,False,True,True,True,False,"H1,CAGR",
U56,TOPN10,TOPN,0.75,0.13036044174301886,0.940311104679786,-0.17538173356699627,0.9372548744185719,0.9486361036035474,0.9924838792431591,0.5201542187554493,0.8626676698966524,1.6584844240247065,1,False,True,True,True,True,H1,H1
U56,TOPN10,TOPN,1.0,0.17270289015679574,0.9418395206449969,-0.2299525071637899,0.9386683065619809,0.9502804894386906,0.9942324477003546,0.6820024199894591,1.1428712410293673,1.6757583368209037,2,False,True,True,False,True,"H1,DD",
U56,TOPN20,TOPN,0.5,0.08455231342871783,1.095075069488364,-0.12310414065505748,1.1037448560663887,1.0935753803823383,1.164215190785621,0.3651072252831367,0.5595297640499872,1.5325080559993791,1,True,True,True,True,False,CAGR,CAGR
U56,TOPN20,TOPN,0.75,0.1270980510263504,1.0955183369817467,-0.18149196731676864,1.1040252331762024,1.094202367275779,1.164821251625664,0.5382761964431195,0.8410786129694842,1.562540975297172,0,True,True,True,True,True,PASS,
U56,TOPN20,TOPN,1.0,0.16961723828372488,1.0956675645917198,-0.23779026014740512,1.1040003029472623,1.094550374554933,1.1651362276866097,0.7052479438936529,1.122451763495671,1.5915704160704793,1,True,True,True,False,True,DD,DD
U56,TOPN50,TOPN,0.5,0.051876194780906326,1.1247405820570198,-0.07925506836029206,1.098886995741502,1.1510204052986468,1.2534048428643738,0.23505787818894744,0.34329368231943663,1.4604644820433783,1,True,True,True,True,False,CAGR,CAGR
U56,TOPN50,TOPN,0.75,0.07798256145972915,1.1246939124656954,-0.11759896897361033,1.0994987784203722,1.1503960952334462,1.2528358656463405,0.3487797650805388,0.5160540551070945,1.4795986085601307,1,True,True,True,True,False,CAGR,CAGR
