panel,n,gate,turnover,exposure,gross,full_CAGR,full_Sharpe,full_MaxDD,h1_CAGR,h1_Sharpe,h1_MaxDD,h2_CAGR,h2_Sharpe,h2_MaxDD,oos_CAGR,oos_Sharpe,oos_MaxDD,is__CAGR,is__Sharpe,is__MaxDD,a_H1,a_H2,a_DD,b_H1,b_H2,b_OOS,b_DD,b_CAGR,pass4a,pass4b,fail4b
U56,5,BOTH,2.994541240112701,0.7503709529845911,0.75,0.17793757695658097,0.9845779852208087,-0.2585359705801561,0.19810737483698682,1.1946871113185662,-0.24238284139504873,0.15810733190347626,0.82659164077933,-0.2585359705801561,0.17000779023074886,0.8979211902800313,-0.2585359705801552,0.18764660078193307,1.1166676040346908,-0.24238284139504873,False,False,False,True,True,True,False,True,False,False,DD
U56,5,MA,2.9423581984970295,0.7504983857089954,0.75,0.22524582614703337,1.0991908352041002,-0.2705955609571652,0.22487552628500196,1.2696949102097792,-0.24238284139504873,0.225616237956757,0.9943183539978429,-0.27059556095716475,0.22676746284023142,1.0186720310838409,-0.27059556095716475,0.22339920252963097,1.25002085534046,-0.24238284139504873,True,False,False,True,True,True,False,True,False,False,DD
U56,5,VOL,2.975711030764204,0.750389964882171,0.75,0.1868762515245448,1.023480253872976,-0.2585359705801563,0.20260232809772583,1.2171076233400593,-0.24238284139504873,0.17135582022462414,0.8800165733594283,-0.25853597058015587,0.1822009085725489,0.9477353100737864,-0.25853597058015587,0.1925828415040709,1.140955391537187,-0.24238284139504873,False,False,False,True,True,True,False,True,False,False,DD
U56,5,NONE,2.928525161583719,0.7505029132829296,0.75,0.22841065560213747,1.110538947338123,-0.27059556095716486,0.23121144454853004,1.2951927090230313,-0.24238284139504873,0.225616237956757,0.9943183539978429,-0.27059556095716475,0.22676746284023142,1.0186720310838409,-0.27059556095716475,0.23041050295250098,1.278080059451384,-0.24238284139504873,True,False,False,True,True,True,False,True,False,False,DD
U56,10,BOTH,2.9102408088753733,0.750360643136067,0.75,0.16989393351160098,1.102125285006788,-0.20771054445737913,0.17877104890816664,1.233065488884459,-0.18713954292777546,0.16108367009433788,0.9943300349821675,-0.20771054445737935,0.17560887511881296,1.0889536729651967,-0.2077105444573789,0.16298625220874774,1.1239474655815689,-0.18713954292777546,False,False,False,True,True,True,False,True,False,False,DD
U56,10,MA,2.8806447937997532,0.7504300284364606,0.75,0.20190074747865205,1.2348924556616436,-0.2235858384596825,0.1941124070679776,1.3655247879346482,-0.14705146658792412,0.20973988565844248,1.1542787848129308,-0.22358583845968294,0.22137203410556716,1.2337000757375343,-0.22358583845968305,0.1786556807578057,1.2568689838122566,-0.14705146658792412,True,False,False,True,True,True,False,True,False,False,DD
U56,10,VOL,2.7211944186523347,0.7503456470885045,0.75,0.16101312786347854,1.0605063838591524,-0.19648117633344875,0.1677256794547919,1.2319266608077757,-0.16734325770229508,0.15433916268818715,0.9376898708615716,-0.1964811763334483,0.1684056216178489,1.034800859993279,-0.19648117633344808,0.15209235319008974,1.1084622606849561,-0.16734325770229508,False,False,False,True,True,True,True,True,False,True,NONE
U56,10,NONE,2.6983515047902915,0.7504175510290849,0.75,0.185002705406202,1.1317238770679494,-0.20463397658911042,0.18165735352423984,1.278233229416416,-0.16734325770229486,0.18835752820558405,1.039285945647398,-0.20463397658911087,0.19991177224908885,1.1162807469470222,-0.20463397658911053,0.16713363851659224,1.1749855383533592,-0.16734325770229486,True,False,False,True,True,True,False,True,False,False,DD
U56,12,BOTH,2.9193516695673067,0.7503717016565914,0.75,0.17613623948698787,1.1671196951869587,-0.20169231264867704,0.1773210613560685,1.277676517854366,-0.16104840659377873,0.1749526099883718,1.0826844929636577,-0.20169231264867682,0.18714415997301903,1.1698943117560725,-0.2016923126486766,0.1628962022540119,1.1696873607632179,-0.16104840659377873,True,False,False,True,True,True,True,True,False,True,NONE
U56,12,MA,2.855499932571538,0.750395290096014,0.75,0.18276195076093615,1.1709444400345075,-0.21705294168153844,0.1697756174562337,1.243361371655071,-0.16081948040236804,0.19589245261402022,1.130712956501396,-0.217052941681538,0.2063777227919854,1.2069909475698104,-0.21705294168153821,0.15468435389776647,1.132842561118311,-0.16081948040236804,True,False,False,True,True,True,False,True,False,False,DD
U56,12,VOL,2.58727968988302,0.7503256004645462,0.75,0.15371187210596626,1.0465500476675211,-0.21772958552484933,0.155343591907114,1.1796834222508978,-0.15982755565940454,0.15208245682230426,0.9524122780479386,-0.21772958552484922,0.1673984266727777,1.0614654579175122,-0.21772958552484933,0.1372951366358166,1.0339861022361272,-0.15982755565940454,False,False,False,True,True,True,False,True,False,False,DD
U56,12,NONE,2.5648449159067943,0.750384840098886,0.75,0.17200631238021113,1.0839014294589402,-0.21772958552485,0.16819303634508231,1.2262309682753898,-0.15982755565940454,0.1758320359078931,0.9961775353728322,-0.21772958552484922,0.18917636328935994,1.085209513449291,-0.21772958552484967,0.15147381693501671,1.1008432462710795,-0.15982755565940454,False,False,False,True,True,True,False,True,False,False,DD
U56,15,BOTH,2.9249548076336698,0.7503573407977846,0.75,0.1706567433587769,1.1675385661685824,-0.20144579389406292,0.16288535607056298,1.2595582596358081,-0.1447823553644495,0.178480065655088,1.1090861149743518,-0.20144579389406303,0.18871877652037616,1.1893551717984185,-0.20144579389406259,0.14907592608615072,1.1485292319546603,-0.1447823553644495,True,False,False,True,True,True,True,True,False,True,NONE
U56,15,MA,2.8586916388367585,0.7503569123918625,0.75,0.1723226774866422,1.159226420550438,-0.20421291847120138,0.17407612653835436,1.346711913297221,-0.15166879573505088,0.17057184716084417,1.0366830832116147,-0.20421291847120138,0.18092564697591684,1.1156179345308601,-0.20421291847120182,0.16195226245733418,1.2457955408432884,-0.15166879573505088,True,False,False,True,True,True,False,True,False,False,DD
U56,15,VOL,2.449530001784927,0.7503096522701468,0.75,0.14855609671035164,1.0688490106190827,-0.21583619839788326,0.14796060873841288,1.1849150581048278,-0.15407336413705253,0.14915189358306735,0.9868045742281645,-0.2158361983978837,0.16289480107207388,1.0926913412615287,-0.2158361983978837,0.13136880092108028,1.0431414350131012,-0.15407336413705253,False,False,False,True,True,True,False,True,False,False,DD
U56,15,NONE,2.3891807358028543,0.7503562754443731,0.75,0.16363484657813143,1.0952623447114025,-0.2158361983978837,0.15691736027640912,1.2110653008494878,-0.15407336413705264,0.17039133706784781,1.0251005497544616,-0.2158361983978837,0.18287278947666974,1.1160149037652625,-0.21583619839788382,0.1406766571204232,1.0805607205734327,-0.15407336413705264,False,False,False,True,True,True,False,True,False,False,DD
U56,20,BOTH,2.7551322078761635,0.7503311865692482,0.75,0.15714672654911843,1.1479799954464627,-0.19127561830465023,0.1498542304081545,1.2126871756821322,-0.13952273332906917,0.16448547246554002,1.1050095733306262,-0.19127561830465045,0.1716196082191408,1.1759465345181017,-0.19127561830465023,0.13979903866882748,1.115763519905964,-0.13952273332906917,False,False,False,True,True,True,True,True,False,True,NONE
U56,20,MA,2.6952531817076406,0.7503271069827167,0.75,0.1579334237463934,1.1305858511209772,-0.1992647665048436,0.15200276220333353,1.2262361943907572,-0.15074055141628728,0.1638946171141087,1.0681726395670887,-0.19926476650484382,0.17235296423592716,1.1434889926111864,-0.1992647665048436,0.14064864116753317,1.1229174919089264,-0.15074055141628728,False,False,False,True,True,True,True,True,False,True,NONE
U56,20,VOL,2.2241919685344227,0.7503008455608342,0.75,0.14739268324811605,1.1346256101849712,-0.2006267563628511,0.15580551769497353,1.285209345088478,-0.13782945751524844,0.13904108382942404,1.0121740890242512,-0.20062675636285232,0.15187072975593008,1.1230498772954836,-0.20062675636285188,0.1419741788612885,1.1531714101121076,-0.13782945751524844,True,False,False,True,True,True,True,True,False,True,NONE
U56,20,NONE,2.1243221718208933,0.7503309646817662,0.75,0.15940867696025118,1.1531288299541536,-0.2006267563628521,0.16077497881978453,1.292347453395975,-0.13782945751524833,0.1580439833200591,1.052785633544207,-0.20062675636285232,0.1691824634369654,1.1463202306307954,-0.20062675636285165,0.1476410262514778,1.171514886420407,-0.13782945751524833,True,False,False,True,True,True,True,True,False,True,NONE
U56,25,BOTH,2.6104103761574824,0.7503039712618466,0.75,0.14624201486729937,1.115557535134681,-0.22973626487506027,0.14174118360551202,1.2135301247588335,-0.1465058644613495,0.15076058875091536,1.049898877837595,-0.22973626487506027,0.15953418547823928,1.133030596732196,-0.22973626487506027,0.13029367974675932,1.0998122327721596,-0.1465058644613495,False,False,False,True,True,True,False,True,False,False,DD
U56,25,MA,2.631948161399898,0.7503114358762879,0.75,0.15133369435398092,1.149035904560054,-0.19831120221703458,0.14124788349037276,1.203104405480905,-0.14897409764839165,0.16150863886002353,1.1174768381455544,-0.19831120221703458,0.1685975204445933,1.1912572184232595,-0.19831120221703447,0.13069681638857755,1.0976125906462986,-0.14897409764839165,False,False,False,True,True,True,True,True,False,True,NONE
U56,25,VOL,2.1018874025439445,0.7502733484583731,0.75,0.1383398456681746,1.1081077305825218,-0.19080270313157943,0.1499389761805905,1.2794564911918935,-0.13028369232112302,0.12685771251947142,0.9662767548838879,-0.1908027031315791,0.13833082423247367,1.0727175214580364,-0.19080270313157877,0.13835080903380503,1.1572234219982718,-0.13028369232112302,True,False,False,True,True,True,True,True,False,True,NONE
U56,25,NONE,1.9116171479702873,0.7503038491754237,0.75,0.14970603606296584,1.1332122644631155,-0.19080270313157888,0.15275861951291558,1.2742969528270212,-0.13028369232112347,0.146661536062197,1.028272841301664,-0.1908027031315791,0.15698429839291417,1.1220251987785377,-0.19080270313157865,0.14092275330079085,1.1553900708910811,-0.13028369232112347,True,False,False,True,True,True,True,True,False,True,NONE
U56,30,BOTH,2.5115583688250367,0.7503016578347329,0.75,0.14533784407427497,1.1447142970000956,-0.2207393564442267,0.13745603488706992,1.2278822592558516,-0.14620021430041152,0.15327426892499374,1.0934893123830065,-0.2207393564442267,0.15980449449807077,1.1667122859523231,-0.2207393564442267,0.12799996681453907,1.1236236575135785,-0.14620021430041152,False,False,False,True,True,True,False,True,False,False,DD
