panel,anchor,ladder,chooser,pick_H,anchor_H,reach_anchor,pick_OOS_S,anchor_OOS_S,delta_vs_anchor,ladder_mean_OOS_S,best_OOS_S,worst_OOS_S,regret_vs_best,spy_OOS_S,pick_OOS_CAGR,pick_OOS_DD,anchor_OOS_CAGR,anchor_OOS_DD,spy_OOS_CAGR,spy_OOS_DD,rank_IS_OOS,pick_keep4b,pick_fail4b,pick_keep4a,pick_fail4a,pick_keep4b_oos,anchor_keep4b
U56,A,H_FINE7,CH_ISSHARPE,378,126,0,1.03463289321641,1.1690155684196564,-0.13438267520324643,1.1128371103143595,1.1966138497404248,1.03463289321641,0.1619809565240149,0.8747033226162612,0.15380817147965753,-0.21654174599365128,0.17042230856703666,-0.19127563591226404,0.1527838188994346,-0.3371726770846233,-0.35714285714285715,False,L_DD,False,"A_H2,A_DD",False,True
U56,A,H_FINE7,CH_ISCAGR,378,126,0,1.03463289321641,1.1690155684196564,-0.13438267520324643,1.1128371103143595,1.1966138497404248,1.03463289321641,0.1619809565240149,0.8747033226162612,0.15380817147965753,-0.21654174599365128,0.17042230856703666,-0.19127563591226404,0.1527838188994346,-0.3371726770846233,-0.35714285714285715,False,L_DD,False,"A_H2,A_DD",False,True
U56,A,H_FINE7,CH_ISDD,378,126,0,1.03463289321641,1.1690155684196564,-0.13438267520324643,1.1128371103143595,1.1966138497404248,1.03463289321641,0.1619809565240149,0.8747033226162612,0.15380817147965753,-0.21654174599365128,0.17042230856703666,-0.19127563591226404,0.1527838188994346,-0.3371726770846233,-0.35714285714285715,False,L_DD,False,"A_H2,A_DD",False,True
U56,A,H_1260_4,CH_ISSHARPE,252,126,0,1.1966138497404248,1.1690155684196564,0.02759828132076847,1.1476539110485133,1.1966138497404248,1.1065464462272472,0.0,0.8747033226162612,0.17359942687788488,-0.21843527860630374,0.17042230856703666,-0.19127563591226404,0.1527838188994346,-0.3371726770846233,0.7999999999999998,False,L_DD,False,"A_H1,A_H2,A_DD",False,True
U56,A,H_1260_4,CH_ISCAGR,252,126,0,1.1966138497404248,1.1690155684196564,0.02759828132076847,1.1476539110485133,1.1966138497404248,1.1065464462272472,0.0,0.8747033226162612,0.17359942687788488,-0.21843527860630374,0.17042230856703666,-0.19127563591226404,0.1527838188994346,-0.3371726770846233,0.7999999999999998,False,L_DD,False,"A_H1,A_H2,A_DD",False,True
U56,A,H_1260_4,CH_ISDD,21,126,0,1.1184397798067252,1.1690155684196564,-0.050575788612931216,1.1476539110485133,1.1966138497404248,1.1065464462272472,0.07817406993369969,0.8747033226162612,0.15411578085439204,-0.20241628648552012,0.17042230856703666,-0.19127563591226404,0.1527838188994346,-0.3371726770846233,0.7999999999999998,False,L_DD,False,"A_H1,A_H2,A_DD",False,True
U56,B,H_FINE7,CH_ISSHARPE,378,63,0,1.174641730718506,1.0222691173123764,0.15237261340612962,1.049736540636827,1.174641730718506,0.8677921130534038,0.0,0.8747033226162612,0.14014678220209742,-0.16509479597940857,0.1187423494236457,-0.1926002722543556,0.1527838188994346,-0.3371726770846233,0.14285714285714285,True,-,False,"A_H2,A_DD",True,True
U56,B,H_FINE7,CH_ISCAGR,378,63,0,1.174641730718506,1.0222691173123764,0.15237261340612962,1.049736540636827,1.174641730718506,0.8677921130534038,0.0,0.8747033226162612,0.14014678220209742,-0.16509479597940857,0.1187423494236457,-0.1926002722543556,0.1527838188994346,-0.3371726770846233,0.14285714285714285,True,-,False,"A_H2,A_DD",True,True
U56,B,H_FINE7,CH_ISDD,42,63,0,1.063078090310802,1.0222691173123764,0.04080897299842556,1.049736540636827,1.174641730718506,0.8677921130534038,0.11156364040770406,0.8747033226162612,0.13018817985166042,-0.20956720983531196,0.1187423494236457,-0.1926002722543556,0.1527838188994346,-0.3371726770846233,0.14285714285714285,False,L_DD,False,"A_H2,A_DD",False,True
U56,B,H_1260_4,CH_ISSHARPE,252,63,0,1.0709922958579627,1.0222691173123764,0.04872317854558639,1.0606609625937697,1.0765275209150351,1.0222691173123764,0.005535225057072379,0.8747033226162612,0.13088009219828933,-0.15415326401954033,0.1187423494236457,-0.1926002722543556,0.1527838188994346,-0.3371726770846233,0.3999999999999999,True,-,False,"A_H1,A_H2,A_DD",True,True
U56,B,H_1260_4,CH_ISCAGR,126,63,0,1.0765275209150351,1.0222691173123764,0.05425840360265877,1.0606609625937697,1.0765275209150351,1.0222691173123764,0.0,0.8747033226162612,0.13101216686199924,-0.19091867036500565,0.1187423494236457,-0.1926002722543556,0.1527838188994346,-0.3371726770846233,0.3999999999999999,True,-,False,"A_H2,A_DD",True,True
