panel,is_p,is_L,is_Sharpe,oCAGR,oSharpe,oMaxDD,keep4b_oos,keep4a_oos,oleg_H1,oleg_H2,oleg_DD,oleg_CAGR,anchor_oCAGR,anchor_oSharpe,anchor_oMaxDD,d_oSharpe_vs_anchor,t_oSharpe_vs_anchor,spy_oSharpe,spy_oCAGR,spy_oMaxDD,live_oSharpe,live_oMaxDD
U56,0.0,20,1.1157631659166949,0.17323365236641464,1.185677704201696,-0.19127562163086187,True,False,True,True,True,True,0.17323365236641464,1.185677704201696,-0.19127562163086187,0.0,,0.8738401470547136,0.1525745335844091,-0.33717289200673783,1.2768823974588255,-0.12054956914840886
B136,0.0,20,1.1391139987864045,0.16187458516000497,1.017953764504917,-0.2074018763117904,False,False,True,True,False,True,0.16187458516000497,1.017953764504917,-0.2074018763117904,0.0,,0.8738511437360154,0.15257181383948715,-0.3371595330739301,1.1019125044197382,-0.12241069123223403
SMALL,2.0,20,0.8204559289952214,0.08568563180322597,0.5580669790090618,-0.3260541665867567,False,False,False,False,False,False,0.06698806653983369,0.4398469302655508,-0.3651051671527562,0.118220048743511,1.3968099720126315,0.8738401470547136,0.1525745335844091,-0.33717289200673783,0.6473415936678043,-0.12480015905893527
