panel,cost_bps,chooser,pick_cap,pick_gross,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,base_OOS_CAGR,base_OOS_Sharpe,base_OOS_MaxDD,spy_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_MaxDD,oos4b_H1H2OOS_DD_CAGR,pick_is_INF
U56,0.0,C_ISSHARPE,0.020,0.75,0.1309040143564142,1.3618155641594047,-0.1476499108905982,0.09455896847608769,1.2767122316543114,-0.12054941914043871,0.15286966214114894,0.8750760816641813,-0.33717256724185307,True,False
U56,0.0,C_ISCALMAR,0.100,0.75,0.1404034038595945,1.2593125372001799,-0.1727476623382087,0.09455896847608769,1.2767122316543114,-0.12054941914043871,0.15286966214114894,0.8750760816641813,-0.33717256724185307,True,False
U56,10.0,C_ISSHARPE,0.020,0.75,0.1269552160475933,1.3242966750305414,-0.14809067435672707,0.09455896847608769,1.2767122316543114,-0.12054941914043871,0.15286966214114894,0.8750760816641813,-0.33717256724185307,True,False
U56,10.0,C_ISCALMAR,0.100,0.75,0.13542282512740322,1.2187061873339133,-0.17392254103492855,0.09455896847608769,1.2767122316543114,-0.12054941914043871,0.15286966214114894,0.8750760816641813,-0.33717256724185307,True,False
U56,25.0,C_ISSHARPE,0.020,0.75,0.12105675856507037,1.2679045820399604,-0.14875166079214053,0.09455896847608769,1.2767122316543114,-0.12054941914043871,0.15286966214114894,0.8750760816641813,-0.33717256724185307,True,False
U56,25.0,C_ISCALMAR,0.100,0.75,0.12799072553750523,1.1577060687660972,-0.1756831933259595,0.09455896847608769,1.2767122316543114,-0.12054941914043871,0.15286966214114894,0.8750760816641813,-0.33717256724185307,True,False
U56,50.0,C_ISSHARPE,0.020,0.75,0.11129161715744318,1.1736655499949264,-0.1498528815064456,0.09455896847608769,1.2767122316543114,-0.12054941914043871,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,False
U56,50.0,C_ISCALMAR,0.060,0.75,0.11561433206191851,1.0743339999843657,-0.1786131738559582,0.09455896847608769,1.2767122316543114,-0.12054941914043871,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,False
B136,0.0,C_ISSHARPE,0.015,0.75,0.12041840957916072,1.150267589005895,-0.16605233181474677,0.07847283605551292,1.1016867720596069,-0.12241069123223403,0.15257181383948715,0.8736721309012504,-0.3371595330739301,True,False
B136,0.0,C_ISCALMAR,0.020,0.75,0.12186816399359124,1.1392361336091135,-0.166052331814747,0.07847283605551292,1.1016867720596069,-0.12241069123223403,0.15257181383948715,0.8736721309012504,-0.3371595330739301,True,False
B136,10.0,C_ISSHARPE,0.015,0.75,0.11524960870490153,1.1053250447515872,-0.16663605360180456,0.07847283605551292,1.1016867720596069,-0.12241069123223403,0.15257181383948715,0.8736721309012504,-0.3371595330739301,True,False
B136,10.0,C_ISCALMAR,0.020,0.75,0.11650054279398891,1.0935817708519635,-0.17096216935248365,0.07847283605551292,1.1016867720596069,-0.12241069123223403,0.15257181383948715,0.8736721309012504,-0.3371595330739301,True,False
B136,25.0,C_ISSHARPE,0.015,0.75,0.10753921313561854,1.0378098417311061,-0.1675113773008159,0.07847283605551292,1.1016867720596069,-0.12241069123223403,0.15257181383948715,0.8736721309012504,-0.3371595330739301,True,False
B136,25.0,C_ISCALMAR,0.020,0.75,0.10849512786676252,1.0250054022590873,-0.1793470044898402,0.07847283605551292,1.1016867720596069,-0.12241069123223403,0.15257181383948715,0.8736721309012504,-0.3371595330739301,True,False
B136,50.0,C_ISSHARPE,DG,0.75,0.07230542507214532,1.0157042105446064,-0.1306040811360193,0.07847283605551292,1.1016867720596069,-0.12241069123223403,0.15257181383948715,0.8736721309012504,-0.3371595330739301,False,False
B136,50.0,C_ISCALMAR,0.020,0.75,0.09527458603872074,0.9105523613820905,-0.193140200371554,0.07847283605551292,1.1016867720596069,-0.12241069123223403,0.15257181383948715,0.8736721309012504,-0.3371595330739301,False,False
SMALL,0.0,C_ISSHARPE,DG,0.75,0.05042337864990065,0.7326005921351778,-0.12865915882845458,0.036280008883579296,0.5446624091592769,-0.14161687822607494,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,False
SMALL,0.0,C_ISCALMAR,DG,0.75,0.05042337864990065,0.7326005921351778,-0.12865915882845458,0.036280008883579296,0.5446624091592769,-0.14161687822607494,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,False
SMALL,10.0,C_ISSHARPE,DG,0.75,0.046665207822615296,0.6818395848586469,-0.13486317181560603,0.036280008883579296,0.5446624091592769,-0.14161687822607494,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,False
SMALL,10.0,C_ISCALMAR,DG,0.75,0.046665207822615296,0.6818395848586469,-0.13486317181560603,0.036280008883579296,0.5446624091592769,-0.14161687822607494,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,False
