N,n_stateful,n_stateless,sd_stateful,sd_stateless,diff,p_one_sided,amp_significant
10,12,20,0.06608629692622169,0.012685255438018472,0.05340104148820321,0.0044995500449955,True
20,12,20,0.04840741393448614,0.008713733522632083,0.03969368041185405,0.0051994800519948,True
40,12,20,0.03277360706250677,0.00551944164807229,0.027254165414434477,0.0045995400459954,True
80,12,20,0.025500654341293453,0.0041354933232056875,0.021365161018087764,0.004199580041995801,True
