scheme,m,gbar,cap_Sharpe,matched_parent_Sharpe,dSharpe,cap_CAGR,matched_parent_CAGR,dCAGR_pp
JSON4,2,0.25093071588314936,1.1265245550325487,1.1873171164500331,-0.06079256141748446,0.051400407621503996,0.04807380799382033,0.33265996276836685
JSON4,3,0.3714227250867909,1.127968274371423,1.1887482766057762,-0.0607800022343532,0.069072615163277,0.07148152399322982,-0.2408908829952816
JSON4,4,0.48766957566526015,1.0827226109619263,1.190098522052212,-0.10737591109028566,0.08120819004316981,0.09425363074597626,-1.3045440702806443
JSON4,5,0.5995531009479788,1.0806178256203793,1.191366675463396,-0.1107488498430167,0.09491252222441937,0.11633892517803157,-2.14264029536122
JSON4,6,0.6152685406553764,1.092011655957982,1.191542452574615,-0.099530796616633,0.1046932397739404,0.11945387025247789,-1.4760630478537484
JSON4,8,0.6227487905534073,1.1730543829449356,1.191625894906639,-0.01857151196170337,0.12014703804275184,0.12093760844894308,-0.07905704061912378
JSON4,10,0.6249454075342477,1.1924673993114892,1.1916503782740226,0.0008170210374665032,0.12484688979034675,0.12137344956450957,0.34734402258371766
JSON4,20,0.625700495116613,1.1919288359130171,1.191658791708164,0.00027004420485310376,0.12634888681464518,0.12152328389778311,0.48256029168620707
SLEEVE2,2,0.13025008315431624,1.0093820978358246,1.1858520359592155,-0.17646993812339096,0.03305946572808227,0.024837251754313838,0.8222213973768433
SLEEVE2,3,0.1948548003879824,1.0822282562176955,1.186640429653902,-0.10441217343620646,0.04686842878529163,0.037250300770703015,0.9618128014588612
SLEEVE2,4,0.2586941451042226,1.0620905273427896,1.1874102054499687,-0.12531967810717903,0.05666849209672997,0.049575821855592395,0.7092670241137577
SLEEVE2,5,0.32180214545079927,1.100903058906193,1.1881628048751371,-0.08725974596894415,0.06900891477905802,0.061817231834105035,0.7191682944952982
SLEEVE2,6,0.3836643661842482,1.0983145816492872,1.1888918386831797,-0.09057725703389252,0.07890671805864513,0.07387097301781864,0.5035745040826489
SLEEVE2,8,0.5038102839683424,1.1797122643575555,1.1902833003448758,-0.010571035987320343,0.10506738688681172,0.09742973064350213,0.7637656243309587
SLEEVE2,10,0.618905356804373,1.2266733998000603,1.191583036658329,0.035090363141731196,0.12888934002584218,0.12017516024955155,0.8714179776290631
SLEEVE2,20,0.625700495116613,1.1919288359130171,1.191658791708164,0.00027004420485310376,0.12634888681464518,0.12152328389778311,0.48256029168620707
