leg,among_rows,among_files,alone_rows,alone_files
H1,0.5161729226624212,0.43871963395921976,0.00854326128222399,0.020011431899719396
H2,0.5776976302737126,0.5291501329487022,0.003387422693037781,0.01652217486159022
OOS,0.5368611842508113,0.4645635174970494,0.00013226379278672465,6.891805628433825e-05
DD,0.5833274141203846,0.6090880796904012,0.15104770069193557,0.19266259010632064
CAGR,0.6875157675586309,0.615061520568786,0.1694850284734554,0.19641033607433975
