legset,wstart,cost,kind,panel,book,gross,cadence,binding,rec_h1,rec_h2,disj_h1,disj_h2,spy_h1,spy_h2
REC5,2010-01-01,0.0,DESTROYED,U56,BAND03,1.0,W,L_H1,1.2578040616370463,1.2000238339692015,0.7894757939390974,1.260097506035448,0.805175752810617,0.9465922474525762
REC5,2010-01-01,0.0,DESTROYED,U56,BAND03,1.0,M,L_H1,1.235527009056482,1.151673645154306,0.7752622223435272,1.2633016825191248,0.805175752810617,0.9465922474525762
REC5,2010-01-01,0.0,CREATED,B136,TOP10,0.5,W,L_H2,1.2310391993252727,0.7978264761884378,1.0330060053389645,1.2644754854826465,0.8052040488851979,0.9465928783573782
REC5,2010-01-01,0.0,CREATED,B136,TOP10,0.65,W,L_H2,1.2319948159549496,0.800349639571548,1.0337606914804252,1.265579420991312,0.8052040488851979,0.9465928783573782
REC5,2010-01-01,5.0,DESTROYED,U56,TOP10,0.65,W,L_H1,0.9693960522991943,0.9864965197104446,0.7316901652744561,1.1584602528623182,0.805175752810617,0.9465922474525762
REC5,2010-01-01,5.0,DESTROYED,U56,TOP10,0.75,W,L_H1,0.969948971176093,0.9871451342940165,0.7319295126060369,1.1594762449135279,0.805175752810617,0.9465922474525762
REC5,2010-01-01,5.0,DESTROYED,U56,EWELIG,0.75,W,L_H1,1.1145758236286654,1.0638456669824974,0.7957001347061785,1.0924359617050887,0.805175752810617,0.9465922474525762
REC5,2010-01-01,5.0,DESTROYED,U56,BAND03,1.0,W,L_H1,1.2452697883583668,1.1876208405162234,0.7760295941521757,1.2468110130375516,0.805175752810617,0.9465922474525762
REC5,2010-01-01,5.0,DESTROYED,U56,BAND03,1.0,M,L_H1,1.2272782206785655,1.143585569632774,0.7666442902091382,1.2543847695443733,0.805175752810617,0.9465922474525762
REC5,2010-01-01,5.0,CREATED,U56,TOP5,0.5,W,L_H1,0.9543810593167873,1.043628839386752,0.9020930467856817,1.0430347559135937,0.805175752810617,0.9465922474525762
REC5,2010-01-01,5.0,CREATED,U56,TOP5,0.65,W,L_H1,0.9556792864327821,1.0458149645440935,0.9013625209214655,1.045886279840011,0.805175752810617,0.9465922474525762
REC5,2010-01-01,10.0,DESTROYED,U56,TOP20,0.65,W,L_H1,1.0936596428878476,1.0905087532400037,0.7978392352373248,1.092989712553162,0.805175752810617,0.9465922474525762
REC5,2010-01-01,10.0,DESTROYED,U56,TOP20,0.75,W,L_H1,1.0937243021178327,1.090716772740829,0.7978238485322988,1.0932445784240932,0.805175752810617,0.9465922474525762
REC5,2010-01-01,10.0,DESTROYED,U56,BAND03,1.0,W,L_H1,1.2327298000774998,1.175212848927804,0.7625792096919621,1.2335213857034262,0.805175752810617,0.9465922474525762
REC5,2010-01-01,10.0,DESTROYED,U56,BAND03,1.0,M,L_H1,1.2190191302185007,1.1354892090423656,0.7580192426510277,1.245458620956066,0.805175752810617,0.9465922474525762
REC5,2010-01-01,10.0,CREATED,U56,TOP5,0.5,W,L_H1,0.8997391175539375,0.9974360424649478,0.8392157709305943,0.9982743962575887,0.805175752810617,0.9465922474525762
REC5,2010-01-01,10.0,CREATED,U56,TOP5,0.65,W,L_H1,0.9011680471981086,0.9997244510812414,0.838603088496977,1.0012709403485243,0.805175752810617,0.9465922474525762
