panel,anchor,ladder,chooser,k_rungs,anchor_rung,pick_rung,reached,d_obs,is_margin,P_pick,P_anchor,SE_BLOCK,SE_IID,SE_FOLD,n_folds,t_SE_BLOCK,t_SE_IID,t_SE_FOLD
U56,A,N,CH_ISSHARPE,9,20,40,False,0.06429427484374095,0.010075690077960164,0.429,0.005,0.08150396112672237,0.0887127670895555,0.10097675599304996,8,0.7888484676686598,0.7247465833056014,0.6367235133614928
U56,A,N,CH_ISCAGR,9,20,5,False,0.04853249784692304,0.023520397408231863,0.814,0.003,0.037258943570660785,0.03959486854469882,0.042627527520236144,8,1.3025731058338301,1.2257269598492162,1.1385248141329258
U56,A,N,CH_ISDD,9,20,40,False,0.013708522069097118,0.013708522069097118,0.945,0.003,0.015704033451333747,0.021329179855431275,0.00405210470358259,8,0.8729300094513521,0.6427121043571852,3.383062154582776
U56,A,H,CH_ISSHARPE,4,126,252,False,0.01960239530172747,0.009654230005583075,0.424,0.136,0.08490175058549354,0.1044652093390586,0.06548433517605434,8,0.23088328764185423,0.18764520193612738,0.2993448013028844
U56,A,H,CH_ISCAGR,4,126,252,False,0.0026572189032110227,0.0026572189032110227,0.527,0.248,0.011833245990474413,0.01473904841195322,0.00950906396614561,8,0.2245553675931392,0.18028429169525254,0.27944063818177217
U56,A,H,CH_ISDD,4,126,21,False,0.02126378692933828,0.00979552595790334,0.523,0.042,0.01950964574106617,0.025160659112881522,0.005597842492724416,8,1.0899114833530672,0.8451204252615084,3.7985682800069993
U56,A,GROSS,CH_ISSHARPE,10,0.75,0.75,True,0.0,0.00010871918089216948,0.767,0.767,0.0,0.0,0.0,8,0.0,0.0,0.0
U56,A,GROSS,CH_ISCAGR,10,0.75,0.75,True,0.0,0.009332336480988523,1.0,1.0,0.0,0.0,0.0,8,0.0,0.0,0.0
U56,A,GROSS,CH_ISDD,10,0.75,0.3,False,0.08268921188358824,0.009343501791207132,1.0,0.0,0.020937331185295307,0.02894586208382129,0.006610301278662945,8,3.9493673358743293,2.856685064142751,12.509144197481065
U56,A,CADENCE,CH_ISSHARPE,4,W,W,True,0.0,0.00784528187974276,0.274,0.274,0.0,0.0,0.0,8,0.0,0.0,0.0
U56,A,CADENCE,CH_ISCAGR,4,W,W,True,0.0,0.006201025909649882,0.487,0.487,0.0,0.0,0.0,8,0.0,0.0,0.0
U56,A,CADENCE,CH_ISDD,4,W,D,False,0.008624895286908463,0.007450943987093783,0.343,0.137,0.01092625246019515,0.017549786920730618,0.003001308783559008,8,0.7893736043835121,0.491452991757999,2.873711406888598
U56,B,N,CH_ISSHARPE,9,12,10,False,0.021793267339959677,0.009779610288575658,0.232,0.066,0.048535752739398856,0.05196017581544371,0.05006982642041989,8,0.44901471822170813,0.41942250960363836,0.4352574973391912
U56,B,N,CH_ISCAGR,9,12,5,False,0.017230977775307688,0.007780816866844509,0.648,0.007,0.01898342784018226,0.02158312517811935,0.01590391373779342,8,0.9076852674012246,0.7983541601647288,1.0834426078632888
U56,B,N,CH_ISDD,9,12,40,False,0.023671105855259778,0.013117415607145522,0.883,0.008,0.013717887798622333,0.02171163029482596,0.0025061989121506418,8,1.7255649122335752,1.090250042664957,9.445022795475925
U56,B,H,CH_ISSHARPE,4,63,252,False,0.05596202044610954,0.022382630930116054,0.417,0.112,0.1577973548570799,0.16016554455965012,0.1604855078392759,8,0.35464485762004955,0.34940111869858326,0.3487045104543319
U56,B,H,CH_ISCAGR,4,63,126,False,0.0023437622883817344,0.00014225878672347037,0.259,0.158,0.013552473879134717,0.012571991608635544,0.01856586566479475,8,0.1729398122648421,0.18642728704749,0.12624039895031983
U56,B,H,CH_ISDD,4,63,21,False,0.00011979770466619133,0.00011979770466619133,0.277,0.163,0.014056813978803796,0.020687346543316436,0.0022094546061869782,8,0.008522393826000238,0.005790868558969201,0.05422048696123032
U56,B,GROSS,CH_ISSHARPE,10,0.55,0.75,False,0.003703628895730615,0.0009182347058054319,0.995,0.0,0.0016107858656211795,0.0031117165780119183,0.0015472458232388723,8,2.2992683104419696,1.190220511052093,2.393691319184016
U56,B,GROSS,CH_ISCAGR,10,0.55,0.75,False,0.040289683081074834,0.010112171000020709,1.0,0.0,0.012180937220758118,0.016329221503361926,0.010172573809816489,8,3.307601242079736,2.4673364295278764,3.960618407329271
U56,B,GROSS,CH_ISDD,10,0.55,0.3,False,0.048211162396897045,0.009739047905818365,1.0,0.0,0.012494725807270625,0.01691008735927623,0.0038549692241316787,8,3.85852103844033,2.851029765405099,12.5062379474006
U56,B,CADENCE,CH_ISSHARPE,4,M,W,False,0.09387455674674627,0.03312344404531342,0.689,0.14,0.1306975560108414,0.12877950949236028,0.10840704084522576,8,0.7182579354349927,0.728955694246648,0.8659452007436702
U56,B,CADENCE,CH_ISCAGR,4,M,W,False,0.010836613595315514,0.004880030921019518,0.714,0.13,0.014428040761235581,0.014138051188867632,0.009453077648119933,8,0.7510800513144305,0.7664856669813386,1.1463582548135256
U56,B,CADENCE,CH_ISDD,4,M,W,False,0.002036747882469103,0.002036747882469103,0.236,0.226,0.01562701550031677,0.02186106732829458,0.003427415219952677,8,0.13033505229631448,0.09316781527098446,0.5942518637987565
B136,A,N,CH_ISSHARPE,9,20,8,False,0.15090677311630185,0.009369302261435175,0.199,0.01,0.1278510082224238,0.13095053779436638,0.05490688591424045,8,1.1803330706142552,1.1523952146975758,2.7484125279296383
B136,A,N,CH_ISCAGR,9,20,5,False,0.07730095238139922,0.018795664533841183,0.758,0.0,0.0450734521143468,0.03973571293069225,0.028944275600877194,8,1.7149996007693065,1.9453772609095736,2.670681880152375
B136,A,N,CH_ISDD,9,20,30,False,0.014522091977295037,0.0007983238369267953,0.469,0.009,0.016421044811031463,0.018543610131257878,0.0032842289517988677,8,0.8843585864609095,0.7831318645346192,4.421766018882717
B136,A,H,CH_ISSHARPE,4,126,63,False,0.0716018262801199,0.0046360134424350274,0.462,0.144,0.10745127551198194,0.10797365305716318,0.15248750982210177,8,0.666365531157753,0.6631416484743053,0.4695586304980228
B136,A,H,CH_ISCAGR,4,126,63,False,0.014559751096188567,0.0035585605592283187,0.513,0.116,0.01791135440839097,0.017595948521341963,0.02046090748261484,8,0.8128782873822054,0.8274490618410926,0.7115887263827203
B136,A,H,CH_ISDD,4,126,21,False,0.013057002923771432,0.003247419789500161,0.3,0.025,0.020759396208206455,0.0321826055531812,0.0046499969133767804,8,0.6289683376537624,0.4057161531621472,2.807959481910617
B136,A,GROSS,CH_ISSHARPE,10,0.75,0.75,True,0.0,0.000332938823043083,0.941,0.941,0.0,0.0,0.0,8,0.0,0.0,0.0
B136,A,GROSS,CH_ISCAGR,10,0.75,0.75,True,0.0,0.01084004186969545,1.0,1.0,0.0,0.0,0.0,8,0.0,0.0,0.0
B136,A,GROSS,CH_ISDD,10,0.75,0.3,False,0.08685697914224566,0.009800324617187939,1.0,0.0,0.022820560021117403,0.030055838937057846,0.006895931974816175,8,3.8060844721545415,2.8898537593357245,12.595393843710445
B136,A,CADENCE,CH_ISSHARPE,4,W,W,True,0.0,0.02047292148834412,0.4,0.4,0.0,0.0,0.0,8,0.0,0.0,0.0
B136,A,CADENCE,CH_ISCAGR,4,W,W,True,0.0,0.000439770274247131,0.392,0.392,0.0,0.0,0.0,8,0.0,0.0,0.0
B136,A,CADENCE,CH_ISDD,4,W,D,False,0.007648003967920758,0.007648003967920758,0.401,0.066,0.015715104047553843,0.02546824058419647,0.002429592181605462,8,0.4866658181058126,0.30029573274356813,3.147855029261329
B136,B,N,CH_ISSHARPE,9,12,5,False,0.021832924535146514,0.021832924535146514,0.443,0.15,0.11345302354201685,0.1500230312885517,0.07579043471485424,8,0.19244021757657945,0.14553048520365813,0.2880696570390229
B136,B,N,CH_ISCAGR,9,12,5,False,0.03210478937892258,0.024824284778978356,0.928,0.015,0.02083970724549129,0.02250069401349808,0.011678929285687277,8,1.5405585597114622,1.4268355171472953,2.7489497190694987
B136,B,N,CH_ISDD,9,12,40,False,0.0076818368032822715,0.0012007415507463426,0.309,0.297,0.016551546496256158,0.022320598127728433,0.004553687177869001,8,0.46411595466440847,0.3441590928398679,1.6869487303862534
B136,B,H,CH_ISSHARPE,4,63,63,True,0.0,0.028145118754111742,0.609,0.609,0.0,0.0,0.0,8,0.0,0.0,0.0
B136,B,H,CH_ISCAGR,4,63,21,False,0.00025870202256883523,0.00025870202256883523,0.441,0.53,0.014665694418220318,0.014608319996912384,0.01341811683561892,8,0.017639943612041298,0.017709224785842213,0.01928005440242557
B136,B,H,CH_ISDD,4,63,63,True,0.0,0.00538661503652671,0.603,0.603,0.0,0.0,0.0,8,0.0,0.0,0.0
B136,B,GROSS,CH_ISSHARPE,10,0.55,0.75,False,0.003970183812253225,0.0009865612884483177,0.985,0.0,0.0020451665805860065,0.0031514134085919594,0.0017011688718250942,8,1.9412520476036914,1.2598105349901045,2.333797589414991
B136,B,GROSS,CH_ISCAGR,10,0.55,0.75,False,0.054044563034175264,0.013627602784593185,1.0,0.0,0.01326959418984596,0.018820763057245924,0.013199890201558054,8,4.072812043907926,2.8715394200432436,4.094319135154328
B136,B,GROSS,CH_ISDD,10,0.55,0.3,False,0.04709027128870247,0.009511865403181496,1.0,0.0,0.010616428431559936,0.016853224829669985,0.0034035269905900757,8,4.4356038937459505,2.794140098683094,13.835727296682416
B136,B,CADENCE,CH_ISSHARPE,4,M,D,False,0.04073030581153558,0.04073030581153558,0.298,0.235,0.12161425387514209,0.12425907186705906,0.13936346928640736,8,0.3349139143948721,0.32778536970815036,0.2922595571141408
B136,B,CADENCE,CH_ISCAGR,4,M,D,False,0.008008060103130266,0.004970639605227367,0.325,0.174,0.015278946564966306,0.01609986865603715,0.016022468013130876,8,0.5241238372737201,0.4973990952483573,0.49980190920446393
B136,B,CADENCE,CH_ISDD,4,M,W,False,0.0032827294213034763,0.0032827294213034763,0.33,0.449,0.01952469178205035,0.023045038860946224,0.004663270298448413,8,0.16813220192911782,0.14244842202746835,0.7039543520339626
SMALL,A,N,CH_ISSHARPE,9,20,25,False,0.13063811645287893,0.07398521979710304,0.667,0.003,0.08043465729470485,0.06503968668863153,0.10979445203264462,6,1.6241520862609438,2.0085908020789027,1.1898426016465473
SMALL,A,N,CH_ISCAGR,9,20,25,False,0.020219407139038248,0.011181628826774093,0.457,0.002,0.013379914453396079,0.012466069095528831,0.01919374317095728,6,1.511176114725171,1.6219553240155138,1.0534374123351269
SMALL,A,N,CH_ISDD,9,20,40,False,0.04763383567976165,0.016789042911636076,0.735,0.089,0.03446306559760913,0.03110162845264863,0.00721237419083478,6,1.3821705891151552,1.5315543927959543,6.6044598379675
SMALL,A,H,CH_ISSHARPE,4,126,252,False,0.37178865820778284,0.18754543302520077,0.682,0.017,0.24340105168297677,0.1955990718807994,0.33611078250904275,6,1.5274735077645738,1.9007690304090792,1.1061491554433551
SMALL,A,H,CH_ISCAGR,4,126,252,False,0.07846438199408601,0.04800129933252473,0.738,0.013,0.04290313542941793,0.039902701077577554,0.05174906494882405,6,1.828872906577461,1.9663927472362852,1.516247338414354
SMALL,A,H,CH_ISDD,4,126,21,False,0.047639491268813616,0.041744014199759705,0.242,0.143,0.04752984936017094,0.05903461995226202,0.008216449407085954,6,1.002306801096966,0.806975488405566,5.79806299637515
SMALL,A,GROSS,CH_ISSHARPE,10,0.75,0.75,True,0.0,0.00024170891503938474,0.81,0.81,0.0,0.0,0.0,6,0.0,0.0,0.0
SMALL,A,GROSS,CH_ISCAGR,10,0.75,0.75,True,0.0,0.005483972884966493,0.927,0.927,0.0,0.0,0.0,6,0.0,0.0,0.0
