panel,gross,device,tier,cost_bps,CAGR,Sharpe,MaxDD,Calmar,turnover_yr,dTurn,dCAGR,dSharpe,dMaxDD,rate_pp_per_1pct,IS_Sharpe,IS_Calmar,IS_CAGR,IS_dCAGR,IS_dTurn,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_dCAGR,OOS_dSharpe,I_CAGR,I_Sharpe,I_MaxDD,I_OOS_Sharpe,I_OOS_CAGR,I_turnover,base_Sharpe,base_MaxDD,base_OOS_Sharpe,spy_CAGR,spy_Sharpe,spy_MaxDD,spy_OOS_Sharpe,spy_OOS_CAGR,H1,H2,pass4a,pass4b,L_H1,L_H2,L_OOS,L_DD,L_CAGR
U56,0.75,HOLD,MILD,0.0,0.12017637962443573,1.2976975670207032,-0.14765004422980477,0.8139271495062432,3.5334145848268474,0.007709267125159069,2.6385062542377824e-05,-0.010175374222821443,-1.1102230246251565e-16,,1.232313959649233,1.176730817770748,0.10736159626389363,0.0010988431774667795,0.00022513660478074016,0.1308150033172628,1.3488684679428427,-0.14765004422980466,-0.0008741302470547385,-0.02047822748856354,0.12014999456189335,1.3078729412435246,-0.14765004422980466,1.3693466954314062,0.13168913356431755,3.506382942083227,1.2051536091601132,-0.12054950773958328,1.2839355379722956,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.8831406547160487,0.15454794790057602,1.3459134774108248,1.263193322778406,False,True,True,True,True,True,True
U56,0.75,HOLD,MILD,10.0,0.11622557404001843,1.2585290849963986,-0.14809080759214654,0.7848263908460313,3.5334145848268474,0.007709267125159069,-3.959953010168604e-06,-0.010146229674617535,0.0,,1.1910256736321503,1.0957190302524535,0.10347159250309823,0.001093995762431188,0.00022513660478074016,0.12681358472835225,1.3112075374872108,-0.14809080759214666,-0.0009258798317111072,-0.020633844025256476,0.1162295339930286,1.2686753146710161,-0.14809080759214654,1.3318413815124672,0.12773946456006335,3.506382942083227,1.2051536091601132,-0.12054950773958328,1.2839355379722956,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.8831406547160487,0.15454794790057602,1.3057515698769813,1.22465695282794,False,True,True,True,True,True,True
U56,0.75,HOLD,MILD,25.0,0.11032440587219772,1.1996715865466985,-0.14875179387181825,0.7416677338847153,3.5334145848268474,0.007709267125159069,-4.904926481152927e-05,-0.010094099019779534,-3.3306690738754696e-16,,1.1289916882423765,0.9776900405910429,0.09766112234636148,0.0010867956691955616,0.00022513660478074016,0.12083691860288659,1.254610224531025,-0.14875179387181792,-0.001002776004111583,-0.020858739258079906,0.11037345513700925,1.209765685566478,-0.14875179387181792,1.275468963789105,0.12183969460699817,3.506382942083227,1.2051536091601132,-0.12054950773958328,1.2839355379722956,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.8831406547160487,0.15454794790057602,1.2453952243308952,1.1667538755152198,False,True,True,True,True,True,True
U56,0.75,HOLD,MILD,50.0,0.10055553853302057,1.1013522631463748,-0.1498530143263923,0.671027800041461,3.5334145848268474,0.007709267125159069,-0.00012306628008884601,-0.009987625804706246,1.1102230246251565e-16,,1.0253977154997858,0.7821651211156027,0.0880420817189882,0.0010749828590157495,0.00022513660478074016,0.11094333767335862,1.1600477948858268,-0.1498530143263922,-0.0011290111972181993,-0.021213051041955255,0.10067860481310942,1.111339888951081,-0.14985301432639242,1.181260845927782,0.11207234887057682,3.506382942083227,1.2051536091601132,-0.12054950773958328,1.2839355379722956,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.8831406547160487,0.15454794790057602,1.144561807677789,1.0700369236514367,False,False,True,True,True,True,False
U56,0.75,HOLD,MID,0.0,0.12076576584946053,1.2883665612056643,-0.14765004422980488,0.8179189276875445,3.487649999601933,-0.005342526127555258,0.0006157712875671795,-0.019506380037860316,-2.220446049250313e-16,0.11525845131410833,1.2640123392327869,1.151284705818838,0.11176512247991299,0.0055023693934861395,-0.02757242002406257,0.1282145674314885,1.3089081798747788,-0.14765004422980466,-0.003474566132829038,-0.06043851555662738,0.12014999456189335,1.3078729412435246,-0.14765004422980466,1.3693466954314062,0.13168913356431755,3.506382942083227,1.2051536091601132,-0.12054950773958328,1.2839355379722956,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.8831406547160487,0.15454794790057602,1.3751079497817225,1.2210010848231454,False,True,True,True,True,True,True
U56,0.75,HOLD,MID,10.0,0.11686380134183727,1.2501663414589672,-0.14809080759214654,0.7891360931982297,3.487649999601933,-0.005342526127555258,0.0006342673488086703,-0.018508973212048918,0.0,0.11872049544826677,1.224350614550531,1.0812576340211921,0.1079679987283042,0.005590401987637161,-0.02757242002406257,0.12422539351417972,1.271723439790091,-0.14809080759214654,-0.0035140710458836377,-0.06011794172237628,0.1162295339930286,1.2686753146710161,-0.14809080759214654,1.3318413815124672,0.12773946456006335,3.506382942083227,1.2051536091601132,-0.12054950773958328,1.2839355379722956,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.8831406547160487,0.15454794790057602,1.336507889600393,1.1829281519387822,False,True,True,True,True,True,True
U56,0.75,HOLD,MID,25.0,0.1110352661936358,1.192769771880703,-0.1487517938718177,0.7464465691709038,3.487649999601933,-0.005342526127555258,0.0006618110566265489,-0.01699591368577491,2.220446049250313e-16,0.12387605429070571,1.1647617283918268,0.9835852585997094,0.10229560317384068,0.005721276496674754,-0.02757242002406257,0.1182669918385515,1.2158503851386475,-0.14875179387181792,-0.0035727027684466783,-0.0596185786504575,0.11037345513700925,1.209765685566478,-0.14875179387181792,1.275468963789105,0.12183969460699817,3.506382942083227,1.2051536091601132,-0.12054950773958328,1.2839355379722956,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.8831406547160487,0.15454794790057602,1.2785005832230016,1.1257306208227833,False,True,True,True,True,True,True
U56,0.75,HOLD,MID,50.0,0.101385791253082,1.0969040279244748,-0.14985301432639253,0.6765682472843367,3.487649999601933,-0.005342526127555258,0.0007071864399725847,-0.014435861026606212,-1.1102230246251565e-16,0.13236929929553634,1.0652490554733274,0.8378832005443736,0.0929033927862315,0.005936293926259051,-0.02757242002406257,0.1084035800954879,1.1225199996811173,-0.14985301432639264,-0.0036687687750889264,-0.05874084624666476,0.10067860481310942,1.111339888951081,-0.14985301432639242,1.181260845927782,0.11207234887057682,3.506382942083227,1.2051536091601132,-0.12054950773958328,1.2839355379722956,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.8831406547160487,0.15454794790057602,1.1815915817556248,1.0302155871054022,False,False,True,True,True,True,False
U56,0.75,HOLD,STRONG,0.0,0.12510257121268875,1.3052415250897536,-0.15091541404244713,0.8289582081887398,3.3232474175227598,-0.05222918534153653,0.004952576650795404,-0.002631416153771049,-0.0032653698126424713,0.09482393068950948,1.2864331271984806,1.2414006993025877,0.11605370056521824,0.00979094747879139,-0.09963829785567446,0.13259136685503203,1.3218436340280912,-0.15091541404244713,0.0009022332907144825,-0.04750306140331495,0.12014999456189335,1.3078729412435246,-0.14765004422980466,1.3693466954314062,0.13168913356431755,3.506382942083227,1.2051536091601132,-0.12054950773958328,1.2839355379722956,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.8831406547160487,0.15454794790057602,1.3941317127705575,1.23707017707367,False,True,True,True,True,True,True
U56,0.75,HOLD,STRONG,10.0,0.12136944760840751,1.2695270983046543,-0.15140077584577938,0.8016434983928845,3.3232474175227598,-0.05222918534153653,0.0051399136153789104,0.0008517836336381368,-0.0033099682536328334,0.09841075601252523,1.250293933365691,1.1694652496718931,0.11252348849657778,0.010145891755910741,-0.09963829785567446,0.12868927886801207,1.2863675960620098,-0.15140077584577916,0.0009498143079487154,-0.04547378545045744,0.1162295339930286,1.2686753146710161,-0.14809080759214654,1.3318413815124672,0.12773946456006335,3.506382942083227,1.2051536091601132,-0.12054950773958328,1.2839355379722956,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.8831406547160487,0.15454794790057602,1.3587275591017252,1.2008733564593979,False,True,True,True,True,True,True
