panel,bps,selector,pick,IS_score,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_EWALL_Sharpe,OOS_EWALL_CAGR,OOS_RULESV2_Sharpe,OOS_SPY_Sharpe,OOS_SPY_CAGR,OOS_SPY_MaxDD,beats_EWALL_OOS,beats_SPY_OOS,beats_RULESV2_OOS
U56,10,IS_raw_Sharpe,TOP10,1.1548052505086746,0.17004286367985166,1.019948419994725,-0.23275323578950313,1.1357456546242783,0.13817416449485598,1.2850848109016457,0.882010501050508,0.15450723909089636,-0.3371728920067377,False,True,False
U56,10,IS_excess_over_EWALL,TOP10,0.20344176274139347,0.17004286367985166,1.019948419994725,-0.23275323578950313,1.1357456546242783,0.13817416449485598,1.2850848109016457,0.882010501050508,0.15450723909089636,-0.3371728920067377,False,True,False
U56,25,IS_raw_Sharpe,TOP10,1.0073359203086136,0.1475141813965657,0.9041874798330175,-0.23392789810564474,1.125049303180934,0.1367123728734989,1.2482559623630602,0.882010501050508,0.15450723909089636,-0.3371728920067377,False,True,False
U56,25,IS_excess_over_EWALL,TOP10,0.06732785949144471,0.1475141813965657,0.9041874798330175,-0.23392789810564474,1.125049303180934,0.1367123728734989,1.2482559623630602,0.882010501050508,0.15450723909089636,-0.3371728920067377,False,True,False
B136,10,IS_raw_Sharpe,TOP10,1.182077336857148,0.1587094232798134,0.8388482459891482,-0.26014890056084916,1.1022031339130582,0.13933574083806377,1.1185082795688428,0.882010501050508,0.15450723909089636,-0.3371728920067377,False,False,False
B136,10,IS_excess_over_EWALL,TOP10,0.1157816106280396,0.1587094232798134,0.8388482459891482,-0.26014890056084916,1.1022031339130582,0.13933574083806377,1.1185082795688428,0.882010501050508,0.15450723909089636,-0.3371728920067377,False,False,False
B136,25,IS_raw_Sharpe,TOP10,1.0215741284038642,0.1311684132852129,0.7182981884053956,-0.26302619403159266,1.0913501695849344,0.13778891144087613,1.0740236940215926,0.882010501050508,0.15450723909089636,-0.3371728920067377,False,False,False
B136,25,IS_excess_over_EWALL,TOP10,-0.034080081142428886,0.1311684132852129,0.7182981884053956,-0.26302619403159266,1.0913501695849344,0.13778891144087613,1.0740236940215926,0.882010501050508,0.15450723909089636,-0.3371728920067377,False,False,False
SMALL439,10,IS_raw_Sharpe,TOP20V,0.786546461461446,0.03425325334482077,0.31320587009178513,-0.3332927413062112,0.6366624355474824,0.10089643214031585,0.566486371496214,0.882010501050508,0.15450723909089636,-0.3371728920067377,False,False,False
SMALL439,10,IS_excess_over_EWALL,TOP20V,0.012816572711713325,0.03425325334482077,0.31320587009178513,-0.3332927413062112,0.6366624355474824,0.10089643214031585,0.566486371496214,0.882010501050508,0.15450723909089636,-0.3371728920067377,False,False,False
SMALL439,25,IS_raw_Sharpe,BAND6dg,0.5822435115829376,0.03865736790142482,0.5630418686273195,-0.15431463876133678,0.6206770724346831,0.09782050310343737,0.5055965085014015,0.882010501050508,0.15450723909089636,-0.3371728920067377,False,False,True
SMALL439,25,IS_excess_over_EWALL,BAND6dg,-0.1748620337754222,0.03865736790142482,0.5630418686273195,-0.15431463876133678,0.6206770724346831,0.09782050310343737,0.5055965085014015,0.882010501050508,0.15450723909089636,-0.3371728920067377,False,False,True
