ladder_end,between,analytic_LSENS,med_LSENS_this_walk,mech_ratio_len_over_end,mechanism,n_families,share_coarse_gt_fine,med_exc_coarse,med_exc_fine,med_attrib_B_coarse,med_attrib_B_fine,med_LSENS_COARSE,med_LSENS_SLIDE,med_LSENS_FINE,med_rho_slide
E_FINE,B_ENDPOINT,2.9999999999999996,7.860443158088181,0.2657368498283753,(M_END) BETWEEN ENDPOINT,486,0.6172839506172839,0.9821514451630248,0.6035747352183314,0.84311567867892,0.7429019640821432,1.2846782195555377,4.834399972699458,7.860443158088181,0.49999999999999994
E_COARSE,B_ENDPOINT,1.0,1.2846782195555377,0.2657368498283753,(M_END) BETWEEN ENDPOINT,486,0.6172839506172839,0.9821514451630248,0.6035747352183314,0.84311567867892,0.7429019640821432,1.2846782195555377,4.834399972699458,7.860443158088181,0.49999999999999994
E_SLIDE,B_ENDPOINT,1.892789260714372,4.834399972699458,0.2657368498283753,(M_END) BETWEEN ENDPOINT,486,0.6172839506172839,0.9821514451630248,0.6035747352183314,0.84311567867892,0.7429019640821432,1.2846782195555377,4.834399972699458,7.860443158088181,0.49999999999999994
E_FINE,B_MATCHED,1.233985000288462,3.9073591185778382,0.7323919908095429,(M_END) BETWEEN ENDPOINT,486,0.6419753086419753,0.5966921373371189,0.3369884653374986,0.7521319816643129,0.5920717871646248,2.1459216250038353,2.9300178755803437,3.9073591185778382,0.6
E_COARSE,B_MATCHED,2.440556830218865,2.1459216250038353,0.7323919908095429,(M_END) BETWEEN ENDPOINT,486,0.6419753086419753,0.5966921373371189,0.3369884653374986,0.7521319816643129,0.5920717871646248,2.1459216250038353,2.9300178755803437,3.9073591185778382,0.6
E_SLIDE,B_MATCHED,1.892789260714372,2.9300178755803437,0.7323919908095429,(M_END) BETWEEN ENDPOINT,486,0.6419753086419753,0.5966921373371189,0.3369884653374986,0.7521319816643129,0.5920717871646248,2.1459216250038353,2.9300178755803437,3.9073591185778382,0.6
E_FINE,B_SD,1.4483491024890462,4.467459778082163,0.6594594289567025,(M_END) BETWEEN ENDPOINT,486,0.6131687242798354,0.6500780329753373,0.3364256707119568,0.7642560324008014,0.6335931434613344,1.9205488627890024,2.912307836476621,4.467459778082163,0.6
E_COARSE,B_SD,2.0713238229956983,1.9205488627890024,0.6594594289567025,(M_END) BETWEEN ENDPOINT,486,0.6131687242798354,0.6500780329753373,0.3364256707119568,0.7642560324008014,0.6335931434613344,1.9205488627890024,2.912307836476621,4.467459778082163,0.6
E_SLIDE,B_SD,2.0281558374204383,2.912307836476621,0.6594594289567025,(M_END) BETWEEN ENDPOINT,486,0.6131687242798354,0.6500780329753373,0.3364256707119568,0.7642560324008014,0.6335931434613344,1.9205488627890024,2.912307836476621,4.467459778082163,0.6
E_FINE,B_SPAN,1.0,5.120767223192884,0.21041897565743695,(M_END) BETWEEN ENDPOINT,486,0.5679012345679012,0.7426116371562586,0.6236779428450665,0.7698125394063127,0.6651796110325514,1.2846782195555377,6.105334443063727,5.120767223192884,0.49999999999999994
E_COARSE,B_SPAN,1.0,1.2846782195555377,0.21041897565743695,(M_END) BETWEEN ENDPOINT,486,0.5679012345679012,0.7426116371562586,0.6236779428450665,0.7698125394063127,0.6651796110325514,1.2846782195555377,6.105334443063727,5.120767223192884,0.49999999999999994
E_SLIDE,B_SPAN,1.0,6.105334443063727,0.21041897565743695,(M_END) BETWEEN ENDPOINT,486,0.5679012345679012,0.7426116371562586,0.6236779428450665,0.7698125394063127,0.6651796110325514,1.2846782195555377,6.105334443063727,5.120767223192884,0.49999999999999994
