proxy,dec,n,gate,con,CAGR,Sharpe,MaxDD,H1,H2,isCAGR,isSharpe,isMaxDD,oCAGR,oSharpe,oMaxDD,ctrl_CAGR,ctrl_Sharpe,dCAGR,dCAGR0_pp,dSharpe,dSharpe_H1,dSharpe_H2,dSharpe_OOS,p4a,f4b,p4b
CAP,1,44,MA,RESPREAD,0.04984445478020394,0.345939454284302,-0.43325010447254153,0.08632915327331482,0.5425219652833638,-0.013837736900148223,0.0027428624474656405,-0.41457246323599173,0.0884079870368859,0.5083128133346293,-0.43325010447254153,0.09935362014528581,0.6269700267293975,-0.049509165365081875,-3.840078315848694,-0.2810305724450955,-0.8313087269605548,0.10006165732956673,0.06267732774097118,False,"H1,H2,OOS,DD,CAGR",False
CAP,1,44,MA,DEGROSS,0.029619538743890228,0.41253449276310705,-0.19419652322289815,0.20997437430175445,0.6003334418453296,0.014098923553734322,0.21863513458900538,-0.19419652322289815,0.03867457464719992,0.5236658132410181,-0.14873698324740336,0.09935362014528581,0.6269700267293975,-0.06973408140139559,-6.810458190974167,-0.21443553396629045,-0.7076635059321151,0.15787313389153246,0.07803032764736001,False,"H1,H2,OOS,CAGR",False
CAP,1,44,MAVOL,RESPREAD,-0.04474115725129846,-0.16025544420082005,-0.5921668191521938,-0.014052823048937941,-0.26488446094465845,-0.02411944476808814,-0.09565995918934883,-0.3145740437025105,-0.05643055834472788,-0.18971929366747964,-0.5871649783859878,0.09935362014528581,0.6269700267293975,-0.14409477739658427,-12.83981948322218,-0.7872254709302176,-0.9316907032828076,-0.7073447688984555,-0.6353547792611378,False,"H1,H2,OOS,DD,CAGR",False
CAP,1,44,MAVOL,DEGROSS,-0.0015738508430465092,-0.00532296319815873,-0.1904296550763609,0.08560510711708454,-0.113503793419264,0.0034299954357062123,0.08909562399976807,-0.12466010382908121,-0.0044471227514059075,-0.06900772571187089,-0.19042965507635878,0.09935362014528581,0.6269700267293975,-0.10092747098833232,-9.925383387254282,-0.6322929899275562,-0.832032773116785,-0.5559641013730611,-0.514643211305529,False,"H1,H2,OOS,CAGR",False
ADV,1,34,MA,RESPREAD,0.23236528873583717,1.296801762684598,-0.36201052443339365,0.22046496954023193,2.084984200765748,0.03058188440721432,0.28359799064558583,-0.36201052443339365,0.36617759306006104,1.754211147402058,-0.36173080222874887,0.31362325268371327,1.9792424674436957,-0.0812579639478761,-6.87386674972692,-0.6824407047590977,-1.217744010612403,-0.34007889725296137,-0.42702294034358634,False,"H1,DD",False
ADV,1,34,MA,DEGROSS,0.11942851236871688,1.5982888968967819,-0.17235305515817656,0.4381399203871901,2.5545757881358138,0.03163182562739264,0.5094682338852471,-0.17235305515817656,0.17339723531239337,2.1483245957312724,-0.07406672858064689,0.31362325268371327,1.9792424674436957,-0.1941947403149964,-19.404739643761904,-0.3809535705469138,-1.0000690597654447,0.12951269011710442,-0.03290949201437199,False,H1,False
ADV,1,34,MAVOL,RESPREAD,0.1415424592247485,1.0447779324761575,-0.3356645440798831,0.5646733705249334,1.39984671440993,0.06394639276740333,0.6319300987466108,-0.16637178122170626,0.18882084201959826,1.2327485415331436,-0.3356645440798831,0.31362325268371327,1.9792424674436957,-0.17208079345896476,-15.670705240672511,-0.9344645349675382,-0.8735356096277014,-1.0252163836087793,-0.9484855462125008,False,"H1,DD",False
ADV,1,34,MAVOL,DEGROSS,0.053779398775630316,1.305524767629944,-0.05723690572440787,0.7998589035601977,1.7516468618376186,0.03046890448061612,0.7831886469217735,-0.05420414623822589,0.0674562929227156,1.5914670451009763,-0.05723690572440765,0.31362325268371327,1.9792424674436957,-0.25984385390808296,-26.07795826013566,-0.6737176998137517,-0.638350076592437,-0.6734162361810907,-0.5897670426446682,False,"H1,CAGR",False
CAP,2,43,MA,RESPREAD,0.0944817245247862,0.5845044206800039,-0.44577374093537836,0.6647238725175371,0.5593183230126109,0.06640023261258143,0.5239600444935237,-0.2829440566472273,0.1110049312168091,0.6196568152952211,-0.44577374093537836,0.10782282195174342,0.6876549464728164,-0.013341097426957216,-0.28805807978344866,-0.10315052579281259,-0.22186243583460286,-0.012369236647686077,0.09267347854142549,False,"H1,H2,OOS,DD,CAGR",False
CAP,2,43,MA,DEGROSS,0.04783213313246204,0.6307624385527392,-0.19184024815698741,0.7957159627556809,0.5101645827642834,0.055695822710331244,0.7816353498219966,-0.13583083314118205,0.0433255162244679,0.5556175509984799,-0.1918402481569872,0.10782282195174342,0.6876549464728164,-0.05999068881928138,-5.819872692000572,-0.05689250792007727,-0.09087034559645901,-0.06152297689601349,0.028634214244684264,False,"H1,H2,OOS,CAGR",False
