panel,book,label,arm,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD
u56,top20,IS pick (all arms),"('200d', None)",0.9903107831484054,0.14360571273280298,1.167991233806965,-0.18308348697878107
u56,top20,IS pick (switch only),"(0.05, 0.006)",0.9393214545703782,0.14372512097964174,1.1464530767223935,-0.18529716090569814
u56,top20,abs,"('abs', None)",0.9393214545703782,0.1441058306271812,1.144051577659866,-0.1841916368901667
u56,top20,200d,"('200d', None)",0.9903107831484054,0.14360571273280298,1.167991233806965,-0.18308348697878107
u56,top20,band3,"('band3', None)",0.9856604012243639,0.15080033080993038,1.2146457182564796,-0.1799444505107638
u56,top20,"Spearman(IS,OOS)",+0.922,,,,
u56,top20,SPY (OOS),-,,0.15450717694493266,0.8820107671822842,-0.33717235283398284
u56,top20,RULES v2 (OOS),-,,0.09534722887472857,1.285072363206482,-0.12054942313126815
u56,ew-all,IS pick (all arms),"(0.05, 0.003)",1.0118818244219578,0.11476704570186902,1.0878903113808454,-0.1614340027863287
u56,ew-all,IS pick (switch only),"(0.05, 0.003)",1.0118818244219578,0.11476704570186902,1.0878903113808454,-0.1614340027863287
u56,ew-all,abs,"('abs', None)",1.0106880774354008,0.12195120396070513,1.1107293945171957,-0.17059531398255
u56,ew-all,200d,"('200d', None)",0.9566729956667169,0.11329149227062874,1.111874408264675,-0.1587470484779454
u56,ew-all,band3,"('band3', None)",0.9984790344455192,0.1260828118473365,1.2317604010603875,-0.15137851362118504
u56,ew-all,"Spearman(IS,OOS)",+0.299,,,,
u56,ew-all,SPY (OOS),-,,0.15450717694493266,0.8820107671822842,-0.33717235283398284
u56,ew-all,RULES v2 (OOS),-,,0.09534722887472857,1.285072363206482,-0.12054942313126815
broad,top20,IS pick (all arms),"('200d', None)",1.0216751315741834,0.12486792010130943,0.8919165372280256,-0.2005204833110832
broad,top20,IS pick (switch only),"(0.05, 0.003)",1.0112989136283526,0.12931939604026943,0.9165968420249903,-0.20052048331108308
broad,top20,abs,"('abs', None)",1.0112989136283526,0.12545094063986229,0.887548080610077,-0.20695397413814898
broad,top20,200d,"('200d', None)",1.0216751315741834,0.12486792010130943,0.8919165372280256,-0.2005204833110832
broad,top20,band3,"('band3', None)",1.0040647235384286,0.12633963286998484,0.9003430928567828,-0.20052048331108296
broad,top20,"Spearman(IS,OOS)",+0.244,,,,
broad,top20,SPY (OOS),-,,0.1545044425578177,0.8820239235972316,-0.3371595330739301
broad,top20,RULES v2 (OOS),-,,0.07983337481604336,1.1185082795688426,-0.12240793860208021
broad,ew-all,IS pick (all arms),"('band3', None)",1.0236411722002943,0.11165427986648924,1.0714227979740436,-0.1680087448576556
broad,ew-all,IS pick (switch only),"(0.05, 0.003)",1.01560140040708,0.11425710558872826,1.0670734070472623,-0.17842044200165197
broad,ew-all,abs,"('abs', None)",1.0142641223538775,0.12102200481924563,1.0820958290023301,-0.20107867908230448
broad,ew-all,200d,"('200d', None)",1.00038267705002,0.10583657394304091,1.0185476662771331,-0.17687931105226462
broad,ew-all,band3,"('band3', None)",1.0236411722002943,0.11165427986648924,1.0714227979740436,-0.1680087448576556
broad,ew-all,"Spearman(IS,OOS)",+0.560,,,,
broad,ew-all,SPY (OOS),-,,0.1545044425578177,0.8820239235972316,-0.3371595330739301
broad,ew-all,RULES v2 (OOS),-,,0.07983337481604336,1.1185082795688426,-0.12240793860208021
