panel,arm,pick_window,pick_step,pick_IS,pick_OOS,donothing_OOS,delta,pick_OOS_CAGR,pick_OOS_MaxDD,donothing_OOS_CAGR,donothing_OOS_MaxDD,cellmean_OOS,worst_OOS,best_OOS,rank_IS_OOS,spy_OOS,live_OOS,pick_keep4a,pick_keep4b,pick_fail4b
U56,L3,1008,63,1.2721418291156823,1.1081190965831786,1.1065464462272472,0.0015726503559314597,0.1565112081550295,-0.20241628648552035,0.16281041630091497,-0.2569212407170116,1.0991153971340806,1.0547363887313816,1.1896207674558952,0.024999999999999994,0.8747033226162612,1.2780694840193234,False,False,DD
U56,L7,1008,126,1.339239604325253,1.1464256541426239,1.1065464462272472,0.03987920791537669,0.16875164665124287,-0.23867701553754417,0.16281041630091497,-0.2569212407170116,1.0793779017820166,1.003055206217265,1.1558646571821212,0.1914135442054034,0.8747033226162612,1.2780694840193234,False,False,DD
U56,L16,756,63,1.2395868868880555,1.070094548471799,1.1065464462272472,-0.036451897755448215,0.15253022257011462,-0.21425695372174514,0.16281041630091497,-0.2569212407170116,1.0853485936385396,1.0086982719480673,1.16764540590164,0.3607142857142856,0.8747033226162612,1.2780694840193234,False,False,DD
U56,DO_NOTHING,1008,21,1.2792954652786093,1.1065464462272472,1.1065464462272472,0.0,0.16281041630091497,-0.2569212407170116,0.16281041630091497,-0.2569212407170116,1.1065464462272472,1.1065464462272472,1.1065464462272472,,0.8747033226162612,1.2780694840193234,False,False,DD
B135,L3,756,21,1.2322447477483862,0.9954400321968194,0.9962408428094426,-0.0008008106126231596,0.14951500510815685,-0.20740302267849475,0.16487229134834314,-0.28694818362899355,0.9562518075589749,0.8072209956727008,1.039447615437079,0.43252921650223203,0.8769078511614361,1.1061149281164175,False,False,DD
B135,L7,756,126,1.4182098670236865,0.9403540687009274,0.9962408428094426,-0.05588677410851517,0.15606933633161546,-0.2683964918369459,0.16487229134834314,-0.28694818362899355,0.9370558906274812,0.8576180261170349,1.0344048877762535,-0.33422712184263387,0.8769078511614361,1.1061149281164175,False,False,DD
B135,L16,1008,126,1.4162893238993843,0.9152084768503838,0.9962408428094426,-0.08103236595905883,0.15111474705064287,-0.2683964918369458,0.16487229134834314,-0.28694818362899355,0.9208519516091564,0.8102216976851202,1.0197023129048102,0.0035714285714285704,0.8769078511614361,1.1061149281164175,False,False,DD
B135,DO_NOTHING,756,21,1.3952654102425475,0.9962408428094426,0.9962408428094426,0.0,0.16487229134834314,-0.28694818362899355,0.16487229134834314,-0.28694818362899355,0.9962408428094424,0.9962408428094426,0.9962408428094426,,0.8769078511614361,1.1061149281164175,False,False,DD
SMALL663,L3,252,63,1.1385298629707215,0.3434936579268023,0.4616477649614769,-0.1181541070346746,0.04836193958013113,-0.37339135690990444,0.07217183938825045,-0.36589477067213816,0.3860380600748122,0.17847998169970758,0.4557181955380964,-0.3888913868824647,0.8768941923019906,0.5601459252058709,False,False,"H1,H2,OOS,DD,CAGR"
SMALL663,L7,252,63,1.0617561699952653,0.45427604580528447,0.4616477649614769,-0.007371719156192447,0.07127382884847755,-0.3562131667554117,0.07217183938825045,-0.36589477067213816,0.4463893138067163,0.2972369152943663,0.5739782053623234,-0.08042898653967125,0.8768941923019906,0.5601459252058709,False,False,"H1,H2,OOS,DD,CAGR"
SMALL663,L16,1260,63,0.9003131368316373,0.6033902670508778,0.4616477649614769,0.14174250208940092,0.10351280170687249,-0.3829466789220973,0.07217183938825045,-0.36589477067213816,0.5887535100208539,0.44363323192460563,0.7320046606811333,-0.3749999999999999,0.8768941923019906,0.5601459252058709,False,False,"H1,H2,OOS,DD,CAGR"
SMALL663,DO_NOTHING,1260,21,1.133328281966586,0.4616477649614769,0.4616477649614769,0.0,0.07217183938825045,-0.36589477067213816,0.07217183938825045,-0.36589477067213816,0.46164776496147675,0.4616477649614769,0.4616477649614769,,0.8768941923019906,0.5601459252058709,False,False,"H1,H2,OOS,DD,CAGR"
