panel,family,form,dial,gross,tg_clause,tg_ctrl,k,gross_gap,fire_rate,GAP,SD,RHO1,RHO5,DRHO1,RUN,LOWSHARE,TIMING,DDTIME,dU_Sharpe,dM_Sharpe,flip_Sharpe,dU_CAGR,dM_CAGR,flip_CAGR,dU_MaxDD,dM_MaxDD,flip_MaxDD,flip_any,dU_Sharpe_IS,dU_Sharpe_OOS,clause_CAGR,clause_Sharpe,clause_MaxDD,clause_H1,clause_H2,clause_oCAGR,clause_oSharpe,clause_oMaxDD,pass4a,pass4b
U56,MA,DG,100.0,0.5,0.3359984510725102,0.5000000000000002,0.6719969021450201,0.16400154892749003,1.0,0.32807806824272434,0.21216443365002405,0.974644593473822,0.8728930426067714,0.0023200168441113627,24.074626865671643,0.3632882882882883,0.08091247365191516,-0.024517886868124856,-0.08030486841333118,-0.07970215054494756,False,-0.04227323249585102,-0.013225040322035309,False,0.08989923746460948,0.04117439034471404,False,False,-0.12067343049887413,-0.04607029818358965,0.04573887959826184,1.0417874921157,-0.06465558059999255,1.0896899719698359,0.9952892046387517,0.04732424125496548,1.0876210557920363,-0.06465558059999277,False,False
U56,MA,DG,150.0,0.5,0.34792961132662326,0.5000000000000002,0.6958592226532462,0.15207038867337697,1.0,0.3042701881091182,0.2055940027728089,0.9834802493453402,0.9169674929550242,0.0023241905804268982,28.196428571428573,0.3556306306306306,0.0911485752675611,-0.025976955275677532,0.04312340350104371,0.04367900276649195,False,-0.035094221338704656,-0.008154215669341713,False,0.07789749642792365,0.032781192082051436,False,False,0.020260477796531173,0.06107005015069911,0.0529178907554082,1.1652157640300749,-0.07665732163667838,1.2296618907584311,1.1068218486977208,0.05497376164392476,1.194761404126325,-0.07665732163667871,False,False
U56,MA,DG,200.0,0.5,0.354754298102166,0.5000000000000002,0.7095085962043317,0.1452457018978342,1.0,0.2905069237050626,0.20250801045990519,0.9871180825644866,0.9351537233991635,0.003636539776558488,36.2093023255814,0.3506756756756757,0.09612330460225867,-0.02585793563023641,0.047159552495917856,0.04768842674630269,False,-0.03360246032518055,-0.007868732598972361,False,0.07358984059976792,0.030533106856277636,False,False,-0.05392642929587077,0.1261573300472032,0.05440965176893231,1.169251913024949,-0.08096497746483411,1.1855663677686925,1.157115691786341,0.06022582331076887,1.2598486840228291,-0.08096497746483322,False,False
U56,MA,DG,250.0,0.5,0.35860560892941473,0.5000000000000002,0.7172112178588291,0.1413943910705855,1.0,0.2828505259167431,0.19923050581447815,0.988847434821703,0.9446808554413517,0.00405988337450861,35.92857142857143,0.3398648648648649,0.0689280709410859,-0.026910974212665795,0.060597761927756455,0.061111615818685294,False,-0.03201474842999885,-0.006961870952132854,False,0.07611991935230433,0.034223988357451884,False,False,-0.05251512935702918,0.1475654701384781,0.05599736366411401,1.1826901224567876,-0.0784348987122977,1.1916729035731735,1.178794512527528,0.06293815016164128,1.281256824114104,-0.0784348987122977,False,False
U56,MA,DG,100.0,0.75,0.5039976766087652,0.7499999999999998,0.6719969021450204,0.24600232339123462,1.0,0.3280155407485098,0.21215113478054437,0.9749628755636032,0.8737096631173654,0.004253773439974884,24.40909090909091,0.36283783783783785,0.0817336565017841,-0.03681137023140143,-0.08059661636030979,-0.07989074797004725,False,-0.06386047434146236,-0.020061650201386838,False,0.12911637386268948,0.0595766071977778,False,False,-0.12138264153909917,-0.04611962904590805,0.06866026630684852,1.042215062850795,-0.09614248846931406,1.0907937404651016,0.9950649850836385,0.07106645604718076,1.087448323313957,-0.09614248846931406,False,False
U56,MA,DG,150.0,0.75,0.5218944169899348,0.7499999999999998,0.6958592226532466,0.228105583010065,1.0,0.30422344782571986,0.2055824162888773,0.983748989967388,0.9176617718109915,0.004739019597737803,28.25,0.35630630630630633,0.0965263268449645,-0.03922445163217633,0.04255881915275528,0.04320521024668467,False,-0.05289713287747744,-0.012276854304343443,False,0.11145701423384213,0.04711589964648344,False,False,0.019341454640749545,0.06072289958169774,0.07962360777083344,1.16537049836386,-0.1138018480981614,1.2306496399694429,1.1062453415754603,0.08273358989270174,1.1942908519415627,-0.11380184809816185,False,False
U56,MA,DG,200.0,0.75,0.5321314471532489,0.7499999999999998,0.709508596204332,0.21786855284675088,1.0,0.29046140197027515,0.20249715766677273,0.9873584297414844,0.9357434087530474,0.00679707646948536,34.55555555555556,0.3502252252252252,0.0985861163369041,-0.03914063943491411,0.04643588416725386,0.047048777640879,False,-0.05064774842889719,-0.011846266958554397,False,0.10514207286649357,0.04376465605571256,False,False,-0.05521169877322074,0.1258106838307338,0.08187299221941369,1.1692475633783586,-0.12011678946550997,1.1861925989210094,1.1565728836758975,0.09077595629666058,1.2593786361905988,-0.12011678946550941,False,False
U56,MA,DG,250.0,0.75,0.5379084133941218,0.7499999999999998,0.7172112178588292,0.212091586605878,1.0,0.2828115177893056,0.19921773165201523,0.9890758878604484,0.9451951735694943,0.00818631498976765,35.06976744186046,0.3396396396396396,0.07177185062439284,-0.04076230159979481,0.05987685127433928,0.06047100419525897,False,-0.04823304976749432,-0.010458158120825845,False,0.10874651234201482,0.04903837707016201,False,False,-0.05401079054963942,0.14740094617385746,0.08428769088081656,1.182688530485444,-0.11651234998998872,1.1920956925626411,1.1784452829342331,0.09492535436449212,1.2809688985337224,-0.11651234998998883,False,False
U56,MA,DG,100.0,1.0,0.6719969021450204,1.0000000000000004,0.6719969021450201,0.32800309785498005,1.0,0.3279545415933647,0.21214092857772832,0.975271529458097,0.8745042195662032,0.006151978451433878,24.044776119402986,0.36283783783783785,0.0793443515595808,-0.04906830774413551,-0.08072532485698547,-0.08008699827151955,False,-0.08559290187872559,-0.02703330384768643,False,0.16471383591338984,0.07657756514237612,False,False,-0.12195905212172209,-0.04599031992943581,0.09157756693873442,1.0425279431638879,-0.12707610943984982,1.0917907653798706,0.9947189497785841,0.09482097261755418,1.0871515200887416,-0.12707610943985004,False,False
U56,MA,DG,150.0,1.0,0.6958592226532465,1.0000000000000004,0.6958592226532462,0.30414077734675393,1.0,0.3041782960641596,0.2055741646026424,0.9840074047522499,0.9183310391013809,0.007103259501270383,28.818181818181817,0.356981981981982,0.09846739943591616,-0.05254955171613433,0.04214842557938714,0.042723874463198586,False,-0.0707189076239878,-0.016412769510818936,False,0.14162896536982517,0.06014551385772615,False,False,0.01854777865197721,0.06054544035690057,0.10645156119347221,1.1654016936002605,-0.1501609799834145,1.2315220809069807,1.1055401380384777,0.11062853886091117,1.193687280375078,-0.1501609799834145,False,True
