panel,sleeve,n_eq,added,book,conv,f,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,Turn/yr,Gross,4a,4b
u56,S4,0,,v1,natural,0.0,0.06453053483847215,0.6641804017269177,-0.13827796154480831,0.6409087934305884,0.6877921123353656,0.5534299312214817,0.07730300522922962,0.747063834691694,-0.13827796154480798,23.58532168462946,0.7495269204775851,False,False
u56,S4,0,,v1,natural,0.25,0.05594046261599228,0.7242624026715834,-0.11122169940772975,0.6657103228336273,0.7782844327237702,0.5911263287352791,0.06738549374552316,0.8245348827849753,-0.11122169940772952,18.84568175507516,0.7071057954829428,False,False
u56,S4,0,,v1,natural,0.5,0.04670806005091643,0.7959598322255304,-0.08387036683164717,0.672292160186596,0.908564195579751,0.6221775820790981,0.056733486642569275,0.9310642574823336,-0.08387036683164717,14.114588346503261,0.6646846704883008,False,False
u56,S4,0,,v1,natural,0.75,0.036840935740001246,0.8161695972807183,-0.06858717063174191,0.5872232916442258,1.0424401009521622,0.5843185916170325,0.04535388106140936,1.0176717549559697,-0.0574260890277315,9.40403879186012,0.6222635454936586,False,False
u56,S4,0,,v1,natural,1.0,0.02630048164818266,0.6156972714049787,-0.08742146474424961,0.3381632798942085,0.9247940752575574,0.39907900051226375,0.0332174415690496,0.8299456024177211,-0.0533250627146129,4.772209453058822,0.5798424204990166,False,False
u56,S4,0,,v1,matched,0.0,0.06453053483847215,0.6641804017269177,-0.13827796154480831,0.6409087934305884,0.6877921123353656,0.5534299312214817,0.07730300522922962,0.747063834691694,-0.13827796154480798,23.58532168462946,0.7495269204775851,False,False
u56,S4,0,,v1,matched,0.25,0.05957174277613775,0.7206079950257651,-0.12071670140627933,0.6716233321119961,0.7663573822383267,0.6012586825045337,0.07014242407306326,0.8127323951087893,-0.12071670140627955,20.38702165173208,0.7495269204775851,False,False
u56,S4,0,,v1,matched,0.5,0.052843390539043966,0.7778823280931956,-0.10274804634459223,0.6814674098171776,0.8698996259957008,0.6377702494573503,0.061342149718520034,0.8931800103944064,-0.10274804634459289,16.93105892189686,0.7495269204775851,False,False
u56,S4,0,,v1,matched,0.75,0.04345158106997138,0.7797558388109878,-0.07709855983133163,0.5980953294828715,0.9744716023098985,0.5990840780217588,0.050552754532809496,0.9510055459913858,-0.07709855983133085,12.932848147321252,0.7495269204775851,False,False
u56,S4,0,,v1,matched,1.0,0.026722481948322274,0.48818944347564425,-0.19698870784271083,0.21353410043539242,0.8240430536865212,0.268775493281336,0.036207174586957214,0.7237687279986077,-0.07113254225599852,8.133264914911795,0.7476683937823835,False,False
u56,S4,0,,top20,natural,0.0,0.1265973583235207,1.092135905431323,-0.1830834869787813,1.0882791557222313,1.1015451872229007,0.9928968404730495,0.14360571273280298,1.167991233806965,-0.18308348697878107,9.630697203129404,0.7158706915972064,False,True
u56,S4,0,,top20,natural,0.25,0.10201840939016282,1.1435586596473484,-0.14199032076975282,1.1143108533662212,1.1751595047000891,1.029275003708747,0.11639706227865343,1.2305556184893933,-0.1419903207697525,8.379920384592348,0.6818636238226589,False,False
u56,S4,0,,top20,natural,0.5,0.07706715365031025,1.1923482704636108,-0.09969876944163636,1.104427255269712,1.274067469491424,1.0405884901032512,0.08888776181998126,1.308068871247853,-0.0996987694416358,7.161503820644988,0.6478565560481117,False,False
u56,S4,0,,top20,natural,0.75,0.05182375442879428,1.1179851464708388,-0.06650644188177224,0.9006157214744985,1.324455309379469,0.8850431904362797,0.0611518768628172,1.3106045208005137,-0.06112589805771251,5.947417840884778,0.6138494882735643,False,False
u56,S4,0,,top20,natural,1.0,0.02630048164818266,0.6156972714049787,-0.08742146474424961,0.3381632798942085,0.9247940752575574,0.39907900051226375,0.0332174415690496,0.8299456024177211,-0.0533250627146129,4.772209453058822,0.5798424204990166,False,False
u56,S4,0,,top20,matched,0.0,0.1265973583235207,1.092135905431323,-0.1830834869787813,1.0882791557222313,1.1015451872229007,0.9928968404730495,0.14360571273280298,1.167991233806965,-0.18308348697878107,9.630697203129404,0.7158706915972064,False,True
u56,S4,0,,top20,matched,0.25,0.10828471059809952,1.141893659065849,-0.14607054225355875,1.127351261546979,1.1588329221687035,1.0442160330160237,0.12077084313056674,1.2174377783867614,-0.14607054225355898,9.243287862937708,0.7158706915972065,False,True
u56,S4,0,,top20,matched,0.5,0.08718201350461441,1.1793425175639836,-0.10757186791489093,1.1312782082715158,1.225287253080574,1.0708103792655403,0.0957323610597336,1.2657134760882378,-0.10757186791489082,9.02268034949162,0.7158706915972064,False,False
u56,S4,0,,top20,matched,0.75,0.06179846155516677,1.1028839502502206,-0.06674575994282772,0.9602577250673613,1.248483580431624,0.9472416712529421,0.06777133544617975,1.24171492567996,-0.0667457599428275,8.770386681329512,0.7158706915972062,False,False
u56,S4,0,,top20,matched,1.0,0.026057872238097968,0.5048117381692514,-0.19793105565888525,0.21620702391267504,0.8537684159821535,0.2771989809966086,0.03533294511788854,0.7443699406057986,-0.07099166261056578,8.312141018200574,0.7140375084478484,False,False
u56,S4,0,,ewall,natural,0.0,0.10394944276323281,1.0491473622777687,-0.15874704847794496,1.0672217419115992,1.0359541486650077,0.9680079228325479,0.11341323151490479,1.1132841948586054,-0.15874704847794496,8.213701018709864,0.7500000000000001,False,False
u56,S4,0,,ewall,natural,0.25,0.08514457059723868,1.1117718237908862,-0.12315082158814117,1.0980020593672675,1.127411518573617,1.0106852688066552,0.0939302358507661,1.1914033315204895,-0.12315082158814095,7.25541027441262,0.7074606051247541,False,False
u56,S4,0,,ewall,natural,0.5,0.06586723767345548,1.1645218694100654,-0.08684400427466288,1.0812250001866899,1.2424123157246507,1.0200601408435792,0.07400596509059287,1.279587333161305,-0.08684400427466288,6.403472025735068,0.6649212102495082,False,False
u56,S4,0,,ewall,natural,0.75,0.046250173762382385,1.0703470069008918,-0.06822614641369873,0.8541821150336814,1.2829224961917922,0.8482532563841318,0.053768464851255304,1.2630143052025367,-0.05903063526410357,5.567442583715699,0.6223818153742624,False,False
u56,S4,0,,ewall,natural,1.0,0.02630048164818266,0.6156972714049787,-0.08742146474424961,0.3381632798942085,0.9247940752575574,0.39907900051226375,0.0332174415690496,0.8299456024177211,-0.0533250627146129,4.772209453058822,0.5798424204990166,False,False
u56,S4,0,,ewall,matched,0.0,0.10394944276323281,1.0491473622777687,-0.15874704847794496,1.0672217419115992,1.0359541486650077,0.9680079228325479,0.11341323151490479,1.1132841948586054,-0.15874704847794496,8.213701018709864,0.7500000000000001,False,False
u56,S4,0,,ewall,matched,0.25,0.09137885568500859,1.1155876076028826,-0.1277245115543939,1.1189876838738508,1.1142689948431987,1.0336284140952332,0.09831387991154772,1.1815709239723233,-0.12772451155439457,7.772714883232462,0.7500000000000002,False,False
u56,S4,0,,ewall,matched,0.5,0.0760036403014086,1.1607098263619406,-0.09527988038270008,1.1161810460520845,1.2037526787011794,1.0587983692617051,0.08107865906343492,1.246965893236008,-0.09527988038270041,7.718121132662352,0.7500000000000002,False,False
u56,S4,0,,ewall,matched,0.75,0.05648130005825114,1.0549841607597947,-0.0748110840449383,0.9017012558582082,1.2203722899316882,0.899054167892013,0.0610537836618692,1.2053437398902205,-0.065441242137529,7.871781039924857,0.7500000000000002,False,False
u56,S4,0,,ewall,matched,1.0,0.026934195302344976,0.4908541921090771,-0.1969887078427104,0.21067023273375665,0.8316241298327183,0.26877549328133604,0.03659720664051158,0.7278090207526788,-0.07113254225599897,8.086492202798567,0.7481414733047985,False,False
u56,S4+SY,1,SPY,v1,natural,0.0,0.06453053483847215,0.6641804017269177,-0.13827796154480831,0.6409087934305884,0.6877921123353656,0.5534299312214817,0.07730300522922962,0.747063834691694,-0.13827796154480798,23.58532168462946,0.7495269204775851,False,False
u56,S4+SY,1,SPY,v1,natural,0.25,0.058802000629216034,0.7335541803833494,-0.11734935912256672,0.6823746521279351,0.7812521589287503,0.5981129450261254,0.07077478021661388,0.8359597698742242,-0.11734935912256694,18.811615660920868,0.7187821665191765,False,False
