panel,n,sat_share,unsat,EWall,FWD,REV,RAND,d_EW_FWD,d_FWD_RAND,d_FWD_REV,d_EW_RAND
U56,20,0.1712820512820513,True,1.0490288480160836,1.0635392242670008,0.7684892059575963,1.0080615667946995,-0.014510376250917112,0.05547765747230127,0.29505001830940447,0.040967281221384155
U56,30,0.25846153846153846,False,1.0490288480160836,1.0531559958898553,0.9232593408301194,1.02625890367759,-0.004127147873771664,0.026897092212265328,0.1298966550597359,0.022769944338493664
U56,40,0.5015384615384615,False,1.0490288480160836,1.0506590895132306,1.017594181157118,1.0362864243784677,-0.001630241497146967,0.014372665134762874,0.03306490835611253,0.012742423637615907
U56,60,1.0,False,1.0490288480160836,1.0491473622777687,1.0491473622777687,1.0490288480160836,-0.0001185142616850765,0.0001185142616850765,0.0,0.0
B136,20,0.07897435897435898,True,1.0261183690583502,0.9431848997615343,0.6266213942990352,0.9851378134870377,0.08293346929681589,-0.04195291372550336,0.3165635054624991,0.04098055557131253
B136,30,0.09333333333333334,True,1.0261183690583502,0.9525401679398168,0.7520075532161454,0.9897928075390703,0.07357820111853342,-0.03725263959925351,0.20053261472367134,0.0363255615192799
B136,40,0.12717948717948718,True,1.0261183690583502,0.9886495025282044,0.7920531023623643,1.0094075883392462,0.037468866530145806,-0.02075808581104177,0.19659640016584012,0.016710780719104035
B136,60,0.18153846153846154,True,1.0261183690583502,0.9997907193402468,0.914496363931354,1.0016139844164444,0.02632764971810342,-0.0018232650761976776,0.08529435540889274,0.02450438464190574
BSTK100,20,0.08615384615384615,True,1.0228373951970056,0.9458199036213336,0.7850220232282407,0.98330180069512,0.07701749157567195,-0.03748189707378635,0.16079788039309295,0.039535594501885596
BSTK100,30,0.12,True,1.0228373951970056,0.965365638875728,0.8666333067587647,1.0198317339201297,0.057471756321277545,-0.0544660950444017,0.0987323321169633,0.0030056612768758484
BSTK100,40,0.1558974358974359,True,1.0228373951970056,0.9899134735226894,0.9011378602451408,1.021935097578142,0.032923921674316126,-0.03202162405545261,0.08877561327754868,0.0009022976188635123
BSTK100,60,0.30564102564102563,False,1.0228373951970056,1.0218513825602598,1.0055635639645835,1.021126409731633,0.0009860126367458033,0.0007249728286267132,0.016287818595676296,0.0017109854653725165
