panel,cost,delay,chooser,pick_gross,is_Sharpe,is_CAGR,is_MaxDD,CAGR,Sharpe,MaxDD,H1,H2,oCAGR,oSharpe,oMaxDD,keep4a,keep4b,keep4a_oos,keep4b_oos,olegH1,olegH2,olegDD,olegCAGR,on_shelf,regret_oSharpe,shelf_size,spy_oCAGR,spy_oSharpe,spy_oMaxDD,live_oCAGR,live_oSharpe,live_oMaxDD
U56,10.0,0,ISSHARPE,1.0,1.1159274220127013,0.18664689673170387,-0.18404275239231793,0.21141430505726944,1.154175022239098,-0.24927641340478046,1.2069846154220507,1.1211360753319062,0.23216493687826234,1.186463652058247,-0.24927641340478068,False,False,False,False,True,True,False,True,False,0.0,5,0.1525745335844091,0.8738401470547136,-0.33717289200673783,0.09455179369762767,1.2768823974588255,-0.12054956914840886
U56,10.0,0,ISCALMAR,1.0,1.1159274220127013,0.18664689673170387,-0.18404275239231793,0.21141430505726944,1.154175022239098,-0.24927641340478046,1.2069846154220507,1.1211360753319062,0.23216493687826234,1.186463652058247,-0.24927641340478068,False,False,False,False,True,True,False,True,False,0.0,5,0.1525745335844091,0.8738401470547136,-0.33717289200673783,0.09455179369762767,1.2768823974588255,-0.12054956914840886
U56,10.0,0,PREREG,0.6,1.1154896007452184,0.11167235693729238,-0.11231610944102122,0.12607638603601723,1.1531998522566123,-0.1551347294980242,1.2063258371274697,1.119732532176492,0.1380591394861821,1.1850653523895027,-0.15513472949802354,False,True,False,True,True,True,True,True,True,0.001398299668744274,5,0.1525745335844091,0.8738401470547136,-0.33717289200673783,0.09455179369762767,1.2768823974588255,-0.12054956914840886
U56,10.0,0,SHARPEDD,0.7,1.1156851665265275,0.13042139550743292,-0.1304944090876674,0.14736643346645995,1.1535203934210208,-0.179337193028403,1.206576281821846,1.1201500740047843,0.16148882260720132,1.185484473399383,-0.1793371930284029,False,True,False,True,True,True,True,True,True,0.0009791786588639884,5,0.1525745335844091,0.8738401470547136,-0.33717289200673783,0.09455179369762767,1.2768823974588255,-0.12054956914840886
U56,10.0,0,FROZEN,0.75,1.1157631659166949,0.1397990664530524,-0.1395226227032642,0.1580277627432507,1.15366281824539,-0.19127562163086176,1.206681820782339,1.1203431790756468,0.17323365236641486,1.1856777042016955,-0.19127562163086187,False,True,False,True,True,True,True,True,True,0.0007859478565515055,5,0.1525745335844091,0.8738401470547136,-0.33717289200673783,0.09455179369762767,1.2768823974588255,-0.12054956914840886
U56,10.0,1,ISSHARPE,1.0,1.1192956555042344,0.1863494102200125,-0.18113793666898603,0.2038317839745556,1.1056773206980517,-0.2798290540457008,1.2124727240546647,1.0332396576436198,0.21839868402980223,1.1033353724723467,-0.2798290540457009,False,False,False,False,True,True,False,True,False,0.0,3,0.1525745335844091,0.8738401470547136,-0.33717289200673783,0.09455179369762767,1.2768823974588255,-0.12054956914840886
U56,10.0,1,ISCALMAR,1.0,1.1192956555042344,0.1863494102200125,-0.18113793666898603,0.2038317839745556,1.1056773206980517,-0.2798290540457008,1.2124727240546647,1.0332396576436198,0.21839868402980223,1.1033353724723467,-0.2798290540457009,False,False,False,False,True,True,False,True,False,0.0,3,0.1525745335844091,0.8738401470547136,-0.33717289200673783,0.09455179369762767,1.2768823974588255,-0.12054956914840886
U56,10.0,1,PREREG,0.6,1.1188051206803677,0.11146829572220396,-0.11039623234053397,0.12194413140471738,1.1043734699630496,-0.17536257449777615,1.2116540830698237,1.0313319407761445,0.13063132946294664,1.1013897123708043,-0.17536257449777626,False,True,False,True,True,True,True,True,True,0.0019456601015424013,3,0.1525745335844091,0.8738401470547136,-0.33717289200673783,0.09455179369762767,1.2768823974588255,-0.12054956914840886
U56,10.0,1,SHARPEDD,0.7,1.119010868961352,0.13018976050512232,-0.12830811497861305,0.14242597277607305,1.104779362746717,-0.20238498099987623,1.2119427105421925,1.031881353309003,0.15258581272130445,1.1019522311514154,-0.20238498099987612,False,False,False,False,True,True,False,True,False,0.0013831413209313137,3,0.1525745335844091,0.8738401470547136,-0.33717289200673783,0.09455179369762767,1.2768823974588255,-0.12054956914840886
U56,10.0,1,FROZEN,0.75,1.1190950028350795,0.13955464834601017,-0.13720830113752225,0.15266970871946461,1.104963068192857,-0.21566709934074613,1.2120676322196373,1.0321379716976944,0.16356595835546295,1.1022143041188723,-0.2156670993407459,False,False,False,False,True,True,False,True,False,0.0011210683534743637,3,0.1525745335844091,0.8738401470547136,-0.33717289200673783,0.09455179369762767,1.2768823974588255,-0.12054956914840886
