panel,book,dial,pair,n_values,full_rerank,pair_rerank,rerank_agrees,max_level_residual,level_residual_at_10,interp_argmax10_ok,keep4a_recovered,keep4a_undetermined,keep4b_recovered,keep4b_undetermined,bar_recovered,bar_undetermined
U56,TOPN,N,0-30,9,False,False,True,0.0003019989595871575,0.00028157242300763663,True,9,0,9,0,1,8
U56,TOPN,N,0-10,9,False,False,True,4.3382575132921986e-05,0.0,True,9,0,9,0,6,3
U56,TOPN,N,10-30,9,False,False,True,0.00011450111660527007,0.0,True,9,0,9,0,1,8
U56,TOPN,N,0-20,9,False,False,True,0.00015392875895314795,0.00015392875895314795,True,9,0,9,0,4,5
U56,TOPN,N,5-25,9,False,False,True,0.000134255864225441,0.00010561648200835272,True,9,0,9,0,1,8
U56,TOPN,G,0-30,7,False,False,True,0.00017795420727462208,0.00016414201493120117,True,7,0,7,0,3,4
U56,TOPN,G,0-10,7,False,False,True,2.423689400155027e-05,0.0,True,7,0,7,0,7,0
U56,TOPN,G,10-30,7,False,False,True,7.01411013046549e-05,0.0,True,7,0,7,0,3,4
U56,TOPN,G,0-20,7,False,False,True,8.803596054596241e-05,8.803596054596241e-05,True,7,0,7,0,7,0
U56,TOPN,G,5-25,7,False,False,True,7.910189706117343e-05,6.156190909090142e-05,True,7,0,7,0,4,3
U56,TOPN,V,0-30,8,False,False,True,0.00028026870820485605,0.0002666849524666226,True,8,0,7,1,3,5
U56,TOPN,V,0-10,8,False,False,True,5.082725035321367e-05,0.0,True,8,0,8,0,7,1
U56,TOPN,V,10-30,8,False,False,True,9.820447493424922e-05,0.0,True,8,0,7,1,3,5
U56,TOPN,V,0-20,8,False,False,True,0.00015091147688295337,0.00015091147688295337,True,8,0,8,0,7,1
U56,TOPN,V,5-25,8,False,False,True,0.0001245933378335451,0.00010003079253584346,True,8,0,7,1,4,4
U56,TOPN,K,0-30,7,True,True,True,0.000178140932624693,0.00016414201493120117,True,7,0,7,0,6,1
U56,TOPN,K,0-10,7,True,True,True,2.423689400155027e-05,0.0,True,7,0,7,0,7,0
U56,TOPN,K,10-30,7,True,False,False,7.352693367090879e-05,0.0,True,7,0,7,0,6,1
U56,TOPN,K,0-20,7,True,True,True,8.803596054596241e-05,8.803596054596241e-05,True,7,0,7,0,7,0
U56,TOPN,K,5-25,7,True,False,False,7.91846640226801e-05,6.156190909090142e-05,True,7,0,7,0,6,1
U56,V1C,N,0-30,9,False,False,True,0.0004974551394553162,0.0004974551394553162,True,9,0,7,2,1,8
U56,V1C,N,0-10,9,False,False,True,0.0001493422337849326,0.0,True,9,0,7,2,4,5
U56,V1C,N,10-30,9,False,False,True,0.00042753776494935947,0.0,True,9,0,9,0,2,7
U56,V1C,N,0-20,9,False,False,True,0.0003884108762332028,0.0003884108762332028,True,9,0,7,2,2,7
U56,V1C,N,5-25,9,False,False,True,0.00020558289027172716,0.00018662817139913912,True,9,0,8,1,1,8
U56,V1C,G,0-30,7,False,False,True,0.00023748487128127937,0.0002230723295004733,True,7,0,7,0,0,7
U56,V1C,G,0-10,7,False,False,True,3.5355239662804294e-05,0.0,True,7,0,7,0,7,0
U56,V1C,G,10-30,7,False,False,True,8.756911961493863e-05,0.0,True,7,0,7,0,0,7
U56,V1C,G,0-20,7,False,False,True,0.00012351968731783014,0.00012351968731783014,True,7,0,7,0,3,4
U56,V1C,G,5-25,7,False,False,True,0.00010557096965613244,8.366967648132384e-05,True,7,0,7,0,1,6
U56,V1C,V,0-30,8,False,False,True,0.00026305011343308315,0.00025397700466844864,True,8,0,7,1,0,8
U56,V1C,V,0-10,8,False,False,True,5.080932123668891e-05,0.0,True,8,0,7,1,7,1
U56,V1C,V,10-30,8,False,False,True,8.976414542039013e-05,0.0,True,8,0,8,0,0,8
U56,V1C,V,0-20,8,False,False,True,0.000147154885712375,0.000147154885712375,True,8,0,7,1,0,8
U56,V1C,V,5-25,8,False,False,True,0.00011694041127263688,9.526561132644495e-05,True,8,0,7,1,0,8
U56,V1C,K,0-30,7,True,True,True,0.00023748487128127937,0.0002230723295004733,True,7,0,7,0,3,4
U56,V1C,K,0-10,7,True,True,True,3.5355239662804294e-05,0.0,True,7,0,7,0,6,1
U56,V1C,K,10-30,7,True,False,False,9.27217499444577e-05,0.0,True,7,0,7,0,3,4
U56,V1C,K,0-20,7,True,True,True,0.00012351968731783014,0.00012351968731783014,True,7,0,7,0,5,2
