panel,pick_n,pick_g,pick_oos_sharpe,pick_oos_cagr,pick_oos_dd,anchor_oos_sharpe,best_n,best_g,best_oos_sharpe,spy_oos_sharpe,base_oos_sharpe
U56,20,0.85,1.1309170331921883,0.1639938349316019,-0.20602127401146664,1.1132841948586054,40,0.75,1.1358494573491724,0.8820107671822842,1.285072363206482
B136,10,1.0,0.7849954443012369,0.1672343678227961,-0.27947425057208064,1.0190519497098376,ALL,0.75,1.0190519497098376,0.8820239235972316,1.1185082795688426
SMALL439,20,1.0,0.4669556342065387,0.08636188725906946,-0.4296201708455719,0.28838720570009685,10,1.0,0.5532570015737448,0.8820107671822842,0.5680478293625534
