panel,e,cost,k,T_buf,T_kmatch,dT,s_buf,s_hard,alpha_at_0,cost_component,predicted,actual,resid,cost_share
B136,8,25,14.86077945483217,10.94596603773405,15.59589548633318,-4.64992944859913,0.15105608448348662,0.1492205016239588,0.04895694805056583,0.08013210489644731,0.12908905294701314,0.12908905294701312,-2.7755575615628914e-17,0.6207505831601302
B136,12,10,11.579409776976796,10.151076475990829,16.994698957137242,-6.843622481146413,0.1612154618810886,0.15832756578484775,0.0647511109866945,0.04437295186082776,0.10912406284752227,0.10904425709550658,-7.980575201568113e-05,0.406926077931492
B136,12,25,11.579409776976796,10.151076475990829,16.994698957137242,-6.843622481146413,0.1612154618810886,0.15832756578484775,0.0647511109866945,0.11093237965206938,0.17568349063876387,0.17568349063876387,-1.3877787807814457e-17,0.6314331486056698
B136,16,10,7.3928812795674705,10.403689067825756,19.539217008390306,-9.13552794056455,0.18273596923025792,0.17733538625815987,-0.015808663467696382,0.053249376799993114,0.03744071333229673,0.037342590980845025,-9.812235145170711e-05,1.4259689914743066
B136,16,25,7.3928812795674705,10.403689067825756,19.539217008390306,-9.13552794056455,0.18273596923025792,0.17733538625815987,-0.015808663467696382,0.1331234419999828,0.11731477853228642,0.11731477853228645,2.7755575615628914e-17,1.1347542369808559
SMALL439,2,10,18.709710218607015,19.48687363370126,20.780382566029868,-1.2935089323286064,0.17238016798632,0.17218849369008976,-0.04801646041774399,0.007638007047615219,-0.04037845337012877,-0.04037999949351162,-1.546123382849783e-06,-0.18915322296728895
SMALL439,2,25,18.709710218607015,19.48687363370126,20.780382566029868,-1.2935089323286064,0.17238016798632,0.17218849369008976,-0.04801646041774399,0.019095017619038045,-0.028921442798705944,-0.028921442798705954,-1.0408340855860843e-17,-0.6602373799931041
SMALL439,4,10,17.45271987798678,18.610535299075337,21.246546016145622,-2.6360107170702847,0.1747544163882513,0.17437600610647994,-0.010336770167569065,0.015347923821492245,0.00501115365392318,0.005027358803935678,1.6205150012497255e-05,3.0528801344907177
SMALL439,4,25,17.45271987798678,18.610535299075337,21.246546016145622,-2.6360107170702847,0.1747544163882513,0.17437600610647994,-0.010336770167569065,0.038369809553730615,0.02803303938616155,0.02803303938616153,-2.0816681711721685e-17,1.3687352636001295
SMALL439,6,10,16.10574478901881,17.86384068702732,21.625849097993342,-3.762008410966022,0.17815207212283432,0.17678572130163903,0.05068155279515041,0.022055041903264853,0.07273659469841526,0.07273394198786709,-2.6527105481712054e-06,0.3032290193613307
SMALL439,6,25,16.10574478901881,17.86384068702732,21.625849097993342,-3.762008410966022,0.17815207212283432,0.17678572130163903,0.05068155279515041,0.05513760475816213,0.10581915755331253,0.1058191575533125,-3.469446951953614e-17,0.5210550342019439
SMALL439,8,10,14.696492119979665,17.163926245997253,22.023636691856524,-4.859710445859271,0.18184703220906903,0.1799947644922706,0.08279100989145438,0.027970478720770048,0.11076148861222443,0.11077463061040799,1.314199818355788e-05,0.2524989572670445
SMALL439,8,25,14.696492119979665,17.163926245997253,22.023636691856524,-4.859710445859271,0.18184703220906903,0.1799947644922706,0.08279100989145438,0.06992619680192512,0.15271720669337951,0.15271720669337951,1.3877787807814457e-17,0.45788027633533523
SMALL439,12,10,11.324097610574478,16.791609217458014,23.26369891577083,-6.472089698312818,0.19376319811921075,0.1911075188842194,-0.04984330632742007,0.03507047833539141,-0.014772827992028656,-0.014773844184839624,-1.0161928109680973e-06,-2.3738221343487194
SMALL439,12,25,11.324097610574478,16.791609217458014,23.26369891577083,-6.472089698312818,0.19376319811921075,0.1911075188842194,-0.04984330632742007,0.08767619583847854,0.03783288951105847,0.03783288951105851,4.163336342344337e-17,2.317459675208019
SMALL439,16,10,7.312913065582105,17.547164184929084,26.867172336608203,-9.320008151679119,0.2221341810942359,0.21538436441627393,0.01067046851412734,0.04574705344859508,0.05641752196272242,0.05639537804250733,-2.214392021509387e-05,0.8111844451882883
SMALL439,16,25,7.312913065582105,17.547164184929084,26.867172336608203,-9.320008151679119,0.2221341810942359,0.21538436441627393,0.01067046851412734,0.1143676336214877,0.12503810213561506,0.12503810213561506,1.3877787807814457e-17,0.914662264286815
