panel,e,cost,k,T_buf,T_kmatch,dT,s_buf,s_hard,alpha_at_0,cost_component,predicted,actual,resid,cost_share
U56,2,10,18.181347150259068,10.100472464894032,11.415912690423573,-1.3154402255295405,0.1218858045916705,0.12151912456631814,0.027601279089777497,0.011075017120439058,0.03867629621021655,0.03866125752056515,-1.5038689651403897e-05,0.2864629303521207
U56,2,25,18.181347150259068,10.100472464894032,11.415912690423573,-1.3154402255295405,0.1218858045916705,0.12151912456631814,0.027601279089777497,0.027687542801097642,0.05528882189087514,0.05528882189087514,0.0,0.5007801189134614
U56,4,10,17.126154539310654,9.30575961609217,11.649964930682016,-2.3442053145898463,0.12413456933488384,0.12375294016520749,0.022540736678911655,0.0191738004597604,0.041714537138672056,0.04169460211028131,-1.993502839074679e-05,0.45986289565843846
U56,4,25,17.126154539310654,9.30575961609217,11.649964930682016,-2.3442053145898463,0.12413456933488384,0.12375294016520749,0.022540736678911655,0.047934501149401,0.07047523782831266,0.07047523782831266,6.938893903907228e-18,0.6801608994378425
U56,6,10,15.997071412480288,8.649449388786088,11.902243518976562,-3.2527941301904733,0.12689974176876995,0.12615522409755148,0.00012532752462357521,0.026186313417892494,0.02631164094251607,0.02625944765813082,-5.219328438525045e-05,0.9972149360797511
U56,6,25,15.997071412480288,8.649449388786088,11.902243518976562,-3.2527941301904733,0.12689974176876995,0.12615522409755148,0.00012532752462357521,0.06546578354473123,0.06559111106935481,0.06559111106935478,-2.7755575615628914e-17,0.9980892605327111
U56,8,10,14.826988060373958,8.250107036519664,12.322891467568615,-4.072784431048952,0.1298226585389254,0.12871824071482355,-0.008272467712407527,0.0321863406081472,0.023913872895739673,0.02384871769096053,-6.515520477914233e-05,1.3496046632455594
U56,8,25,14.826988060373958,8.250107036519664,12.322891467568615,-4.072784431048952,0.1298226585389254,0.12871824071482355,-0.008272467712407527,0.08046585152036799,0.07219338380796046,0.07219338380796048,1.3877787807814457e-17,1.1145876155966434
U56,12,10,11.760531651272808,7.567421345708814,13.564876836063055,-5.997455490354241,0.14092462994094285,0.1355236215967337,0.029275795450887987,0.046393984313245096,0.07566977976413308,0.07558507533785908,-8.47044262740071e-05,0.6137982148706976
U56,12,25,11.760531651272808,7.567421345708814,13.564876836063055,-5.997455490354241,0.14092462994094285,0.1355236215967337,0.029275795450887987,0.11598496078311273,0.1452607562340007,0.1452607562340007,-1.3877787807814457e-17,0.7984603948796221
U56,16,10,7.6071187204325295,7.6813191817159545,15.950268865244654,-8.2689496835287,0.16222638142154078,0.1554573027007194,0.10113042414581597,0.05525286519203357,0.15638328933784953,0.15627782124256895,-0.00010546809528058643,0.35355538458827124
U56,16,25,7.6071187204325295,7.6813191817159545,15.950268865244654,-8.2689496835287,0.16222638142154078,0.1554573027007194,0.10113042414581597,0.13813216298008393,0.2392625871258999,0.23926258712589987,-2.7755575615628914e-17,0.5773245397008051
B136,2,10,18.595179094390627,13.255306355442455,14.478535938355723,-1.2232295829132678,0.1421880237159128,0.14146489158851216,-0.007952639671934492,0.009123413487675862,0.0011707738157413702,0.0011604266938198826,-1.0347121921487623e-05,7.862119629154245
B136,2,25,18.595179094390627,13.255306355442455,14.478535938355723,-1.2232295829132678,0.1421880237159128,0.14146489158851216,-0.007952639671934492,0.022808533719189655,0.014855894047255163,0.01485589404725518,1.734723475976807e-17,1.5353188200345187
B136,4,10,17.417661635503492,12.320170366233423,14.69533507914136,-2.375164712907937,0.14467413334367676,0.14393536837915535,0.03730970874332429,0.016938689502974044,0.05424839824629833,0.05424239421385768,-6.004032440651286e-06,0.3122776888533176
B136,4,25,17.417661635503492,12.320170366233423,14.69533507914136,-2.375164712907937,0.14467413334367676,0.14393536837915535,0.03730970874332429,0.04234672375743511,0.0796564325007594,0.07965643250075938,-2.0816681711721685e-17,0.5316171265519757
B136,6,10,16.22617706690696,11.586635362372737,15.078466534608554,-3.491831172235816,0.1477657966358753,0.14596513255852553,0.03470767031150257,0.024889677892223332,0.059597348203725906,0.059566965547715345,-3.0382656010557313e-05,0.4178436430891511
B136,6,25,16.22617706690696,11.586635362372737,15.078466534608554,-3.491831172235816,0.1477657966358753,0.14596513255852553,0.03470767031150257,0.06222419473055833,0.0969318650420609,0.09693186504206086,-4.163336342344337e-17,0.6419374547632802
B136,8,10,14.86077945483217,10.94596603773405,15.59589548633318,-4.64992944859913,0.15105608448348662,0.1492205016239588,0.04895694805056583,0.03205284195857892,0.08100979000914475,0.08095068888966539,-5.910111947936281e-05,0.3959551474882009
