panel,book,cost,dial,pts,sweep_pts,S_range,plateau_frac,ctl_Sharpe,ctl_pctile,mono_S,trend_S,mono_CAGR,trend_CAGR,mono_DD,trend_DD,n_mono_margins,c1_crossing,window_w,window_contig,window_interior,lo_bar,hi_bar,c2_crossing,adopted,adopted_pass4b,adopted_in_window,bind_bar,bind_margin,step_delta,thin_ratio,THIN,FLIP1,argmax_S,argmax_mmin,rho_IS_OOS,pass4b,pass4a_v2,pass4a_v1,PLATEAU
broad,EWall,10.0,K,7,6,0.23525497934434347,0.5714285714285714,1.1219549467170122,0.8571428571428571,0.6,1,1.0,1,0.8,-1,4,True,0,False,False,,,False,200,False,False,CAGR,-0.028802311054174454,0.0028485330428102973,10.11127854980357,False,False,200,300,0.6,0,0,6,False
broad,EWall,10.0,band,6,5,0.03845823823658301,1.0,1.1219549467170122,0.6666666666666666,0.5,1,0.5,1,0.5,1,0,False,0,False,False,,,False,3.0,False,False,CAGR,-0.026295147076505862,0.0015301680767555448,17.184482852537446,False,False,8.0,8.0,0.0,0,0,5,True
broad,EWall,10.0,f,13,13,1.0129403818248703,0.15384615384615385,1.1219549467170122,0.07692307692307693,0.8333333333333334,1,1.0,-1,0.9166666666666666,1,5,True,4,True,True,DD,CAGR,True,0.25,True,True,CAGR,0.012727276648958744,0.0048139363046847405,2.643839852341428,False,False,0.6,0.25,0.9835164835164836,4,2,8,False
broad,EWall,10.0,gross,19,19,0.001692706659650156,1.0,1.1219549467170122,0.9473684210526315,1.0,1,1.0,1,1.0,-1,5,True,0,False,False,,,False,0.75,False,False,CAGR,-0.0007046537580377848,0.0070960005863239806,0.09930294529510804,True,False,1.0,0.75,-1.0,0,0,15,True
broad,EWall,10.0,vol,8,8,0.07400389719007938,0.25,1.1219549467170122,0.5,0.5714285714285714,-1,1.0,1,1.0,-1,3,True,2,True,True,CAGR,DD,True,0.6,True,True,DD,0.015333356720116181,0.018564855370723832,0.8259346175298722,True,True,0.4,0.6,0.6190476190476191,2,0,5,False
broad,EWall,25.0,K,7,6,0.3811534093228026,0.14285714285714285,1.1115111687130292,0.8571428571428571,0.8,1,1.0,1,0.6,-1,3,False,0,False,False,,,False,200,False,False,CAGR,-0.03415957432835208,0.0036363930646632348,9.393806918261623,False,False,250,300,0.6,0,0,7,False
broad,EWall,25.0,band,6,5,0.0882540252004056,0.6666666666666666,1.1115111687130292,0.8333333333333334,0.5,1,1.0,1,0.5,1,1,False,0,False,False,,,False,3.0,False,False,CAGR,-0.02954841415962299,0.0024942834537454717,11.846453984711495,False,False,8.0,8.0,0.39999999999999997,0,0,6,False
broad,EWall,25.0,f,13,13,1.0766978028275174,0.3076923076923077,1.1115111687130292,0.07692307692307693,0.8333333333333334,1,1.0,-1,0.9166666666666666,1,4,True,3,True,True,DD,CAGR,True,0.25,True,True,CAGR,0.008816068891934939,0.005364971155351506,1.643264919167552,False,False,0.6,0.25,0.9615384615384615,3,1,12,False
broad,EWall,25.0,gross,19,19,0.0037596099092600532,1.0,1.1115111687130292,0.9473684210526315,1.0,1,1.0,1,1.0,-1,3,True,0,False,False,,,False,0.75,False,False,CAGR,-0.0018173612478247642,0.0070240111418055085,0.2587355303308381,True,False,1.0,0.75,-0.5578947368421052,0,8,19,True
broad,EWall,25.0,vol,8,8,0.1088949202359828,0.875,1.1115111687130292,0.5,0.5714285714285714,1,1.0,1,1.0,-1,2,True,2,True,True,CAGR,DD,True,0.6,True,True,CAGR,0.014710893101613956,0.006035337734843882,2.43745979892449,False,True,0.4,0.6,0.880952380952381,2,0,8,True
