panel,S,k,rho,mean_gross,cell_mean_gross
U56,1,0.6,0.7287470794894205,0.4271573174299641,0.6895874607453992
U56,1,0.8,0.7287470794894189,0.5695430899066188,0.6895874607453992
U56,1,1.0,0.728747079489419,0.7119288623832735,0.6895874607453992
U56,1,1.2,0.7275122955449214,0.8334539195848303,0.6895874607453992
U56,1,1.4,0.7157408999618529,0.889880191810558,0.6895874607453992
U56,1,1.6,0.6964749915458244,0.9157334139966515,0.6895874607453992
U56,1,1.8,0.6746512127436493,0.9315702407270361,0.6895874607453992
U56,1,2.0,0.6522208890811,0.9431651035404103,0.6895874607453992
U56,5,0.6,0.7545546825796379,0.4270104527324828,0.6895874607453992
U56,5,0.8,0.7545546825796382,0.569347270309977,0.6895874607453992
U56,5,1.0,0.7545546825796378,0.7116840878874713,0.6895874607453992
U56,5,1.2,0.7533629558009262,0.834012115045085,0.6895874607453992
U56,5,1.4,0.7404924263106121,0.8909784018478886,0.6895874607453992
U56,5,1.6,0.7223699880135221,0.9167062019003732,0.6895874607453992
U56,5,1.8,0.6998917254088333,0.9329038611062475,0.6895874607453992
U56,5,2.0,0.6749875399279083,0.94472296027465,0.6895874607453992
U56,10,0.6,0.7772252892510171,0.42682367536865956,0.6895874607453992
U56,10,0.8,0.777225289251017,0.5690982338248795,0.6895874607453992
U56,10,1.0,0.777225289251017,0.7113727922810992,0.6895874607453992
U56,10,1.2,0.7759514391701711,0.8343263078645621,0.6895874607453992
U56,10,1.4,0.76212419406441,0.8916682421652053,0.6895874607453992
U56,10,1.6,0.7441426060010508,0.9173563338609849,0.6895874607453992
U56,10,1.8,0.721258580118013,0.9337274941137019,0.6895874607453992
U56,10,2.0,0.6920005349006603,0.945928592922386,0.6895874607453992
U56,21,0.6,0.8143006705169603,0.42639477850801394,0.6895874607453992
U56,21,0.8,0.81430067051696,0.5685263713440187,0.6895874607453992
U56,21,1.0,0.8143006705169601,0.7106579641800232,0.6895874607453992
U56,21,1.2,0.8128485022281752,0.8348350886172511,0.6895874607453992
U56,21,1.4,0.7965151967017388,0.8931650440518006,0.6895874607453992
U56,21,1.6,0.7759496626097273,0.9189532090495636,0.6895874607453992
U56,21,1.8,0.7507929625790932,0.9351627218685644,0.6895874607453992
U56,21,2.0,0.7165476311780842,0.9476776701375953,0.6895874607453992
U56,42,0.6,0.8581872744371266,0.42551543053529217,0.6895874607453992
U56,42,0.8,0.8581872744371264,0.5673539073803897,0.6895874607453992
U56,42,1.0,0.8581872744371262,0.709192384225487,0.6895874607453992
U56,42,1.2,0.8570327667380302,0.8350784752430054,0.6895874607453992
U56,42,1.4,0.834170148048652,0.8956314569677921,0.6895874607453992
U56,42,1.6,0.8048227264315959,0.9216255983387432,0.6895874607453992
U56,42,1.8,0.7732844636788074,0.9375058844077584,0.6895874607453992
U56,42,2.0,0.7347436585690423,0.9502334681894044,0.6895874607453992
U56,63,0.6,0.8756466917282378,0.42465841663673703,0.6895874607453992
U56,63,0.8,0.8756466917282376,0.566211222182316,0.6895874607453992
U56,63,1.0,0.8756466917282376,0.707764027727895,0.6895874607453992
U56,63,1.2,0.8739177135188133,0.8350692915241712,0.6895874607453992
U56,63,1.4,0.8470309696201385,0.8978643894497453,0.6895874607453992
U56,63,1.6,0.8109751976963739,0.9239114415090849,0.6895874607453992
U56,63,1.8,0.7679495044059137,0.9405839600267648,0.6895874607453992
U56,63,2.0,0.725519807683038,0.9529463795806014,0.6895874607453992
B136,1,0.6,0.8165668852094043,0.42704391514693024,0.7125570371868141
B136,1,0.8,0.8165668852094029,0.5693918868625738,0.7125570371868141
B136,1,1.0,0.8165668852094031,0.7117398585782172,0.7125570371868141
B136,1,1.2,0.8117942961421671,0.8331055144511573,0.7125570371868141
B136,1,1.4,0.7772846069713185,0.8932118267702529,0.7125570371868141
B136,1,1.6,0.7407370998748898,0.9210943228559827,0.7125570371868141
B136,1,1.8,0.710742459576998,0.9368114545159282,0.7125570371868141
B136,1,2.0,0.6850407932032082,0.9475625176724166,0.7125570371868141
B136,5,0.6,0.8409014062059932,0.4269023626194391,0.7125570371868141
B136,5,0.8,0.8409014062059922,0.5692031501592523,0.7125570371868141
B136,5,1.0,0.8409014062059927,0.7115039376990652,0.7125570371868141
B136,5,1.2,0.8369277612367153,0.8333899631731373,0.7125570371868141
B136,5,1.4,0.8015014654291945,0.8941410509912868,0.7125570371868141
B136,5,1.6,0.7642987808678795,0.922025406740816,0.7125570371868141
B136,5,1.8,0.7328327872180429,0.9379331725058279,0.7125570371868141
B136,5,2.0,0.7062056412658141,0.9486360377679114,0.7125570371868141
B136,10,0.6,0.8621970099664944,0.4267252728504028,0.7125570371868141
B136,10,0.8,0.862197009966494,0.5689670304672039,0.7125570371868141
B136,10,1.0,0.8621970099664938,0.7112087880840047,0.7125570371868141
B136,10,1.2,0.8588322478143839,0.833574583850856,0.7125570371868141
B136,10,1.4,0.8225436992652536,0.894779088913259,0.7125570371868141
B136,10,1.6,0.7849825064775774,0.9227235954901221,0.7125570371868141
B136,10,1.8,0.750306120743188,0.938745733164976,0.7125570371868141
B136,10,2.0,0.7216348051219167,0.9495059090979762,0.7125570371868141
B136,21,0.6,0.8936600581584927,0.4262916982025853,0.7125570371868141
B136,21,0.8,0.8936600581584923,0.5683889309367803,0.7125570371868141
B136,21,1.0,0.893660058158492,0.7104861636709755,0.7125570371868141
B136,21,1.2,0.8911472205856324,0.8338732922572497,0.7125570371868141
B136,21,1.4,0.8525549273457292,0.8957745630858492,0.7125570371868141
B136,21,1.6,0.812060103170882,0.9239692542799639,0.7125570371868141
B136,21,1.8,0.7728294169189065,0.9399598111692983,0.7125570371868141
B136,21,2.0,0.7367873184824001,0.9514409049808848,0.7125570371868141
B136,42,0.6,0.9209657296950187,0.42539185696921966,0.7125570371868141
B136,42,0.8,0.9209657296950187,0.5671891426256264,0.7125570371868141
B136,42,1.0,0.9209657296950184,0.708986428282033,0.7125570371868141
B136,42,1.2,0.9188743099613793,0.8342838217021394,0.7125570371868141
B136,42,1.4,0.8757935693802393,0.8978371318071503,0.7125570371868141
B136,42,1.6,0.8279601584534575,0.9258211197229242,0.7125570371868141
B136,42,1.8,0.7802526194736048,0.9424923832946799,0.7125570371868141
B136,42,2.0,0.7308884887575985,0.9548303628443516,0.7125570371868141
B136,63,0.6,0.922408690984054,0.424524628641804,0.7125570371868141
B136,63,0.8,0.9224086909840541,0.566032838189072,0.7125570371868141
B136,63,1.0,0.9224086909840541,0.7075410477363401,0.7125570371868141
B136,63,1.2,0.9195074034961871,0.8345021285973107,0.7125570371868141
B136,63,1.4,0.8728656890627989,0.8993791060937927,0.7125570371868141
B136,63,1.6,0.8172324578563063,0.9282616960692665,0.7125570371868141
B136,63,1.8,0.7616321815944053,0.945400423313556,0.7125570371868141
B136,63,2.0,0.7054130436417704,0.9576447175593864,0.7125570371868141
SMALL,1,0.6,0.9220789901529288,0.3376497768258725,0.5640138428095934
SMALL,1,0.8,0.9220789901529287,0.45019970243449675,0.5640138428095934
SMALL,1,1.0,0.9220789901529285,0.5627496280431208,0.5640138428095934
SMALL,1,1.2,0.920487506454646,0.6720856409095757,0.5640138428095934
SMALL,1,1.4,0.9000377937400958,0.7628111855004504,0.5640138428095934
SMALL,1,1.6,0.8586616400420134,0.8302737229757767,0.5640138428095934
SMALL,1,1.8,0.8169313996110379,0.8726730031185582,0.5640138428095934
SMALL,1,2.0,0.7714420011776453,0.9005119803949436,0.5640138428095934
SMALL,5,0.6,0.9390605685538655,0.33772617403827826,0.5640138428095934
SMALL,5,0.8,0.9390605685538657,0.45030156538437105,0.5640138428095934
SMALL,5,1.0,0.9390605685538647,0.5628769567304638,0.5640138428095934
SMALL,5,1.2,0.9378607313729522,0.6722968468468838,0.5640138428095934
SMALL,5,1.4,0.9184326281414633,0.7632999457374471,0.5640138428095934
SMALL,5,1.6,0.8764153112056101,0.8314192648024283,0.5640138428095934
SMALL,5,1.8,0.8341081393193267,0.8738623291471048,0.5640138428095934
SMALL,5,2.0,0.7879886034264973,0.9014454516108205,0.5640138428095934
SMALL,10,0.6,0.9521868437117312,0.33781102736202734,0.5640138428095934
SMALL,10,0.8,0.9521868437117311,0.4504147031493699,0.5640138428095934
SMALL,10,1.0,0.9521868437117305,0.5630183789367122,0.5640138428095934
