panel,S,k,rho,mean_gross,cell_mean_gross
SMALL,10,1.2,0.9513483299021911,0.672512264516398,0.5640138428095934
SMALL,10,1.4,0.9328406412423201,0.7637192771711409,0.5640138428095934
SMALL,10,1.6,0.8901990559100351,0.8325622510022402,0.5640138428095934
SMALL,10,1.8,0.8472715901843354,0.8749301832767422,0.5640138428095934
SMALL,10,2.0,0.800124291981115,0.9024495180005863,0.5640138428095934
SMALL,21,0.6,0.9658877422041978,0.337948533205356,0.5640138428095934
SMALL,21,0.8,0.9658877422041979,0.45059804427380795,0.5640138428095934
SMALL,21,1.0,0.9658877422041975,0.56324755534226,0.5640138428095934
SMALL,21,1.2,0.9656473854234794,0.6729257721498705,0.5640138428095934
SMALL,21,1.4,0.9488916666777177,0.7644982338801627,0.5640138428095934
SMALL,21,1.6,0.9055618961289169,0.8344509074301052,0.5640138428095934
SMALL,21,1.8,0.859933106721647,0.877401092508256,0.5640138428095934
SMALL,21,2.0,0.8096507870834947,0.9051489902489965,0.5640138428095934
SMALL,42,0.6,0.960423779826516,0.3380868404533795,0.5640138428095934
SMALL,42,0.8,0.9604237798265158,0.4507824539378394,0.5640138428095934
SMALL,42,1.0,0.9604237798265157,0.5634780674222991,0.5640138428095934
SMALL,42,1.2,0.9608947666423596,0.6734880179302222,0.5640138428095934
SMALL,42,1.4,0.9460917095942682,0.7659699764819827,0.5640138428095934
SMALL,42,1.6,0.9016513080685497,0.8376613322202274,0.5640138428095934
SMALL,42,1.8,0.8504606918230476,0.882277444376523,0.5640138428095934
SMALL,42,2.0,0.7972272616935556,0.9099011475459537,0.5640138428095934
SMALL,63,0.6,0.9326732647418459,0.338135816805742,0.5640138428095934
SMALL,63,0.8,0.9326732647418458,0.45084775574098934,0.5640138428095934
SMALL,63,1.0,0.9326732647418458,0.5635596946762367,0.5640138428095934
SMALL,63,1.2,0.9335605547105218,0.6738568439048704,0.5640138428095934
SMALL,63,1.4,0.9194041058822764,0.7675509313303305,0.5640138428095934
SMALL,63,1.6,0.8745134698502532,0.8407955811425631,0.5640138428095934
SMALL,63,1.8,0.8208985492767287,0.8861174105123231,0.5640138428095934
SMALL,63,2.0,0.7659999512689709,0.914140233692402,0.5640138428095934
