panel,N,H,freq,L,null_median,observed,N_IID,phi
U56,5,63,W,1,32.14369959241815,26.26459628371725,32.52576207079248,0.061020980974982625
U56,5,63,W,5,30.58538089937778,26.26459628371725,32.52576207079248,0.30990732994487763
U56,5,63,W,21,28.220715050831288,26.26459628371725,32.52576207079248,0.6875791452205267
U56,5,63,W,63,26.92097247095057,26.26459628371725,32.52576207079248,0.8951670967428683
U56,5,63,W,126,26.264596283717268,26.26459628371725,32.52576207079248,0.9999999999999971
U56,5,63,W,252,26.264596283717268,26.26459628371725,32.52576207079248,0.9999999999999971
U56,5,63,W,504,26.264596283717268,26.26459628371725,32.52576207079248,0.9999999999999971
U56,5,63,W,1008,26.264596283717268,26.26459628371725,32.52576207079248,0.9999999999999971
U56,5,63,W,4446,26.264596283717268,26.26459628371725,32.52576207079248,0.9999999999999971
U56,5,63,M,1,33.38817352716859,26.948342611551094,34.708490661466904,0.17014071455925872
U56,5,63,M,5,32.250790892263375,26.948342611551094,34.708490661466904,0.3167078454424839
U56,5,63,M,21,29.217760785858815,26.948342611551094,34.708490661466904,0.7075547837863297
U56,5,63,M,63,27.198389307383664,26.948342611551094,34.708490661466904,0.9677781023990538
U56,5,63,M,126,26.948342611551094,26.948342611551094,34.708490661466904,1.0
U56,5,63,M,252,26.948342611551094,26.948342611551094,34.708490661466904,1.0
U56,5,63,M,504,26.94834261155109,26.948342611551094,34.708490661466904,1.0000000000000004
U56,5,63,M,1008,26.94834261155109,26.948342611551094,34.708490661466904,1.0000000000000004
U56,5,63,M,4446,26.94834261155109,26.948342611551094,34.708490661466904,1.0000000000000004
U56,5,126,W,1,31.394125877297338,25.853597058015552,31.39908395906918,0.0008940751029275441
U56,5,126,W,5,30.465075686375663,25.853597058015552,31.39908395906918,0.1684267386000062
U56,5,126,W,21,27.913810135502,25.853597058015552,31.39908395906918,0.6284883339828982
U56,5,126,W,63,27.34859412211297,25.853597058015552,31.39908395906918,0.7304119384335084
U56,5,126,W,126,25.853597058015616,25.853597058015552,31.39908395906918,0.9999999999999885
U56,5,126,W,252,25.85359705801561,25.853597058015552,31.39908395906918,0.9999999999999898
U56,5,126,W,504,25.8535970580156,25.853597058015552,31.39908395906918,0.9999999999999917
U56,5,126,W,1008,25.8535970580156,25.853597058015552,31.39908395906918,0.9999999999999917
U56,5,126,W,4446,25.8535970580156,25.853597058015552,31.39908395906918,0.9999999999999917
U56,5,126,M,1,32.583707906353936,26.948342611551094,32.3108095252947,-0.05089045498067633
U56,5,126,M,5,31.306232864474207,26.948342611551094,32.3108095252947,0.18733479888628082
U56,5,126,M,21,29.73218306731958,26.948342611551094,32.3108095252947,0.4808657096543185
U56,5,126,M,63,29.358772198430444,26.948342611551094,32.3108095252947,0.5504998677564618
U56,5,126,M,126,27.914868439839843,26.948342611551094,32.3108095252947,0.8197609712403793
U56,5,126,M,252,26.948342611551094,26.948342611551094,32.3108095252947,1.0
U56,5,126,M,504,26.94834261155109,26.948342611551094,32.3108095252947,1.0000000000000007
U56,5,126,M,1008,26.948342611551084,26.948342611551094,32.3108095252947,1.000000000000002
U56,5,126,M,4446,26.94834261155109,26.948342611551094,32.3108095252947,1.0000000000000007
U56,5,252,W,1,29.77758690166899,30.642338630654486,29.91340801527457,-0.1863292757086222
U56,5,252,W,5,28.87471568011589,30.642338630654486,29.91340801527457,-1.4249536420106543
U56,5,252,W,21,27.90819264378848,30.642338630654486,29.91340801527457,-2.750900194308586
U56,5,252,W,63,28.30082975057629,30.642338630654486,29.91340801527457,-2.212252072658258
U56,5,252,W,126,29.132356439033813,30.642338630654486,29.91340801527457,-1.0715033224851929
U56,5,252,W,252,30.642338630654482,30.642338630654486,29.91340801527457,0.9999999999999951
U56,5,252,W,504,30.642338630654443,30.642338630654486,29.91340801527457,0.9999999999999415
U56,5,252,W,1008,30.642338630654482,30.642338630654486,29.91340801527457,0.9999999999999951
U56,5,252,W,4446,30.642338630654486,30.642338630654486,29.91340801527457,1.0
U56,5,252,M,1,31.548900288626147,32.60644482299841,31.31793897856435,0.179247390347104
U56,5,252,M,5,30.217047775886524,32.60644482299841,31.31793897856435,-0.8543936431746326
U56,5,252,M,21,29.896228790905788,32.60644482299841,31.31793897856435,-1.1033789204759135
U56,5,252,M,63,30.922491086682832,32.60644482299841,31.31793897856435,-0.3069042283275055
U56,5,252,M,126,32.101912406619235,32.60644482299841,31.31793897856435,0.6084360668144442
U56,5,252,M,252,32.60644482299842,32.60644482299841,31.31793897856435,1.0000000000000056
U56,5,252,M,504,32.60644482299842,32.60644482299841,31.31793897856435,1.0000000000000056
U56,5,252,M,1008,32.606444822998405,32.60644482299841,31.31793897856435,0.9999999999999944
U56,5,252,M,4446,32.60644482299842,32.60644482299841,31.31793897856435,1.0000000000000056
U56,10,63,W,1,26.443427828664404,27.687075051048822,25.93830863823431,0.2888431449327422
U56,10,63,W,5,25.24565886242184,27.687075051048822,25.93830863823431,-0.3960790707877907
U56,10,63,W,21,25.632525608545304,27.687075051048822,25.93830863823431,-0.17485641732841345
U56,10,63,W,63,27.687075051048804,27.687075051048822,25.93830863823431,0.9999999999999899
U56,10,63,W,126,27.68707505104878,27.687075051048822,25.93830863823431,0.9999999999999756
U56,10,63,W,252,27.687075051048797,27.687075051048822,25.93830863823431,0.9999999999999858
U56,10,63,W,504,27.687075051048776,27.687075051048822,25.93830863823431,0.9999999999999736
U56,10,63,W,1008,27.687075051048794,27.687075051048822,25.93830863823431,0.9999999999999838
U56,10,63,W,4446,27.687075051048804,27.687075051048822,25.93830863823431,0.9999999999999899
U56,10,63,M,1,27.824459550806857,27.635183891688325,27.49936990280692,2.3936389077255504
U56,10,63,M,5,26.984353258776903,27.635183891688325,27.49936990280692,-3.79207361680345
U56,10,63,M,21,26.58243872574908,27.635183891688325,27.49936990280692,-6.751375057973696
U56,10,63,M,63,27.635183891688325,27.635183891688325,27.49936990280692,1.0
U56,10,63,M,126,27.635183891688325,27.635183891688325,27.49936990280692,1.0
U56,10,63,M,252,27.635183891688325,27.635183891688325,27.49936990280692,1.0
U56,10,63,M,504,27.635183891688325,27.635183891688325,27.49936990280692,1.0
