panel,family,n,mean_CAGR,se_CAGR,t_CAGR,mean_MaxDD,se_MaxDD,t_MaxDD,mean_Sharpe,se_Sharpe,t_Sharpe
B136,BAND,5,-0.00166731596965759,0.0019018954853271004,-0.8766601437990343,-0.002950979250828967,0.005706961440755409,-0.5170841403894885,-0.01311281217888749,0.011122139186590132,-1.178982923959223
B136,MADIST,5,-0.00998212016128135,0.004517887764539891,-2.209466166828946,-0.0067513338876843635,0.016163656479534813,-0.4176860536619537,-0.07852434496660228,0.031888747119427074,-2.4624468522554195
B136,MAXVOL,5,-0.020449327785768866,0.0054828381342934334,-3.729697518857019,0.011314068274599243,0.014391213760835138,0.7861788770999866,-0.07325716823947226,0.037637323201414316,-1.9463968743855684
B136,SPYFILT,5,-0.009867201739075515,0.009580316422252228,-1.0299452861658032,-0.0049962505785811516,0.03049665720242662,-0.16382945007440355,-0.11898641384578139,0.07263542560523469,-1.638131983867749
B136,STOP,5,-0.015026478975663605,0.006884470853063028,-2.1826628794539884,-0.021956799654023397,0.020766892259454522,-1.0572982890122689,-0.1754646438447406,0.05081568359780938,-3.452962381328758
B136,VOLTGT,5,-0.007937452827943137,0.005255433246896496,-1.510332727112548,0.034548189977483254,0.0225117906002545,1.5346709016160038,-0.020841034096638823,0.04867297267592166,-0.4281849443510321
SMALL,BAND,5,-0.0036452093966287346,0.0021015535694909335,-1.7345308011880591,-0.009095229975108055,0.012957356429906799,-0.7019356165981054,-0.02199403308908927,0.01249569809478628,-1.7601283995702557
SMALL,MADIST,5,0.000504816560629262,0.002786009021804507,0.1811970301166831,-0.0006826890605298175,0.012234315313257183,-0.055801166068529494,0.00380106722413408,0.017171613534701726,0.22135760372504246
SMALL,MAXVOL,5,-0.006360947008262263,0.012392344893549795,-0.5132964796334172,-0.04848026772319487,0.0451744672851989,-1.0731785151361175,-0.029182208324308578,0.08504728589389257,-0.3431292135614667
SMALL,SPYFILT,5,0.011330172222019774,0.012505246466311662,0.9060334998228572,-0.008443189773254844,0.06519446540168203,-0.12950776912171763,0.06017305997928085,0.09275168405041385,0.648754365975443
SMALL,STOP,5,-0.02991276008637549,0.012971613397525108,-2.3060169286329972,-0.19115146245351858,0.07583364766191782,-2.52066817761044,-0.3645264115316501,0.13229080907418395,-2.7554930995035094
SMALL,VOLTGT,5,-0.005337366692384782,0.00637630197957336,-0.8370630358291008,-0.009963152616253112,0.030296590484922545,-0.3288539223980135,-0.03337552328228991,0.051910704262539964,-0.6429410611247381
U56,BAND,5,0.004368876101060159,0.0022522642670496067,1.939770641028393,-0.0031683042694489625,0.00822230495225184,-0.3853304259386853,0.011476079516268233,0.01772276052322082,0.6475334077460436
U56,MADIST,5,1.1435500560175171e-05,0.004227207978000069,0.0027052136113694153,-0.004248910969396636,0.013900036368890112,-0.3056762483662409,-0.10545611862865856,0.050002350392891366,-2.1090232319089313
U56,MAXVOL,5,-0.011649480067055107,0.004652430931742619,-2.5039555101340683,0.020822211595196906,0.011458301103879551,1.8172163051420356,-0.03395615889537309,0.04004713237426518,-0.8479048781328914
U56,SPYFILT,5,-0.001625150727067881,0.007431409573298271,-0.21868673917626544,-0.008517212101500226,0.025558799699109784,-0.3332399096111263,-0.06814411033641372,0.06747218906592846,-1.0099584922289793
U56,STOP,5,-0.011497810682795696,0.006270379384616558,-1.8336706565162328,-0.0230176344926597,0.021206956681571618,-1.085381313230178,-0.1946647368155714,0.05930007037033092,-3.282706674711912
U56,VOLTGT,5,-0.005963464395146678,0.004033231265284815,-1.478582308551443,0.026918028545467387,0.015508795289763738,1.7356621222045583,-0.01939977040522134,0.039318600183880274,-0.49339931519675007
