[U56] done  t=5s
[B136] done  t=13s
[SMALL] done  t=46s

================================================================================================================
FULL GRID (10 bps) -- ALL 180 books, every (d, g, N) rung published
================================================================================================================
panel  d      g  N  mean_gross  turn_yr  FULL_CAGR  FULL_Sharpe  FULL_MaxDD  H1_Sharpe  H2_Sharpe  OOS_CAGR  OOS_Sharpe  OOS_MaxDD  keep4a_FULL  keep4a_OOS  keep4b_FULL  keep4b_OOS
  U56 +0.5000 10  1     +0.4972 +10.8387    +1.2897  -0.0361   -0.2058        +1.2897       False       False      False      False
  U56 +0.5000 10  2     +0.4972 +10.8387    +0.0122  -0.0128   +0.0088        +0.0122       False       False      False      False
  U56 +0.5000 10  3     +0.4972 +10.8387    +1.5566  +0.0228   +0.3056        +2.2533       False       False      False      False
  U56 +0.5000 20  1     +0.4833  +6.7512    -0.4316  -0.0109   +0.0250        -0.4316       False       False      False      False
  U56 +0.5000 20  2     +0.4833  +6.7512    -0.6559  +0.0350   +0.4053        -0.6559       False       False      False      False
  U56 +0.5000 20  3     +0.4833  +6.7512    -0.1054  +0.0206   +0.3330        -0.1054       False       False      False      False
  U56 +0.5000 40  1     +0.4404  +2.3374    -1.4417  -0.0646   -0.2739        -1.4417       False       False      False      False
  U56 +0.5000 40  2     +0.4404  +2.3374    -1.5214  -0.0197   +0.0691        -1.5214       False       False      False      False
  U56 +0.5000 40  3     +0.4404  +2.3374    -1.2958  -0.0250   +0.1172        -1.2958       False       False      False      False
  U56 +0.5000 80  1     +0.3429  +1.1536    -0.9166  -0.0424   -0.1030        -0.9166       False       False      False      False
  U56 +0.5000 80  2     +0.3429  +1.1536    -1.0443  -0.0041   +0.1182        -1.0443       False       False      False      False
  U56 +0.5000 80  3     +0.3429  +1.1536    -0.7523  +0.0066   +0.2324        -0.7523       False       False      False      False
  U56 +0.7500  5  1     +0.7500 +23.3909    +2.0290  -0.0297   -0.2649        +2.0290       False       False      False      False
  U56 +0.7500  5  2     +0.7500 +23.3909    +0.2266  -0.0072   +0.0728        +0.2266       False       False      False      False
  U56 +0.7500  5  3     +0.7500 +23.3909    +0.0219  +0.0186   +0.4124        +1.0525       False       False      False      False
  U56 +0.7500 10  1     +0.7455 +16.2256    +1.8229  -0.0356   -0.3106        +1.8229       False       False      False      False
  U56 +0.7500 10  2     +0.7455 +16.2256    +0.0827  -0.0103   +0.0412        +0.0827       False       False      False      False
  U56 +0.7500 10  3     +0.7455 +16.2256    +2.3439  +0.0234   +0.4768        +3.3001       False       False      False      False
  U56 +0.7500 20  1     +0.7247 +10.0932    -0.5775  -0.0111   +0.0325        -0.5775       False       False       True       True
  U56 +0.7500 20  2     +0.7247 +10.0932    -0.9553  +0.0366   +0.6484        -0.9553       False        True       True       True
  U56 +0.7500 20  3     +0.7247 +10.0932    -0.1525  +0.0204   +0.5124        -0.1525       False        True       True       True
  U56 +0.7500 40  1     +0.6603  +3.4809    -1.9669  -0.0654   -0.4359        -1.9669        True        True       True       True
  U56 +0.7500 40  2     +0.6603  +3.4809    -2.1292  -0.0186   +0.1198        -2.1292        True        True       True       True
  U56 +0.7500 40  3     +0.6603  +3.4809    -1.7938  -0.0257   +0.1738        -1.7938        True        True       True       True
  U56 +0.7500 80  1     +0.5142  +1.7125    -1.2694  -0.0431   -0.1644        -1.2694       False       False      False      False
  U56 +0.7500 80  2     +0.5142  +1.7125    -1.4815  -0.0033   +0.1893        -1.4815       False       False      False      False
  U56 +0.7500 80  3     +0.5142  +1.7125    -1.0534  +0.0061   +0.3532        -1.0534       False       False      False      False
  U56 +1.0000  5  1     +0.9998 +31.1955    +2.7216  -0.0282   -0.3368        +2.7216       False       False      False      False
  U56 +1.0000  5  2     +0.9998 +31.1955    +0.4157  -0.0037   +0.1438        +0.4157       False       False      False      False
  U56 +1.0000  5  3     +0.9998 +31.1955    +0.1124  +0.0210   +0.5867        +1.4101       False       False      False      False
  U56 +1.0000 10  1     +0.9938 +21.6299    +2.1909  -0.0350   -0.4159        +2.1909        True       False       True      False
  U56 +1.0000 10  2     +0.9938 +21.6299    +0.1903  -0.0077   +0.0946        +0.1903        True        True       True       True
  U56 +1.0000 10  3     +0.9938 +21.6299    +3.1316  +0.0241   +0.6604        +4.2932        True        True       True       True
  U56 +1.0000 20  1     +0.9659 +13.4507    -0.6833  -0.0113   +0.0358        -0.6833       False       False      False      False
  U56 +1.0000 20  2     +0.9659 +13.4507    -1.2373  +0.0384   +0.9203        -1.2373       False       False      False      False
  U56 +1.0000 20  3     +0.9659 +13.4507    -0.1957  +0.0202   +0.6995        -0.1957       False       False      False      False
  U56 +1.0000 40  1     +0.8802  +4.6342    -2.3740  -0.0662   -0.6161        -2.3740       False       False      False      False
  U56 +1.0000 40  2     +0.8802  +4.6342    -2.6434  -0.0175   +0.1826        -2.6434       False       False      False      False
  U56 +1.0000 40  3     +0.8802  +4.6342    -2.1991  -0.0263   +0.2278        -2.1991       False       False      False      False
  U56 +1.0000 80  1     +0.6854  +2.2701    -1.5571  -0.0437   -0.2328        -1.5571        True        True       True       True
  U56 +1.0000 80  2     +0.6854  +2.2701    -1.8658  -0.0024   +0.2688        -1.8658        True        True       True       True
  U56 +1.0000 80  3     +0.6854  +2.2701    -1.3073  +0.0055   +0.4766        -1.3073        True        True       True       True
 B136 +0.5000  5  1     +0.5002 +19.6503    -1.8367  -0.0339   -0.2018        -1.8367       False       False      False      False
 B136 +0.5000  5  2     +0.5002 +19.6503    -0.3507  +0.0225   +0.2464        -0.3507       False       False      False      False
 B136 +0.5000  5  3     +0.5002 +19.6503    +0.1236  -0.0015   +0.1151        +0.1236       False       False      False      False
 B136 +0.5000 10  1     +0.4998 +15.8466    +0.6307  -0.0405   -0.2357        +0.6307       False       False      False      False
 B136 +0.5000 10  2     +0.4998 +15.8466    +1.1340  +0.0272   +0.2866        +1.1340       False       False      False      False
 B136 +0.5000 10  3     +0.4998 +15.8466    +2.2892  +0.0208   +0.2804        +2.2892       False       False      False      False
 B136 +0.5000 20  1     +0.4971 +11.9634    +1.2537  -0.0009   +0.0611        +1.2537       False       False      False      False
 B136 +0.5000 20  2     +0.4971 +11.9634    +0.6725  +0.0613   +0.5764        +0.6725       False       False      False      False
 B136 +0.5000 20  3     +0.4971 +11.9634    +1.8797  +0.1014   +0.9094        +1.8797       False       False      False      False
 B136 +0.5000 40  1     +0.4896  +7.7736    -1.6879  -0.0432   -0.1898        -1.6879       False       False      False      False
 B136 +0.5000 40  2     +0.4896  +7.7736    -1.6153  -0.0144   +0.0630        -1.6153       False       False      False      False
 B136 +0.5000 40  3     +0.4896  +7.7736    -1.1115  -0.0140   +0.0979        -1.1115       False       False      False      False
 B136 +0.5000 80  1     +0.4612  +3.6951    -1.9622  -0.0643   -0.2916        -1.9622       False       False      False      False
 B136 +0.5000 80  2     +0.4612  +3.6951    -2.0469  -0.0336   -0.0182        -2.0469       False       False      False      False
 B136 +0.5000 80  3     +0.4612  +3.6951    -1.9419  -0.0348   +0.0582        -1.9419       False       False      False      False
 B136 +0.7500  5  1     +0.7502 +29.4566    -2.5020  -0.0318   -0.2853        -2.5020       False       False      False      False
 B136 +0.7500  5  2     +0.7502 +29.4566    -0.4743  +0.0254   +0.4068        -0.4743       False       False      False      False
 B136 +0.7500  5  3     +0.7502 +29.4566    +0.1974  +0.0007   +0.1940        +0.1974       False       False      False      False
 B136 +0.7500 10  1     +0.7495 +23.7466    +0.8747  -0.0389   -0.3449        +0.8747       False       False      False      False
 B136 +0.7500 10  2     +0.7495 +23.7466    +1.6717  +0.0302   +0.4713        +1.6717       False       False      False      False
 B136 +0.7500 10  3     +0.7495 +23.7466    +3.2692  +0.0227   +0.4453        +3.2692       False       False      False      False
 B136 +0.7500 20  1     +0.7455 +17.9143    +1.8477  +0.0002   +0.1029        +1.8477       False       False      False      False
 B136 +0.7500 20  2     +0.7455 +17.9143    +1.0318  +0.0639   +0.9198        +1.0318       False       False      False      False
 B136 +0.7500 20  3     +0.7455 +17.9143    +2.7004  +0.1024   +1.4128        +2.7004       False       False      False      False
 B136 +0.7500 40  1     +0.7341 +11.6252    -2.2734  -0.0436   -0.3076        -2.2734       False       False      False      False
 B136 +0.7500 40  2     +0.7341 +11.6252    -2.2401  -0.0129   +0.1129        -2.2401       False       False      False      False
 B136 +0.7500 40  3     +0.7341 +11.6252    -1.5201  -0.0141   +0.1451        -1.5201       False       False      False      False
 B136 +0.7500 80  1     +0.6915  +5.5114    -2.6789  -0.0649   -0.4651        -2.6789       False       False      False      False
 B136 +0.7500 80  2     +0.6915  +5.5114    -2.8556  -0.0323   -0.0152        -2.8556       False       False      False      False
 B136 +0.7500 80  3     +0.6915  +5.5114    -2.6970  -0.0353   +0.0781        -2.6970       False       False      False      False
 B136 +1.0000  5  1     +1.0000 +39.2796    -3.0240  -0.0296   -0.3560        -3.0240       False       False      False      False
 B136 +1.0000  5  2     +1.0000 +39.2796    -0.5699  +0.0282   +0.5928        -0.5699       False       False      False      False
 B136 +1.0000  5  3     +1.0000 +39.2796    +0.2731  +0.0030   +0.2877        +0.2731       False       False      False      False
 B136 +1.0000 10  1     +0.9991 +31.6650    +1.0804  -0.0373   -0.4469        +1.0804       False       False      False      False
 B136 +1.0000 10  2     +0.9991 +31.6650    +2.1871  +0.0334   +0.6853        +2.1871       False       False      False      False
 B136 +1.0000 10  3     +0.9991 +31.6650    +4.1459  +0.0247   +0.6275        +4.1459       False       False      False      False
 B136 +1.0000 20  1     +0.9937 +23.8793    +2.4144  +0.0013   +0.1527        +2.4144       False       False      False      False
 B136 +1.0000 20  2     +0.9937 +23.8793    +1.3985  +0.0665   +1.3023        +1.3985       False       False      False      False
 B136 +1.0000 20  3     +0.9937 +23.8793    +3.4436  +0.1035   +1.9485        +3.4436       False       False      False      False
 B136 +1.0000 40  1     +0.9786 +15.4898    -2.7058  -0.0440   -0.4425        -2.7058       False       False      False      False
 B136 +1.0000 40  2     +0.9786 +15.4898    -2.7546  -0.0114   +0.1762        -2.7546       False       False      False      False
 B136 +1.0000 40  3     +0.9786 +15.4898    -1.8378  -0.0141   +0.1898        -1.8378       False       False      False      False
 B136 +1.0000 80  1     +0.9218  +7.3378    -3.2363  -0.0655   -0.6589        -3.2363       False       False      False      False
 B136 +1.0000 80  2     +0.9218  +7.3378    -3.5332  -0.0310   -0.0032        -3.5332       False       False      False      False
 B136 +1.0000 80  3     +0.9218  +7.3378    -3.3185  -0.0359   +0.0900        -3.3185       False       False      False      False
SMALL +0.5000  5  1     +0.5003 +22.6275    +0.0447  -0.1762   -1.4758        +0.0447       False       False      False      False
SMALL +0.5000  5  2     +0.5003 +22.6275    +1.1325  -0.2686   -2.1266        +1.1325       False       False      False      False
SMALL +0.5000  5  3     +0.5003 +22.6275    -0.8956  -0.3015   -2.4855        -0.8956       False       False      False      False
SMALL +0.5000 10  1     +0.5002 +19.9951    +2.9912  -0.0248   -0.1974        +2.9912       False       False      False      False
SMALL +0.5000 10  2     +0.5002 +19.9951    +2.4580  -0.0445   -0.2609        +2.4580       False       False      False      False
SMALL +0.5000 10  3     +0.5002 +19.9951    +2.0866  -0.1618   -1.1437        +2.0866       False       False      False      False
SMALL +0.5000 20  1     +0.5001 +17.5826    +1.0541  +0.0240   +0.2573        +1.0541       False       False      False      False
SMALL +0.5000 20  2     +0.5001 +17.5826    +0.9810  -0.0138   +0.0072        +0.9810       False       False      False      False
SMALL +0.5000 20  3     +0.5001 +17.5826    -0.1669  -0.0726   -0.4089        -0.1669       False       False      False      False
SMALL +0.5000 40  1     +0.4993 +14.5428    -1.3239  +0.0227   +0.2862        -1.3239       False       False      False      False
SMALL +0.5000 40  2     +0.4993 +14.5428    -1.9196  +0.0175   +0.2671        -1.9196       False       False      False      False
SMALL +0.5000 40  3     +0.4993 +14.5428    -3.7882  +0.0004   +0.1837        -3.7882       False       False      False      False
SMALL +0.5000 80  1     +0.4974 +11.0225    -3.9970  -0.0114   +0.0376        -3.9970       False       False      False      False
SMALL +0.5000 80  2     +0.4974 +11.0225    -3.6759  -0.0244   -0.0645        -3.6759       False       False      False      False
SMALL +0.5000 80  3     +0.4974 +11.0225    -6.5196  -0.0683   -0.3717        -6.5196       False       False      False      False
SMALL +0.7500  5  1     +0.7502 +33.9429    +0.1629  -0.1757   -2.2676        +0.1629       False       False      False      False
SMALL +0.7500  5  2     +0.7502 +33.9429    +1.7952  -0.2662   -3.2559        +1.7952       False       False      False      False
SMALL +0.7500  5  3     +0.7502 +33.9429    -1.2068  -0.2998   -3.8088        -1.2068       False       False      False      False
SMALL +0.7500 10  1     +0.7502 +29.9939    +4.0643  -0.0252   -0.3087        +4.0643       False       False      False      False
SMALL +0.7500 10  2     +0.7502 +29.9939    +3.3809  -0.0445   -0.4093        +3.3809       False       False      False      False
SMALL +0.7500 10  3     +0.7502 +29.9939    +2.6311  -0.1651   -1.8003        +2.6311       False       False      False      False
SMALL +0.7500 20  1     +0.7500 +26.3697    +1.2736  +0.0225   +0.3704        +1.2736       False       False      False      False
SMALL +0.7500 20  2     +0.7500 +26.3697    +1.2875  -0.0131   +0.0115        +1.2875       False       False      False      False
SMALL +0.7500 20  3     +0.7500 +26.3697    -0.4965  -0.0755   -0.6708        -0.4965       False       False      False      False
SMALL +0.7500 40  1     +0.7487 +21.8015    -1.9574  +0.0205   +0.4043        -1.9574       False       False      False      False
SMALL +0.7500 40  2     +0.7487 +21.8015    -2.6178  +0.0175   +0.4025        -2.6178       False       False      False      False
SMALL +0.7500 40  3     +0.7487 +21.8015    -5.3244  -0.0034   +0.2247        -5.3244       False       False      False      False
SMALL +0.7500 80  1     +0.7460 +16.5162    -5.5278  -0.0141   +0.0158        -5.5278       False       False      False      False
SMALL +0.7500 80  2     +0.7460 +16.5162    -5.0585  -0.0245   -0.1051        -5.0585       False       False      False      False
SMALL +0.7500 80  3     +0.7460 +16.5162    -8.9369  -0.0716   -0.6229        -8.9369       False       False      False      False
SMALL +1.0000  5  1     +1.0000 +45.2769    +0.3176  -0.1753   -3.0929        +0.3176       False       False      False      False
SMALL +1.0000  5  2     +1.0000 +45.2769    +2.4558  -0.2637   -4.4240        +2.4558       False       False      False      False
SMALL +1.0000  5  3     +1.0000 +45.2769    -1.4307  -0.2982   -5.1801        -1.4307       False       False      False      False
SMALL +1.0000 10  1     +1.0000 +40.0137    +4.8774  -0.0257   -0.4295        +4.8774       False       False      False      False
SMALL +1.0000 10  2     +1.0000 +40.0137    +4.1047  -0.0445   -0.5699        +4.1047       False       False      False      False
SMALL +1.0000 10  3     +1.0000 +40.0137    +2.8967  -0.1685   -2.5171        +2.8967       False       False      False      False
SMALL +1.0000 20  1     +0.9998 +35.1771    +1.3250  +0.0209   +0.4678        +1.3250       False       False      False      False
SMALL +1.0000 20  2     +0.9998 +35.1771    +1.4834  -0.0124   +0.0144        +1.4834       False       False      False      False
SMALL +1.0000 20  3     +0.9998 +35.1771    -0.9502  -0.0786   -0.9784        -0.9502       False       False      False      False
SMALL +1.0000 40  1     +0.9981 +29.0769    -2.5598  +0.0182   +0.4984        -2.5598       False       False      False      False
SMALL +1.0000 40  2     +0.9981 +29.0769    -3.1734  +0.0175   +0.5355        -3.1734       False       False      False      False
SMALL +1.0000 40  3     +0.9981 +29.0769    -6.6347  -0.0074   +0.2205        -6.6347       False       False      False      False
SMALL +1.0000 80  1     +0.9945 +22.0251    -6.7740  -0.0169   -0.0401        -6.7740       False       False      False      False
SMALL +1.0000 80  2     +0.9945 +22.0251    -6.1779  -0.0246   -0.1537        -6.1779       False       False      False      False
SMALL +1.0000 80  3     +0.9945 +22.0251   -10.8512  -0.0751   -0.9273       -10.8512       False       False      False      False

================================================================================================================
IS THE DELAY-1 COST A GROSS FACT, A TURNOVER FACT, OR A WIDTH FACT?
================================================================================================================

mean dMaxDD(d=1) in pp, by NOMINAL gross (across all panels and widths):
       mean    min    max  count
g                               
0.50 -0.333 -3.997 +2.991     15
0.75 -0.445 -5.528 +4.064     15
1.00 -0.532 -6.774 +4.877     15

mean dMaxDD(d=1) in pp, by WIDTH N:
     mean    min    max  count
N                             
5  -0.083 -3.024 +2.722      9
10 +2.202 +0.631 +4.877      9
20 +0.831 -0.683 +2.414      9
40 -2.032 -2.706 -1.324      9
80 -3.102 -6.774 -0.917      9

mean dMaxDD(d=1) in pp, by PANEL:
        mean    min    max  count
panel                            
B136  -0.920 -3.236 +2.414     15
SMALL -0.402 -6.774 +4.877     15
U56   +0.012 -2.374 +2.722     15

Single-carrier regressions of dMaxDD(d=1) (pooled, n = 45 cells):
   nominal gross g             R2 = +0.0012   resid SD = 2.426 pp   slope = -0.3994
   realised MEAN GROSS         R2 = +0.0014   resid SD = 2.425 pp   slope = +0.4308
   realised TURNOVER /yr       R2 = +0.1351   resid SD = 2.257 pp   slope = +0.0787
   WIDTH N                     R2 = +0.4665   resid SD = 1.773 pp   slope = -0.0601
   log WIDTH N                 R2 = +0.3665   resid SD = 1.932 pp   slope = -1.4822
   gross + turnover            R2 = +0.1825   resid SD = 2.194 pp   slope = -2.8478
   gross + turnover + logN     R2 = +0.3691   resid SD = 1.928 pp   slope = -0.0738
   [total SD of dMaxDD(d=1) = 2.427 pp, mean = -0.437 pp]

WITHIN-PANEL regressions (the panel is the largest single effect; remove it):
   U56    n=15  gross R2 +0.0005 | turnover R2 +0.8063 | logN R2 +0.7776 | mean +0.012 pp, SD 1.702 pp
   B136   n=15  gross R2 +0.0062 | turnover R2 +0.0408 | logN R2 +0.0629 | mean -0.920 pp, SD 2.001 pp
   SMALL  n=15  gross R2 +0.0016 | turnover R2 +0.2553 | logN R2 +0.5650 | mean -0.402 pp, SD 3.338 pp

887's OWN PAIR, re-priced on this grid (same width, g=1.00 vs g=0.75, d=1):
g          0.75    1.0  g1.00 - g0.75
panel N                              
B136  5  -2.502 -3.024         -0.522
      10 +0.875 +1.080         +0.206
      20 +1.848 +2.414         +0.567
      40 -2.273 -2.706         -0.432
      80 -2.679 -3.236         -0.557
SMALL 5  +0.163 +0.318         +0.155
      10 +4.064 +4.877         +0.813
      20 +1.274 +1.325         +0.051
      40 -1.957 -2.560         -0.602
      80 -5.528 -6.774         -1.246
U56   5  +2.029 +2.722         +0.693
      10 +1.823 +2.191         +0.368
      20 -0.578 -0.683         -0.106
      40 -1.967 -2.374         -0.407
      80 -1.269 -1.557         -0.288

g=1.00 loses MORE drawdown to delay than g=0.75 in 8 of 15 matched-width pairs.

DOES DELAY BREAK 4b?  (cells clearing 4b at d=0 that still clear at d)
   d=1: FULL 2/3 survive ; OOS 3/4 survive (new 4b FULL passes appearing at d: 0)
   d=2: FULL 3/3 survive ; OOS 4/4 survive (new 4b FULL passes appearing at d: 1)
   d=3: FULL 3/3 survive ; OOS 4/4 survive (new 4b FULL passes appearing at d: 1)

================================================================================================================
RULE 8 -- (g, N) chosen on 2009-2016 ONLY at d=0; 2017-2026 read ONCE at every d
================================================================================================================
panel   chooser  pick_g  pick_N  d  OOS_CAGR  OOS_Sharpe  OOS_MaxDD  live_OOS_Sharpe  live_OOS_MaxDD  spy_OOS_CAGR  spy_OOS_Sharpe  spy_OOS_MaxDD  keep4a_OOS  keep4b_OOS  keep4b_FULL
  U56 IS_Sharpe  1.0000      40  0    0.1645      1.2740    -0.2033           1.2766         -0.1205        0.1526          0.8737        -0.3372       False       False        False
  U56 IS_Sharpe  1.0000      40  1    0.1576      1.1997    -0.2271           1.2766         -0.1205        0.1526          0.8737        -0.3372       False       False        False
  U56 IS_Sharpe  1.0000      40  2    0.1651      1.2422    -0.2298           1.2766         -0.1205        0.1526          0.8737        -0.3372       False       False        False
  U56 IS_Sharpe  1.0000      40  3    0.1663      1.2355    -0.2253           1.2766         -0.1205        0.1526          0.8737        -0.3372       False       False        False
  U56 IS_Calmar  1.0000      10  0    0.1259      0.8888    -0.1878           1.2766         -0.1205        0.1526          0.8737        -0.3372       False        True         True
  U56 IS_Calmar  1.0000      10  1    0.1232      0.8647    -0.1659           1.2766         -0.1205        0.1526          0.8737        -0.3372       False       False        False
  U56 IS_Calmar  1.0000      10  2    0.1281      0.8863    -0.1859           1.2766         -0.1205        0.1526          0.8737        -0.3372       False        True         True
  U56 IS_Calmar  1.0000      10  3    0.1381      0.9415    -0.1449           1.2766         -0.1205        0.1526          0.8737        -0.3372       False        True         True
 B136 IS_Sharpe  1.0000      40  0    0.1218      0.8620    -0.2461           1.1017         -0.1224        0.1526          0.8737        -0.3372       False       False        False
 B136 IS_Sharpe  1.0000      40  1    0.1106      0.7714    -0.2731           1.1017         -0.1224        0.1526          0.8737        -0.3372       False       False        False
 B136 IS_Sharpe  1.0000      40  2    0.1217      0.8307    -0.2736           1.1017         -0.1224        0.1526          0.8737        -0.3372       False       False        False
 B136 IS_Sharpe  1.0000      40  3    0.1232      0.8356    -0.2645           1.1017         -0.1224        0.1526          0.8737        -0.3372       False       False        False
 B136 IS_Calmar  1.0000      40  0    0.1218      0.8620    -0.2461           1.1017         -0.1224        0.1526          0.8737        -0.3372       False       False        False
 B136 IS_Calmar  1.0000      40  1    0.1106      0.7714    -0.2731           1.1017         -0.1224        0.1526          0.8737        -0.3372       False       False        False
 B136 IS_Calmar  1.0000      40  2    0.1217      0.8307    -0.2736           1.1017         -0.1224        0.1526          0.8737        -0.3372       False       False        False
 B136 IS_Calmar  1.0000      40  3    0.1232      0.8356    -0.2645           1.1017         -0.1224        0.1526          0.8737        -0.3372       False       False        False
SMALL IS_Sharpe  1.0000       5  0    0.1000      0.6599    -0.4008           0.5447         -0.1416        0.1526          0.8737        -0.3372       False       False        False
SMALL IS_Sharpe  1.0000       5  1    0.0526      0.3926    -0.3976           0.5447         -0.1416        0.1526          0.8737        -0.3372       False       False        False
SMALL IS_Sharpe  1.0000       5  2    0.0549      0.3966    -0.3762           0.5447         -0.1416        0.1526          0.8737        -0.3372       False       False        False
SMALL IS_Sharpe  1.0000       5  3    0.0525      0.3901    -0.4151           0.5447         -0.1416        0.1526          0.8737        -0.3372       False       False        False
SMALL IS_Calmar  1.0000       5  0    0.1000      0.6599    -0.4008           0.5447         -0.1416        0.1526          0.8737        -0.3372       False       False        False
SMALL IS_Calmar  1.0000       5  1    0.0526      0.3926    -0.3976           0.5447         -0.1416        0.1526          0.8737        -0.3372       False       False        False
SMALL IS_Calmar  1.0000       5  2    0.0549      0.3966    -0.3762           0.5447         -0.1416        0.1526          0.8737        -0.3372       False       False        False
SMALL IS_Calmar  1.0000       5  3    0.0525      0.3901    -0.4151           0.5447         -0.1416        0.1526          0.8737        -0.3372       False       False        False

At d=0: picks clearing 4a OOS 0/6, 4b OOS 1/6
At d=1: 4a OOS 0/6, 4b OOS 0/6; mean OOS MaxDD move vs d=0 -0.83 pp, mean OOS Sharpe move -0.1357
At d=2: 4a OOS 0/6, 4b OOS 1/6; mean OOS MaxDD move vs d=0 -0.51 pp, mean OOS Sharpe move -0.1039
At d=3: 4a OOS 0/6, 4b OOS 1/6; mean OOS MaxDD move vs d=0 -0.74 pp, mean OOS Sharpe move -0.0964

================================================================================================================
GATES
================================================================================================================
  [PASS] G1 delay=0 fast_run == engine.backtest (RULES v2, FULL): 0.000e+00
  [PASS] G2 delay=d identical to pre-shifting weights+mask by d (d=2): 0.000e+00
  [PASS] G3 delay axis is LIVE (d=1 path differs from d=0): 0.0270

Gates 3/3.  elapsed 46s
SURVIVORSHIP: U56/B136/SMALL are CURRENT constituents; absolute levels are optimistic, SMALL worst (delisted sub-$2B names absent).
