panel,book,cost,family,budget,reachable,max_bought,level,paid_pp,bought_pp,xrate
SMALL439,CAND20,10,200d,2.0,True,3.066076165351106,75.0,-0.46721559396070145,3.066076165351106,-0.15238225300485944
SMALL439,CAND20,10,200d,4.0,False,3.066076165351106,,,,
SMALL439,CAND20,10,200d,6.0,False,3.066076165351106,,,,
SMALL439,CAND20,10,200d,8.0,False,3.066076165351106,,,,
SMALL439,CAND20,10,200d,10.0,False,3.066076165351106,,,,
SMALL439,CAND20,10,abs,2.0,True,4.683589044287961,42.0,-0.058464669754720866,4.683589044287961,-0.012482877810559307
SMALL439,CAND20,10,abs,4.0,True,4.683589044287961,42.0,-0.058464669754720866,4.683589044287961,-0.012482877810559307
SMALL439,CAND20,10,abs,6.0,False,4.683589044287961,,,,
SMALL439,CAND20,10,abs,8.0,False,4.683589044287961,,,,
SMALL439,CAND20,10,abs,10.0,False,4.683589044287961,,,,
SMALL439,CAND20,10,band,2.0,False,0.4497053465422951,,,,
SMALL439,CAND20,10,band,4.0,False,0.4497053465422951,,,,
SMALL439,CAND20,10,band,6.0,False,0.4497053465422951,,,,
SMALL439,CAND20,10,band,8.0,False,0.4497053465422951,,,,
SMALL439,CAND20,10,band,10.0,False,0.4497053465422951,,,,
SMALL439,CAND20,10,ddctl,2.0,True,11.022603105033769,0.2,1.6788066824678705,3.53869350952557,0.4744142655894906
SMALL439,CAND20,10,ddctl,4.0,True,11.022603105033769,0.12,4.521864261347153,4.399915602944504,1.0277161358097502
SMALL439,CAND20,10,ddctl,6.0,True,11.022603105033769,0.08,4.970432274894043,9.035244145657161,0.5501159896473974
SMALL439,CAND20,10,ddctl,8.0,True,11.022603105033769,0.08,4.970432274894043,9.035244145657161,0.5501159896473974
SMALL439,CAND20,10,ddctl,10.0,True,11.022603105033769,0.05,6.093132817265867,11.022603105033769,0.552785286670013
SMALL439,CAND20,10,dg,2.0,True,17.487927504176646,0.9,1.3399221934978112,2.712006352689267,0.49407044794313404
SMALL439,CAND20,10,dg,4.0,True,17.487927504176646,0.8,2.712308020120635,5.503231735756364,0.49285731554748996
SMALL439,CAND20,10,dg,6.0,True,17.487927504176646,0.7,4.115530303457149,8.375059367375714,0.4914031200171338
SMALL439,CAND20,10,dg,8.0,True,17.487927504176646,0.7,4.115530303457149,8.375059367375714,0.4914031200171338
SMALL439,CAND20,10,dg,10.0,True,17.487927504176646,0.6,5.547947743701598,11.328868823126248,0.4897177141266094
SMALL439,CAND20,10,dgg,2.0,True,8.911919884526787,200.0,0.4370534982938601,2.7298986436802064,0.16009880048317965
SMALL439,CAND20,10,dgg,4.0,True,8.911919884526787,150.0,0.5637393854406758,4.251061915927035,0.13261142664814385
SMALL439,CAND20,10,dgg,6.0,True,8.911919884526787,100.0,0.8067164602348464,6.591051834103634,0.12239570868805916
SMALL439,CAND20,10,dgg,8.0,True,8.911919884526787,75.0,1.1168314507231214,8.911919884526787,0.12531883872320335
SMALL439,CAND20,10,dgg,10.0,False,8.911919884526787,,,,
SMALL439,CAND20,10,phi,2.0,True,4.236204932416765,1.0,0.24863745454799524,2.7706627969970588,0.08973934136535028
