panel,gate,ceiling_W,ceiling_D,ceiling_M,admission_share,ceil_H1,ceil_H2,ceil_p05,ceil_med,ceil_min,ceil_max,at_live_075
B136,BAND12,0.7099824413332084,0.709906362490933,0.709472559846159,0.7100522322382841,0.7426189800323267,0.6773606037776482,0.2816538358526942,0.7692965661141828,0.04797267522861968,0.9245691824445111,0.5326081651424842
B136,VOL40,0.8770504501834588,0.8765326656575443,0.8770998622638623,0.8766235086475241,0.8901100045454337,0.863996778503629,0.6104890455451584,0.9258198629825416,0.03703585705297407,1.0,0.6579478624872349
B136,VOL60,0.964160220752697,0.9639741499072356,0.9628634365774326,0.9640185945958817,0.9697388287489016,0.9585841256429777,0.8888888888888887,0.984732824427481,0.06618636859060503,1.0,0.7233161870936443
B136,MAVOL,0.6959009399236049,0.6961274988812742,0.6936963112359347,0.6962643738702089,0.7168932043855856,0.6749181314366067,0.24999940018211447,0.752008415371312,0.02218255891374714,0.9519802361486231,0.5220200919305067
B136,ABS,0.7398875612106333,0.7400569541020748,0.7374817314263679,0.7401866658444879,0.7476544946751696,0.7321241263647746,0.31107480015787914,0.7979076788900368,0.055862761984951124,0.9777343651364147,0.5550410646476647
B136,BOTH,0.6325764997637399,0.6331021965291306,0.6299354393383108,0.633219046988016,0.6428149184515116,0.6223426929762779,0.18897822764346453,0.6884908399758843,0.040306139418723734,0.9236641221374047,0.4745197905201016
SMALL439,NONE,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,0.9999999999999996,1.0000000000000004,0.750101185969866
SMALL439,MA200,0.5048288994997547,0.5045660804457415,0.5097056019792046,0.504499736503838,0.5497749797091408,0.4598828192903688,0.21409818375625198,0.5087596337871451,0.04859110524706921,0.8816766805289802,0.37865275273714644
SMALL439,BAND0,0.504870478974559,0.5046097738468137,0.5097453453714315,0.5045434299049102,0.5497749797091408,0.45996597823997715,0.21409818375625198,0.5090032513599069,0.04859110524706921,0.8816766805289802,0.3786838862144445
SMALL439,BAND3,0.5038066472846005,0.5037686914524275,0.5078082228982048,0.5037017697964232,0.5496751325021766,0.45793816206702437,0.2138818821361596,0.5099536749629038,0.04290312759164283,0.87986974885465,0.3778893846225585
SMALL439,BAND6,0.5066788143445646,0.5063882513397795,0.5097338730770627,0.5063272931841708,0.5542541027469045,0.45910352594222487,0.2091209726184311,0.5161844916871055,0.04294712363249546,0.8890721261822286,0.38004623899290135
SMALL439,BAND12,0.5239297325101208,0.5236405862294369,0.5253827137057732,0.5235993076251346,0.5819392007214729,0.46592026429876854,0.23623162307911583,0.5322442967692611,0.040047690291163084,0.8878777699242065,0.39298775091791466
SMALL439,VOL40,0.5186097366597416,0.517538517149495,0.5245853702853429,0.517478788965843,0.6141442916675912,0.4230751816518921,0.21449765188596812,0.5475804064201809,0.01619478908660632,0.8371930812973097,0.38897195373764687
SMALL439,VOL60,0.7827358128292883,0.7817518513767404,0.7858054145845534,0.7817243260952259,0.8424919700688697,0.7229796555897069,0.5277159977066563,0.8270083959284824,0.016260162601626018,0.9501779359430602,0.5870836974912249
SMALL439,MAVOL,0.4205716080022823,0.4201481961703661,0.42522886670761423,0.42007141610276977,0.4914586165126559,0.3496845994919088,0.14271618011033424,0.4207389636277997,0.0027100271002710014,0.7671380232388745,0.31543418355248554
SMALL439,ABS,0.5213966103540696,0.5209831113449693,0.5208873807253758,0.5209296448367329,0.5782136699557738,0.4645795507523652,0.2635515739536912,0.5049279613704483,0.0961137774264376,0.9061975914191851,0.3910743962468179
SMALL439,BOTH,0.403877015215454,0.4035104207919573,0.4059795926515534,0.4034364547511104,0.45327719770042124,0.3544768327304867,0.16511569854593505,0.3917609654421147,0.026037088035873946,0.8503000796922341,0.30292234823169883
