panel,gate,ceiling_W,ceiling_D,ceiling_M,admission_share,ceil_H1,ceil_H2,ceil_p05,ceil_med,ceil_min,ceil_max,at_live_075
U56,NONE,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,0.9999999999999998,1.0,0.750229749657948
U56,MA200,0.709585443272133,0.7102907941212856,0.7110075193422992,0.7104206496228465,0.7148304896619914,0.7043427595157836,0.25268341703905517,0.773351675506197,0.08928571428571427,0.9821727813097354,0.5323201549530464
U56,BAND0,0.709585443272133,0.7102907941212856,0.7110075193422992,0.7104206496228465,0.7148304896619914,0.7043427595157836,0.25268341703905517,0.773351675506197,0.08928571428571427,0.9821727813097354,0.5323201549530464
U56,BAND3,0.7101506828085258,0.7099877092323308,0.7104347178234993,0.7101296330890553,0.715289599256484,0.7050140811877964,0.2511356397591543,0.7786409556956387,0.08928571428571427,0.9822019427591842,0.5327528030004022
U56,BAND6,0.6788456249494348,0.6788325093064026,0.6780915752802968,0.6789869842524974,0.6821881902402981,0.6755045653186127,0.21986580219295357,0.7540479527385292,0.08928571428571427,0.9299536720795488,0.509268788656046
U56,BAND12,0.6785453656786541,0.6784249440281348,0.6783539644358715,0.6785758789233816,0.698850248940792,0.6582496287603281,0.24914366402199903,0.7347176117544298,0.07885974376061493,0.9109525363625435,0.5090414472529923
U56,VOL40,0.8731238507824526,0.8721629287580125,0.8736070501081596,0.8722564182826803,0.8867594529389373,0.8594943907891014,0.6642310397214772,0.9057487437262826,0.09026635126727241,1.0,0.6550015002592393
U56,VOL60,0.9594944847554153,0.9594172756717088,0.9583229865692833,0.9594492970407432,0.9686799078162605,0.9503131992725257,0.875,0.9809484301782739,0.1614960622385727,1.0,0.7198239210435405
U56,MAVOL,0.6920371381907203,0.6927884014149706,0.6933330334916219,0.6929142341314769,0.7021672342824722,0.6819116052053159,0.23315253069142605,0.7547169811320754,0.054067538390309845,0.9821727813097354,0.5191405075671773
U56,ABS,0.7341970143023859,0.7338553128555814,0.7323686861508825,0.7340012594973604,0.7297630333078217,0.738628998008214,0.23526332979421877,0.8032907096837196,0.09920518884294556,0.982239019708762,0.5508016697911521
U56,BOTH,0.63322607760066,0.6336606307640044,0.6326241950790079,0.6337824406954562,0.6270603342717066,0.6393890435677535,0.14878303855934424,0.7145269285789135,0.059861122807983363,0.9643688828712991,0.4750351707570054
B136,NONE,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,0.9999999999999998,1.0000000000000002,0.7502196524570407
B136,MA200,0.709175232450557,0.7093894763213815,0.7073133222911729,0.7095295259309337,0.7270319815105248,0.691326526971247,0.27330848030360777,0.7600000000000002,0.05588465808702296,0.960458798885997,0.5319865867800337
B136,BAND0,0.709181893199347,0.709394611636764,0.7073133222911729,0.7095346612463161,0.7270319815105248,0.6913398454684896,0.27330848030360777,0.7600000000000002,0.05588465808702296,0.960458798885997,0.5319915734595058
B136,BAND3,0.7093277920091171,0.7093648985799438,0.7086982636098798,0.7095132917436834,0.727878978227471,0.6907849621809518,0.28249086924560646,0.7640955039506939,0.05620643676204168,0.9519820153247687,0.5321081075221801
B136,BAND6,0.70057169496198,0.7004121827785534,0.7000025297010982,0.7005692450985946,0.7190779769527186,0.6820737491343003,0.2767131396335648,0.7578859065659209,0.05579287136278642,0.9366233782987947,0.5255448683331864
