panel,window,ref,CAGR,Sharpe,MaxDD,H1,H2,OOS
SMALL439,own,SPY,0.1412985547640384,0.8615352658239138,0.3371723528339826,0.890660472468106,0.8577064741129479,0.8820107671822842
SMALL439,own,IWM,0.10211607106159826,0.5522447621448194,0.4113329525474907,0.6203652811851592,0.5110999611719771,0.5204372670633095
SMALL439,common,SPY,0.1412985547640384,0.8615352658239138,0.3371723528339826,0.890660472468106,0.8577064741129479,0.8820107671822842
SMALL439,common,IWM,0.10211607106159826,0.5522447621448194,0.4113329525474907,0.6203652811851592,0.5110999611719771,0.5204372670633095
U56,own,SPY,0.15228044986566602,0.8890296069344827,0.3371723528339826,0.9566200326036914,0.834015937642442,0.8820107671822842
U56,own,IWM,0.1254474173017639,0.6287582835895675,0.4113329525474899,0.7732187126444253,0.49753553919444166,0.5204372670633095
U56,common,SPY,0.1412985547640384,0.8615352658239138,0.3371723528339826,0.890660472468106,0.8577064741129479,0.8820107671822842
U56,common,IWM,0.10211607106159826,0.5522447621448194,0.4113329525474907,0.6203652811851592,0.5110999611719771,0.5204372670633095
B136,own,SPY,0.15228333786002324,0.8890499106949826,0.3371595330739301,0.9566383979356751,0.8340326918358352,0.8820239235972316
B136,own,IWM,0.1254474173017639,0.6287582835895675,0.4113329525474899,0.7732187126444253,0.49753553919444166,0.5204372670633095
B136,common,SPY,0.14130109527377144,0.8615657442323101,0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316
B136,common,IWM,0.10211607106159826,0.5522447621448194,0.4113329525474907,0.6203652811851592,0.5110999611719771,0.5204372670633095
