panel,book,gross,band,cost,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,OOS_Sharpe,m_H1,m_H2,m_DD,m_CAGR,m_OOS,IS_m_H1,IS_m_H2,IS_m_DD,IS_m_CAGR,pass4b,pass4a
U56,EWALL,0.5,0.0,0.0,0.08853495496267572,1.1283955603076388,-0.1544332636639424,1.1994191290062666,1.0718929662743075,1.1155656118729416,1.1391119816930342,0.2407252072153384,0.24623427406033216,0.047870148036447374,-0.017544750027169723,0.2633336015640634,0.20530911454227752,0.23602855152631141,0.047275250607579006,-0.02036189936466326,False,False
U56,EWALL,0.5,0.0,5.0,0.08822116138459357,1.1246780203092626,-0.1544940435452773,1.1956522341919023,1.068198726412784,1.111845741236049,1.1353931351734188,0.2369583124009741,0.24254003419880854,0.04780936815511247,-0.017858543605251867,0.259614755044448,0.20184085263168516,0.23168670158146343,0.04722156239537115,-0.020662605694478975,False,False
U56,EWALL,0.5,0.0,10.0,0.08790745623373586,1.1209602999099837,-0.15455482012338118,1.1918852263723503,1.064504258369084,1.1081257891515763,1.1316740368095957,0.23319130458142212,0.23884556615510866,0.04774859157700859,-0.01817224875610958,0.25589565668062486,0.19837253462227677,0.22734470515251592,0.047167876695402816,-0.020963230500642194,False,False
U56,EWALL,0.5,0.0,25.0,0.08696687110102186,1.1098060847093758,-0.15473713003956346,1.180583554240168,1.053419512855217,1.0969654723935944,1.120515259156765,0.22188963244923976,0.2277608206412417,0.0475662816608263,-0.01911283388882358,0.24473687902779429,0.18796726683979526,0.21431788008245634,0.04700683466805858,-0.02186461599319145,False,False
U56,EWALL,0.5,0.0,50.0,0.08540099548606772,1.0912123831366116,-0.15504091384696173,1.1617454478869569,1.0349406320444827,1.0783635784901735,1.1019125256235822,0.20305152609602872,0.20928193983050736,0.04726249785342804,-0.020678709503777717,0.22613414549461142,0.17062424501642315,0.1926039776827646,0.04673848152574736,-0.023365296689312975,False,False
U56,EWALL,0.5,0.02,0.0,0.057875837249318884,1.225616326350378,-0.0796221879833734,1.2390688200567432,1.21660445549489,1.1155287476986167,1.312058231096768,0.2803748982658151,0.3909457632809147,0.12268122371701637,-0.048203867740526554,0.4362798509677971,0.11037060586351555,0.27587197269402863,0.08268701901761857,-0.0539303491310692,False,False
U56,EWALL,0.5,0.02,5.0,0.05711147577652209,1.2101960458399108,-0.07973627995231425,1.2235667131109964,1.2012171843033426,1.0997737376448589,1.2968916493692328,0.26487279132006825,0.3755584920893672,0.12256713174807551,-0.04896822921332335,0.42111326924026204,0.09514399339573743,0.2591995464836854,0.08216217118489802,-0.0546803860166194,False,False
U56,EWALL,0.5,0.02,10.0,0.05634764949326554,1.194767384851914,-0.07985036635180953,1.2080560275591703,1.1858216893494595,1.0840111797408882,1.2817161378875648,0.24936210576824214,0.36016299713548416,0.12245304534858023,-0.0497320554965799,0.405937757758594,0.07990851057786774,0.2425221809284015,0.08163759586059208,-0.05542990464978281,False,False
U56,EWALL,0.5,0.02,25.0,0.0540593781505847,1.1484340963488815,-0.08019259213417529,1.1614756774401913,1.1395886830581885,1.0366815132447107,1.2361387734740878,0.20278175564926315,0.31392999084421314,0.12211081956621447,-0.052020326839260736,0.36036039334511705,0.0341519349652698,0.1924640533862889,0.08006550360739997,-0.057675354500127396,False,False
U56,EWALL,0.5,0.02,50.0,0.05025626252461257,1.0710721944020591,-0.08076285705443786,1.083699919824735,1.0623955930502578,0.9576785821861686,1.1600236296171846,0.12500599803380685,0.2367369008362824,0.1215405546459519,-0.05582344246523287,0.28424524948821384,-0.04225745288044547,0.1089686916026873,0.07745078760904558,-0.06140743817770433,False,False
