window,panel,family,control,armA,armB,dSharpe,dCAGR,dMaxDD,corr,l1_mean,l1_max,floor,label,matched,match_gap,A_Sharpe,B_Sharpe,A_CAGR,B_CAGR,A_MaxDD,B_MaxDD,other_arm,other_dSharpe,other_l1_max
FULL,U56,TREND,RAW,EWall,MA-RS,0.04029206762074411,0.017953015852984144,-0.03878512079923768,0.8904055951103051,0.2171909461336281,0.6964285714285713,0.029628757795625793,VISIBLE,,0.0,1.1275715332525198,1.0872794656317757,0.1329638639344617,0.11501084808147755,-0.22525873278251785,-0.18647361198328016,,,
FULL,U56,TREND,GROSS,EWall,MA-RS,0.04029206762074389,0.017953015852984144,-0.03878512079923768,0.8904055951103053,0.21719094613362797,0.6964285714285712,0.029628757795625793,VISIBLE,0.7499999999999998,0.0,1.1275715332525198,1.087279465631776,0.1329638639344617,0.11501084808147755,-0.22525873278251785,-0.18647361198328016,,,
FULL,U56,TREND,VOL,EWall,MA-RS,0.040101962422757875,0.0047221226190836685,-0.01832153705422712,0.8903537920303581,0.2326649902542603,0.6645406932035302,0.029628757795625793,VISIBLE,0.1052216638447784,9.952185403561131e-08,1.1273813422282786,1.0872793798055207,0.11969543596227239,0.11497331334318872,-0.20473857997521938,-0.18641704292099226,,,
FULL,U56,TREND,BETA,EWall,MA-RS,0.039873415942346835,-0.009363618681707209,0.003905069109962467,0.8902937954378414,0.24913505584583104,0.6304694568076766,0.029628757795625793,VISIBLE,0.5073605749520818,1.4402252487277778e-06,1.1271526739049105,1.0872792579625636,0.1055564740223165,0.1149200927040237,-0.18243175991107508,-0.18633682902103754,,,
FULL,U56,TREND,CONST,MA-RS,EWall@g(MA-RS),-0.04029206762074411,-0.017953015852983922,0.03878512079923835,0.8904055951103048,0.21719094613362808,0.6964285714285713,0.029628757795625793,VISIBLE,0.75,2.220446049250313e-16,1.0872794656317757,1.1275715332525198,0.11501084808147755,0.13296386393446147,-0.18647361198328016,-0.2252587327825185,EWall,0.0,0.0
FULL,U56,VOLCAP,RAW,EWall,VOLCAP-DG,-0.006886120902165116,0.017096309078571403,-0.056419219768680806,0.9530403337055028,0.015197197093554375,0.32045454545454544,0.03783553815798779,INVISIBLE,,0.0,1.1275715332525198,1.134457654154685,0.1329638639344617,0.11586755485589029,-0.22525873278251785,-0.16883951301383704,,,
FULL,U56,VOLCAP,GROSS,EWall,VOLCAP-DG,-0.006961124056807044,0.011665094957238109,-0.04806726068035727,0.9530394324193899,0.02913268295374654,0.3097014633399379,0.03783553815798779,INVISIBLE,0.7196707940357213,2.220446049250313e-16,1.1274965300978779,1.134457654154685,0.1275326498131284,0.11586755485589029,-0.2169067736941943,-0.16883951301383704,,,
FULL,U56,VOLCAP,VOL,EWall,VOLCAP-DG,-0.0071487121381401675,-0.0008055737203265245,-0.028629555423740016,0.9530339319374594,0.061131350129251756,0.2848651718196628,0.03783553815798779,INVISIBLE,0.10113267540299507,1.4112780302721895e-07,1.1273086180996172,1.1344573302377574,0.11501087122361797,0.1158164449439445,-0.19739876665625888,-0.16876921123251887,,,
FULL,U56,VOLCAP,BETA,EWall,VOLCAP-DG,-0.007235126602241904,-0.00611768893117981,-0.02023991495663302,0.9530301280625256,0.07477211053152799,0.27426195290053795,0.03783553815798779,INVISIBLE,0.5270036584735565,1.3468718333964347e-06,1.1272220302957159,1.1344571568979578,0.10967143023794512,0.11578911916912493,-0.18897153815074508,-0.16873162319411206,,,
FULL,U56,VOLCAP,CONST,VOLCAP-DG,EWall@g(VOLCAP-DG),0.006961124056807044,-0.011665094957238109,0.04806726068035727,0.9530394324193897,0.02913268295374654,0.3097014633399379,0.03783553815798779,INVISIBLE,0.7196707940357213,2.220446049250313e-16,1.134457654154685,1.1274965300978779,0.11586755485589029,0.1275326498131284,-0.16883951301383704,-0.2169067736941943,EWall,0.0,0.0
