panel,family,dial,CAGR,Sharpe,MaxDD,H1,H2,oos_Sharpe,p4a,p4a_miss,p4b_SPY,p4b_SPY_miss,p4b_EW742,p4b_EW742_miss,p4b_EWW10,p4b_EWW10_miss
U56,BAND-DG,0.5,0.05733457831336031,1.2069523833304316,-0.08009405329976282,1.2393478094170267,1.1812076685592574,1.2840012516468897,False,H1,False,CAGR,False,CAGR,False,CAGR
U56,BAND-DG,0.6,0.0689151354575479,1.2069518565738175,-0.09573707613032989,1.239628314287528,1.1809769433646307,1.2837920264479934,False,H1,False,CAGR,False,CAGR,False,CAGR
U56,BAND-DG,0.7,0.08052844650011926,1.20693070150167,-0.11125431372298977,1.2398890548930674,1.1807253643423863,1.283560696486182,False,H1,False,CAGR,False,CAGR,False,CAGR
U56,BAND-DG,0.75,0.0863466277658489,1.20691186854518,-0.11896567846859041,1.240011367644835,1.1805913516608169,1.2834365112057164,False,"H1,H2",False,CAGR,False,CAGR,False,CAGR
U56,BAND-DG,0.8,0.0921721110493765,1.2068877453587739,-0.1266455909164118,1.2401286782381817,1.1804519337896342,1.2833066011047292,False,"H2,MaxDD",False,CAGR,False,CAGR,False,CAGR
U56,BAND-DG,0.9,0.10384360974314455,1.2068218432031166,-0.141910723797806,1.2403463640061951,1.1801552319987085,1.2830284517648842,False,"H2,MaxDD",False,CAGR,False,CAGR,False,CAGR
U56,BAND-DG,1.0,0.11554030620111111,1.206731922215266,-0.15704953945571776,1.2405410883695902,1.1798341284798817,1.2827249689407199,False,"H2,MaxDD",True,,False,CAGR,False,CAGR
U56,BAND-RESP,0.5,0.08138198870511126,1.1627020004763444,-0.1199389509713189,1.2230587711426217,1.1210932602983634,1.201589761176962,False,"H1,H2,MaxDD",False,CAGR,False,CAGR,False,CAGR
U56,BAND-RESP,0.6,0.09783410321646313,1.162773461330895,-0.14278506935042334,1.2233483838442252,1.1210280988179193,1.2015176113261454,False,"H1,H2,MaxDD",False,CAGR,False,CAGR,False,CAGR
U56,BAND-RESP,0.7,0.11433063799173038,1.1628243302362322,-0.1652556543879512,1.223618387496229,1.1209435697081904,1.201424038949153,False,"H1,H2,MaxDD",True,,False,CAGR,False,CAGR
U56,BAND-RESP,0.75,0.12259353127409112,1.1628417918793177,-0.17635084507864907,1.2237456315966837,1.1208939497189383,1.201368944374189,False,"H1,H2,MaxDD",True,,False,"DD,CAGR",False,"DD,CAGR"
U56,BAND-RESP,0.8,0.1308650855692357,1.1628540208921165,-0.18735298654202737,1.2238680273684148,1.1208393335891536,1.201308283786187,False,"H1,H2,MaxDD",True,,False,DD,False,DD
U56,BAND-RESP,0.9,0.14743065888128282,1.1628616556199152,-0.2090793262765619,1.2240967650093773,1.1207143638396182,1.2011694972384308,False,"H1,H2,MaxDD",False,DD,False,DD,False,DD
U56,BAND-RESP,1.0,0.1640207237766229,1.1628488168973377,-0.2304369124402329,1.2243051693213831,1.120571169920871,1.2010095606780415,False,"H1,H2,MaxDD",False,DD,False,DD,False,DD
U56,QUANT-RESP,0.2,0.19632238752043496,1.1956058555953009,-0.2187296234836743,1.256963053346927,1.15973225073836,1.191413775963689,False,"H2,MaxDD",False,DD,False,DD,False,DD
U56,QUANT-RESP,0.3,0.17100152966958038,1.1840631047469903,-0.2131675419025324,1.2525211235825569,1.1387536831850549,1.1918686561413387,False,"H2,MaxDD",False,DD,False,DD,False,DD
U56,QUANT-RESP,0.4,0.16019626975368717,1.2130673637137679,-0.20845872708223023,1.2721883167926196,1.173020206292538,1.2447384354758777,False,"H2,MaxDD",False,DD,False,DD,False,DD
U56,QUANT-RESP,0.5,0.15495030726348147,1.2307169899719084,-0.1980354091219657,1.3275487006818314,1.1567330863989154,1.2314257398025246,False,"H2,MaxDD",True,,False,DD,False,DD
U56,QUANT-RESP,0.6,0.15155398946997645,1.2478387170086327,-0.19603019614915973,1.3532854836629284,1.1622479907369714,1.2392871346576273,False,"H2,MaxDD",True,,False,DD,False,DD
U56,QUANT-RESP,0.7,0.1452007667462405,1.2253179889675376,-0.20334688699542858,1.3299773477426535,1.1389052391855825,1.2239645409736681,False,"H2,MaxDD",False,DD,False,DD,False,DD
U56,QUANT-RESP,0.8,0.13739704901652727,1.1851691046552484,-0.20514892855443545,1.3097404016956775,1.0778029367511712,1.162748988981752,False,"H2,MaxDD",False,DD,False,DD,False,DD
U56,TOPN-RESP,5.0,0.1822552988796775,1.0138522559588727,-0.21654565235233958,0.9717087101219541,1.0546317478522285,1.0597320110979636,False,"H1,H2,MaxDD",False,DD,False,"H1,H2,OOS,DD",False,"H1,H2,OOS,DD"
U56,TOPN-RESP,10.0,0.13718544033447433,0.9700106157462137,-0.1804628467005862,0.8973646374502529,1.037466605331266,1.050030872365281,False,"H1,H2,MaxDD",False,H1,False,"H1,H2,OOS,DD",False,"H1,H2,OOS,DD"
U56,TOPN-RESP,15.0,0.12641744782527797,0.9947991763086128,-0.1753075349978931,0.9654267807020172,1.0258661683966743,1.06988511497691,False,"H1,H2,MaxDD",True,,False,"H1,H2,OOS,DD",False,"H1,H2,OOS,DD"
U56,TOPN-RESP,20.0,0.1244203106138615,1.0427495531925153,-0.18292573896636088,1.029179343349434,1.0602214100276979,1.1189063009460736,False,"H1,H2,MaxDD",True,,False,"H1,H2,OOS,DD,CAGR",False,"H1,OOS,DD"
U56,TOPN-RESP,30.0,0.11492559993811002,1.0561837747702931,-0.17169392625913504,1.0627569352757598,1.0543323639377282,1.133566856676645,False,"H1,H2,MaxDD",True,,False,"H1,H2,OOS,CAGR",False,"H1,H2,CAGR"
U56,TOPN-RESP,40.0,0.1044925915002477,1.0311297129279293,-0.16729161848703777,1.0673940662682209,1.0019879729661965,1.0917509011524051,False,"H1,H2,MaxDD",False,CAGR,False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,CAGR"
