panel,family,dial,CAGR,Sharpe,MaxDD,H1,H2,oos_Sharpe,p4a,p4a_miss,p4b_SPY,p4b_SPY_miss,p4b_EW742,p4b_EW742_miss,p4b_EWW10,p4b_EWW10_miss
U56,EWELIG,0.5,0.06927957798045536,1.0492463545315025,-0.10704780721365148,1.0801054142299913,1.0244205564047293,1.1089429136020503,False,"H1,H2",False,CAGR,False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,CAGR"
U56,EWELIG,0.6,0.08316853326171447,1.049339662991904,-0.12777654308703923,1.0802522199539044,1.024487859697939,1.1089796907452671,False,"H1,H2,MaxDD",False,CAGR,False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,CAGR"
U56,EWELIG,0.7,0.09705683442311108,1.0494221193460982,-0.14827762158687274,1.080388399947127,1.0245450753158423,1.109004450826106,False,"H1,H2,MaxDD",False,CAGR,False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,CAGR"
U56,EWELIG,0.75,0.10399909770337046,1.0494591387986694,-0.1584426947745894,1.0804527630260452,1.0245694195894237,1.1090118579135835,False,"H1,H2,MaxDD",False,CAGR,False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,CAGR"
U56,EWELIG,0.8,0.11093923631183844,1.0494934970686955,-0.16855073676934784,1.0805148234733521,1.0245910414444714,1.1090161725166865,False,"H1,H2,MaxDD",True,,False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,CAGR"
U56,EWELIG,0.9,0.12481041022621575,1.049553806273049,-0.18859557520932524,1.0806315592962157,1.0246257796233988,1.1090150244350199,False,"H1,H2,MaxDD",True,,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD"
U56,EWELIG,1.0,0.1386647727067849,1.0496021635649186,-0.20841183456550028,1.0807363989320709,1.024649649145946,1.1090010214839086,False,"H1,H2,MaxDD",False,DD,False,"H1,H2,OOS,DD",False,"H1,H2,OOS,DD"
U56,MAGATE,0.5,0.07685481740688616,1.091251187402833,-0.1269170958645065,1.1802212252583062,1.0260146368344318,1.1078597586252963,False,"H1,H2,MaxDD",False,CAGR,False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,CAGR"
U56,MAGATE,0.6,0.09230915581629517,1.0913122766857872,-0.15096870595128153,1.1804253719295459,1.0260093997495836,1.1078364887837904,False,"H1,H2,MaxDD",False,CAGR,False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,CAGR"
U56,MAGATE,0.7,0.10777734637947178,1.0913626058749055,-0.17458467729133031,1.1806186952232485,1.0259959120652469,1.1078026153467193,False,"H1,H2,MaxDD",True,,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
U56,MAGATE,0.75,0.11551466393347187,1.0913835754263106,-0.18623041492877712,1.180711419528564,1.0259857141223931,1.1077813550589952,False,"H1,H2,MaxDD",True,,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
U56,MAGATE,0.8,0.1232530657888109,1.0914017501114033,-0.19776858464096303,1.1808016422217238,1.0259731324414123,1.1077571628185399,False,"H1,H2,MaxDD",True,,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
U56,MAGATE,0.9,0.13872991096090392,1.0914299331234933,-0.22052401868138294,1.1809747215055162,1.0259411521698463,1.107700267119117,False,"H1,H2,MaxDD",False,DD,False,"H1,H2,OOS,DD",False,"H1,H2,OOS,DD"
U56,MAGATE,1.0,0.15420136108489424,1.091447495232596,-0.24285458426962836,1.1811382664162626,1.0259004639112907,1.1076321004617942,False,"H1,H2,MaxDD",False,DD,False,"H1,H2,OOS,DD",False,"H1,H2,OOS,DD"
B136,BAND-DG,0.5,0.053445880111218536,1.1077632711139798,-0.08199084501569609,1.2300792253894932,0.9870391770337544,1.121563969660283,False,H1,False,CAGR,False,"H1,H2,CAGR",False,"H1,H2,CAGR"
B136,BAND-DG,0.6,0.06419403933898349,1.107795593500943,-0.09800376769294894,1.2305624736240681,0.9866721536131449,1.1211962507936057,False,H1,False,CAGR,False,"H1,H2,CAGR",False,"H1,H2,CAGR"
B136,BAND-DG,0.7,0.07495633049266592,1.1078070907834154,-0.1138877404178178,1.231025438908805,0.9862848418714601,1.1208072589122489,False,H1,False,CAGR,False,"H1,H2,CAGR",False,"H1,H2,CAGR"
B136,BAND-DG,0.75,0.08034199584015167,1.1078049683658704,-0.12178128651163933,1.23124936086813,0.9860834196026452,1.12060446918127,False,"H1,H2",False,CAGR,False,"H1,H2,CAGR",False,"H1,H2,CAGR"
B136,BAND-DG,0.8,0.08573022507477246,1.1077972070957705,-0.12964243318071644,1.2314677941821355,0.9858764971977473,1.120395860838928,False,"H2,MaxDD",False,CAGR,False,"H1,H2,CAGR",False,"H1,H2,CAGR"
B136,BAND-DG,0.9,0.09651296029623557,1.1077637632781365,-0.14526769209974155,1.2318871889639473,0.9854451588243458,1.119960145382751,False,"H2,MaxDD",False,CAGR,False,"H1,H2,CAGR",False,"H1,H2,CAGR"
B136,BAND-DG,1.0,0.10730181668524397,1.107706567375259,-0.1607636272862938,1.2322831844435533,0.9849908831555927,1.1195000250557177,False,"H2,MaxDD",True,,False,"H1,H2,CAGR",False,"H1,H2,CAGR"
B136,BAND-RESP,0.5,0.07822888908856784,1.0707084804391835,-0.12586301730810456,1.1728147284662056,0.9815612659524275,1.0788121330791172,False,"H1,H2,MaxDD",False,CAGR,False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,CAGR"
B136,BAND-RESP,0.6,0.09396160920894014,1.0709307909054828,-0.14980233427428324,1.1734716571470019,0.9814775433209836,1.0786686982994689,False,"H1,H2,MaxDD",False,CAGR,False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,CAGR"
B136,BAND-RESP,0.7,0.10970783081118696,1.0711341853081706,-0.17333517976262602,1.1741134010555794,0.9813756667654487,1.0785030897364478,False,"H1,H2,MaxDD",True,,False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,CAGR"
B136,BAND-RESP,0.75,0.1175837887526121,1.0712284076952403,-0.18494986152901194,1.174428079975505,0.9813177100092048,1.0784117446532762,False,"H1,H2,MaxDD",True,,False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,CAGR"
B136,BAND-RESP,0.8,0.1254604529253438,1.0713176401862812,-0.19646371033812982,1.1747385720207486,0.9812551522336748,1.0783147559753201,False,"H1,H2,MaxDD",True,,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
B136,BAND-RESP,0.9,0.14121220218141017,1.0714807124886656,-0.21919002858320036,1.1753466504739325,0.9811158724451875,1.078103411033326,False,"H1,H2,MaxDD",False,DD,False,"H1,H2,OOS,DD",False,"H1,H2,OOS,DD"
B136,BAND-RESP,1.0,0.15695569577389223,1.0716234125035828,-0.24151639099731692,1.1759378738037332,0.980957919598849,1.0778686674335827,False,"H1,H2,MaxDD",False,DD,False,"H1,H2,OOS,DD",False,"H1,H2,OOS,DD"
B136,QUANT-RESP,0.2,0.17053883006446768,1.1536345602929299,-0.22354026718493503,1.2513530312726215,1.077199278288573,1.1448789977555127,False,MaxDD,False,DD,False,DD,False,DD
B136,QUANT-RESP,0.3,0.1527166699049285,1.1205820270601239,-0.22955349242959078,1.207304327732603,1.0488185737709137,1.1208343724901608,False,"H1,MaxDD",False,DD,False,"H1,DD",False,"H1,DD"
B136,QUANT-RESP,0.4,0.14422215172655117,1.1126828388554846,-0.23067187661798572,1.212308032996308,1.0283189789277196,1.104882534813563,False,"H1,MaxDD",False,DD,False,"H1,H2,OOS,DD",False,"H1,DD"
B136,QUANT-RESP,0.5,0.14084051884451965,1.117354407188623,-0.22970515360509924,1.204488501491153,1.04330759162262,1.1228129164401652,False,"H1,MaxDD",False,DD,False,"H1,DD",False,"H1,DD"
B136,QUANT-RESP,0.6,0.1395785070593878,1.1268381417718207,-0.2332381572691794,1.2266818924747744,1.039347675202095,1.1189950080038487,False,"H1,MaxDD",False,DD,False,"H1,DD",False,"H1,DD"
B136,QUANT-RESP,0.7,0.13653711837908156,1.1175080371152584,-0.237955604559418,1.2347173432508245,1.0135991405212064,1.104250595005962,False,MaxDD,False,DD,False,"H1,H2,OOS,DD",False,"H1,H2,DD"
B136,QUANT-RESP,0.8,0.13647347930048714,1.123844136426472,-0.23942682110826252,1.2562146991058778,1.0056635234770859,1.096316358970518,False,MaxDD,False,DD,False,"H2,OOS,DD",False,"H2,OOS,DD"
B136,TOPN-RESP,5.0,0.21459238098239353,1.0919994680547553,-0.2459065069867563,1.2739632357052488,0.9346140271098052,0.9815597082930673,False,"H2,MaxDD",False,DD,False,"H2,OOS,DD",False,"H2,OOS,DD"
B136,TOPN-RESP,10.0,0.1586070433868867,0.9964349719217892,-0.16957517504834352,1.2141125326023625,0.8073710622948934,0.8655225417722514,False,"H1,H2,MaxDD",False,"H2,OOS",False,"H1,H2,OOS",False,"H1,H2,OOS"
B136,TOPN-RESP,15.0,0.14906979858771496,1.0184975673166838,-0.18265297460757102,1.184339787441365,0.873078574451475,0.9560038956337433,False,"H1,H2,MaxDD",True,,False,"H1,H2,OOS",False,"H1,H2,OOS"
B136,TOPN-RESP,20.0,0.1368270408454595,0.999878191526324,-0.17810642345223837,1.1356134179543027,0.8794982479013106,0.9715680387667637,False,"H1,H2,MaxDD",True,,False,"H1,H2,OOS",False,"H1,H2,OOS"
B136,TOPN-RESP,30.0,0.12686664579695806,1.0015587608250363,-0.18721504383835286,1.1299054183163526,0.8850774532210948,0.974270630796041,False,"H1,H2,MaxDD",True,,False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,CAGR"
B136,TOPN-RESP,40.0,0.11871789103647479,0.9868320010480567,-0.18829338498447634,1.0657256122402443,0.9152797020628088,0.9987972153198931,False,"H1,H2,MaxDD",True,,False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,CAGR"
B136,EWELIG,0.5,0.07154908614797484,1.0278255553245361,-0.12036836931158112,1.1469536779350233,0.9161863635558191,1.0207785854403564,False,"H1,H2",False,CAGR,False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,CAGR"
B136,EWELIG,0.6,0.08587477269154742,1.027854406888145,-0.14324027306900977,1.1474457224572066,0.9158651358642276,1.0203968749129295,False,"H1,H2,MaxDD",False,CAGR,False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,CAGR"
B136,EWELIG,0.7,0.10019246173691698,1.0278724244764639,-0.1657193942349089,1.1479306867913253,0.9155338227203197,1.0200009903275091,False,"H1,H2,MaxDD",False,CAGR,False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,CAGR"
B136,EWELIG,0.75,0.1073464428202695,1.0278772028988117,-0.1768127133019104,1.1481702648507748,0.9153643662470853,1.0197977090316812,False,"H1,H2,MaxDD",True,,False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,CAGR"
B136,EWELIG,0.8,0.11449617479649077,1.0278791269183811,-0.18780909644383403,1.1484080273849373,0.9151922424534009,1.01959070971717,False,"H1,H2,MaxDD",True,,False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,CAGR"
B136,EWELIG,0.9,0.12877981297421703,1.0278741843457613,-0.2095127399452713,1.1488776657055944,0.9148401029399059,1.0191655368959065,False,"H1,H2,MaxDD",False,DD,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
B136,EWELIG,1.0,0.1430371038232794,1.0278569677531426,-0.2308337010607875,1.149338894000864,0.9144771458671322,1.0187250173536015,False,"H1,H2,MaxDD",False,DD,False,"H1,H2,OOS,DD",False,"H1,H2,OOS,DD"
B136,MAGATE,0.5,0.07760834878325373,1.0580713647497209,-0.13729006346930606,1.1585807074458685,0.9711547181247613,1.0665751646664003,False,"H1,H2,MaxDD",False,CAGR,False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,CAGR"
B136,MAGATE,0.6,0.09319886209286321,1.0582648890018078,-0.16321660554798567,1.1592917225662678,0.9709770535990895,1.066336574416456,False,"H1,H2,MaxDD",False,CAGR,False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,CAGR"
B136,MAGATE,0.7,0.10879728546052703,1.0584465883636982,-0.18864150753506437,1.1599951435504996,0.9707884058368302,1.0660829457679457,False,"H1,H2,MaxDD",True,,False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,CAGR"
B136,MAGATE,0.75,0.11659734787379517,1.0585329145142401,-0.20116704846935796,1.1603438392888514,0.9706900214487699,1.065950555039218,False,"H1,H2,MaxDD",True,,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
B136,MAGATE,0.8,0.1243968185981501,1.0586161077403442,-0.2135686331949429,1.16069055171044,0.9705887314044079,1.0658142036605,False,"H1,H2,MaxDD",False,DD,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
B136,MAGATE,0.9,0.1399903975161989,1.058772499257391,-0.2380018936103805,1.1613767837831226,0.970377550010897,1.0655294882645907,False,"H1,H2,MaxDD",False,DD,False,"H1,H2,OOS,DD",False,"H1,H2,OOS,DD"
B136,MAGATE,1.0,0.15557083250772208,1.05891537828968,-0.26194522611585713,1.1620540472410317,0.9701542503491374,1.065228141117149,False,"H1,H2,MaxDD",False,DD,False,"H1,H2,OOS,DD",False,"H1,H2,OOS,DD"
