panel,book,kind,point,kdays,cost,n_phase_req,n_phase,metric,mean,sd,rng
broad,EWALL,cal,D,1,0.0,2,1,Sharpe,1.134287054937031,0.0,0.0
broad,EWALL,cal,D,1,0.0,2,1,CAGR,0.14374573086188014,0.0,0.0
broad,EWALL,cal,D,1,0.0,2,1,MaxDD,-0.25149029328851613,0.0,0.0
broad,EWALL,cal,D,1,0.0,2,1,OOSs,1.1131436399058414,0.0,0.0
broad,EWALL,cal,D,1,0.0,2,1,H1,1.2446840229972704,0.0,0.0
broad,EWALL,cal,D,1,0.0,2,1,H2,1.0358121084071035,0.0,0.0
broad,EWALL,cal,D,1,0.0,2,1,OOS_CAGR,0.14151099001850387,0.0,0.0
broad,EWALL,cal,D,1,0.0,2,1,OOS_MaxDD,-0.2514902932885159,0.0,0.0
broad,EWALL,cal,D,1,10.0,2,1,Sharpe,1.1195871586759234,0.0,0.0
broad,EWALL,cal,D,1,10.0,2,1,CAGR,0.14164062023857404,0.0,0.0
broad,EWALL,cal,D,1,10.0,2,1,MaxDD,-0.25180302894597684,0.0,0.0
broad,EWALL,cal,D,1,10.0,2,1,OOSs,1.0978819716499684,0.0,0.0
broad,EWALL,cal,D,1,10.0,2,1,H1,1.2304605637803783,0.0,0.0
broad,EWALL,cal,D,1,10.0,2,1,H2,1.0206513166768447,0.0,0.0
broad,EWALL,cal,D,1,10.0,2,1,OOS_CAGR,0.13931742370643208,0.0,0.0
broad,EWALL,cal,D,1,10.0,2,1,OOS_MaxDD,-0.2518030289459773,0.0,0.0
broad,EWALL,cal,D,1,25.0,2,1,Sharpe,1.097536986215303,0.0,0.0
broad,EWALL,cal,D,1,25.0,2,1,CAGR,0.13849018312675399,0.0,0.0
broad,EWALL,cal,D,1,25.0,2,1,MaxDD,-0.2522719009150939,0.0,0.0
broad,EWALL,cal,D,1,25.0,2,1,OOSs,1.074989131197079,0.0,0.0
broad,EWALL,cal,D,1,25.0,2,1,H1,1.2091250798062667,0.0,0.0
broad,EWALL,cal,D,1,25.0,2,1,H2,0.997909771392396,0.0,0.0
broad,EWALL,cal,D,1,25.0,2,1,OOS_CAGR,0.13603493856942928,0.0,0.0
broad,EWALL,cal,D,1,25.0,2,1,OOS_MaxDD,-0.2522719009150939,0.0,0.0
broad,EWALL,cal,M,21,0.0,2,2,Sharpe,1.1293310228040188,0.005076497490982032,0.007179251601099779
broad,EWALL,cal,M,21,0.0,2,2,CAGR,0.14106925068890752,0.0003869272366601337,0.0005471977457363053
broad,EWALL,cal,M,21,0.0,2,2,MaxDD,-0.248522625081811,0.002008767469417831,0.002840826198904578
broad,EWALL,cal,M,21,0.0,2,2,OOSs,1.117247761732461,0.006311573558382892,0.008925912926180501
broad,EWALL,cal,M,21,0.0,2,2,H1,1.2301370714957542,0.0035340629807160536,0.004997919797609329
broad,EWALL,cal,M,21,0.0,2,2,H2,1.037732220490502,0.006562734614593419,0.00928110829821338
broad,EWALL,cal,M,21,0.0,2,2,OOS_CAGR,0.1393357238088223,0.0005943722773314777,0.0008405693357007582
broad,EWALL,cal,M,21,0.0,2,2,OOS_MaxDD,-0.24852262508181128,0.0020087674694177523,0.002840826198904467
broad,EWALL,cal,M,21,10.0,2,2,Sharpe,1.125888015944444,0.0050437732455030585,0.007132972529324988
broad,EWALL,cal,M,21,10.0,2,2,CAGR,0.1405823684618388,0.0003825073511984671,0.0005409470837722807
broad,EWALL,cal,M,21,10.0,2,2,MaxDD,-0.24855188578601645,0.0020070544767772525,0.0028384036614800268
broad,EWALL,cal,M,21,10.0,2,2,OOSs,1.113673153314546,0.0062893772579038386,0.008894522617008516
broad,EWALL,cal,M,21,10.0,2,2,H1,1.2267747503497524,0.003502003286219177,0.004952580542846308
broad,EWALL,cal,M,21,10.0,2,2,H2,1.034205823025617,0.006523717257882377,0.009225929423184676
broad,EWALL,cal,M,21,10.0,2,2,OOS_CAGR,0.1388290331591251,0.0005892598457873185,0.0008333392656743044
broad,EWALL,cal,M,21,10.0,2,2,OOS_MaxDD,-0.24855188578601678,0.0020070544767770955,0.0028384036614798047
broad,EWALL,cal,M,21,25.0,2,2,Sharpe,1.120721229738952,0.0049945539484853784,0.007063365931952115
broad,EWALL,cal,M,21,25.0,2,2,CAGR,0.13985239969780172,0.00037588380660940734,0.0005315799771834495
broad,EWALL,cal,M,21,25.0,2,2,MaxDD,-0.24859577684232437,0.002004484987816424,0.0028347698553432554
broad,EWALL,cal,M,21,25.0,2,2,OOSs,1.108308603143794,0.006255725237850749,0.008846931473848185
broad,EWALL,cal,M,21,25.0,2,2,H1,1.2217291737800378,0.003454114084141618,0.004884854983776998
broad,EWALL,cal,M,21,25.0,2,2,H2,1.0289138177188328,0.0064647699064010675,0.009142565279253834
broad,EWALL,cal,M,21,25.0,2,2,OOS_CAGR,0.1380693819489902,0.0005815984731552687,0.0008225044485916655
broad,EWALL,cal,M,21,25.0,2,2,OOS_MaxDD,-0.2485957768423242,0.002004484987816503,0.0028347698553433665
broad,EWALL,cal,Q,63,0.0,2,2,Sharpe,1.140115428052698,0.003172503767797503,0.004486597855098973
broad,EWALL,cal,Q,63,0.0,2,2,CAGR,0.1422185713923383,0.00046825437224209173,0.0006622116838652659
broad,EWALL,cal,Q,63,0.0,2,2,MaxDD,-0.2444880635144996,0.00016432713507754399,0.00023239366309257825
broad,EWALL,cal,Q,63,0.0,2,2,OOSs,1.1309388655126336,0.004551923664013528,0.006437392180534962
broad,EWALL,cal,Q,63,0.0,2,2,H1,1.2371367975812317,0.0016906464486014777,0.0023909351367901177
broad,EWALL,cal,Q,63,0.0,2,2,H2,1.0523608403329168,0.004820612784184435,0.0068173759783427545
broad,EWALL,cal,Q,63,0.0,2,2,OOS_CAGR,0.14109165415784553,0.000803745408246613,0.00113666765703746
broad,EWALL,cal,Q,63,0.0,2,2,OOS_MaxDD,-0.2444880635144996,0.000164327135077858,0.00023239366309302234
broad,EWALL,cal,Q,63,10.0,2,2,Sharpe,1.1380252533502582,0.003211797158808688,0.00454216710157862
broad,EWALL,cal,Q,63,10.0,2,2,CAGR,0.14192477509349577,0.0004727462635871425,0.0006685641775261431
broad,EWALL,cal,Q,63,10.0,2,2,MaxDD,-0.24448806351449953,0.00016432713507777947,0.00023239366309291132
broad,EWALL,cal,Q,63,10.0,2,2,OOSs,1.1287563871722437,0.004546256534323922,0.006429377648868195
broad,EWALL,cal,Q,63,10.0,2,2,H1,1.2351075218301326,0.0017403195533813825,0.0024611835152550388
broad,EWALL,cal,Q,63,10.0,2,2,H2,1.0502090427359279,0.004856422072586323,0.006868017959659634
broad,EWALL,cal,Q,63,10.0,2,2,OOS_CAGR,0.14078350945166285,0.0008040868126673652,0.001137150475799542
broad,EWALL,cal,Q,63,10.0,2,2,OOS_MaxDD,-0.24448806351449975,0.00016432713507809351,0.0002323936630933554
broad,EWALL,cal,Q,63,25.0,2,2,Sharpe,1.134887590346007,0.0032707166749157356,0.004625491880345667
broad,EWALL,cal,Q,63,25.0,2,2,CAGR,0.14148418462177492,0.00047948023392231984,0.0006780874497027689
broad,EWALL,cal,Q,63,25.0,2,2,MaxDD,-0.24448806351449937,0.000164327135077858,0.00023239366309302234
broad,EWALL,cal,Q,63,25.0,2,2,OOSs,1.1254799772315314,0.004537844844579576,0.006417481723149265
broad,EWALL,cal,Q,63,25.0,2,2,H1,1.2320612863770728,0.0018146099743795465,0.002566246036185049
broad,EWALL,cal,Q,63,25.0,2,2,H2,1.0469789131599159,0.0049102885512160915,0.0069441966642951325
broad,EWALL,cal,Q,63,25.0,2,2,OOS_CAGR,0.14032140696431628,0.0008045982280358494,0.0011378737263496586
broad,EWALL,cal,Q,63,25.0,2,2,OOS_MaxDD,-0.24448806351449953,0.00016432713507809351,0.0002323936630933554
broad,EWALL,cal,W,5,0.0,2,2,Sharpe,1.1303038935152452,0.0019615457208893364,0.002774044561696609
broad,EWALL,cal,W,5,0.0,2,2,CAGR,0.1425530298479728,1.4048005092965109e-05,1.986687932675757e-05
broad,EWALL,cal,W,5,0.0,2,2,MaxDD,-0.2518265431824768,0.0024732935688613314,0.0034977653088138494
broad,EWALL,cal,W,5,0.0,2,2,OOSs,1.1124625195613882,0.004277991772352314,0.006049993984181157
broad,EWALL,cal,W,5,0.0,2,2,H1,1.2374009052985624,0.0007700667483876742,0.0010890388395023987
broad,EWALL,cal,W,5,0.0,2,2,H2,1.034385927671325,0.00452925691732426,0.006405336559952124
broad,EWALL,cal,W,5,0.0,2,2,OOS_CAGR,0.140619160236239,0.0003550477979769993,0.0005021134111897751
broad,EWALL,cal,W,5,0.0,2,2,OOS_MaxDD,-0.2518265431824769,0.002473293568861253,0.0034977653088137384
broad,EWALL,cal,W,5,10.0,2,2,Sharpe,1.1233716056607208,0.002003458291471314,0.0028333178874475617
broad,EWALL,cal,W,5,10.0,2,2,CAGR,0.1415672304446558,9.742556428874523e-06,1.3778055433899539e-05
broad,EWALL,cal,W,5,10.0,2,2,MaxDD,-0.251963200543813,0.0024712823666550037,0.003494921039376986
broad,EWALL,cal,W,5,10.0,2,2,OOSs,1.1052229988357558,0.004270733930226397,0.006039729845413122
broad,EWALL,cal,W,5,10.0,2,2,H1,1.2307132553652054,0.000661432063365153,0.0009354061945994196
broad,EWALL,cal,W,5,10.0,2,2,H2,1.0272172157241934,0.004515850004854645,0.006386376322508047
broad,EWALL,cal,W,5,10.0,2,2,OOS_CAGR,0.13958653117202835,0.0003546710916072976,0.0005015806679327106
broad,EWALL,cal,W,5,10.0,2,2,OOS_MaxDD,-0.25196320054381255,0.0024712823666551607,0.003494921039377208
broad,EWALL,cal,W,5,25.0,2,2,Sharpe,1.11297179645748,0.002065639565803313,0.0029212554889335163
broad,EWALL,cal,W,5,25.0,2,2,CAGR,0.14009009141922546,3.298081839029859e-06,4.664192066572426e-06
broad,EWALL,cal,W,5,25.0,2,2,MaxDD,-0.25216815141412263,0.0024682655087881747,0.0034906545580659643
broad,EWALL,cal,W,5,25.0,2,2,OOSs,1.0943621789554057,0.004259624501728239,0.006024018740960813
broad,EWALL,cal,W,5,25.0,2,2,H1,1.2206804833845042,0.0004996196159311539,0.0007065688368774747
broad,EWALL,cal,W,5,25.0,2,2,H2,1.0164627325828852,0.004495462726668927,0.006357544357197931
broad,EWALL,cal,W,5,25.0,2,2,OOS_CAGR,0.13803930239853524,0.0003541062882192959,0.0005007819153213244
broad,EWALL,cal,W,5,25.0,2,2,OOS_MaxDD,-0.2521681514141227,0.002468265508788096,0.0034906545580658532
broad,EWALL,kday,1,1,0.0,2,1,Sharpe,1.134287054937031,0.0,0.0
broad,EWALL,kday,1,1,0.0,2,1,CAGR,0.14374573086188014,0.0,0.0
broad,EWALL,kday,1,1,0.0,2,1,MaxDD,-0.25149029328851613,0.0,0.0
broad,EWALL,kday,1,1,0.0,2,1,OOSs,1.1131436399058414,0.0,0.0
broad,EWALL,kday,1,1,0.0,2,1,H1,1.2446840229972704,0.0,0.0
broad,EWALL,kday,1,1,0.0,2,1,H2,1.0358121084071035,0.0,0.0
broad,EWALL,kday,1,1,0.0,2,1,OOS_CAGR,0.14151099001850387,0.0,0.0
broad,EWALL,kday,1,1,0.0,2,1,OOS_MaxDD,-0.2514902932885159,0.0,0.0
broad,EWALL,kday,1,1,10.0,2,1,Sharpe,1.1195871586759234,0.0,0.0
broad,EWALL,kday,1,1,10.0,2,1,CAGR,0.14164062023857404,0.0,0.0
broad,EWALL,kday,1,1,10.0,2,1,MaxDD,-0.25180302894597684,0.0,0.0
broad,EWALL,kday,1,1,10.0,2,1,OOSs,1.0978819716499684,0.0,0.0
broad,EWALL,kday,1,1,10.0,2,1,H1,1.2304605637803783,0.0,0.0
broad,EWALL,kday,1,1,10.0,2,1,H2,1.0206513166768447,0.0,0.0
broad,EWALL,kday,1,1,10.0,2,1,OOS_CAGR,0.13931742370643208,0.0,0.0
broad,EWALL,kday,1,1,10.0,2,1,OOS_MaxDD,-0.2518030289459773,0.0,0.0
broad,EWALL,kday,1,1,25.0,2,1,Sharpe,1.097536986215303,0.0,0.0
broad,EWALL,kday,1,1,25.0,2,1,CAGR,0.13849018312675399,0.0,0.0
broad,EWALL,kday,1,1,25.0,2,1,MaxDD,-0.2522719009150939,0.0,0.0
broad,EWALL,kday,1,1,25.0,2,1,OOSs,1.074989131197079,0.0,0.0
broad,EWALL,kday,1,1,25.0,2,1,H1,1.2091250798062667,0.0,0.0
broad,EWALL,kday,1,1,25.0,2,1,H2,0.997909771392396,0.0,0.0
broad,EWALL,kday,1,1,25.0,2,1,OOS_CAGR,0.13603493856942928,0.0,0.0
broad,EWALL,kday,1,1,25.0,2,1,OOS_MaxDD,-0.2522719009150939,0.0,0.0
broad,EWALL,kday,10,10,0.0,2,2,Sharpe,1.130256544934496,0.0073129519240056895,0.010342075791911265
broad,EWALL,kday,10,10,0.0,2,2,CAGR,0.1418639058914839,0.0014298126265649559,0.002022060408140458
broad,EWALL,kday,10,10,0.0,2,2,MaxDD,-0.2511125193296157,0.0017264005148783798,0.002441499022228899
broad,EWALL,kday,10,10,0.0,2,2,OOSs,1.1124544134209233,0.006964184362882874,0.009848843976855592
broad,EWALL,kday,10,10,0.0,2,2,H1,1.237969288442325,0.0073292101967101925,0.010365068461670734
broad,EWALL,kday,10,10,0.0,2,2,H2,1.0334468570799258,0.00730124594112026,0.010325521032153784
broad,EWALL,kday,10,10,0.0,2,2,OOS_CAGR,0.13981607423610476,0.0013639142323232341,0.0019288660052652062
broad,EWALL,kday,10,10,0.0,2,2,OOS_MaxDD,-0.25111251932961565,0.0017264005148783013,0.002441499022228788
broad,EWALL,kday,10,10,10.0,2,2,Sharpe,1.1253533542799552,0.007325964316611876,0.010360478094013859
broad,EWALL,kday,10,10,10.0,2,2,CAGR,0.1411689493567012,0.0014238003371154634,0.002013557746860073
broad,EWALL,kday,10,10,10.0,2,2,MaxDD,-0.2512070110202214,0.0016967785074936948,0.0023996071776407613
broad,EWALL,kday,10,10,10.0,2,2,OOSs,1.1073511342714533,0.006968120903106147,0.009854411085428172
broad,EWALL,kday,10,10,10.0,2,2,H1,1.2332214502416008,0.007337291915747901,0.01037649773834115
broad,EWALL,kday,10,10,10.0,2,2,H2,1.0283912579637384,0.007307221895686649,0.010333972308149697
broad,EWALL,kday,10,10,10.0,2,2,OOS_CAGR,0.13909045767420825,0.0013518818122606711,0.0019118495936245594
