panel,book,kind,point,kdays,cost,n_phase_req,n_phase,metric,mean,sd,rng
broad,EWALL,kday,10,10,10.0,2,2,OOS_MaxDD,-0.2512070110202214,0.0016967785074935378,0.002399607177640539
broad,EWALL,kday,10,10,25.0,2,2,Sharpe,1.11799658809558,0.007344749825693882,0.010387044815733715
broad,EWALL,kday,10,10,25.0,2,2,CAGR,0.14012727292112814,0.0014147935247527288,0.002000820190662944
broad,EWALL,kday,10,10,25.0,2,2,MaxDD,-0.2513487357285673,0.0016523544728261764,0.0023367821053186244
broad,EWALL,kday,10,10,25.0,2,2,OOSs,1.0996939707962552,0.006972580926727486,0.009860718511321975
broad,EWALL,kday,10,10,25.0,2,2,H1,1.2260978055607779,0.00734950298574102,0.010393766799136506
broad,EWALL,kday,10,10,25.0,2,2,H2,1.0208058244062674,0.007314725363749273,0.010344583814448693
broad,EWALL,kday,10,10,25.0,2,2,OOS_CAGR,0.1380028614045158,0.0013338593338307733,0.0018863619602014214
broad,EWALL,kday,10,10,25.0,2,2,OOS_MaxDD,-0.2513487357285673,0.0016523544728263334,0.0023367821053188464
broad,EWALL,kday,2,2,0.0,2,2,Sharpe,1.1311949660269711,0.0022711676023382844,0.0032119160256491863
broad,EWALL,kday,2,2,0.0,2,2,CAGR,0.14315760690435997,0.0002523921514468597,0.0003569364036126732
broad,EWALL,kday,2,2,0.0,2,2,MaxDD,-0.25395649798330433,0.0011497365389464688,0.0016259730065339983
broad,EWALL,kday,2,2,0.0,2,2,OOSs,1.1097927009092161,0.0015104471616242915,0.0021360948612170194
broad,EWALL,kday,2,2,0.0,2,2,H1,1.2421458612090186,0.006351153221555107,0.008981887022632806
broad,EWALL,kday,2,2,0.0,2,2,H2,1.0321668711858702,0.0016109731819369975,0.0022782601225146415
broad,EWALL,kday,2,2,0.0,2,2,OOS_CAGR,0.14087146461965683,0.00035733618491156786,0.0005053496790285994
broad,EWALL,kday,2,2,0.0,2,2,OOS_MaxDD,-0.2539564979833045,0.0011497365389467043,0.0016259730065343314
broad,EWALL,kday,2,2,10.0,2,2,Sharpe,1.1206785010090845,0.0022269362514245805,0.0031493634493049427
broad,EWALL,kday,2,2,10.0,2,2,CAGR,0.14165253870655903,0.00024749674107148195,0.00035001324786643195
broad,EWALL,kday,2,2,10.0,2,2,MaxDD,-0.2541551031244856,0.0011271961729992462,0.0015940961153105837
broad,EWALL,kday,2,2,10.0,2,2,OOSs,1.098857194048417,0.001487416861160764,0.0021035250979559716
broad,EWALL,kday,2,2,10.0,2,2,H1,1.2319792692358522,0.00623484058277458,0.008817396111393982
broad,EWALL,kday,2,2,10.0,2,2,H2,1.0213120470715318,0.0015947806617429981,0.002255360440847287
broad,EWALL,kday,2,2,10.0,2,2,OOS_CAGR,0.13930074913652257,0.0003533687018346125,0.0004997388106526834
broad,EWALL,kday,2,2,10.0,2,2,OOS_MaxDD,-0.2541551031244854,0.001127196172999639,0.0015940961153111388
broad,EWALL,kday,2,2,25.0,2,2,Sharpe,1.1049023409736067,0.0021608471682392854,0.0030558993715394944
broad,EWALL,kday,2,2,25.0,2,2,CAGR,0.13939861706847512,0.00024017659028716413,0.0003396609913486337
broad,EWALL,kday,2,2,25.0,2,2,MaxDD,-0.2544529216466797,0.0010934062006263806,0.0015463098781086648
broad,EWALL,kday,2,2,25.0,2,2,OOSs,1.0824523348454882,0.0014532639967758945,0.002055225653949
broad,EWALL,kday,2,2,25.0,2,2,H1,1.2167279760637362,0.006061319713099217,0.00857200054414431
broad,EWALL,kday,2,2,25.0,2,2,H2,1.0050283158187363,0.0015708517034523268,0.0022215197834991596
broad,EWALL,kday,2,2,25.0,2,2,OOS_CAGR,0.13694869275631605,0.0003474364760443927,0.0004913493764850951
broad,EWALL,kday,2,2,25.0,2,2,OOS_MaxDD,-0.25445292164667965,0.0010934062006267731,0.00154630987810922
broad,EWALL,kday,21,21,0.0,2,2,Sharpe,1.128991056577109,0.0002464497052678997,0.0003485325156327157
broad,EWALL,kday,21,21,0.0,2,2,CAGR,0.1411768205206353,0.0007441517663092599,0.0010523895203784495
broad,EWALL,kday,21,21,0.0,2,2,MaxDD,-0.24668679506598168,0.004562619370533362,0.006452518193754475
broad,EWALL,kday,21,21,0.0,2,2,OOSs,1.1164274117800315,0.0065229184079027246,0.00922479967870915
broad,EWALL,kday,21,21,0.0,2,2,H1,1.2305141547339482,0.007274875740075495,0.010288227936193772
broad,EWALL,kday,21,21,0.0,2,2,H2,1.0370859970077415,0.007260495226496827,0.010267890818856928
broad,EWALL,kday,21,21,0.0,2,2,OOS_CAGR,0.13953844003556215,0.0002114389849489089,0.0002990198801291477
broad,EWALL,kday,21,21,0.0,2,2,OOS_MaxDD,-0.24668679506598146,0.004562619370533205,0.006452518193754253
broad,EWALL,kday,21,21,10.0,2,2,Sharpe,1.1255518768033614,0.0002606937488173254,0.0003686766352033466
broad,EWALL,kday,21,21,10.0,2,2,CAGR,0.14069251189868626,0.0007365570652261052,0.0010416489911044824
broad,EWALL,kday,21,21,10.0,2,2,MaxDD,-0.24677273927879523,0.004518833252439599,0.006390595271702604
broad,EWALL,kday,21,21,10.0,2,2,OOSs,1.1128471600344418,0.006489133499108498,0.009177020602488817
broad,EWALL,kday,21,21,10.0,2,2,H1,1.2271836150527258,0.007188628233911967,0.010166255543256453
broad,EWALL,kday,21,21,10.0,2,2,H2,1.0335407813827544,0.007219500515479754,0.010209915542551018
broad,EWALL,kday,21,21,10.0,2,2,OOS_CAGR,0.13903390831858453,0.0002169272768387026,0.0003067814969539562
broad,EWALL,kday,21,21,10.0,2,2,OOS_MaxDD,-0.24677273927879523,0.004518833252439913,0.006390595271703048
broad,EWALL,kday,21,21,25.0,2,2,Sharpe,1.120391064539033,0.00028234755015072035,0.00039929973472596636
broad,EWALL,kday,21,21,25.0,2,2,CAGR,0.13996639919581622,0.0007251757166614996,0.0010255533336063216
broad,EWALL,kday,21,21,25.0,2,2,MaxDD,-0.24690164970550965,0.004453162408561575,0.006297722673637818
broad,EWALL,kday,21,21,25.0,2,2,OOSs,1.1074745414863383,0.0064392091115403095,0.009106416856496713
broad,EWALL,kday,21,21,25.0,2,2,H1,1.222185780498466,0.007059451015674117,0.009983571369274857
broad,EWALL,kday,21,21,25.0,2,2,H2,1.0282209418010906,0.007158737469296062,0.010123983618546939
broad,EWALL,kday,21,21,25.0,2,2,OOS_CAGR,0.1382774913658149,0.00022515095528174916,0.0003184115345407079
broad,EWALL,kday,21,21,25.0,2,2,OOS_MaxDD,-0.2469016497055096,0.004453162408561497,0.006297722673637707
broad,EWALL,kday,30,30,0.0,2,2,Sharpe,1.1320466673565877,0.001605832635003891,0.0022709902913238267
broad,EWALL,kday,30,30,0.0,2,2,CAGR,0.14124288884645575,0.0003163042622435009,0.0004473217775011751
broad,EWALL,kday,30,30,0.0,2,2,MaxDD,-0.24893806333232538,0.0011715045787297005,0.0016567576636217218
broad,EWALL,kday,30,30,0.0,2,2,OOSs,1.1137024852746893,0.0027561947252976956,0.003897847961057188
broad,EWALL,kday,30,30,0.0,2,2,H1,1.2406050169435159,9.825216196916759e-05,0.00013894953998927484
broad,EWALL,kday,30,30,0.0,2,2,H2,1.034000706024084,0.003228313509716591,0.004565524749033489
broad,EWALL,kday,30,30,0.0,2,2,OOS_CAGR,0.1389522664499646,0.0005789466270790534,0.0008187541719053559
broad,EWALL,kday,30,30,0.0,2,2,OOS_MaxDD,-0.2489380633323256,0.0011715045787297005,0.0016567576636217218
broad,EWALL,kday,30,30,10.0,2,2,Sharpe,1.1290979481848449,0.0015521272163194241,0.0021950393598473283
broad,EWALL,kday,30,30,10.0,2,2,CAGR,0.1408308857192756,0.00031304183542325186,0.00044270800924572917
broad,EWALL,kday,30,30,10.0,2,2,MaxDD,-0.24899595308816674,0.0011398313509509565,0.0016119649553328896
broad,EWALL,kday,30,30,10.0,2,2,OOSs,1.1106809890677463,0.0026959638173109073,0.003812668594108226
broad,EWALL,kday,30,30,10.0,2,2,H1,1.2376964759329685,5.519508193950478e-05,7.805763345514194e-05
broad,EWALL,kday,30,30,10.0,2,2,H2,1.031008284750368,0.0031711232510359686,0.0044846455095717275
broad,EWALL,kday,30,30,10.0,2,2,OOS_CAGR,0.13852869247732025,0.0005773090864428249,0.0008164383397286645
broad,EWALL,kday,30,30,10.0,2,2,OOS_MaxDD,-0.24899595308816685,0.0011398313509511134,0.0016119649553331117
broad,EWALL,kday,30,30,25.0,2,2,Sharpe,1.1246728898857343,0.001471915147696278,0.002081602364534474
broad,EWALL,kday,30,30,25.0,2,2,CAGR,0.14021312406426434,0.00030815190889724376,0.00043579260883364057
broad,EWALL,kday,30,30,25.0,2,2,MaxDD,-0.249082787721929,0.001092321509282958,0.0015447758928998079
broad,EWALL,kday,30,30,25.0,2,2,OOSs,1.1061465912344923,0.0026062247880875283,0.0036857584419063283
broad,EWALL,kday,30,30,25.0,2,2,H1,1.23333164433991,9.322062783556377e-06,1.3183387617798914e-05
broad,EWALL,kday,30,30,25.0,2,2,H2,1.026517730829839,0.003085922410227308,0.004364153324974529
broad,EWALL,kday,30,30,25.0,2,2,OOS_CAGR,0.13789358896800497,0.0005748542499911998,0.0008129666767253685
broad,EWALL,kday,30,30,25.0,2,2,OOS_MaxDD,-0.24908278772192893,0.0010923215092824084,0.0015447758928990307
broad,EWALL,kday,5,5,0.0,2,2,Sharpe,1.1300210302997495,0.0008981774644604834,0.0012702147516578943
broad,EWALL,kday,5,5,0.0,2,2,CAGR,0.14242848603869251,2.1285989845837823e-05,3.0102935528519836e-05
broad,EWALL,kday,5,5,0.0,2,2,MaxDD,-0.25361588742835267,2.9365748224543576e-05,4.152943940838316e-05
broad,EWALL,kday,5,5,0.0,2,2,OOSs,1.108033600058301,0.0006227534244194735,0.0008807063388283076
broad,EWALL,kday,5,5,0.0,2,2,H1,1.2421910712692081,0.001864677943516236,0.002637052837178633
broad,EWALL,kday,5,5,0.0,2,2,H2,1.0292041150901208,0.0003003484485556683,0.0004247568493851439
broad,EWALL,kday,5,5,0.0,2,2,OOS_CAGR,0.13979108040562294,0.0001085041575112458,0.00015344805112627036
broad,EWALL,kday,5,5,0.0,2,2,OOS_MaxDD,-0.25361588742835267,2.9365748224229557e-05,4.152943940793907e-05
broad,EWALL,kday,5,5,10.0,2,2,Sharpe,1.12319998312788,0.0008883764480573233,0.001256354021335504
broad,EWALL,kday,5,5,10.0,2,2,CAGR,0.14145918934941637,2.5736689061119672e-05,3.639717472081472e-05
broad,EWALL,kday,5,5,10.0,2,2,MaxDD,-0.25373651007806775,6.928701074503872e-06,9.798663029192411e-06
broad,EWALL,kday,5,5,10.0,2,2,OOSs,1.1009396909528817,0.000655992790400633,0.0009277139010035462
broad,EWALL,kday,5,5,10.0,2,2,H1,1.2355802965164302,0.0018012738661968481,0.0025473859311238023
broad,EWALL,kday,5,5,10.0,2,2,H2,1.0221864570974053,0.0003354787426723227,0.0004744385877750723
broad,EWALL,kday,5,5,10.0,2,2,OOS_CAGR,0.13878433294228265,0.00011634685350670649,0.00016453929816862
broad,EWALL,kday,5,5,10.0,2,2,OOS_MaxDD,-0.25373651007806786,6.928701074503872e-06,9.798663029192411e-06
broad,EWALL,kday,5,5,25.0,2,2,Sharpe,1.1129670172326516,0.0008746233242007754,0.001236904167052577
broad,EWALL,kday,5,5,25.0,2,2,CAGR,0.1400067518179653,3.239890156962218e-05,4.581896600575064e-05
broad,EWALL,kday,5,5,25.0,2,2,MaxDD,-0.2539174163327609,2.6715157293821042e-05,3.778093776585223e-05
broad,EWALL,kday,5,5,25.0,2,2,OOSs,1.090297895902324,0.0007065247252209024,0.0009991768485593244
broad,EWALL,kday,5,5,25.0,2,2,H1,1.2256620034141346,0.0017074271864037848,0.002414666683776767
broad,EWALL,kday,5,5,25.0,2,2,H2,1.0116592505869546,0.0003888306847902997,0.0005498896278972598
broad,EWALL,kday,5,5,25.0,2,2,OOS_CAGR,0.1372758421624608,0.00012808533391086237,0.00018114001635782806
broad,EWALL,kday,5,5,25.0,2,2,OOS_MaxDD,-0.2539174163327612,2.6715157293664033e-05,3.7780937765630185e-05
broad,EWALL,kday,63,63,0.0,2,2,Sharpe,1.1343963369443233,0.00022419221034718684,0.0003170556644513933
broad,EWALL,kday,63,63,0.0,2,2,CAGR,0.1404287629197828,0.0005003063695853703,0.0007075400532092768
broad,EWALL,kday,63,63,0.0,2,2,MaxDD,-0.24229439941718933,0.0021019639678482803,0.0029726259509506026
broad,EWALL,kday,63,63,0.0,2,2,OOSs,1.1218599512055922,0.0010335167520737938,0.0014616134077225507
broad,EWALL,kday,63,63,0.0,2,2,H1,1.2360273353840892,0.0007094790792331596,0.00100335493607151
broad,EWALL,kday,63,63,0.0,2,2,H2,1.041186776269031,5.399562337961364e-05,7.636134289223939e-05
broad,EWALL,kday,63,63,0.0,2,2,OOS_CAGR,0.1382918214022748,0.0008644690002266143,0.001222543784371588
broad,EWALL,kday,63,63,0.0,2,2,OOS_MaxDD,-0.24229439941718933,0.0021019639678484373,0.0029726259509508246
broad,EWALL,kday,63,63,10.0,2,2,Sharpe,1.1323798219911558,0.00022973202155490585,0.0003248901405943361
broad,EWALL,kday,63,63,10.0,2,2,CAGR,0.14014516678642164,0.0004988900614459794,0.0007055370910300507
broad,EWALL,kday,63,63,10.0,2,2,MaxDD,-0.24229439941718933,0.0021019639678479664,0.0029726259509501585
