file,rows,unparsed,n_fail,n_pass,null_rows,n_fail_real,infail_L1_H1,sole_L1_H1,infail_L2_H2,sole_L2_H2,infail_L3_OOS,sole_L3_OOS,infail_L4_DD,sole_L4_DD,infail_L5_CAGR,sole_L5_CAGR
2026-09-05_selectivity-as-the-book-parameter_B.grid.csv,96,0,81,15,0,81,58,5,59,0,52,0,62,6,52,1
2026-09-05_sleeve-f-that-clears-the-floor_cloud.grid.csv,884,0,612,272,0,612,108,2,311,21,263,0,240,137,342,135
2026-09-05_sleeve-f-that-clears-the-floor_cloud.ladder.csv,260,0,216,44,0,216,0,0,65,1,60,0,118,85,98,66
2026-09-05_the-margin-column-instead-of-two_cloud.clause.csv,180,0,152,28,0,152,103,4,125,2,118,0,115,6,107,1
2026-09-05_the-margin-column-instead-of-two_cloud.keep.csv,180,0,152,28,0,152,103,4,125,2,118,0,115,6,107,1
2026-09-05_the-null-column-for-instruments-that-are-not-keyed-tilts_cloud.clause.csv,108,0,90,18,0,90,62,2,74,2,70,0,71,2,62,0
2026-09-05_the-null-column-for-instruments-that-are-not-keyed-tilts_cloud.grid.csv,2268,0,1803,465,2160,90,1175,39,1485,10,1395,0,1452,93,1259,38
2026-09-05_the-null-column-for-instruments-that-are-not-keyed-tilts_cloud.keep.csv,2268,0,1803,465,2160,90,1175,39,1485,10,1395,0,1452,93,1259,38
2026-09-05_the-on-share-column_cloud.clause.csv,180,0,152,28,0,152,103,4,125,2,118,0,115,6,107,1
2026-09-05_the-on-share-column_cloud.grid.csv,3780,0,3002,778,0,3002,1927,52,2512,8,2368,2,2436,159,2079,74
2026-09-05_the-on-share-column_cloud.keep.csv,3780,0,3002,778,0,3002,1927,52,2512,8,2368,2,2436,159,2079,74
2026-09-05_the-share-at-which-ranking-stops-paying_cloud.grid.csv,294,0,204,90,0,204,138,10,146,2,139,0,162,19,128,14
2026-09-05_the-share-at-which-ranking-stops-paying_cloud.walkforward.csv,17,0,16,1,0,16,9,0,11,0,12,0,16,3,6,0
2026-09-05_the-sharpe-vs-4b-margin-sign-flip_C.keep.csv,1590,0,1439,151,0,1439,127,3,243,10,116,0,153,87,1280,1021
2026-09-05_vol-threshold-sweep-on-ewall_B.grid.csv,44,0,26,18,0,26,0,0,0,0,0,0,20,20,6,6
2026-09-05_vol20-as-the-hidden-ranking-key_cloud.grid.csv,36,0,34,2,0,34,25,2,26,1,26,0,24,2,20,1
2026-09-05_where-does-the-POS-tilt-stop-transferring_C.grid.csv,132,0,122,10,0,122,95,4,100,1,101,0,108,7,87,1
2026-09-05_why-the-IS-4b-screen-changes-no-pick_cloud.grid.csv,306,0,277,29,0,277,181,1,198,2,193,0,179,47,185,27
2026-09-05_why-the-IS-4b-screen-changes-no-pick_cloud.picks.csv,216,0,188,28,0,188,120,0,142,0,141,0,146,37,87,9
2026-09-05_why-the-IS-4b-screen-changes-no-pick_cloud.walkforward.csv,216,0,188,28,0,188,120,0,142,0,141,0,146,37,87,9
2026-09-05_why-the-small-panel-wants-M-and-the-large-caps-6W_cloud.ladder.csv,2415,0,2239,176,0,2239,1901,20,1492,0,1455,0,928,76,2122,232
2026-09-06_a-phase-averaged-cadence-as-the-honest-estimator_C.keep.csv.gz,5980,0,5637,343,0,5637,4465,41,3906,0,3796,0,2522,443,5143,645
2026-09-06_a-phase-averaged-cadence-as-the-honest-estimator_C.ladder.csv.gz,5980,0,5637,343,0,5637,4465,41,3906,0,3796,0,2522,443,5143,645
2026-09-06_abs-gate-bear-shape_B.grid.csv,56,0,14,42,0,14,0,0,7,5,1,0,3,1,6,6
2026-09-06_arm-the-cheap-instruments-in-crashes-instead_cloud.grid.csv,200,0,162,38,0,162,4,0,42,0,36,0,131,90,42,26
2026-09-06_audit-gross-normalisation-across-the-book_cloud.grid.csv,784,0,741,43,0,741,492,6,519,5,474,0,491,91,550,67
2026-09-06_audit-gross-normalisation-across-the-book_cloud.walkforward.csv,84,0,79,5,0,79,45,0,56,0,52,0,51,8,57,10
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.grid.csv,900,0,752,148,0,752,152,11,398,4,367,0,570,252,260,63
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.keep.csv,284,0,136,148,0,136,38,0,79,4,67,0,34,9,104,43
2026-09-06_back-fill-the-breakeven-column-arithmetically_cloud.keep.csv,504,0,419,85,0,419,198,7,269,5,242,0,301,74,243,49
2026-09-06_back-fill-the-phase-spread-over-every-cadence-claim_cloud.keep.csv,6670,0,6220,450,0,6220,4908,28,4114,0,4005,0,2854,481,5687,722
2026-09-06_back-fill-the-phase-spread-over-every-cadence-claim_cloud.rows.csv,7894,0,7301,593,0,7301,5156,35,4703,6,4402,0,3565,736,6303,885
2026-09-06_band-gate-execution-lag_B.grid.csv,260,0,199,61,0,199,2,0,7,0,2,0,56,48,151,136
2026-09-06_cadence-sensitivity-as-a-KEEP-test_B.grid.csv,192,0,157,35,0,157,44,3,53,1,45,0,103,64,75,28
2026-09-06_can-a-panel-property-choose-the-cadence_cloud.keep.csv,805,0,746,59,0,746,624,10,496,0,478,0,304,27,703,86
2026-09-06_do-the-18-majority-reversing-files-have-reversing-HEADLINES_cloud.grid.csv,160,0,112,48,0,112,40,0,59,7,40,0,90,39,55,14
2026-09-06_does-any-dial-argmax-move-with-cost_C.grid.csv,665,0,653,12,0,653,302,0,404,0,378,0,639,212,186,0
2026-09-06_does-reach-belong-beside-every-instrument-price_C.grid.csv,512,0,455,57,0,455,68,0,129,0,122,0,327,208,187,95
2026-09-06_does-the-EXPOSURE-vs-TIMING-split-price-the-live-de-gross-clause-correctly_C.grid.csv,442,0,388,54,0,388,0,0,0,0,0,0,71,71,317,317
2026-09-06_does-the-EXPOSURE-vs-TIMING-split-price-the-live-de-gross-clause-correctly_C.matched.csv,18,0,18,0,0,18,0,0,0,0,0,0,0,0,18,18
2026-09-06_does-the-EXPOSURE-vs-TIMING-split-price-the-live-de-gross-clause-correctly_C.walkforward.csv,10,0,8,2,0,8,0,0,0,0,0,0,0,0,8,8
2026-09-06_does-the-drawdown-phase-control-belong-on-every-cadence-row_C.phases.csv,1024,0,873,151,0,873,0,0,150,0,87,0,873,723,0,0
2026-09-06_drawdown-instrument-exchange-rate_cloud.grid.csv,296,0,247,49,0,247,13,0,66,0,58,0,195,128,78,43
2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,228,0,225,3,0,225,187,0,207,0,205,0,113,1,206,14
2026-09-06_ew-all-broad-as-the-simple-book_B.grid.csv,180,0,114,66,0,114,50,4,56,1,50,0,54,28,76,22
2026-09-06_ew-band3-at-085-does-not-hold-on-broad_cloud.grid.csv,5808,0,5230,578,0,5230,1936,0,1936,0,1936,0,1254,480,4744,2814
2026-09-06_ew-band3-at-085-does-not-hold-on-broad_cloud.verdict.csv,72,0,45,27,0,45,24,0,24,0,24,0,33,15,30,6
2026-09-06_gate-instrument-speed-curve_cloud.keep.csv,408,0,367,41,0,367,139,0,179,0,0,0,296,119,146,48
2026-09-06_holding-period-as-the-hidden-variable_cloud.grid.csv,624,0,533,91,0,533,399,5,398,6,399,0,400,87,395,9
2026-09-06_is-6W-a-grid-edge-or-a-real-optimum_B.choices.csv,690,0,625,65,0,625,492,3,414,0,407,0,271,30,589,67
2026-09-06_is-6W-a-grid-edge-or-a-real-optimum_B.keep.csv,1495,0,1405,90,0,1405,1111,10,972,0,944,0,658,101,1287,145
2026-09-06_is-6W-a-grid-edge-or-a-real-optimum_B.ladder.csv,1495,0,1405,90,0,1405,1111,10,972,0,944,0,658,101,1287,145
2026-09-06_is-cadence-the-only-cost-chooser-on-other-books_cloud.grid.csv,1792,0,1743,49,0,1743,839,3,1131,4,1045,0,1691,538,739,0
2026-09-06_is-phase-sensitivity-a-book-property-or-a-panel-one_cloud.keep.csv,3680,0,3543,137,0,3543,2687,7,2432,0,2390,0,1895,399,3120,344
2026-09-06_is-phase-sensitivity-a-book-property-or-a-panel-one_cloud.phase.csv,3680,0,3543,137,0,3543,2687,7,2432,0,2390,0,1895,399,3120,344
2026-09-06_is-the-1bp-breakeven-general-to-the-records-null-arms_C.grid.csv,3636,0,2291,1345,0,2291,580,3,804,17,605,0,1298,877,1210,419
2026-09-06_is-the-1bp-breakeven-general-to-the-records-null-arms_C.keep.csv,61,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0
2026-09-06_is-the-m999-u56-buffer-book-a-4b-candidate_cloud.cadence.csv,18,0,15,3,0,15,4,2,1,0,1,0,12,11,1,0
2026-09-06_is-the-m999-u56-buffer-book-a-4b-candidate_cloud.grid.csv,180,0,4,176,0,4,4,4,0,0,0,0,0,0,0,0
2026-09-06_is-the-null-key-result-one-draw-or-a-distribution_cloud.draws.csv.gz,8400,0,7418,982,8400,0,5470,179,5207,53,4977,3,4566,83,6334,1141
2026-09-06_is-the-null-key-result-one-draw-or-a-distribution_cloud.grid.csv,462,0,419,43,0,419,293,11,290,3,280,0,268,13,314,59
2026-09-06_locate-the-band-width-ceiling_cloud.grid.csv,108,0,96,12,0,96,35,0,45,0,45,0,96,51,14,0
2026-09-06_monthly-drawdown-cost_cloud.grid.csv,96,0,47,49,0,47,5,1,9,2,3,0,14,11,29,22
2026-09-06_monthly-r6-top20-as-a-single-hypothesis_B.draws.csv,400,0,1,399,400,0,0,0,0,0,0,0,0,0,1,1
2026-09-06_monthly-r6-top20-as-a-single-hypothesis_B.grid.csv,45,0,36,9,0,36,15,0,18,0,17,0,36,18,15,0
2026-09-06_monthly-r6-top20-as-a-single-hypothesis_B.phase.csv,8,0,1,7,0,1,0,0,0,0,0,0,1,1,0,0
2026-09-06_monthly-r6-top20-as-a-single-hypothesis_cloud.cells.csv,27,0,18,9,0,18,9,0,12,0,11,0,18,6,9,0
2026-09-06_monthly-r6-top20-as-a-single-hypothesis_cloud.draws.csv,2400,0,1607,793,2400,0,803,1,800,0,800,0,1600,800,806,4
2026-09-06_persistence-vs-cost-as-a-required-column_cloud.grid.csv,504,0,419,85,0,419,198,7,269,5,242,0,301,74,243,49
2026-09-06_persistence-vs-cost-as-a-required-column_cloud.keep.csv,504,0,419,85,0,419,198,7,269,5,242,0,301,74,243,49
2026-09-06_price-the-ranking-on-the-exchange-rate-menu_cloud.grid.csv,480,0,432,48,0,432,174,0,227,0,220,0,372,154,177,40
2026-09-06_price-the-ranking-on-the-exchange-rate-menu_cloud.walkforward.csv,30,0,19,11,0,19,9,0,12,0,12,0,6,1,16,6
2026-09-06_price-the-vol20-drawdown-purchase-against-the-cheaper-instruments_C.grid.csv,80,0,50,30,0,50,0,0,7,7,0,0,27,27,16,16
2026-09-06_quote-every-n-argmax-with-its-saturation-share_cloud.grid.csv,98,0,70,28,0,70,48,0,56,2,45,0,52,5,50,5
2026-09-06_re-read-every-published-clause-on-the-signed-statistic_C.keep.csv,360,0,299,61,0,299,209,11,231,3,219,0,218,17,208,3
2026-09-06_stop-only-in-crashes_B.grid.csv,156,0,124,32,0,124,71,8,79,4,74,0,31,0,102,31
2026-09-06_stop-only-in-crashes_B.priceable.csv,63,0,45,18,0,45,25,4,27,3,24,0,6,0,32,8
2026-09-06_the-IS-chosen-substitute-arm-for-every-named-asset-set_C.grid.csv.gz,25320,0,20669,4651,0,20669,1068,13,10916,85,9890,31,12068,5970,10113,3187
2026-09-06_the-IS-chosen-substitute-arm-for-every-named-asset-set_C.keep.csv.gz,25320,0,20669,4651,0,20669,1068,13,10916,85,9890,31,12068,5970,10113,3187
2026-09-06_the-trade-date-anchor-as-a-published-column_cloud.anchors.csv,88,0,60,28,0,60,0,0,21,0,14,0,60,39,0,0
2026-09-06_time-varying-share-vs-fixed-n_B.grid.csv,336,0,295,41,0,295,211,14,211,6,203,0,228,17,172,18
2026-09-06_turnover-budget-the-broad-ranked-book_B.grid.csv,135,0,86,49,0,86,0,0,73,20,29,0,47,13,1,0
2026-09-06_what-actually-moves-H2_cloud.grid.csv,40,0,30,10,0,30,15,2,22,3,17,0,20,3,13,0
2026-09-06_what-modal-share-makes-a-mode-writable_cloud.ladder.csv.gz,36120,0,33727,2393,0,33727,21986,325,20253,138,18565,0,9301,764,30819,7621
2026-09-06_where-selectivity-and-cost-cross_B.grid.csv,420,0,373,47,0,373,243,7,247,0,231,0,316,55,233,15
2026-09-06_where-selectivity-and-cost-cross_cloud.grid.csv,420,0,395,25,0,395,236,3,286,0,270,0,351,67,219,10
2026-09-06_where-selectivity-and-cost-cross_cloud.subpanels.csv,6048,0,5589,459,6048,0,3379,63,4440,20,4038,0,5105,573,3002,100
2026-09-07_amihud-illiquidity-premium_cloud_grid.csv,110,0,27,83,0,27,16,0,16,0,16,0,27,11,15,0
2026-09-07_back-fill-the-mean-name-count-column-over-every-quoted-price_B.grid.csv,1224,0,1098,126,0,1098,515,515,190,190,25,25,283,283,85,85
2026-09-07_book-size-floor-INSTRUMENT-CLASS-replication_cloud.keeppaths.csv,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-09-07_breadth-adaptive-count-2022_B.grid.csv,27,0,13,14,0,13,1,0,0,0,0,0,12,11,1,1
2026-09-07_breadth-gate-on-v2_B.deltas.csv,486,0,388,98,0,388,239,6,215,0,165,0,258,56,306,58
2026-09-07_breadth-gate-on-v2_B.grid.csv,540,0,435,105,0,435,271,6,247,0,194,0,288,60,336,65
2026-09-07_does-WIDENING-into-narrow-markets-beat-the-broad-leg_cloud.grid.csv,78,0,55,23,0,55,30,0,49,3,43,0,40,1,32,5
2026-09-07_does-a-BAND-recover-what-the-raw-200d-gate-burns-in-H1_cloud.grid.csv,480,0,462,18,0,462,256,8,158,0,134,0,294,94,308,18
2026-09-07_does-a-DRAWDOWN-SPEED-signal-beat-a-breadth-LEVEL-signal_C.grid.csv,1296,0,1168,128,0,1168,870,24,795,2,778,0,572,24,998,181
2026-09-07_does-any-overlay-move-MaxDD-without-moving-CAGR-more_C.grid.csv,324,0,273,51,0,273,194,7,201,5,196,0,206,26,180,11
2026-09-07_does-the-IS-SPREAD-screen-retire-the-record-s-rho-based-chooser-verdicts_cloud.live.csv,225,0,192,33,0,192,106,6,119,5,110,0,91,17,135,36
2026-09-07_does-the-IS-SPREAD-screen-retire-the-rho-based-chooser-verdicts_B.grid.csv,354,0,336,18,0,336,163,20,84,0,73,0,46,12,298,141
2026-09-07_does-the-NUMERAIRE-clause-screen-the-queues-open-overlay-ideas_C.grid.csv,324,0,273,51,0,273,194,7,201,5,196,0,206,26,180,11
2026-09-07_does-the-SECOND-worst-drawdown-episode-bound-every-overlay_cloud.grid.csv,1242,0,1120,122,0,1120,589,20,629,8,613,0,512,95,853,317
2026-09-07_eligible-equal-weight-v2_B.csv,72,0,56,16,0,56,21,0,18,0,6,0,35,18,35,11
2026-09-07_fraction-rule-cost-and-lag_cloud.grid.csv,180,0,128,52,0,128,95,6,106,2,94,0,90,6,101,5
2026-09-07_is-CONCENTRATION-in-narrow-markets-a-general-clause-or-one-2022_C.grid.csv,72,0,65,7,0,65,29,0,49,3,43,0,58,13,27,2
2026-09-07_is-DDCTRL-retirable-as-a-family_C.grid.csv,522,0,456,66,0,456,345,16,376,16,359,0,393,37,287,3
2026-09-07_is-a-class-member-just-its-own-ladder-point_B.grid.csv,748,0,689,59,0,689,339,5,383,2,375,0,419,124,399,139
2026-09-07_is-a-class-member-just-its-own-ladder-point_B2.grid.csv,1632,0,1488,144,0,1488,394,13,536,4,514,0,604,300,934,531
2026-09-07_is-a-class-member-just-its-own-ladder-point_cloud.grid.csv,748,0,689,59,0,689,339,5,383,2,375,0,419,124,399,139
2026-09-07_is-every-4b-KEEP-a-10bps-artefact_C.grid.csv,378,0,298,80,0,298,31,2,79,4,62,0,211,160,90,48
2026-09-07_is-the-4b-defensive-class-empty-under-BOTH-conventions_cloud.grid.csv,1632,0,1488,144,0,1488,394,13,536,4,514,0,604,300,934,531
2026-09-07_is-the-4b-defensive-class-empty-under-BOTH-conventions_cloud.members.csv,531,0,531,0,0,531,0,0,0,0,0,0,0,0,531,531
2026-09-07_is-the-BINDING-DRAWDOWN-EPISODE-a-HIGH-BREADTH-event_C.grid.csv,486,0,434,52,0,434,252,10,247,6,235,0,225,36,328,110
2026-09-07_is-the-CAGR-floor-only-ever-closable-by-the-GROSS-dial_C.grid.csv,891,0,841,50,0,841,396,9,420,6,399,0,214,39,738,334
2026-09-07_is-the-CAGR-floor-only-ever-closable-by-the-GROSS-dial_C.headline.csv,366,0,355,11,0,355,50,4,34,1,36,0,24,11,326,276
2026-09-07_is-the-IS-WINDOW-LENGTH-the-real-driver-of-rule-8-chooser-error_cloud_arms.csv,27,0,21,6,0,21,12,1,15,1,13,0,16,1,12,3
2026-09-07_is-the-IS-WINDOW-LENGTH-the-real-driver-of-rule-8-chooser-error_cloud_grid.csv,45,0,35,10,0,35,19,3,28,2,23,0,30,3,15,0
2026-09-07_is-the-LOSS-SHARE-statistic-a-usable-PRE-SCREEN-for-gate-ideas_cloud.grid.csv,1134,0,1006,128,0,1006,542,18,543,6,522,0,519,104,778,275
2026-09-07_price-c-star-as-a-required-LEADERBOARD-column_C.keeppaths.csv,42,0,30,12,0,30,0,0,6,2,3,0,23,19,6,5
2026-09-07_price-the-H2-for-DD-exchange-rate-as-a-record-wide-constant_cloud.grid.csv,108,0,100,8,0,100,39,1,57,1,52,0,77,27,52,13
2026-09-07_price-the-sleeve-fraction-against-the-gross-numeraire_cloud.keeppaths.csv,240,0,230,10,0,230,66,66,0,0,0,0,158,158,6,6
2026-09-07_qqq-core-plus-sleeve-h1_B.grid.csv,192,0,178,14,0,178,104,8,0,0,0,0,102,70,76,0
2026-09-07_re-price-the-fixed-ABSOLUTE-breadth-threshold-as-a-quantile_C.grid.csv,1998,0,1513,485,0,1513,916,20,883,1,699,0,1102,256,1117,160
2026-09-07_rerun-sandbox-rows-corrected_B_grid.csv,432,0,324,108,0,324,166,166,124,124,0,0,24,24,10,10
2026-09-07_sleeve-moves-the-frontier_cloud.grid.csv,432,0,373,59,0,373,144,0,180,0,179,0,130,72,285,120
2026-09-07_the-IS-chooser-prefers-SPY-where-OOS-prefers-QQQ_B.grid.csv,270,0,263,7,0,263,163,20,79,0,72,0,43,12,225,73
2026-09-07_why-does-the-grid-ORDERING-invert-on-B136-at-0-bps-only_cloud.keeppaths.csv,78,0,71,7,0,71,50,50,16,16,0,0,2,2,3,3
2026-09-08_a-flip-rate-estimator-that-is-not-confounded-by-block-count_B.keep.csv,180,0,152,28,0,152,104,4,125,2,118,0,115,6,107,0
2026-09-08_a-flip-rate-estimator-that-is-not-confounded-by-block-count_cloud.keep.csv,180,0,152,28,0,152,104,4,125,2,118,0,115,6,107,0
2026-09-08_a-flip-rate-estimator-that-is-not-confounded-by-block-count_cloud.real.csv,180,0,152,28,0,152,104,4,125,2,118,0,115,6,107,0
2026-09-08_a-turnover-matched-null-for-suppressing-overlays_B.grid.csv,7260,0,5558,1702,7200,51,2563,47,4812,11,4424,0,5411,610,2511,0
2026-09-08_a-turnover-matched-null-for-suppressing-overlays_B.keep.csv,7260,0,5558,1702,7200,51,2563,47,4812,11,4424,0,5411,610,2511,0
2026-09-08_are-the-records-7-rung-ladders-two-rung-ladders_cloud.grid.csv,1792,0,1743,49,0,1743,839,3,1131,4,1045,0,1691,538,739,0
2026-09-08_back-fill-the-EWall-column-on-panel-ORDERING-claims_C.live.csv,36,0,34,2,0,34,19,2,20,1,20,0,20,4,18,6
2026-09-08_back-fill-the-EWall-column-on-panel-ORDERING-claims_C.walkforward.csv,12,0,6,6,0,6,2,0,2,0,2,0,6,4,0,0
2026-09-08_back-fill-the-q95-band-over-every-committed-null-claim_B.keeppaths.csv,180,0,152,28,0,152,104,4,125,2,118,0,115,6,107,0
2026-09-08_back-fill-the-q95-band-over-every-committed-null-claim_B.real.csv,180,0,152,28,0,152,104,4,125,2,118,0,115,6,107,0
2026-09-08_back-fill-the-split-half-distribution-over-every-single-draw-claim_cloud.book.csv,3360,0,2962,398,0,2962,1792,22,1584,11,1415,0,1030,232,2535,695
2026-09-08_band3-rw-at-075-vs-the-incumbent_B.grid.csv,480,0,361,119,0,361,0,0,10,0,2,0,295,280,81,66
2026-09-08_does-any-selector-beat-doing-nothing_B.grid.csv,1224,0,1026,198,0,1026,429,5,575,5,554,0,620,220,558,189
2026-09-08_does-any-selector-beat-doing-nothing_B.picks.csv,864,0,706,158,0,706,245,0,382,1,355,0,527,233,246,80
2026-09-08_does-any-selector-beat-doing-nothing_B.walkforward.csv,864,0,706,158,0,706,245,0,382,1,355,0,527,233,246,80
2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.bothpaths.csv,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,288,0,204,84,0,204,9,0,32,0,30,0,48,36,154,127
2026-09-08_does-the-FREE-STRATUM-COUNT-generalise-as-a-null-power-certificate_cloud.grid.csv,294,0,230,64,0,230,104,2,162,0,151,0,224,60,90,0
2026-09-08_does-the-FREE-STRATUM-COUNT-generalise-as-a-null-power-certificate_cloud.keep.csv,288,0,226,62,0,226,102,2,158,0,147,0,220,60,88,0
2026-09-08_does-the-MATCHED-margin-hold-off-the-Sharpe-statistic_cloud.grid.csv,665,0,653,12,0,653,312,0,404,0,378,0,639,212,198,0
2026-09-08_does-the-matched-gross-control-belong-on-every-published-DIAL-not-just-count_C.grid.csv,789,0,762,27,0,762,282,0,310,0,290,0,36,8,750,428
2026-09-08_does-the-q95-band-hold-its-nominal-5-percent_cloud.arms.csv,96,0,82,14,0,82,43,0,58,1,56,0,40,0,68,17
2026-09-08_does-the-q95-band-hold-its-nominal-5-percent_cloud.keep.csv,96,0,82,14,0,82,43,0,58,1,56,0,40,0,68,17
2026-09-08_does-the-vol-gate-corner-survive-being-pre-registered_B.grid.csv,840,0,758,82,0,758,431,5,555,7,533,0,598,120,377,41
2026-09-08_does-the-vol-gate-corner-survive-being-pre-registered_cloud.keep.csv,756,0,720,36,0,720,347,2,463,1,434,0,707,222,212,5
2026-09-08_does-the-width-convergence-hold-past-n40_C.grid.csv,153,0,125,28,0,125,71,4,75,2,68,0,75,10,89,28
