depth,cadence,gross,n,I_UNIF,I_CGPRE,I_CGADJ
0.5,D,0.75,144,-0.000924728834131,-0.001298172826591143,-0.0011548557155607458
0.5,D,1.0,144,0.00012334290362538136,-0.0013562760098331517,-0.001252109520006428
0.5,W,0.75,144,-0.0006265767815754886,-0.0003982867130881973,0.00015113138794307923
0.5,W,1.0,144,-0.0011057102355763182,-0.0011847529223125708,-0.0010534515675152678
1.0,D,0.75,144,-0.001083385201737841,0.00112229240328654,-0.002096940587733992
1.0,D,1.0,144,-0.0011055381363584416,-0.0015127119004306744,0.0002705954156435597
1.0,W,0.75,144,-0.0011927008861756794,-0.001356841738570952,-0.002378703372860974
1.0,W,1.0,144,-0.0011582211839957224,-0.003120104286904915,-0.0013005792004343597
