book,panel,form,gross,near,far,family,cost,episode,CAGR_spread,DD_spread,Sharpe_spread,CAGR_med,DD_med,ratio
U56-MADG-g0.80,U56,MADG,0.8,True,False,MONTHLY,10.0,NONE,1.147716232902063,6.669257322482002,0.16284589987348053,9.320909525928522,-15.13415584152311,5.810893957314189
U56-MADG-g0.80,U56,MADG,0.8,True,False,MONTHLY,10.0,CRASH,0.9126955347434897,2.875530597173448,0.10625496330325612,10.423889340856963,-9.302980093530422,3.150591284509359
U56-MADG-g0.80,U56,MADG,0.8,True,False,MONTHLY,10.0,HALF1,0.883208437651172,2.875530597173448,0.11449115807636412,9.75039940762359,-9.302980093530422,3.255777995985535
U56-MADG-g0.80,U56,MADG,0.8,True,False,MONTHLY,10.0,YEAR,0.8582918663522676,2.875530597173448,0.11637465067221298,9.119612584253911,-9.302980093530422,3.3502945908067683
U56-MADG-g0.80,U56,MADG,0.8,True,False,MONTHLY,10.0,PLA2018_YEAR,1.1462914424124726,6.669257322482057,0.17157991747958334,9.817761500203215,-15.1341558415231,5.818116646187299
U56-MADG-g0.80,U56,MADG,0.8,True,False,MONTHLY,10.0,PLA2022_YEAR,1.0766360516646376,6.669257322482002,0.15758621101514803,10.30885718483332,-15.13415584152311,6.194532787723715
U56-MADG-g0.80,U56,MADG,0.8,True,False,MONTHLY,25.0,NONE,1.1648430245783334,6.631031986946821,0.16404888439370202,9.064386269848711,-15.1583982771762,5.692639992712509
U56-MADG-g0.80,U56,MADG,0.8,True,False,MONTHLY,25.0,CRASH,0.9320563181601802,2.9861988072604095,0.10912504147987212,10.164948000031915,-9.560371151289605,3.203882371780898
U56-MADG-g0.80,U56,MADG,0.8,True,False,MONTHLY,25.0,HALF1,0.9061672973265313,2.9861988072604095,0.11727715919055282,9.495630929465214,-9.560371151289582,3.2954166587898315
U56-MADG-g0.80,U56,MADG,0.8,True,False,MONTHLY,25.0,YEAR,0.8804437187504224,2.9861988072604095,0.11898956438209218,8.861421798813485,-9.560371151289726,3.391697553931782
U56-MADG-g0.80,U56,MADG,0.8,True,False,MONTHLY,25.0,PLA2018_YEAR,1.1628714316237687,6.631031986946855,0.1725073925973859,9.564542802496323,-15.158398277176211,5.702291591846618
U56-MADG-g0.80,U56,MADG,0.8,True,False,MONTHLY,25.0,PLA2022_YEAR,1.0928782068979626,6.631031986946821,0.15851137953763295,10.05562038301806,-15.1583982771762,6.067494021834706
U56-MADG-g0.80,U56,MADG,0.8,True,False,WEEKLY,10.0,NONE,0.6573052179653196,1.9664468380932387,0.07598797629439025,8.760604260145644,-11.864991057897134,2.9916799446387348
U56-MADG-g0.80,U56,MADG,0.8,True,False,WEEKLY,10.0,CRASH,0.6557129856957573,2.485714083414269,0.08735312287043828,9.54024413196668,-9.395404994631518,3.790856880433369
U56-MADG-g0.80,U56,MADG,0.8,True,False,WEEKLY,10.0,HALF1,0.6019091102935654,2.485714083414269,0.07844132016845573,9.013634378394597,-9.395404994631662,4.129716664700302
U56-MADG-g0.80,U56,MADG,0.8,True,False,WEEKLY,10.0,YEAR,0.6269755792477127,2.485714083414269,0.08276436670764276,8.383362973322184,-9.395404994631429,3.964610689297971
U56-MADG-g0.80,U56,MADG,0.8,True,False,WEEKLY,10.0,PLA2018_YEAR,0.5787280759662394,1.96644683809326,0.0709345286103098,9.297182703480367,-11.8649910578971,3.397877033717601
U56-MADG-g0.80,U56,MADG,0.8,True,False,WEEKLY,10.0,PLA2022_YEAR,0.7590228662757603,1.9664468380932387,0.08592221624261365,9.836660599024816,-11.864991057897134,2.5907609974148125
U56-MADG-g0.80,U56,MADG,0.8,True,False,WEEKLY,25.0,NONE,0.6582376035442419,1.9437927820993064,0.07615535238708904,8.212868164505792,-11.921767592945287,2.9530260374567905
U56-MADG-g0.80,U56,MADG,0.8,True,False,WEEKLY,25.0,CRASH,0.6580606557095905,2.5662558385747385,0.08773596927617167,8.997796207352371,-10.10370422818333,3.8997253768461975
U56-MADG-g0.80,U56,MADG,0.8,True,False,WEEKLY,25.0,HALF1,0.603048206164992,2.5662558385747385,0.07885499894430326,8.472932800486443,-10.103704228183485,4.255473795195437
U56-MADG-g0.80,U56,MADG,0.8,True,False,WEEKLY,25.0,YEAR,0.6292329852899847,2.5662558385747385,0.0834179427143742,7.84077632009359,-10.10370422818333,4.0783873359596186
U56-MADG-g0.80,U56,MADG,0.8,True,False,WEEKLY,25.0,PLA2018_YEAR,0.5766597347885973,1.943792782099342,0.07088427037480627,8.757061671220189,-11.921767592945287,3.3707794472800043
U56-MADG-g0.80,U56,MADG,0.8,True,False,WEEKLY,25.0,PLA2022_YEAR,0.760726529858923,1.9437927820993064,0.08647696969244945,9.289979035647654,-11.921767592945287,2.5551794315097482
U56-MADG-g0.90,U56,MADG,0.9,True,False,MONTHLY,10.0,NONE,1.32523452965747,7.514730707747697,0.16642221683476266,10.502047037377427,-16.924002840920316,5.670491176901352
U56-MADG-g0.90,U56,MADG,0.9,True,False,MONTHLY,10.0,CRASH,1.043336015502149,3.210732086037604,0.10663566425510074,11.763563016735134,-10.437002781780558,3.077371084992504
U56-MADG-g0.90,U56,MADG,0.9,True,False,MONTHLY,10.0,HALF1,1.0072355510788675,3.210732086037604,0.11483676945793042,10.99384727955277,-10.437002781780558,3.1876675546236757
