panel,family,thr,depth,bps,on_share,dSharpe,band,band_b1,band_b2,band_all60,margin,clears,clears_b1,clears_b2,band_sd,band_rng
BROAD136,BUDGET,0.05,half,10,0.9364102564102564,0.04333910725396495,0.04830570338691709,0.06070113743445593,0.048714456588796695,0.06070113743445593,-0.004966596132952139,False,False,False,0.0070414769059554795,0.012395434047538845
BROAD136,BUDGET,0.05,half,25,0.9364102564102564,0.09506986413478313,0.09990483687630225,0.10902720209295136,0.096728974486337,0.10902720209295136,-0.004834972741519117,False,False,False,0.006384226021087926,0.012298227606614365
BROAD136,BUDGET,0.05,skip,10,0.9364102564102564,-0.007147121351681829,0.16366414815358343,0.18212984778622432,0.17734566068227586,0.18212984778622432,-0.1565170268019016,False,False,False,0.00958344313770081,0.018465699632640886
BROAD136,BUDGET,0.05,skip,25,0.9364102564102564,0.13488965887285143,0.2989117889376852,0.31681112446961335,0.3104767990576166,0.31681112446961335,-0.1640221300648338,False,False,False,0.00907615327826835,0.01789933553192813
BROAD136,BUDGET,0.1,half,10,0.8769230769230769,0.025503676449835533,0.05614797872656063,0.04333659111840016,0.06200693045544714,0.06200693045544714,-0.0306443022767251,False,False,False,0.009548477529327505,0.01867033933704698
BROAD136,BUDGET,0.1,half,25,0.8769230769230769,0.07539181517360305,0.10091531834231893,0.08821547435604671,0.10661382662580388,0.10661382662580388,-0.025523503168715878,False,False,False,0.009418584467022985,0.018398352269757168
BROAD136,BUDGET,0.1,skip,10,0.8769230769230769,0.009128794167337584,0.24955530620052624,0.17415354654825865,0.21071911033430712,0.24955530620052624,-0.24042651203318866,False,False,False,0.03770657750536645,0.07540175965226759
BROAD136,BUDGET,0.1,skip,25,0.8769230769230769,0.13380895392668601,0.36816742580520645,0.2872944721601257,0.32521124089823605,0.36816742580520645,-0.23435847187852044,False,False,False,0.04046263668410762,0.08087295364508074
BROAD136,BUDGET,0.2,half,10,0.6410256410256411,0.013115520709434336,0.04416442249783681,0.05090829006307285,0.05471875171180285,0.05471875171180285,-0.031048901788402472,False,False,False,0.005344673873285158,0.01055432921396604
BROAD136,BUDGET,0.2,half,25,0.6410256410256411,0.053573707270202386,0.07624146191719983,0.0818440738485301,0.08641442929124254,0.08641442929124254,-0.02266775464699744,False,False,False,0.0050952048457210105,0.010172967374042718
BROAD136,BUDGET,0.2,skip,10,0.6410256410256411,-0.03391514365775361,0.09549710575807002,0.10836634843209692,0.11661866176995495,0.11661866176995495,-0.06158196210031641,False,False,False,0.01064454641896009,0.021121556011884923
BROAD136,BUDGET,0.2,skip,25,0.6410256410256411,0.05513372116955506,0.16886819344923398,0.18067473611747642,0.18573012567250868,0.18573012567250868,-0.11373447227967892,False,False,False,0.008653286193045085,0.0168619322232747
BROAD136,BUDGET,0.3,half,10,0.19692307692307692,-0.008118614373006539,0.030988297584823465,0.03032314264889624,0.030698066231407806,0.030988297584823465,-0.022869683211816927,False,False,False,0.00033347489161283304,0.0006651549359272257
BROAD136,BUDGET,0.3,half,25,0.19692307692307692,0.007659582169338819,0.040608393955156585,0.03265546062763314,0.039916590958114284,0.040608393955156585,-0.032948811785817766,False,False,False,0.0044055221706207,0.007952933327523448
BROAD136,BUDGET,0.3,skip,10,0.19692307692307692,-0.02642874000613671,0.05792121378254578,0.06753532241087135,0.060155138096694705,0.06753532241087135,-0.03149247377640907,False,False,False,0.005031378589575108,0.009614108628325568
BROAD136,BUDGET,0.3,skip,25,0.19692307692307692,0.006209474779794388,0.07819865929871872,0.06351169322039707,0.07947072068631733,0.07947072068631733,-0.07198918451892433,False,False,False,0.008869570361800578,0.01595902746592026
BROAD136,BUDGET,0.5,half,10,0.029743589743589743,-0.02222793066005746,0.010827866900249172,0.02817715552657296,0.031249492998130957,0.031249492998130957,0.011400063759808288,True,False,False,0.011011205549048008,0.020421626097881784
