slice,cost_bps,n,n_feasible_U,raw_beats_Sharpe_U,mat_beats_Sharpe_U,mean_raw_dSharpe_U,mean_mat_dSharpe_U,regross_share_Sharpe_U,raw_beats_CAGR_U,mat_beats_CAGR_U,mean_raw_dCAGR_U,mean_mat_dCAGR_U,regross_share_CAGR_U,raw_beats_MaxDD_U,mat_beats_MaxDD_U,mean_raw_dMaxDD_U,mean_mat_dMaxDD_U,regross_share_MaxDD_U,joint_mat_U,n_feasible_S,raw_beats_Sharpe_S,mat_beats_Sharpe_S,mean_raw_dSharpe_S,mean_mat_dSharpe_S,regross_share_Sharpe_S,raw_beats_CAGR_S,mat_beats_CAGR_S,mean_raw_dCAGR_S,mean_mat_dCAGR_S,regross_share_CAGR_S,raw_beats_MaxDD_S,mat_beats_MaxDD_S,mean_raw_dMaxDD_S,mean_mat_dMaxDD_S,regross_share_MaxDD_S,joint_mat_S
FULL,0.0,9,9,0,0,-0.18468529399017536,-0.18476657209685682,-0.00044008975985820875,0,0,-0.01893822229634328,-0.00956718045722085,0.4948216201333667,9,6,0.011267519141633943,-0.0017588507843323059,1.1560992053550883,0,6,6,6,0.3053929401281825,0.3053692485181202,7.75774647978622e-05,6,6,0.015779262346783913,0.010499205219145305,0.33462002288812787,6,6,0.024596846493605717,0.040335795473338286,-0.6398767006097354,6
FULL,10.0,9,9,0,0,-0.1931701627565804,-0.19318022006384744,-5.2064496522286063e-05,0,0,-0.019343913737950278,-0.010196584718431077,0.47287891909760305,9,6,0.010223700833407314,-0.0028265532089921048,1.276470649430191,0,6,6,6,0.3100778160481939,0.3099969196889437,0.00026089050897337707,6,6,0.016098471026395462,0.011147889941230024,0.3075187126186294,6,6,0.026451662715820817,0.04254967011128189,-0.6085820603569396,6
FULL,25.0,9,9,0,0,-0.20589769945437575,-0.2058008022405583,0.0004706085307132346,0,0,-0.019949052305737045,-0.011135912667001473,0.4417823715967223,6,6,0.008666243905152162,-0.004419824454131015,1.5100046228220496,0,6,6,6,0.3171012907689279,0.31693439700137027,0.0005263105903887677,6,6,0.016574780959985585,0.012115550625760233,0.26903705967461733,6,6,0.02922066143239399,0.04585186885418716,-0.5691591704818781,6
FULL,50.0,9,9,0,0,-0.22710295999889604,-0.22682753726111976,0.0012127659532822355,0,0,-0.020948604264915453,-0.01268878316604242,0.39428980539321723,6,6,0.005100915014012737,-0.008044812255197153,2.5771312074592947,0,6,6,6,0.328790854168382,0.3284802414980765,0.0009447120148495802,6,6,0.017361990209059746,0.01371408768346046,0.2101085464093717,6,6,0.03302736134751819,0.05053300788106115,-0.5300346688113007,6
IS,0.0,9,9,6,6,-0.0054586206109200125,-0.005301454927701819,0.028792197593615954,0,9,-0.003234742481402073,0.0009399059685817828,1.290565933450872,0,0,-0.002384022896804209,-0.007496232039332979,-2.144362434346459,0,6,6,6,0.06465742430094928,0.06448572012446525,0.002655598770604173,6,0,0.0028607164012064055,-0.0007145313405374129,1.249773567291076,6,6,0.002134299000951597,0.007354501635533713,-2.4458628487642264,6
IS,10.0,9,9,3,3,-0.012881616015345024,-0.012678067315320372,0.015801487933049585,0,9,-0.0036205576091506617,0.00042809547623829443,1.1182402056402356,0,0,-0.002412782422456683,-0.007618370185200372,-2.1575040145739233,0,6,6,6,0.07003378725154667,0.06983153084198679,0.0028879833220131212,6,0,0.003170988959285729,-0.0002328938203089622,1.0734451690936893,6,6,0.002211427710877123,0.007526593855949633,-2.403499838104292,6
IS,25.0,9,9,0,0,-0.02401453295559339,-0.023741450346455854,0.011371556117393933,0,0,-0.0041962840747190215,-0.00033584682918672313,0.9199656593293887,0,0,-0.0016084049591490828,-0.007052919228422932,-3.385039469260427,0,6,6,6,0.07811049131763946,0.07786237412843279,0.0031764899313934114,6,6,0.0036341637263110163,0.000485973176665729,0.8662764769932276,6,6,0.002326679204680234,0.00778373625220367,-2.345427352660516,6
IS,50.0,9,9,0,0,-0.042559106667719115,-0.04217028284176875,0.009136089932199831,0,0,-0.00514788059292506,-0.0015990727135714897,0.6893726098136076,6,0,0.0004019338541943905,-0.00541685618817209,14.47698416454438,0,6,6,6,0.09159741476995957,0.09127284278542586,0.00354346228383029,6,6,0.004400192946860708,0.0016745617810344966,0.6194344654297028,6,6,0.0021737733849472676,0.007865842530031622,-2.618520028122635,6
OOS,0.0,9,9,0,0,-0.28251418212788004,-0.2828513102341248,-0.0011933139204041154,0,0,-0.028788560623281167,-0.015243413543211867,0.4705044916040507,9,6,0.011267519141633745,-0.004911920234461779,1.4359362671337401,0,6,6,6,0.4345770806056959,0.43474899942349493,-0.0003956002869720532,6,6,0.023717119781531532,0.017766661547123475,0.2508929536647053,6,6,0.02459684649360618,0.04551701856924576,-0.8505225286126687,6
OOS,10.0,9,9,0,0,-0.2915360866631539,-0.2917884552013353,-0.0008656511139664147,0,0,-0.029205347061210363,-0.015949118254827897,0.45389732156235796,9,6,0.010223700833407746,-0.005985511637508551,1.5854544978419005,0,6,6,6,0.43899702943830854,0.4390923102697191,-0.0002170420868963241,6,6,0.024040546499213427,0.018539058268191282,0.2288420619390722,6,6,0.026451662715822572,0.04784656014323365,-0.808829964953897,6
