y,held,moved,bin,n,span,rho
conv_per_pp,corr_bin,own_Sharpe,"(-0.259, 0.193]",6,1.1798707582712744,0.028571428571428574
conv_per_pp,corr_bin,own_Sharpe,"(0.193, 0.391]",4,0.4930113417473674,0.39999999999999997
conv_per_pp,corr_bin,own_Sharpe,"(0.391, 0.636]",5,0.4041437725517496,-0.19999999999999998
conv_per_pp,corr_bin,own_Sharpe,"(0.636, 0.863]",5,0.17566349474440968,-0.09999999999999999
conv_per_pp,corr_bin,own_Sharpe,"(-0.259, 0.193]",6,1.1798707582712744,0.028571428571428574
conv_per_pp,corr_bin,own_Sharpe,"(0.193, 0.391]",4,0.4930113417473674,0.7999999999999999
conv_per_pp,corr_bin,own_Sharpe,"(0.391, 0.636]",5,0.4041437725517496,-0.19999999999999998
conv_per_pp,corr_bin,own_Sharpe,"(0.636, 0.863]",5,0.17566349474440968,0.3
conv_per_pp,corr_bin,own_Sharpe,"(-0.259, 0.193]",6,1.1798707582712744,0.08571428571428573
conv_per_pp,corr_bin,own_Sharpe,"(0.193, 0.391]",4,0.4930113417473674,-0.19999999999999998
conv_per_pp,corr_bin,own_Sharpe,"(0.391, 0.636]",5,0.4041437725517496,0.09999999999999999
conv_per_pp,corr_bin,own_Sharpe,"(0.636, 0.863]",5,0.17566349474440968,0.3
conv_per_pp,corr_bin,own_Sharpe,"(-0.259, 0.193]",6,1.1798707582712744,0.14285714285714288
conv_per_pp,corr_bin,own_Sharpe,"(0.193, 0.391]",4,0.4930113417473674,0.7999999999999999
conv_per_pp,corr_bin,own_Sharpe,"(0.391, 0.636]",5,0.4041437725517496,-0.8999999999999998
conv_per_pp,corr_bin,own_Sharpe,"(0.636, 0.863]",5,0.17566349474440968,-0.7
conv_per_pp,corr_bin,own_Sharpe,"(-0.259, 0.193]",6,1.1798707582712744,0.48571428571428577
conv_per_pp,corr_bin,own_Sharpe,"(0.193, 0.391]",4,0.4930113417473674,1.0
conv_per_pp,corr_bin,own_Sharpe,"(0.391, 0.636]",5,0.4041437725517496,-0.7
conv_per_pp,corr_bin,own_Sharpe,"(0.636, 0.863]",5,0.17566349474440968,-0.6
conv_per_pp,corr_bin,own_Sharpe,"(-0.259, 0.193]",6,1.1798707582712744,0.7714285714285715
conv_per_pp,corr_bin,own_Sharpe,"(0.193, 0.391]",4,0.4930113417473674,0.7999999999999999
conv_per_pp,corr_bin,own_Sharpe,"(0.391, 0.636]",5,0.4041437725517496,-0.19999999999999998
conv_per_pp,corr_bin,own_Sharpe,"(0.636, 0.863]",5,0.17566349474440968,-0.09999999999999999
conv_per_pp,corr_bin,own_Sharpe,"(-0.259, 0.193]",6,1.1798707582712744,-0.028571428571428574
conv_per_pp,corr_bin,own_Sharpe,"(0.193, 0.391]",4,0.4930113417473674,-0.19999999999999998
conv_per_pp,corr_bin,own_Sharpe,"(0.391, 0.636]",4,0.25441308083756553,-0.7999999999999999
conv_per_pp,corr_bin,own_Sharpe,"(0.636, 0.863]",5,0.25092904209198397,-0.9999999999999999
conv_per_pp,corr_bin,own_Sharpe,"(-0.259, 0.193]",6,1.1798707582712744,0.08571428571428573
conv_per_pp,corr_bin,own_Sharpe,"(0.193, 0.391]",4,0.4930113417473674,0.6000000000000001
conv_per_pp,corr_bin,own_Sharpe,"(0.391, 0.636]",4,0.25441308083756553,-0.39999999999999997
conv_per_pp,corr_bin,own_Sharpe,"(0.636, 0.863]",6,0.25092904209198397,-0.7714285714285715
conv_per_pp,corr_bin,own_Sharpe,"(-0.259, 0.193]",6,1.1798707582712744,0.14285714285714288
conv_per_pp,corr_bin,own_Sharpe,"(0.193, 0.391]",4,0.4930113417473674,0.6000000000000001
conv_per_pp,corr_bin,own_Sharpe,"(0.391, 0.636]",4,0.25441308083756553,-0.39999999999999997
conv_per_pp,corr_bin,own_Sharpe,"(0.636, 0.863]",6,0.25092904209198397,-0.4285714285714286
conv_per_pp,corr_bin,own_Sharpe,"(-0.259, 0.193]",6,1.1798707582712744,0.14285714285714288
conv_per_pp,corr_bin,own_Sharpe,"(0.193, 0.391]",4,0.4930113417473674,0.39999999999999997
conv_per_pp,corr_bin,own_Sharpe,"(0.391, 0.636]",4,0.25441308083756553,-1.0
conv_per_pp,corr_bin,own_Sharpe,"(0.636, 0.863]",6,0.25092904209198397,-0.8285714285714287
conv_per_pp,corr_bin,own_Sharpe,"(-0.259, 0.193]",6,1.1798707582712744,0.3142857142857143
conv_per_pp,corr_bin,own_Sharpe,"(0.193, 0.391]",4,0.4930113417473674,1.0
conv_per_pp,corr_bin,own_Sharpe,"(0.391, 0.636]",4,0.25441308083756553,-1.0
conv_per_pp,corr_bin,own_Sharpe,"(0.636, 0.863]",6,0.25092904209198397,-0.8285714285714287
conv_per_pp,corr_bin,own_Sharpe,"(-0.259, 0.193]",6,1.1798707582712744,0.7714285714285715
conv_per_pp,corr_bin,own_Sharpe,"(0.193, 0.391]",4,0.4930113417473674,1.0
conv_per_pp,corr_bin,own_Sharpe,"(0.391, 0.636]",4,0.25441308083756553,-0.39999999999999997
conv_per_pp,corr_bin,own_Sharpe,"(0.636, 0.863]",6,0.25092904209198397,-0.7714285714285715
conv_per_pp,corr_bin,own_Sharpe,"(-0.259, 0.193]",7,1.1798707582712744,0.03571428571428572
conv_per_pp,corr_bin,own_Sharpe,"(0.193, 0.391]",4,0.5813843889946513,-1.0
conv_per_pp,corr_bin,own_Sharpe,"(0.391, 0.636]",9,0.4041437725517496,-0.7666666666666667
conv_per_pp,corr_bin,own_Sharpe,"(-0.259, 0.193]",7,1.1798707582712744,0.14285714285714288
conv_per_pp,corr_bin,own_Sharpe,"(0.193, 0.391]",4,0.5813843889946513,-1.0
conv_per_pp,corr_bin,own_Sharpe,"(0.391, 0.636]",9,0.4041437725517496,-0.7166666666666667
conv_per_pp,corr_bin,own_Sharpe,"(-0.259, 0.193]",7,1.1798707582712744,0.14285714285714288
conv_per_pp,corr_bin,own_Sharpe,"(0.193, 0.391]",4,0.5813843889946513,-1.0
conv_per_pp,corr_bin,own_Sharpe,"(0.391, 0.636]",9,0.4041437725517496,0.33333333333333337
conv_per_pp,corr_bin,own_Sharpe,"(-0.259, 0.193]",7,1.1798707582712744,-0.14285714285714288
conv_per_pp,corr_bin,own_Sharpe,"(0.193, 0.391]",4,0.5813843889946513,0.0
conv_per_pp,corr_bin,own_Sharpe,"(0.391, 0.636]",9,0.4041437725517496,-0.7833333333333333
conv_per_pp,corr_bin,own_Sharpe,"(-0.259, 0.193]",7,1.1798707582712744,0.3214285714285715
conv_per_pp,corr_bin,own_Sharpe,"(0.193, 0.391]",4,0.5813843889946513,0.39999999999999997
conv_per_pp,corr_bin,own_Sharpe,"(0.391, 0.636]",9,0.4041437725517496,-0.7333333333333334
conv_per_pp,corr_bin,own_Sharpe,"(-0.259, 0.193]",7,1.1798707582712744,0.5357142857142858
conv_per_pp,corr_bin,own_Sharpe,"(0.193, 0.391]",4,0.5813843889946513,1.0
conv_per_pp,corr_bin,own_Sharpe,"(0.391, 0.636]",9,0.4041437725517496,-0.35
conv_per_pp,corr_bin,own_Sharpe,"(-0.259, 0.193]",4,1.1914886607821904,-0.19999999999999998
conv_per_pp,corr_bin,own_Sharpe,"(0.193, 0.391]",6,0.5255842999087543,0.6571428571428573
conv_per_pp,corr_bin,own_Sharpe,"(0.391, 0.636]",4,0.2532698377092881,0.19999999999999998
conv_per_pp,corr_bin,own_Sharpe,"(0.636, 0.863]",6,0.2501322631871272,0.2
conv_per_pp,corr_bin,own_Sharpe,"(-0.259, 0.193]",4,1.1914886607821904,-0.19999999999999998
conv_per_pp,corr_bin,own_Sharpe,"(0.193, 0.391]",6,0.5255842999087543,0.6
conv_per_pp,corr_bin,own_Sharpe,"(0.391, 0.636]",4,0.2532698377092881,0.19999999999999998
conv_per_pp,corr_bin,own_Sharpe,"(0.636, 0.863]",6,0.2501322631871272,0.4285714285714286
conv_per_pp,corr_bin,own_Sharpe,"(-0.259, 0.193]",4,1.1914886607821904,-0.19999999999999998
conv_per_pp,corr_bin,own_Sharpe,"(0.193, 0.391]",6,0.5255842999087543,0.6
conv_per_pp,corr_bin,own_Sharpe,"(0.391, 0.636]",4,0.2532698377092881,0.19999999999999998
conv_per_pp,corr_bin,own_Sharpe,"(0.636, 0.863]",6,0.2501322631871272,0.4285714285714286
conv_per_pp,corr_bin,own_Sharpe,"(-0.259, 0.193]",4,1.1914886607821904,0.19999999999999998
conv_per_pp,corr_bin,own_Sharpe,"(0.193, 0.391]",6,0.5255842999087543,0.6571428571428573
conv_per_pp,corr_bin,own_Sharpe,"(0.391, 0.636]",4,0.2532698377092881,-0.7999999999999999
conv_per_pp,corr_bin,own_Sharpe,"(0.636, 0.863]",6,0.2501322631871272,-0.8285714285714287
conv_per_pp,corr_bin,own_Sharpe,"(-0.259, 0.193]",4,1.1914886607821904,0.39999999999999997
conv_per_pp,corr_bin,own_Sharpe,"(0.193, 0.391]",6,0.5255842999087543,0.7714285714285715
conv_per_pp,corr_bin,own_Sharpe,"(0.391, 0.636]",4,0.2532698377092881,-0.19999999999999998
conv_per_pp,corr_bin,own_Sharpe,"(0.636, 0.863]",6,0.2501322631871272,-0.6571428571428573
conv_per_pp,corr_bin,own_Sharpe,"(-0.259, 0.193]",4,1.1914886607821904,0.7999999999999999
conv_per_pp,corr_bin,own_Sharpe,"(0.193, 0.391]",6,0.5255842999087543,0.7714285714285715
conv_per_pp,corr_bin,own_Sharpe,"(0.391, 0.636]",4,0.2532698377092881,0.39999999999999997
conv_per_pp,corr_bin,own_Sharpe,"(0.636, 0.863]",6,0.2501322631871272,0.08571428571428573
conv_per_pp,corr_bin,own_Sharpe,"(-0.259, 0.193]",4,1.1914886607821904,-0.39999999999999997
conv_per_pp,corr_bin,own_Sharpe,"(0.193, 0.391]",6,0.5255842999087543,0.3142857142857143
conv_per_pp,corr_bin,own_Sharpe,"(0.391, 0.636]",3,0.2532698377092881,-0.5
conv_per_pp,corr_bin,own_Sharpe,"(0.636, 0.863]",6,0.38569318123244967,-0.942857142857143
conv_per_pp,corr_bin,own_Sharpe,"(-0.259, 0.193]",4,1.1914886607821904,-0.19999999999999998
