cadence,SET,window,chooser,F_now,gap,half_width,b_fit,F_star,tape_years,separates_now,attainable
MONTH,ALL4,L252,H_RUNNERUP,191,0.0032362736720214723,0.027940786392162326,0.6332148357004759,5747.911517985661,478.99262649880507,False,False
MONTH,ALL4,L252,H_NARROWEST,191,-0.10690669673222855,0.14809905139752844,0.4758457903570874,inf,inf,False,False
MONTH,ALL4,L252,H_ANY,191,-0.10700735228838398,0.1508143395075882,0.5265598506901379,inf,inf,False,False
MONTH,ALL4,L252,CH_RAW,191,-0.021785206416332244,0.1577907949123641,0.4683742785361157,inf,inf,False,False
MONTH,ALL4,L252,CH_ANCHOR,191,,,,inf,inf,False,False
MONTH,ALL4,L504,H_RUNNERUP,191,-0.019165400770875227,0.024642927220806674,0.7651137453454273,inf,inf,False,False
MONTH,ALL4,L504,H_NARROWEST,191,-0.018639052590361933,0.14130842583056455,0.5243872157084498,inf,inf,False,False
MONTH,ALL4,L504,H_ANY,191,-0.018611057180282078,0.14015710325837596,0.4612182182416926,inf,inf,False,False
MONTH,ALL4,L504,CH_RAW,191,0.04094388341171687,0.1523379315405608,0.47626492087489736,3014.0191614610026,251.16826345508355,False,False
MONTH,ALL4,L504,CH_ANCHOR,191,,,,inf,inf,False,False
MONTH,ALL4,L756,H_RUNNERUP,191,-0.014563705978725517,0.03355573327039712,0.7204906593271917,inf,inf,False,False
MONTH,ALL4,L756,H_NARROWEST,191,-0.055168966103184766,0.1401979019149136,0.5041452320585327,inf,inf,False,False
MONTH,ALL4,L756,H_ANY,191,-0.05663466184672837,0.1436055991788102,0.46018093854452885,inf,inf,False,False
MONTH,ALL4,L756,CH_RAW,191,-0.0075311699055334285,0.15061930242012803,0.4715883025328317,inf,inf,False,False
MONTH,ALL4,L756,CH_ANCHOR,191,,,,inf,inf,False,False
MONTH,ALL4,L1260,H_RUNNERUP,191,-0.014882890378369,0.026098145926441947,0.6492566881494026,inf,inf,False,False
MONTH,ALL4,L1260,H_NARROWEST,191,-0.06714858806588692,0.13706158965827578,0.4945556189285231,inf,inf,False,False
MONTH,ALL4,L1260,H_ANY,191,-0.06691330980445591,0.13708818353807162,0.46539344710991076,inf,inf,False,False
MONTH,ALL4,L1260,CH_RAW,191,-0.061619912104878966,0.13979001186347,0.4878763518440198,inf,inf,False,False
MONTH,ALL4,L1260,CH_ANCHOR,191,,,,inf,inf,False,False
MONTH,ALL4,L2520,H_RUNNERUP,191,-0.003091102063676069,0.024480617904827046,0.6800159428478546,inf,inf,False,False
MONTH,ALL4,L2520,H_NARROWEST,191,-0.10004275927342376,0.13153280496667769,0.4906946453844122,inf,inf,False,False
MONTH,ALL4,L2520,H_ANY,191,-0.10120814789206206,0.13104410803632605,0.46805378336518844,inf,inf,False,False
MONTH,ALL4,L2520,CH_RAW,191,-0.09579791266249829,0.13140682425763955,0.4848414715959659,inf,inf,False,False
MONTH,ALL4,L2520,CH_ANCHOR,191,,,,inf,inf,False,False
MONTH,ALL4,EXPAND,H_RUNNERUP,191,-0.0029985436715080287,0.026142588427624222,0.6693501212018265,inf,inf,False,False
MONTH,ALL4,EXPAND,H_NARROWEST,191,-0.12544022902349844,0.13253252930922854,0.5013841495739678,inf,inf,False,False
MONTH,ALL4,EXPAND,H_ANY,191,-0.12484785770644993,0.13195445819034096,0.5295454986152561,inf,inf,False,False
MONTH,ALL4,EXPAND,CH_RAW,191,-0.10554393589114637,0.121901684028439,0.44386621535536247,inf,inf,False,False
MONTH,ALL4,EXPAND,CH_ANCHOR,191,,,,inf,inf,False,False
MONTH,NG,L252,H_RUNNERUP,191,0.003661864931720922,0.02782451547625026,0.6332148357004759,4697.994246067663,391.4995205056386,False,False
MONTH,NG,L252,H_NARROWEST,191,-0.0011168083266844078,0.0594108106748276,0.4758457903570874,inf,inf,False,False
MONTH,NG,L252,H_ANY,191,0.025945519059037647,0.07069254230048791,0.5265598506901379,1281.5671281495797,106.79726067913164,False,False
MONTH,NG,L252,CH_RAW,191,-0.02124611172560609,0.15595728127017697,0.4683742785361157,inf,inf,False,False
MONTH,NG,L252,CH_ANCHOR,191,,,,inf,inf,False,False
MONTH,NG,L504,H_RUNNERUP,191,-0.01916522368862821,0.024556064470132977,0.7651137453454273,inf,inf,False,False
MONTH,NG,L504,H_NARROWEST,191,0.024944331649873808,0.06462702159194433,0.5243872157084498,1173.4449300419217,97.78707750349348,False,False
MONTH,NG,L504,H_ANY,191,-0.004014509125128322,0.06940068964207492,0.4612182182416926,inf,inf,False,False
MONTH,NG,L504,CH_RAW,191,0.0418389818611358,0.15482982706750753,0.47626492087489736,2980.0340476782007,248.33617063985005,False,False
MONTH,NG,L504,CH_ANCHOR,191,,,,inf,inf,False,False
MONTH,NG,L756,H_RUNNERUP,191,-0.01438763442943987,0.03283249020663291,0.7204906593271917,inf,inf,False,False
MONTH,NG,L756,H_NARROWEST,191,-0.023425938532708527,0.06132882501995635,0.5041452320585327,inf,inf,False,False
MONTH,NG,L756,H_ANY,191,-0.032099668875110364,0.06952843754320104,0.46018093854452885,inf,inf,False,False
MONTH,NG,L756,CH_RAW,191,-0.006671018321777985,0.15142031585045407,0.4715883025328317,inf,inf,False,False
MONTH,NG,L756,CH_ANCHOR,191,,,,inf,inf,False,False
