block,k,q,seed,book,keep4a,keep4b,fails,ewall_keep4b,D
A,20,0.25,29,CAND20,False,False,"H2,OOS,DD,CAGR",False,0.0
A,20,0.25,29,EWall,False,False,"H2,OOS,DD,CAGR",False,0.0
A,20,0.25,30,CAND10,False,False,"H2,OOS,DD",False,-0.08942030570622506
A,20,0.25,30,CAND20,False,False,"H2,OOS,DD",False,0.0018257409958077897
A,20,0.25,30,EWall,False,False,"H2,OOS,DD",False,0.0
A,20,0.25,31,CAND10,False,False,H2,False,0.02958731662913139
A,20,0.25,31,CAND20,False,False,H2,False,0.0004404273948945825
A,20,0.25,31,EWall,False,False,H2,False,0.0
A,20,0.25,32,CAND10,False,False,"H2,DD",False,0.05953671873212707
A,20,0.25,32,CAND20,False,False,"H2,OOS,DD",False,0.006532813832358375
A,20,0.25,32,EWall,False,False,"H2,OOS,DD",False,0.0
A,20,0.25,33,CAND10,False,False,"H1,H2,OOS,DD,CAGR",False,-0.028624953147260324
A,20,0.25,33,CAND20,False,False,"H1,H2,OOS,DD,CAGR",False,0.004975330698823277
A,20,0.25,33,EWall,False,False,"H1,H2,OOS,DD,CAGR",False,0.0
A,20,0.25,34,CAND10,False,False,"H2,OOS,DD",False,-0.026351874688532284
A,20,0.25,34,CAND20,False,False,"H2,OOS,DD",False,0.01001854099764854
A,20,0.25,34,EWall,False,False,"H2,OOS,DD",False,0.0
A,20,0.25,35,CAND10,False,False,"H2,OOS,DD",False,-0.039164020351632245
A,20,0.25,35,CAND20,False,False,"H2,DD",False,0.0
A,20,0.25,35,EWall,False,False,"H2,DD",False,0.0
A,20,0.25,36,CAND10,False,False,"H2,OOS,DD,CAGR",False,0.015484377662142168
A,20,0.25,36,CAND20,False,False,"H2,OOS,DD,CAGR",False,0.00016349694978823326
A,20,0.25,36,EWall,False,False,"H2,OOS,DD,CAGR",False,0.0
A,20,0.25,37,CAND10,False,False,DD,False,0.05959540081334436
A,20,0.25,37,CAND20,False,False,DD,False,-0.002983123051503167
A,20,0.25,37,EWall,False,False,DD,False,0.0
A,20,0.25,38,CAND10,False,False,"H1,DD,CAGR",False,-0.011063905652311301
A,20,0.25,38,CAND20,False,False,"H1,DD,CAGR",False,0.016801447457649554
A,20,0.25,38,EWall,False,False,"H1,DD,CAGR",False,0.0
A,20,0.25,39,CAND10,False,False,"H2,OOS,DD,CAGR",False,-0.013871325914005195
A,20,0.25,39,CAND20,False,False,"H2,OOS,DD,CAGR",False,-0.0010980131484846778
A,20,0.25,39,EWall,False,False,"H2,OOS,DD,CAGR",False,0.0
A,20,0.25,40,CAND10,False,False,"H1,H2,OOS,DD,CAGR",False,-0.09909377520222207
A,20,0.25,40,CAND20,False,False,"H1,H2,OOS,DD,CAGR",False,-0.012709929470576142
A,20,0.25,40,EWall,False,False,"H1,H2,OOS,DD,CAGR",False,0.0
A,20,0.25,41,CAND10,False,False,"H1,DD",False,-0.12398421453725339
A,20,0.25,41,CAND20,False,False,"H1,DD",False,0.0
A,20,0.25,41,EWall,False,False,"H1,DD",False,0.0
A,20,0.25,42,CAND10,False,False,"H1,H2,OOS,DD,CAGR",False,-0.017696678759304363
A,20,0.25,42,CAND20,False,False,"H1,H2,OOS,DD,CAGR",False,0.0021112539845371536
A,20,0.25,42,EWall,False,False,"H1,H2,OOS,DD,CAGR",False,0.0
A,20,0.25,43,CAND10,False,False,"H2,OOS,DD",False,-0.026174346927808068
A,20,0.25,43,CAND20,False,False,"H2,OOS,DD",False,-0.00655001778700004
A,20,0.25,43,EWall,False,False,"H2,OOS,DD",False,0.0
A,20,0.25,44,CAND10,False,False,"H2,OOS",False,-0.015657472868825573
A,20,0.25,44,CAND20,False,False,"H2,OOS",False,-0.006997743959810343
A,20,0.25,44,EWall,False,False,"H2,OOS",False,0.0
A,20,0.25,45,CAND10,False,False,"H2,OOS,DD,CAGR",False,-0.08274962690712767
A,20,0.25,45,CAND20,False,False,"H1,H2,OOS,DD,CAGR",False,0.00126105894011741
A,20,0.25,45,EWall,False,False,"H1,H2,OOS,DD,CAGR",False,0.0
A,20,0.25,46,CAND10,False,True,-,True,-0.04394035368077964
A,20,0.25,46,CAND20,False,True,-,True,0.004428365000020307
A,20,0.25,46,EWall,False,True,-,True,0.0
A,20,0.25,47,CAND10,False,True,-,True,-0.03720639664092784
A,20,0.25,47,CAND20,False,True,-,True,0.003640660417331354
A,20,0.25,47,EWall,False,True,-,True,0.0
A,20,0.25,48,CAND10,False,True,-,True,-0.12295758967346382
A,20,0.25,48,CAND20,False,True,-,True,-0.02252133613368623
A,20,0.25,48,EWall,False,True,-,True,0.0
A,20,0.25,49,CAND10,False,False,"H2,DD",False,0.043116753154391674
A,20,0.25,49,CAND20,False,False,"H2,DD",False,-0.0059590174732692125
A,20,0.25,49,EWall,False,False,"H2,DD",False,0.0
A,20,0.25,50,CAND10,False,False,"H1,H2,OOS,DD,CAGR",False,-0.040866944201924715
A,20,0.25,50,CAND20,False,False,"H2,CAGR",False,0.019866815710013808
A,20,0.25,50,EWall,False,False,"H2,OOS,CAGR",False,0.0
A,20,0.25,51,CAND10,False,False,"H2,OOS,DD",False,-0.035341686372090675
A,20,0.25,51,CAND20,False,False,"H2,OOS,DD",False,-0.007415665277269223
A,20,0.25,51,EWall,False,False,"H2,OOS,DD",False,0.0
A,20,0.25,52,CAND10,False,False,"H1,DD",False,-0.0689796991061673
A,20,0.25,52,CAND20,False,False,"H1,DD",False,-0.012636538348779203
A,20,0.25,52,EWall,False,False,"H1,DD",False,0.0
A,20,0.25,53,CAND10,False,False,"H1,H2,OOS,CAGR",False,-0.11691289195131815
A,20,0.25,53,CAND20,False,False,"H1,H2,CAGR",False,-0.016538051380259877
A,20,0.25,53,EWall,False,False,"H1,H2,CAGR",False,0.0
A,20,0.25,54,CAND10,False,False,"H2,OOS,DD,CAGR",False,0.04315720050544192
A,20,0.25,54,CAND20,False,False,"H2,OOS,DD,CAGR",False,0.013717903605522275
A,20,0.25,54,EWall,False,False,"H2,OOS,DD,CAGR",False,0.0
A,20,0.25,55,CAND10,False,False,"H1,H2,OOS,DD,CAGR",False,0.00012507497013491964
A,20,0.25,55,CAND20,False,False,"H1,H2,OOS,DD,CAGR",False,0.0027827515542713233
A,20,0.25,55,EWall,False,False,"H1,H2,OOS,DD,CAGR",False,0.0
A,20,0.25,56,CAND10,False,False,"H1,H2,OOS,DD",False,0.002585363841523858
A,20,0.25,56,CAND20,False,False,"H1,H2,OOS,DD",False,0.0
A,20,0.25,56,EWall,False,False,"H1,H2,OOS,DD",False,0.0
A,20,0.25,57,CAND10,False,False,H1,False,-0.07710517314685861
A,20,0.25,57,CAND20,False,False,H1,False,0.0
A,20,0.25,57,EWall,False,False,H1,False,0.0
A,20,0.25,58,CAND10,False,False,"H2,OOS,DD",False,-0.08523820753457645
A,20,0.25,58,CAND20,False,False,"H2,OOS,DD",False,0.0
A,20,0.25,58,EWall,False,False,"H2,OOS,DD,CAGR",False,0.0
A,20,0.25,59,CAND10,False,False,"H2,OOS,DD",False,-0.044430318452873485
A,20,0.25,59,CAND20,False,False,"H2,DD",False,-0.004707408294392534
A,20,0.25,59,EWall,False,False,"H2,DD",False,0.0
A,20,0.5,0,CAND10,False,False,"H1,H2,OOS,DD",False,0.05132118523886464
A,20,0.5,0,CAND20,False,False,"H1,H2,OOS,DD",False,0.0007313432418940558
A,20,0.5,0,EWall,False,False,"H1,H2,OOS,DD",False,0.0
A,20,0.5,1,CAND10,False,False,"H1,H2,OOS,DD,CAGR",False,-0.021131759407068684
A,20,0.5,1,CAND20,False,False,"H1,H2,OOS,DD,CAGR",False,0.011243327480610243
A,20,0.5,1,EWall,False,False,"H1,H2,OOS,DD,CAGR",False,0.0
A,20,0.5,2,CAND10,False,False,"H2,OOS,DD,CAGR",False,0.04095284434697277
A,20,0.5,2,CAND20,False,False,"H2,OOS,DD,CAGR",False,0.008492649190903645
A,20,0.5,2,EWall,False,False,"H2,OOS,DD,CAGR",False,0.0
A,20,0.5,3,CAND10,False,False,"H1,H2,OOS,DD",False,-0.03753163827731576
A,20,0.5,3,CAND20,False,False,"H2,OOS,DD",False,-0.014875803272940913
A,20,0.5,3,EWall,False,False,"H2,DD",False,0.0
A,20,0.5,4,CAND10,False,False,"H1,H2,OOS,DD",False,0.006237158950717525
A,20,0.5,4,CAND20,False,False,"H1,H2,OOS,DD",False,0.011895341204906318
A,20,0.5,4,EWall,False,False,"H1,H2,OOS,DD",False,0.0
A,20,0.5,5,CAND10,False,False,"H1,H2,OOS,DD,CAGR",False,-0.035182532912680975
A,20,0.5,5,CAND20,False,False,"H1,H2,OOS,DD,CAGR",False,-0.02068965859185956
A,20,0.5,5,EWall,False,False,"H2,OOS,DD,CAGR",False,0.0
A,20,0.5,6,CAND10,False,False,"H1,H2,OOS,DD,CAGR",False,-0.06425615554240771
A,20,0.5,6,CAND20,False,False,"H1,H2,OOS,DD,CAGR",False,-0.007541905964087436
A,20,0.5,6,EWall,False,False,"H1,H2,OOS,DD,CAGR",False,0.0
A,20,0.5,7,CAND10,False,False,"H1,H2,OOS,DD,CAGR",False,-0.030311298278412502
A,20,0.5,7,CAND20,False,False,"H1,H2,OOS,DD,CAGR",False,0.00242009105794605
A,20,0.5,7,EWall,False,False,"H1,H2,OOS,DD,CAGR",False,0.0
A,20,0.5,8,CAND10,False,False,"H1,H2,OOS,DD,CAGR",False,-0.012884699715461911
A,20,0.5,8,CAND20,False,False,"H1,H2,OOS,DD,CAGR",False,0.008454324188661044
A,20,0.5,8,EWall,False,False,"H1,H2,OOS,DD,CAGR",False,0.0
A,20,0.5,9,CAND10,False,False,"H2,OOS",False,0.21869025204047443
A,20,0.5,9,CAND20,False,False,"H2,OOS,DD",False,0.003534047095661186
A,20,0.5,9,EWall,False,False,"H2,OOS,DD",False,0.0
A,20,0.5,10,CAND10,False,False,"H1,H2,OOS,DD,CAGR",False,-0.0010354882353968975
A,20,0.5,10,CAND20,False,False,"H1,H2,OOS,DD,CAGR",False,-0.010851964991172802
A,20,0.5,10,EWall,False,False,"H1,H2,OOS,DD,CAGR",False,0.0
A,20,0.5,11,CAND10,False,False,"H2,DD",False,-0.0673146836049372
A,20,0.5,11,CAND20,False,False,DD,False,-0.01048133892329095
A,20,0.5,11,EWall,False,False,DD,False,0.0
A,20,0.5,12,CAND10,False,False,"H2,DD",False,-0.07472425590426879
A,20,0.5,12,CAND20,False,False,DD,False,-0.016370990620011572
A,20,0.5,12,EWall,False,False,DD,False,0.0
A,20,0.5,13,CAND10,False,False,DD,False,0.026874476246743217
A,20,0.5,13,CAND20,False,False,DD,False,-0.009479091430948605
A,20,0.5,13,EWall,False,False,DD,False,0.0
A,20,0.5,14,CAND10,False,False,"H2,OOS",False,-0.04023038973567272
A,20,0.5,14,CAND20,False,False,"H2,OOS",False,0.011739765485239806
A,20,0.5,14,EWall,False,False,"H2,OOS",False,0.0
A,20,0.5,15,CAND10,False,False,"H2,OOS,DD",False,-0.053651326958490064
A,20,0.5,15,CAND20,False,False,"H2,OOS,DD",False,-0.04624071310919087
A,20,0.5,15,EWall,False,False,"H2,OOS,DD",False,0.0
A,20,0.5,16,CAND10,False,False,"H1,H2,OOS,DD,CAGR",False,0.0020268200355579857
A,20,0.5,16,CAND20,False,False,"H1,H2,OOS,DD,CAGR",False,0.0017623410101132997
A,20,0.5,16,EWall,False,False,"H1,H2,OOS,DD,CAGR",False,0.0
A,20,0.5,17,CAND10,False,False,"H1,H2,OOS,DD,CAGR",False,0.03093051648584233
A,20,0.5,17,CAND20,False,False,"H1,H2,OOS,DD,CAGR",False,0.0047036441921556316
A,20,0.5,17,EWall,False,False,"H1,H2,OOS,DD,CAGR",False,0.0
A,20,0.5,18,CAND10,False,False,"H1,H2,OOS,DD,CAGR",False,0.08999210335042651
A,20,0.5,18,CAND20,False,False,"H1,H2,OOS,DD,CAGR",False,0.015563084108830672
A,20,0.5,18,EWall,False,False,"H1,H2,OOS,DD,CAGR",False,0.0
A,20,0.5,19,CAND10,False,False,"H1,H2,OOS,DD,CAGR",False,0.06743006424120335
A,20,0.5,19,CAND20,False,False,"H1,H2,OOS,DD,CAGR",False,0.02157723109262677
A,20,0.5,19,EWall,False,False,"H1,H2,OOS,DD,CAGR",False,0.0
A,20,0.5,20,CAND10,False,False,"H1,H2,OOS,DD,CAGR",False,-0.004222322410915358
A,20,0.5,20,CAND20,False,False,"H1,H2,OOS,DD,CAGR",False,-0.010946147291399866
A,20,0.5,20,EWall,False,False,"H1,H2,OOS,DD,CAGR",False,0.0
A,20,0.5,21,CAND10,False,False,"H2,OOS,DD",False,0.042200411794634185
A,20,0.5,21,CAND20,False,False,"H2,OOS,DD",False,0.003880333875732944
A,20,0.5,21,EWall,False,False,"H2,OOS,DD",False,0.0
A,20,0.5,22,CAND10,False,False,"H1,H2,OOS,DD,CAGR",False,0.006302462282734234
A,20,0.5,22,CAND20,False,False,"H1,H2,OOS,DD,CAGR",False,0.003424933850899148
A,20,0.5,22,EWall,False,False,"H1,H2,OOS,DD,CAGR",False,0.0
A,20,0.5,23,CAND10,False,False,"H1,H2,OOS,CAGR",False,-0.05795864045786758
A,20,0.5,23,CAND20,False,False,"H1,H2,OOS,CAGR",False,-0.06510081349568364
A,20,0.5,23,EWall,False,False,"H1,H2,OOS,CAGR",False,0.0
A,20,0.5,24,CAND10,False,False,"H1,H2,OOS,DD,CAGR",False,-0.14665529102103447
A,20,0.5,24,CAND20,False,False,"H2,DD",False,-0.0100125847910022
A,20,0.5,24,EWall,False,False,DD,False,0.0
A,20,0.5,25,CAND10,False,False,"H2,OOS,DD,CAGR",False,0.03986049143396819
A,20,0.5,25,CAND20,False,False,"H2,OOS,DD,CAGR",False,0.03019513946470087
A,20,0.5,25,EWall,False,False,"H2,OOS,DD,CAGR",False,0.0
A,20,0.5,26,CAND10,False,False,"H1,DD",False,0.01013782970824173
A,20,0.5,26,CAND20,False,False,"H1,DD,CAGR",False,-0.00308141162643083
A,20,0.5,26,EWall,False,False,"H1,DD,CAGR",False,0.0
A,20,0.5,27,CAND10,False,False,"H2,OOS,DD,CAGR",False,0.05925302205460148
A,20,0.5,27,CAND20,False,False,"H1,H2,OOS,DD,CAGR",False,-0.0006637023246883755
A,20,0.5,27,EWall,False,False,"H1,H2,OOS,DD,CAGR",False,0.0
A,20,0.5,28,CAND10,False,False,"H2,OOS,DD,CAGR",False,0.09269318943056104
A,20,0.5,28,CAND20,False,False,"H2,OOS,DD,CAGR",False,0.005235307873085626
A,20,0.5,28,EWall,False,False,"H2,OOS,DD,CAGR",False,0.0
A,20,0.5,29,CAND10,False,False,"H1,H2,OOS,DD,CAGR",False,0.06352012960528541
A,20,0.5,29,CAND20,False,False,"H1,H2,OOS,DD,CAGR",False,0.0
A,20,0.5,29,EWall,False,False,"H1,H2,OOS,DD,CAGR",False,0.0
A,20,0.5,30,CAND10,False,False,"H1,OOS,DD",False,0.01849714564922733
A,20,0.5,30,CAND20,False,False,"H1,H2,OOS,DD",False,-0.012607217426169326
A,20,0.5,30,EWall,False,False,"H1,OOS,DD",False,0.0
A,20,0.5,31,CAND10,False,False,"H1,H2,OOS,DD,CAGR",False,-0.017812955477919945
A,20,0.5,31,CAND20,False,False,"H1,H2,OOS,DD,CAGR",False,0.004273185721468287
A,20,0.5,31,EWall,False,False,"H1,H2,OOS,DD,CAGR",False,0.0
A,20,0.5,32,CAND10,False,False,"H1,H2,OOS,DD,CAGR",False,0.08396466698455846
A,20,0.5,32,CAND20,False,False,"H1,H2,OOS,DD,CAGR",False,0.0
A,20,0.5,32,EWall,False,False,"H1,H2,OOS,DD,CAGR",False,0.0
A,20,0.5,33,CAND10,False,False,"H2,OOS,DD,CAGR",False,-0.04490927644379461
A,20,0.5,33,CAND20,False,False,"H2,OOS,DD,CAGR",False,0.0064130134516020565
A,20,0.5,33,EWall,False,False,"H2,OOS,DD,CAGR",False,0.0
A,20,0.5,34,CAND10,False,False,"H2,OOS,DD",False,-0.04470679535196409
A,20,0.5,34,CAND20,False,False,"H2,OOS,DD",False,0.0
A,20,0.5,34,EWall,False,False,"H2,OOS,DD",False,0.0
A,20,0.5,35,CAND10,False,False,"H2,OOS,DD,CAGR",False,-0.00327949979068598
A,20,0.5,35,CAND20,False,False,"H2,OOS,DD,CAGR",False,0.0
A,20,0.5,35,EWall,False,False,"H2,OOS,DD,CAGR",False,0.0
A,20,0.5,36,CAND10,False,False,"H1,H2,OOS,DD,CAGR",False,-0.037514141055060124
A,20,0.5,36,CAND20,False,False,"H1,H2,OOS,DD,CAGR",False,0.013538592572497787
A,20,0.5,36,EWall,False,False,"H1,H2,OOS,DD,CAGR",False,0.0
A,20,0.5,37,CAND10,False,False,"H1,H2,OOS,CAGR",False,-0.0023798032068327313
A,20,0.5,37,CAND20,False,False,"H1,H2,OOS,CAGR",False,-0.015076991404780915
A,20,0.5,37,EWall,False,False,"H1,H2,OOS,CAGR",False,0.0
A,20,0.5,38,CAND10,False,False,"H1,H2,OOS,DD",False,0.03484489662099666
A,20,0.5,38,CAND20,False,False,"H1,H2,OOS,DD,CAGR",False,0.0006043264268461579
A,20,0.5,38,EWall,False,False,"H1,H2,OOS,DD,CAGR",False,0.0
A,20,0.5,39,CAND10,False,False,"H2,OOS,DD,CAGR",False,0.032505356883674175
A,20,0.5,39,CAND20,False,False,"H2,OOS,CAGR",False,0.0
A,20,0.5,39,EWall,False,False,"H2,OOS,CAGR",False,0.0
A,20,0.5,40,CAND10,False,False,DD,False,-0.10966180645512458
A,20,0.5,40,CAND20,False,False,DD,False,-0.03462342685806585
A,20,0.5,40,EWall,False,False,DD,False,0.0
A,20,0.5,41,CAND10,False,False,"H1,H2,OOS,DD,CAGR",False,-0.014691150721764301
A,20,0.5,41,CAND20,False,False,"H1,H2,OOS,DD,CAGR",False,0.0005032657002707608
A,20,0.5,41,EWall,False,False,"H1,H2,OOS,DD,CAGR",False,0.0
A,20,0.5,42,CAND10,False,False,"H1,H2,OOS,DD",False,-0.06317114538844837
A,20,0.5,42,CAND20,False,False,"H1,H2,OOS,DD",False,0.003161362619423791
A,20,0.5,42,EWall,False,False,"H1,H2,OOS,DD",False,0.0
A,20,0.5,43,CAND10,False,False,"H1,DD",False,-0.026717627549019518
A,20,0.5,43,CAND20,False,False,"H1,DD",False,-0.0038440436273443623
A,20,0.5,43,EWall,False,False,"H1,DD",False,0.0
A,20,0.5,44,CAND10,False,False,"H1,H2,OOS,DD",False,0.0040759787315752805
A,20,0.5,44,CAND20,False,False,"H1,H2,OOS,DD,CAGR",False,-0.011923866599855226
A,20,0.5,44,EWall,False,False,"H1,H2,OOS,DD",False,0.0
A,20,0.5,45,CAND10,False,False,"H2,OOS,DD",False,0.04569436520541503
A,20,0.5,45,CAND20,False,False,"H2,OOS,DD,CAGR",False,-0.020945294627503053
A,20,0.5,45,EWall,False,False,"H2,OOS,DD,CAGR",False,0.0
A,20,0.5,46,CAND10,False,False,"H1,DD,CAGR",False,0.0639628199306086
A,20,0.5,46,CAND20,False,False,"H1,DD,CAGR",False,0.00630542761320374
A,20,0.5,46,EWall,False,False,"H1,DD,CAGR",False,0.0
A,20,0.5,47,CAND10,False,False,"H1,H2,OOS,DD,CAGR",False,-0.035022467010192904
A,20,0.5,47,CAND20,False,False,"H1,H2,OOS,DD,CAGR",False,-0.022831951663604022
A,20,0.5,47,EWall,False,False,"H1,H2,OOS,DD,CAGR",False,0.0
A,20,0.5,48,CAND10,False,False,"H1,H2,OOS,DD,CAGR",False,-0.04665785433163433
A,20,0.5,48,CAND20,False,False,"H2,OOS,DD,CAGR",False,0.007884134733287362
A,20,0.5,48,EWall,False,False,"H2,OOS,DD,CAGR",False,0.0
A,20,0.5,49,CAND10,False,False,"H2,OOS,DD",False,-0.010213311145475412
A,20,0.5,49,CAND20,False,False,"H2,OOS,DD,CAGR",False,0.01290705819531146
A,20,0.5,49,EWall,False,False,"H2,OOS,DD,CAGR",False,0.0
A,20,0.5,50,CAND10,False,False,"H1,OOS,DD",False,-0.004121633830373672
A,20,0.5,50,CAND20,False,False,"H1,H2,OOS,DD",False,-0.01646865469796588
A,20,0.5,50,EWall,False,False,"H1,OOS,DD",False,0.0
A,20,0.5,51,CAND10,False,False,"H1,H2,OOS,DD",False,-0.03879221839768143
A,20,0.5,51,CAND20,False,False,"H2,OOS,DD",False,0.005124826715530495
A,20,0.5,51,EWall,False,False,"H2,OOS,DD",False,0.0
A,20,0.5,52,CAND10,False,False,"H1,H2,OOS,DD,CAGR",False,-0.04203446181149184
A,20,0.5,52,CAND20,False,False,"H1,H2,OOS,DD,CAGR",False,0.007185973537581436
A,20,0.5,52,EWall,False,False,"H1,H2,OOS,DD,CAGR",False,0.0
A,20,0.5,53,CAND10,False,False,"H1,H2,OOS,DD,CAGR",False,-0.01722519120672783
A,20,0.5,53,CAND20,False,False,"H1,H2,OOS,DD,CAGR",False,1.187253737633398e-05
